mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	24	0	0	2/2	1	1	vo64(5)	0	-3.86586	dcml	c#	i		vo64(5)		v	o	64	5				o	1	1	-5, 1, -2		1	-5
25	24	1/4	1/4	2/2	1	1	vo64			dcml	c#	i		vo64		v	o	64					o	1	1	-5, 1, -2		1	-5
25	24	1/2	1/2	2/2	1	1	III.I(42)			dcml	c#	III		I(42)		I			42				M	1	0	2, -1, 1		0	2
25	24	3/4	3/4	2/2	1	1	I64			dcml	c#	III		I64		I		64					M	1	0	1, 0, 4		0	1
26	25	0	0	2/2	1	1	V65			dcml	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	25	1/4	1/4	2/2	1	1	iii64			dcml	c#	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
26	25	1/2	1/2	2/2	1	1	I[I(42)			dcml	c#	III	I	I(42)		I			42				M	1	0	2, -1, 1		0	2
26	25	3/4	3/4	2/2	1	1	I	0	-3.02185	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
27	26	0	0	2/2	1	1	viio64	-1.01895	-6.66923	dcml	c#	III		viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
27	26	1/4	1/4	2/2	1	1	I(7)	0	-7.11999	dcml	c#	III		I(7)		I			7				M	1	0	0, 4, 1	5	0	0
27	26	1/2	1/2	2/2	1	1	iv]	1.89737	-5.32329	dcml	c#	III		iv		iv					]		m	1	0	-1, -4, 0		-1	-1
27	26	7/8	7/8	2/2	1	1	I	0.645107	-3.27413	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
28	27	0	0	2/2	1	1	I+6			dcml	c#	III		I+6		I	+	6					+	1	0	4, 8, 0		0	4
28	27	1/2	1/2	2/2	1	1	IV			dcml	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
28	27	3/4	3/4	2/2	1	1	.Fr6/V			dcml	c#	III		Fr6/V	Fr	V		7	b5	V/V			M	1	0	3, 7, -3, 1		3	3
29	28	0	0	2/2	1	1	V/V			dcml	c#	III		V/V		V				V			M	1	0	2, 6, 3		2	2
29	28	1/4	1/4	2/2	1	1	V65/V			dcml	c#	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
29	28	1/2	1/2	2/2	1	1	V	0	-3.15604	dcml	c#	III		V		V							M	1	0	1, 5, 2		1	1
29	28	3/4	3/4	2/2	1	1	V65	0	-3.32005	dcml	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	29	0	0	2/2	1	1	I	0	-3.23804	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
30	29	1/4	1/4	2/2	1	1	V65/IV	0	-3.07403	dcml	c#	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
30	29	1/2	1/2	2/2	1	1	IV	0	-2.66401	dcml	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
30	29	3/4	3/4	2/2	1	1	vi			dcml	c#	III		vi		vi							m	1	0	3, 0, 4		3	3
31	30	0	0	2/2	1	1	viio			dcml	c#	III		viio		vii	o						o	1	0	5, 2, -1		5	5
31	30	1/4	1/4	2/2	1	1	vii%65			dcml	c#	III		vii%65		vii	%	65					%7	1	0	4, 11, 3, 5		5	4
31	30	1/2	1/2	2/2	1	1	V/vi			dcml	c#	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
31	30	3/4	3/4	2/2	1	1	V65/vi			dcml	c#	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
32	31	0	0	2/2	1	1	vi\\			dcml	c#	III		vi		vi						\\	m	1	0	3, 0, 4		3	3
32	31	1/4	1/4	2/2	1	1	I6			dcml	c#	III		I6		I		6					M	1	0	4, 1, 0		0	4
32	31	1/2	1/2	2/2	1	1	V64	0	-2.99203	dcml	c#	III		V64		V		64					M	1	0	2, 1, 5		1	2
32	31	3/4	3/4	2/2	1	1	V2/V	0	-3.32005	dcml	c#	III		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
33	32	0	0	2/2	1	1	V6	0	-3.32005	dcml	c#	III		V6		V		6					M	1	0	5, 2, 1		1	5
33	32	1/4	1/4	2/2	1	1	iii	0	-3.32005	dcml	c#	III		iii		iii							m	1	0	4, 1, 5		4	4
33	32	1/2	1/2	2/2	1	1	I	0	-2.91002	dcml	c#	III		I		I							M	1	0	0, 4, 1		0	0
33	32	3/4	3/4	2/2	1	1	V6(+6)	0	-3.17212	dcml	c#	III		V6(+6)		V		6	+6				M	1	0	5, 2, 1	4	1	5
34	33	0	0	2/2	1	1	viio7/V	0	-3.67622	dcml	c#	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
34	33	1/4	1/4	2/2	1	1	viio2/iii	0	-4.33645	dcml	c#	III		viio2/iii		vii	o	2		iii			o7	1	0	-7, 2, -1, -4		2	-7
34	33	3/4	3/4	2/2	1	1	V2/iii	-0.531265	-3.57305	dcml	c#	III		V2/iii		V		2		iii			Mm7	1	0	3, 5, 9, 6		5	3
35	34	0	0	2/2	1	1	iii.i64	0.195123	-1.71951	dcml	c#	iii		i64		i		64					m	1	1	1, 0, -3		0	1
35	34	3/4	3/4	2/2	1	1	V			dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
36	35	1/4	1/4	2/2	1	1	V7	-0.114778	-5.02512	dcml	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	35	1/2	1/2	2/2	1	1	VI(6)	0	-4.91034	dcml	c#	iii		VI(6)		VI			6				M	1	1	-4, 0, -1		-4	-4
36	35	3/4	3/4	2/2	1	1	VI	0	-5.13989	dcml	c#	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
37	36	0	0	2/2	1	1	VII.V[V7(4)	-3.32294	-7.65853	dcml	c#	VII	V	V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
37	36	1/4	1/4	2/2	1	1	V7(+b9)	0	-5.36945	dcml	c#	VII		V7(+b9)		V		7	+b9				Mm7	1	0	1, 5, 2, -1	-4	1	1
37	36	3/4	3/4	2/2	1	1	I6	0	-5.59901	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
38	37	0	0	2/2	1	1	V	0	-5.59901	dcml	c#	VII		V		V							M	1	0	1, 5, 2		1	1
38	37	1/4	1/4	2/2	1	1	V7	0.114778	-6.1729	dcml	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
38	37	1/2	1/2	2/2	1	1	I6	-0.114778	-4.33645	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
38	37	3/4	3/4	2/2	1	1	V43			dcml	c#	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
39	38	0	0	2/2	1	1	I6	-0.114778	-4.33645	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
39	38	1/4	1/4	2/2	1	1	I64	0.344334	-5.36945	dcml	c#	VII		I64		I		64					M	1	0	1, 0, 4		0	1
39	38	1/2	1/2	2/2	1	1	V2]	0	-5.36945	dcml	c#	VII		V2		V		2			]		Mm7	1	0	-1, 1, 5, 2		1	-1
39	38	3/4	3/4	2/2	1	1	I64	0	-5.82856	dcml	c#	VII		I64		I		64					M	1	0	1, 0, 4		0	1
40	39	0	0	2/2	1	1	V43	0.229556	-5.94334	dcml	c#	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
40	39	1/2	1/2	2/2	1	1	I6	0	-5.36945	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
40	39	3/4	3/4	2/2	1	1	V7	-0.114778	-4.33645	dcml	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	40	0	0	2/2	1	1	I6	0	-4.45123	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
41	40	1/2	1/2	2/2	1	1	V2	0	-5.25467	dcml	c#	VII		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
41	40	3/4	3/4	2/2	1	1	I6	0	-5.25467	dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
42	41	0	0	2/2	1	1	iii.V	0	-4.22167	dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
42	41	1/4	1/4	2/2	1	1	V7	0	-3.08537	dcml	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	41	1/2	1/2	2/2	1	1	V(64)			dcml	c#	iii		V(64)		V			64				M	1	1	1, 0, -3		1	1
42	41	3/4	3/4	2/2	1	1	V			dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
43	42	0	0	2/2	1	1	i			dcml	c#	iii		i		i							m	1	1	0, -3, 1		0	0
44	43	0	0	2/2	1	1	V			dcml	c#	iii		V		V							M	1	1	1, 5, 2		1	1
44	43	3/4	3/4	2/2	1	1	.biii.i			dcml	c#	biii		i		i							m	1	1	0, -3, 1		0	0
45	44	0	0	2/2	1	1	V7			dcml	c#	biii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	45	0	0	2/2	1	1	i	-0.114778	-4.45123	dcml	c#	biii		i		i							m	1	1	0, -3, 1		0	0
47	46	0	0	2/2	1	1	V64			dcml	c#	biii		V64		V		64					M	1	1	2, 1, 5		1	2
47	46	1/2	1/2	2/2	1	1	I(4)	-0.114778	-4.79556	dcml	c#	biii		I(4)		I			4				M	1	1	0, -1, 1		0	0
47	46	3/4	3/4	2/2	1	1	I			dcml	c#	biii		I		I							M	1	1	0, 4, 1		0	0
48	47	0	0	2/2	1	1	vi/I			dcml	c#	biii		vi/I		vi				I			m	1	1	3, 0, 4		3	3
48	47	1/2	1/2	2/2	1	1	IV6/I			dcml	c#	biii		IV6/I		IV		6		I			M	1	1	3, 0, -1		-1	3
49	48	0	0	2/2	1	1	.bbII.iii	0	-3.23804	dcml	c#	bbII		iii		iii							m	1	0	4, 1, 5		4	4
49	48	1/2	1/2	2/2	1	1	I(4)	-0.229556	-4.68078	dcml	c#	bbII		I(4)		I			4				M	1	0	0, -1, 1		0	0
49	48	3/4	3/4	2/2	1	1	I			dcml	c#	bbII		I		I							M	1	0	0, 4, 1		0	0
50	49	0	0	2/2	1	1	.bbV.iii64	0	-4.05809	dcml	c#	bbV		iii64		iii		64					m	1	0	5, 4, 1		4	5
50	49	1/2	1/2	2/2	1	1	I(42)	0	-5.02512	dcml	c#	bbV		I(42)		I			42				M	1	0	2, -1, 1		0	2
50	49	3/4	3/4	2/2	1	1	I64			dcml	c#	bbV		I64		I		64					M	1	0	1, 0, 4		0	1
51	50	0	0	2/2	1	1	V6			dcml	c#	bbV		V6		V		6					M	1	0	5, 2, 1		1	5
51	50	1/2	1/2	2/2	1	1	I	0.114778	-4.566	dcml	c#	bbV		I		I							M	1	0	0, 4, 1		0	0
51	50	3/4	3/4	2/2	1	1	vi	-0.834845	-3.56253	dcml	c#	bbV		vi		vi							m	1	0	3, 0, 4		3	3
51	50	7/8	7/8	2/2	1	1	.bVI.V	-1.16119	-4.17728	dcml	c#	bVI		V		V							M	1	0	1, 5, 2		1	1
52	51	0	0	2/2	1	1	V6	1.29021	-3.49028	dcml	c#	bVI		V6		V		6					M	1	0	5, 2, 1		1	5
52	51	1/2	1/2	2/2	1	1	I	0	-5.36945	dcml	c#	bVI		I		I							M	1	0	0, 4, 1		0	0
52	51	3/4	3/4	2/2	1	1	vi	-1.5179	-5.17503	dcml	c#	bVI		vi		vi							m	1	0	3, 0, 4		3	3
52	51	7/8	7/8	2/2	1	1	.bvii.V	-0.90315	-5.20835	dcml	c#	bvii		V		V							M	1	1	1, 5, 2		1	1
53	52	0	0	2/2	1	1	V6	0	-5.29636	dcml	c#	bvii		V6		V		6					M	1	1	5, 2, 1		1	5
53	52	1/2	1/2	2/2	1	1	i	0	-6.28861	dcml	c#	bvii		i		i							m	1	1	0, -3, 1		0	0
53	52	3/4	3/4	2/2	1	1	vi	0.114778	-5.49263	dcml	c#	bvii		vi		vi							m	1	1	-4, -7, -3		-4	-4
53	52	7/8	7/8	2/2	1	1	VII.V	-0.774129	-5.51998	dcml	c#	VII		V		V							M	1	0	1, 5, 2		1	1
54	53	0	0	2/2	1	1	V6	0.114778	-5.59901	dcml	c#	VII		V6		V		6					M	1	0	5, 2, 1		1	5
54	53	1/2	1/2	2/2	1	1	I(4)			dcml	c#	VII		I(4)		I			4				M	1	0	0, -1, 1		0	0
54	53	7/8	7/8	2/2	1	1	I			dcml	c#	VII		I		I							M	1	0	0, 4, 1		0	0
55	54	0	0	2/2	1	1	vi(2)	0.114778	-5.02512	dcml	c#	VII		vi(2)		vi			2				m	1	0	5, 0, 4		3	5
55	54	1/2	1/2	2/2	1	1	vi	-0.516086	-3.66119	dcml	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
55	54	3/4	3/4	2/2	1	1	V/ii			dcml	c#	VII		V/ii		V				ii			M	1	0	3, 7, 4		3	3
55	54	7/8	7/8	2/2	1	1	V2/ii			dcml	c#	VII		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
56	55	0	0	2/2	1	1	ii6			dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
56	55	1/4	1/4	2/2	1	1	ii64	0	-4.33645	dcml	c#	VII		ii64		ii		64					m	1	0	3, 2, -1		2	3
56	55	1/2	1/2	2/2	1	1	V(64)	0	-3.87734	dcml	c#	VII		V(64)		V			64				M	1	0	1, 0, 4		1	1
57	56	0	0	2/2	1	1	I6			dcml	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
57	56	1/4	1/4	2/2	1	1	V43/IV	-0.114778	-3.533	dcml	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
57	56	1/2	1/2	2/2	1	1	.bVII64	0	-4.10689	dcml	c#	VII		bVII64		bVII		64					M	1	0	-1, -2, 2		-2	-1
57	56	3/4	3/4	2/2	1	1	ii6			dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	57	0	0	2/2	1	1	ii			dcml	c#	VII		ii		ii							m	1	0	2, -1, 3		2	2
58	57	1/4	1/4	2/2	1	1	ii6			dcml	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	57	1/2	1/2	2/2	1	1	iii			dcml	c#	VII		iii		iii							m	1	0	4, 1, 5		4	4
58	57	3/4	3/4	2/2	1	1	V43/IV			dcml	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
59	58	0	0	2/2	1	1	IV			dcml	c#	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
59	58	1/4	1/4	2/2	1	1	ii43	0	-3.19458	dcml	c#	VII		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
59	58	1/2	1/2	2/2	1	1	v	0	-3.533	dcml	c#	VII		v		v							m	1	0	1, -2, 2		1	1
59	58	3/4	3/4	2/2	1	1	v6	0	-3.59148	dcml	c#	VII		v6		v		6					m	1	0	-2, 2, 1		1	-2
60	59	0	0	2/2	1	1	vi			dcml	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
60	59	1/4	1/4	2/2	1	1	V43/bVII	0	-4.28606	dcml	c#	VII		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
60	59	1/2	1/2	2/2	1	1	.bVII	0	-4.58374	dcml	c#	VII		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
60	59	3/4	3/4	2/2	1	1	.bVII6	-0.114778	-4.33645	dcml	c#	VII		bVII6		bVII		6					M	1	0	2, -1, -2		-2	2
61	60	0	0	2/2	1	1	VI.ii	-0.229556	-6.05812	dcml	c#	VI		ii		ii							m	1	0	2, -1, 3		2	2
61	60	1/4	1/4	2/2	1	1	viio43	0	-6.1729	dcml	c#	VI		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
61	60	1/2	1/2	2/2	1	1	V65/VI	0	-5.59901	dcml	c#	VI		V65/VI		V		65		VI			Mm7	1	0	8, 5, 2, 4		4	8
61	60	3/4	3/4	2/2	1	1	viio43/ii	-0.229556	-5.94334	dcml	c#	VI		viio43/ii		vii	o	43		ii			o7	1	0	-6, -9, 0, -3		0	-6
62	61	1/8	1/8	2/2	1	1	ii6	0	-6.28767	dcml	c#	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
62	61	1/4	1/4	2/2	1	1	iii6			dcml	c#	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
62	61	3/8	3/8	2/2	1	1	IV6	0.114778	-5.02512	dcml	c#	VI		IV6		IV		6					M	1	0	3, 0, -1		-1	3
62	61	1/2	1/2	2/2	1	1	V65	0	-4.68296	dcml	c#	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
62	61	5/8	5/8	2/2	1	1	I	0.114778	-6.63201	dcml	c#	VI		I		I							M	1	0	0, 4, 1		0	0
62	61	3/4	3/4	2/2	1	1	IV	0	-5.71378	dcml	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
62	61	7/8	7/8	2/2	1	1	V	0.114778	-3.87734	dcml	c#	VI		V		V							M	1	0	1, 5, 2		1	1
63	62	0	0	2/2	1	1	viio/ii			dcml	c#	VI		viio/ii		vii	o			ii			o	1	0	0, -3, -6		0	0
