quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	harmony_layer	label	alt_label	regex_match	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
956	2.0	319	319	1/2	1/2	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
958	10.0	320	320	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
968	1.0	323	323	1/2	1/2	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
969	1.0	324	324	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
970	6.0	324	324	1/4	1/4	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
976	2.5	326	326	1/4	1/4	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1957/2	2.5	327	327	1/8	1/8	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
981	6.0	328	328	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
987	3.0	330	330	0	0	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
990	3.0	331	331	0	0	3/4	4	1		1	V6		dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
993	3.0	332	332	0	0	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
996	3.0	333	333	0	0	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
999	3.0	334	334	0	0	3/4	4	1		1	ii		dcml	a	I		ii		ii							m	1	0	2, -1, 3		2	2
1002	3.0	335	335	0	0	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1005	1.5	336	336	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
2013/2	1.5	336	336	3/8	3/8	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1008	3.0	337	337	0	0	3/4	4	1		1	V43		dcml	a	I		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
1011	3.0	338	338	0	0	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1014	3.0	339	339	0	0	3/4	4	1		1	viio43		dcml	a	I		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
1017	2.0	340	340	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1019	1.0	340	340	1/2	1/2	3/4	4	1		1	V65(+b2)		dcml	a	I		V65(+b2)		V		65	+b2				Mm7	1	0	5, 2, -1, 1	-4	1	5
1020	2.0	341	341	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1022	1.0	341	341	1/2	1/2	3/4	4	1		1	V65(+b2)		dcml	a	I		V65(+b2)		V		65	+b2				Mm7	1	0	5, 2, -1, 1	-4	1	5
1023	2.0	342	342	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1025	1.0	342	342	1/2	1/2	3/4	4	1		1	V65(2)		dcml	a	I		V65(2)		V		65	2				Mm7	1	0	5, 2, -1, 3		1	5
1026	2.0	343	343	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1028	1.0	343	343	1/2	1/2	3/4	4	1		1	V65(2)		dcml	a	I		V65(2)		V		65	2				Mm7	1	0	5, 2, -1, 3		1	5
1029	6.0	344	344	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1035	6.0	346	346	0	0	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
1041	1.0	348	348	0	0	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1042	2.0	348	348	1/4	1/4	3/4	4	1		1	viio/V		dcml	a	I		viio/V		vii	o			V			o	1	0	6, 3, 0		6	6
1044	3.0	349	349	0	0	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1047	3.0	350	350	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
1050	6.0	351	351	0	0	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1056	7.0	353	353	0	0	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
1063	2.0	355	355	1/4	1/4	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1065	2.0	356	356	0	0	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1067	1.0	356	356	1/2	1/2	3/4	4	1		1	V65		dcml	a	I		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
1068	2.0	357	357	0	0	3/4	4	1		1	vi6		dcml	a	I		vi6		vi		6					m	1	0	0, 4, 3		3	0
1070	1.0	357	357	1/2	1/2	3/4	4	1		1	viio		dcml	a	I		viio		vii	o						o	1	0	5, 2, -1		5	5
1071	2.0	358	358	0	0	3/4	4	1		1	viio65/ii		dcml	a	I		viio65/ii		vii	o	65		ii			o7	1	0	-3, -6, -9, 0		0	-3
1073	1.0	358	358	1/2	1/2	3/4	4	1		1	V64/V		dcml	a	I		V64/V		V		64		V			M	1	0	3, 2, 6		2	3
1074	2.0	359	359	0	0	3/4	4	1		1	V(4)		dcml	a	I		V(4)		V			4				M	1	0	1, 0, 2		1	1
1076	1.0	359	359	1/2	1/2	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1077	2.0	360	360	0	0	3/4	4	1		1	viio6/IV		dcml	a	I		viio6/IV		vii	o	6		IV			o	1	0	1, -2, 4		4	1
1079	1.0	360	360	1/2	1/2	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1080	2.0	361	361	0	0	3/4	4	1		1	V65/IV		dcml	a	I		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
1082	2.0	361	361	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1084	1.0	362	362	1/4	1/4	3/4	4	1		1	vi64		dcml	a	I		vi64		vi		64					m	1	0	4, 3, 0		3	4
1085	1.0	362	362	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1086	1.0	363	363	0	0	3/4	4	1		1	I6(4)		dcml	a	I		I6(4)		I		6	4				M	1	0	-1, 1, 0		0	-1
1087	1.0	363	363	1/4	1/4	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1088	1.0	363	363	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1089	1.0	364	364	0	0	3/4	4	1		1	I64(#4)		dcml	a	I		I64(#4)		I		64	#4				M	1	0	6, 0, 4		0	6
1090	1.0	364	364	1/4	1/4	3/4	4	1		1	I64		dcml	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
1091	2.0	364	364	1/2	1/2	3/4	4	1		1	#viio7/vi		dcml	a	I		#viio7/vi		#vii	o	7		vi			o7	1	0	8, 5, 2, -1		8	8
1093	1.0	365	365	1/4	1/4	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
1094	0.5	365	365	1/2	1/2	3/4	4	1		1	IV6		dcml	a	I		IV6		IV		6					M	1	0	3, 0, -1		-1	3
2189/2	0.5	365	365	5/8	5/8	3/4	4	1		1	v		dcml	a	I		v		v							m	1	0	1, -2, 2		1	1
1095	3.0	366	366	0	0	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1098	2.0	367	367	0	0	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1100	1.0	367	367	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1101	2.0	368	368	0	0	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
1103	2.0	368	368	1/2	1/2	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1105	9.5	369	369	1/4	1/4	3/4	4	1		1	I64		dcml	a	I		I64		I		64					M	1	0	1, 0, 4		0	1
2229/2	1.5	372	372	3/8	3/8	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1116	1.0	373	373	0	0	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
1117	1.0	373	373	1/4	1/4	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
1118	1.0	373	373	1/2	1/2	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1119	0.5	374	374	0	0	3/4	4	1		1	ii6		dcml	a	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
2239/2	0.5	374	374	1/8	1/8	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1120	0.5	374	374	1/4	1/4	3/4	4	1		1	viio		dcml	a	I		viio		vii	o						o	1	0	5, 2, -1		5	5
2241/2	0.5	374	374	3/8	3/8	3/4	4	1		1	viio/IV		dcml	a	I		viio/IV		vii	o			IV			o	1	0	4, 1, -2		4	4
1121	0.5	374	374	1/2	1/2	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
2243/2	0.5	374	374	5/8	5/8	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1122	1.0	375	375	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
1123	1.0	375	375	1/4	1/4	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1124	1.0	375	375	1/2	1/2	3/4	4	1		1	ii7		dcml	a	I		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
1125	0.5	376	376	0	0	3/4	4	1		1	I6(64)		dcml	a	I		I6(64)		I		6	64				M	1	0	-1, 3, 0		0	-1
2251/2	0.5	376	376	1/8	1/8	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1126	0.5	376	376	1/4	1/4	3/4	4	1		1	ii6		dcml	a	I		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
2253/2	0.5	376	376	3/8	3/8	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1127	0.5	376	376	1/2	1/2	3/4	4	1		1	V(64)		dcml	a	I		V(64)		V			64				M	1	0	1, 0, 4		1	1
2255/2	0.5	376	376	5/8	5/8	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1128	3.0	377	377	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
1131	3.0	378	378	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1134	3.0	379	379	0	0	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1137	3.0	380	380	0	0	3/4	4	1		1	V6		dcml	a	I		V6		V		6					M	1	0	5, 2, 1		1	5
1140	3.0	381	381	0	0	3/4	4	1		1	I6		dcml	a	I		I6		I		6					M	1	0	4, 1, 0		0	4
1143	3.0	382	382	0	0	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
1146	3.0	383	383	0	0	3/4	4	1		1	ii		dcml	a	I		ii		ii							m	1	0	2, -1, 3		2	2
1149	3.0	384	384	0	0	3/4	4	1		1	V7		dcml	a	I		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
1152	0.5	385	385	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
2305/2	2.5	385	385	1/8	1/8	3/4	4	1		1	I[I		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1155	3.0	386	386	0	0	3/4	4	1		1	viio43		dcml	a	I	I	viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
1158	3.0	387	387	0	0	3/4	4	1		1	I6		dcml	a	I	I	I6		I		6					M	1	0	4, 1, 0		0	4
1161	2.0	388	388	0	0	3/4	4	1		1	viio65		dcml	a	I	I	viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
1163	1.0	388	388	1/2	1/2	3/4	4	1		1	viio		dcml	a	I	I	viio		vii	o						o	1	0	5, 2, -1		5	5
1164	1.0	389	389	0	0	3/4	4	1		1	I		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1165	1.0	389	389	1/4	1/4	3/4	4	1		1	V6		dcml	a	I	I	V6		V		6					M	1	0	5, 2, 1		1	5
1166	1.0	389	389	1/2	1/2	3/4	4	1		1	iv64		dcml	a	I	I	iv64		iv		64					m	1	0	0, -1, -4		-1	0
1167	2.0	390	390	0	0	3/4	4	1		1	I		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1169	1.0	390	390	1/2	1/2	3/4	4	1		1	iv64		dcml	a	I	I	iv64		iv		64					m	1	0	0, -1, -4		-1	0
1170	2.0	391	391	0	0	3/4	4	1		1	I		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1172	1.0	391	391	1/2	1/2	3/4	4	1		1	V(+2)		dcml	a	I	I	V(+2)		V			+2				M	1	0	1, 5, 2	3	1	1
1173	2.0	392	392	0	0	3/4	4	1		1	I		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1175	1.0	392	392	1/2	1/2	3/4	4	1		1	V(+2)		dcml	a	I	I	V(+2)		V			+2				M	1	0	1, 5, 2	3	1	1
1176	3.0	393	393	0	0	3/4	4	1		1	I]		dcml	a	I	I	I		I							M	1	0	0, 4, 1		0	0
1179	3.0	394	394	0	0	3/4	4	1		1	vi		dcml	a	I		vi		vi							m	1	0	3, 0, 4		3	3
1182	3.0	395	395	0	0	3/4	4	1		1	i6		dcml	a	I		i6		i		6					m	1	0	-3, 1, 0		0	-3
1185	2.0	396	396	0	0	3/4	4	1		1	vio64		dcml	a	I		vio64		vi	o	64					o	1	0	-3, 3, 0		3	-3
1187	1.0	396	396	1/2	1/2	3/4	4	1		1	vi64		dcml	a	I		vi64		vi		64					m	1	0	4, 3, 0		3	4
1188	1.0	397	397	0	0	3/4	4	1		1	IV		dcml	a	I		IV		IV							M	1	0	-1, 3, 0		-1	-1
1189	2.0	397	397	1/4	1/4	3/4	4	1		1	#iv		dcml	a	I		#iv		#iv							m	1	0	6, 3, 7		6	6
1191	3.0	398	398	0	0	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1194	3.0	399	399	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1197	6.0	400	400	0	0	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1203	1.0	402	402	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1204	2.0	402	402	1/4	1/4	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1206	1.0	403	403	0	0	3/4	4	1		1	I		dcml	a	I		I		I							M	1	0	0, 4, 1		0	0
1207	2.0	403	403	1/4	1/4	3/4	4	1		1	V		dcml	a	I		V		V							M	1	0	1, 5, 2		1	1
1209	3.0	404	404	0	0	3/4	4	1		1	I\\		dcml	a	I		I		I						\\	M	1	0	0, 4, 1		0	0
