mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
267	267	1/2	1/2	6/8	1	1	I(64)	-0.219795	-7.84857	dcml	Eb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
268	268	0	0	6/8	1	1	I(94)	0.148404	-7.55818	dcml	Eb	I		I(94)		I			94				M	0	0	0, -1, 1	2	0	0
268	268	1/2	1/2	6/8	1	1	I	0	-6.99105	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
269	269	3/8	3/8	6/8	1	1	V7(6)	-0.187501	-6.68847	dcml	Eb	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
269	269	1/2	1/2	6/8	1	1	V7	0.659385	-7.267	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
270	270	0	0	6/8	1	1	I	0.187501	-7.84857	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
270	270	3/8	3/8	6/8	1	1	V65/V	0.0322939	-7.84857	dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
271	271	0	0	6/8	1	1	I6	0	-4.37501	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
271	271	1/8	1/8	6/8	1	1	I+6	0.219795	-5.19855	dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
271	271	1/2	1/2	6/8	1	1	IV6	-0.109897	-5.72117	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
272	272	1/8	1/8	6/8	1	1	viio6/iii	0.109897	-5.69187	dcml	Eb	I		viio6/iii		vii	o	6		iii			o	0	0	-1, -4, 2		2	-1
272	272	1/2	1/2	6/8	1	1	I64	0	-5.08865	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
273	273	0	0	6/8	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
273	273	1/8	1/8	6/8	1	1	I+64	2.82876	-2.8264	dcml	Eb	I		I+64		I	+	64					+	0	0	8, 0, 4		0	8
273	273	1/2	1/2	6/8	1	1	IV6	0	-2.99818	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
274	274	0	0	6/8	1	1	ii65	0.108798	-3.80372	dcml	Eb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
274	274	1/8	1/8	6/8	1	1	#viio65/iii	0	-4.73896	dcml	Eb	I		#viio65/iii		#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6
274	274	1/2	1/2	6/8	1	1	I64	0	-3.16423	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
275	275	0	0	6/8	1	1	i6			dcml	Eb	I		i6		i		6					m	0	0	-3, 1, 0		0	-3
275	275	1/8	1/8	6/8	1	1	I+6	2.06717	-4.5328	dcml	Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
275	275	1/2	1/2	6/8	1	1	IV	0	-3.0812	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
276	276	0	0	6/8	1	1	V7/V	0.108798	-4.6155	dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
276	276	1/8	1/8	6/8	1	1	#viio7/iii	1.19678	-5.03097	dcml	Eb	I		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
276	276	3/8	3/8	6/8	1	1	I6	0	-4.65876	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
277	277	0	0	6/8	1	1	I[I6	0	-6.37046	dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
278	278	0	0	6/8	1	1	I64	0.375003	-6.2231	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
278	278	3/8	3/8	6/8	1	1	#viio2/V	0	-5.50002	dcml	Eb	I		#viio2/V		#vii	o	2		V			o7	0	0	4, 13, 10, 7		13	4
279	279	0	0	6/8	1	1	V7	-0.030096	-7.7672	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
281	281	0	0	6/8	1	1	I]			dcml	Eb	I		I		I					]		M	0	0	0, 4, 1		0	0
281	281	3/8	3/8	6/8	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
282	282	0	0	6/8	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
282	282	3/8	3/8	6/8	1	1	V7/V	0	-3.33029	dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
283	283	0	0	6/8	1	1	V43	0	-3.74544	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
285	285	0	0	6/8	1	1	I6	-0.187501	-4.56252	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
285	285	1/8	1/8	6/8	1	1	IV	0.296299	-4.8403	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
285	285	3/8	3/8	6/8	1	1	V(64)	0	-5.80791	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
285	285	1/2	1/2	6/8	1	1	V7	0.513896	-5.88661	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
286	286	0	0	6/8	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
286	286	1/8	1/8	6/8	1	1	IV			dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
286	286	3/8	3/8	6/8	1	1	V(64)	-2.50237	-2.6088	dcml	Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
286	286	1/2	1/2	6/8	1	1	V7			dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
287	287	3/8	3/8	6/8	1	1	I	-0.108798	-2.5	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
287	287	1/2	1/2	6/8	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
288	288	0	0	6/8	1	1	I6	0.217597	-3.46761	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
288	288	1/8	1/8	6/8	1	1	IV	0	-3.62501	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
288	288	3/8	3/8	6/8	1	1	I+64	-0.187501	-5.85656	dcml	Eb	I		I+64		I	+	64					+	0	0	8, 0, 4		0	8
288	288	1/2	1/2	6/8	1	1	V7	0.562504	-4.56252	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
289	289	0	0	6/8	1	1	I[I6	0	-4.18751	dcml	Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
289	289	1/4	1/4	6/8	1	1	IV	0	-3.43751	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
289	289	1/2	1/2	6/8	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
290	290	0	0	6/8	1	1	I]			dcml	Eb	I		I		I					]		M	0	0	0, 4, 1		0	0
291	291	0	0	6/8	1	1	I\\			dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
291	291	1/2	1/2	6/8	1	1	V	0	-3.24726	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
292	292	1/8	1/8	6/8	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
292	292	1/2	1/2	6/8	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
293	293	0	0	6/8	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
294	294	0	0	6/8	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
294	294	3/8	3/8	6/8	1	1	V2	0.187501	-3.43751	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
295	295	0	0	6/8	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
296	296	0	0	6/8	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
296	296	3/8	3/8	6/8	1	1	#viio43/V	0.108798	-4.38078	dcml	Eb	I		#viio43/V		#vii	o	43		V			o7	0	0	7, 4, 13, 10		13	7
297	297	0	0	6/8	1	1	I	0	-4.07755	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
297	297	3/8	3/8	6/8	1	1	#viio43/V	0	-4.00698	dcml	Eb	I		#viio43/V		#vii	o	43		V			o7	0	0	7, 4, 13, 10		13	7
298	298	0	0	6/8	1	1	V	0	-3.80605	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
299	299	0	0	6/8	1	1	I\\	0	-4.18751	dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
