mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset:x	offset:y	label_type	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	10	0	0	2/2	1	1	vi43	0	-4.01	dcml	Eb	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
10	10	1/2	1/2	2/2	1	1	viio6	0	-4.01	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
11	11	0	0	2/2	1	1	I	0	-4.01	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
11	11	1/4	1/4	2/2	1	1	vi7	0	-4.01	dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
11	11	1/2	1/2	2/2	1	1	V65	0	-4.01	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	11	3/4	3/4	2/2	1	1	I	0	-4.01	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
12	12	1/4	1/4	2/2	1	1	V65/V	-1.63198	-2.5	dcml	Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	1/2	1/2	2/2	1	1	V\\			dcml	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
12	12	3/4	3/4	2/2	1	1	viio			dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
13	13	0	0	2/2	1	1	I[I			dcml	Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
14	14	1/2	1/2	2/2	1	1	V43			dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
15	15	1/2	1/2	2/2	1	1	V43(+#4)	-2.39357	-3.41	dcml	Eb	I		V43(+#4)		V		43	+#4				Mm7	0	0	2, -1, 1, 5	7	1	2
16	16	0	0	2/2	1	1	V64	0	-3.41	dcml	Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
16	16	1/2	1/2	2/2	1	1	V43	0	-3.41	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	3/4	3/4	2/2	1	1	V43]	0	-3.41	dcml	Eb	I		V43		V		43			]		Mm7	0	0	2, -1, 1, 5		1	2
17	17	0	0	2/2	1	1	I6	0	-3.41	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	1/2	1/2	2/2	1	1	V2	0	-3.41332	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	0	0	2/2	1	1	vi43	0	-3.41	dcml	Eb	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
18	18	1/2	1/2	2/2	1	1	viio6	0	-3.41	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	0	0	2/2	1	1	I	0	-3.41	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	19	1/4	1/4	2/2	1	1	V2/IV	-3.15516	-3.41	dcml	Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
19	19	1/2	1/2	2/2	1	1	IV6	0	-3.41	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
19	19	3/4	3/4	2/2	1	1	V6	0	-3.41	dcml	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	0	0	2/2	1	1	I(9+74)			dcml	Eb	I		I(9+74)		I			9+74				M	0	0	0, -1, 1	2, 5	0	0
20	20	1/4	1/4	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
20	20	1/2	1/2	2/2	1	1	I\\			dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
21	21	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
22	22	0	0	2/2	1	1	vi7			dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
22	22	1/4	1/4	2/2	1	1	viio			dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
22	22	1/2	1/2	2/2	1	1	I\\			dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
22	22	3/4	3/4	2/2	1	1	vi6			dcml	Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
23	23	0	0	2/2	1	1	V7/V			dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	1/2	1/2	2/2	1	1	V(64)/V			dcml	Eb	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
23	23	3/4	3/4	2/2	1	1	V7/V			dcml	Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	24	1/4	1/4	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
24	24	1/2	1/2	2/2	1	1	V\\			dcml	Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
25	25	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
25	25	3/4	3/4	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
26	26	0	0	2/2	1	1	IV6(9)			dcml	Eb	I		IV6(9)		IV		6	9				M	0	0	3, 0, -1	1	-1	3
26	26	1/4	1/4	2/2	1	1	V65			dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
26	26	3/4	3/4	2/2	1	1	IV6			dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
27	27	3/4	3/4	2/2	1	1	viio			dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
28	28	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
28	28	1/4	1/4	2/2	1	1	V7			dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	1/2	1/2	2/2	1	1	I\\			dcml	Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
28	28	3/4	3/4	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
29	29	0	0	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
29	29	3/4	3/4	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	0	0	2/2	1	1	I64			dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
30	30	1/4	1/4	2/2	1	1	viio64	-1.08798	-2.5	dcml	Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
30	30	1/2	1/2	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	3/4	3/4	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
31	31	1/4	1/4	2/2	1	1	IV6	0	-5.66043	dcml	Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	1/2	1/2	2/2	1	1	vi2	0	-5.50002	dcml	Eb	I		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
31	31	3/4	3/4	2/2	1	1	viio64	0.187501	-5.98035	dcml	Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
32	32	0	0	2/2	1	1	vi	0.030096	-6.36379	dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
32	32	1/4	1/4	2/2	1	1	V7	0	-5.87503	dcml	Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	1/2	1/2	2/2	1	1	V	0	-5.92363	dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
32	32	3/4	3/4	2/2	1	1	V2			dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	0	0	2/2	1	1	I6			dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	3/4	3/4	2/2	1	1	I64	-1.08798	-2.2824	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
34	34	0	0	2/2	1	1	vi7			dcml	Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
34	34	1/4	1/4	2/2	1	1	viio			dcml	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
34	34	1/2	1/2	2/2	1	1	I			dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	1/4	1/4	2/2	1	1	vi			dcml	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
35	35	1/2	1/2	2/2	1	1	I64	0	-3.11757	dcml	Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	3/4	3/4	2/2	1	1	ii6	0	-3.32343	dcml	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	0	0	2/2	1	1	I6	0.108798	-4.24078	dcml	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	1/4	1/4	2/2	1	1	IV	-1.84957	-4.15741	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	36	3/8	3/8	2/2	1	1	viio6	-2.28477	-5.40663	dcml	Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	1/2	1/2	2/2	1	1	I	0	-5.12502	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
36	36	3/4	3/4	2/2	1	1	IV	-0.187501	-4.75002	dcml	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	0	0	2/2	1	1	I	0.239048	-4.41239	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
37	37	1/2	1/2	2/2	1	1	V2	0.187501	-4.56252	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	0	0	2/2	1	1	I	0.239048	-4.41239	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	1/2	1/2	2/2	1	1	V2	-0.138894	-4.55093	dcml	Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	39	0	0	2/2	1	1	I	0.239048	-4.41239	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	1/2	1/2	2/2	1	1	#viio7/V	0.108798	-3.80558	dcml	Eb	I		#viio7/V		#vii	o	7		V			o7	0	0	13, 10, 7, 4		13	13
40	40	0	0	2/2	1	1	V			dcml	Eb	I		V		V							M	0	0	1, 5, 2		1	1
40	40	1/4	1/4	2/2	1	1	viio2			dcml	Eb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
40	40	1/2	1/2	2/2	1	1	IV(9)	-0.979186	-2.5	dcml	Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
40	40	3/4	3/4	2/2	1	1	V43	-0.435194	-4.0851	dcml	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	0	0	2/2	1	1	I	0.239048	-4.21455	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	1/2	1/2	2/2	1	1	V65	0.108798	-3.91438	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	2/2	1	1	I	0.239048	-4.41239	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	1/2	1/2	2/2	1	1	V65	0	-5.0492	dcml	Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	0	0	2/2	1	1	I	0.138894	-5.85618	dcml	Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	43	1/2	1/2	2/2	1	1	vii7	0.187501	-6.8707	dcml	Eb	I		vii7		vii		7					mm7	0	0	5, 2, 6, 3		5	5
44	44	0	0	2/2	1	1	V.I6	-0.108798	-5.87387	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	1/4	1/4	2/2	1	1	V43	-0.030096	-5.09492	dcml	Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	1/2	1/2	2/2	1	1	V7	0.108798	-5.0579	dcml	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	0	2/2	1	1	V[I64	-0.375003	-3.81251	dcml	Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
45	45	1/2	1/2	2/2	1	1	V2(2)	0	-4.28	dcml	Eb	V		V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
45	45	3/4	3/4	2/2	1	1	V2	0	-4.28	dcml	Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	0	0	2/2	1	1	I64	0	-4.27823	dcml	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
46	46	1/2	1/2	2/2	1	1	V2(2)	0	-4.28	dcml	Eb	V		V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
46	46	3/4	3/4	2/2	1	1	V2	0	-4.28	dcml	Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	0	0	2/2	1	1	I64			dcml	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
47	47	1/2	1/2	2/2	1	1	#ivo43	-0.030096	-3.93	dcml	Eb	V		#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
48	48	0	0	2/2	1	1	V	0	-3.93414	dcml	Eb	V		V		V							M	0	0	1, 5, 2		1	1
48	48	1/2	1/2	2/2	1	1	V2	0	-3.93	dcml	Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	48	3/4	3/4	2/2	1	1	V43]	0	-3.93	dcml	Eb	V		V43		V		43			]		Mm7	0	0	2, -1, 1, 5		1	2
49	49	0	0	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
49	49	1/2	1/2	2/2	1	1	V65			dcml	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	50	0	0	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	50	1/2	1/2	2/2	1	1	V65			dcml	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	0	0	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	1/2	1/2	2/2	1	1	#ivo43	0	-2.87741	dcml	Eb	V		#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
52	52	0	0	2/2	1	1	V6	0	-2.95289	dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
52	52	1/2	1/2	2/2	1	1	vi.It6			dcml	Eb	vi		It6	It	vii	o	6	b3	V			M	0	1	-4, 0, 6		6	-4
53	53	1/4	1/4	2/2	1	1	V			dcml	Eb	vi		V		V							M	0	1	1, 5, 2		1	1
53	53	1/2	1/2	2/2	1	1	i			dcml	Eb	vi		i		i							m	0	1	0, -3, 1		0	0
53	53	3/4	3/4	2/2	1	1	V.ii6			dcml	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	0	0	2/2	1	1	V(64)			dcml	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	54	1/4	1/4	2/2	1	1	V7	0	-3.48125	dcml	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	1/2	1/2	2/2	1	1	V7(b9)	-0.761589	-4.20405	dcml	Eb	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
54	54	3/4	3/4	2/2	1	1	V7	0	-3.48125	dcml	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	2/2	1	1	I\\	0	-3.55674	dcml	Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
55	55	1/4	1/4	2/2	1	1	IV	0	-3.85866	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
55	55	1/2	1/2	2/2	1	1	I6	0	-3.85866	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	3/4	3/4	2/2	1	1	ii7	0	-3.78318	dcml	Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
56	56	0	0	2/2	1	1	I	0	-3.10385	dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	56	1/4	1/4	2/2	1	1	V6	0	-5.6619	dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
56	56	1/2	1/2	2/2	1	1	IV6	0.217597	-5.98185	dcml	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	3/4	3/4	2/2	1	1	I64	-0.108798	-4.44213	dcml	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
57	57	0	0	2/2	1	1	IV	-1.16669	-5.73613	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	57	1/4	1/4	2/2	1	1	#viio6/ii	-2.50237	-6.53633	dcml	Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
57	57	1/2	1/2	2/2	1	1	ii	0.138894	-5.71762	dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
57	57	3/4	3/4	2/2	1	1	I	0.187501	-5.31252	dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
58	58	0	0	2/2	1	1	V6	0.108798	-3.80558	dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
58	58	1/4	1/4	2/2	1	1	@none	-1.30558	-3.80558	dcml	Eb	V		@none		@none							m	0	0				
58	58	1/2	1/2	2/2	1	1	V	0	-3.80558	dcml	Eb	V		V		V							M	0	0	1, 5, 2		1	1
58	58	3/4	3/4	2/2	1	1	V2			dcml	Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	59	0	0	2/2	1	1	I6	0	-3.56	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	1/4	1/4	2/2	1	1	IV	0	-3.55674	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
59	59	1/2	1/2	2/2	1	1	I6	0	-3.56	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	3/4	3/4	2/2	1	1	ii7	0	-3.56	dcml	Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	0	0	2/2	1	1	I	0	-3.63222	dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
60	60	1/4	1/4	2/2	1	1	V6	-0.187501	-5.2491	dcml	Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
60	60	1/2	1/2	2/2	1	1	IV6	-0.108798	-5.77747	dcml	Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	3/4	3/4	2/2	1	1	I64	0	-5.07642	dcml	Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
61	61	0	0	2/2	1	1	IV	0.0185115	-5.81484	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
61	61	1/4	1/4	2/2	1	1	#viio6/ii	-0.731493	-6.59652	dcml	Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
61	61	1/2	1/2	2/2	1	1	ii	0.108798	-5.77781	dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
61	61	3/4	3/4	2/2	1	1	I	-0.375003	-5.68752	dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
62	62	0	0	2/2	1	1	V	0.108798	-3.80558	dcml	Eb	V		V		V							M	0	0	1, 5, 2		1	1
63	63	0	0	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
63	63	1/4	1/4	2/2	1	1	ii			dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
63	63	1/2	1/2	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
63	63	3/4	3/4	2/2	1	1	V			dcml	Eb	V		V		V							M	0	0	1, 5, 2		1	1
64	64	0	0	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	3/4	3/4	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
65	65	0	0	2/2	1	1	IV64	0	-4.41797	dcml	Eb	V		IV64		IV		64					M	0	0	0, -1, 3		-1	0
65	65	1/4	1/4	2/2	1	1	V65/ii	0	-4.60064	dcml	Eb	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
65	65	1/2	1/2	2/2	1	1	ii	0	-4.41797	dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
65	65	3/4	3/4	2/2	1	1	I6			dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
66	66	0	0	2/2	1	1	V[V64			dcml	Eb	V	V	V64		V		64					M	0	0	2, 1, 5		1	2
66	66	1/4	1/4	2/2	1	1	#viio2/V			dcml	Eb	V		#viio2/V		#vii	o	2		V			o7	0	0	4, 13, 10, 7		13	4
66	66	1/2	1/2	2/2	1	1	iii2			dcml	Eb	V		iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
66	66	3/4	3/4	2/2	1	1	#vii%43/V]	0.030096	-2.41199	dcml	Eb	V		#vii%43/V		#vii	%	43		V	]		%7	0	0	19, 11, 13, 12		13	19
67	67	0	0	2/2	1	1	@none			dcml	Eb	V		@none		@none							m	0	0				
69	69	1/4	1/4	2/2	1	1	V			dcml	Eb	V		V		V							M	0	0	1, 5, 2		1	1
70	70	0	0	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
70	70	1/4	1/4	2/2	1	1	V/ii			dcml	Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
71	71	1/4	1/4	2/2	1	1	ii			dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
72	72	0	0	2/2	1	1	V/iii			dcml	Eb	V		V/iii		V				iii			M	0	0	5, 9, 6		5	5
72	72	1/4	1/4	2/2	1	1	iii			dcml	Eb	V		iii		iii							m	0	0	4, 1, 5		4	4
73	73	0	0	2/2	1	1	V7(#7#2)/V	-2.32991	-6.04907	dcml	Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
73	73	1/4	1/4	2/2	1	1	V7/V			dcml	Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
74	74	0	0	2/2	1	1	V7(#7#2)/V	-2.32991	-6.04907	dcml	Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
74	74	1/4	1/4	2/2	1	1	V7/V			dcml	Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
75	75	0	0	2/2	1	1	V7(#7#2)/V	-2.32991	-6.04907	dcml	Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
75	75	1/4	1/4	2/2	1	1	V7/V			dcml	Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
76	76	0	0	2/2	1	1	I6	-0.108798	-3.33946	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	1/4	1/4	2/2	1	1	IV	0	-4.41797	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
76	76	1/2	1/2	2/2	1	1	V(64)	-1.41438	-3.53959	dcml	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	76	3/4	3/4	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
76	76	7/8	7/8	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
77	77	0	0	2/2	1	1	V7/V	0	-3.37039	dcml	Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
80	80	0	0	2/2	1	1	I6	0	-3.23066	dcml	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
80	80	1/4	1/4	2/2	1	1	IV	0	-4.23531	dcml	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
80	80	1/2	1/2	2/2	1	1	V(64)	-1.95837	-3.24812	dcml	Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
80	80	3/4	3/4	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
80	80	7/8	7/8	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
81	81	0	0	2/2	1	1	viio/ii			dcml	Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
81	81	1/2	1/2	2/2	1	1	ii			dcml	Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
81	81	3/4	3/4	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
82	82	0	0	2/2	1	1	viio			dcml	Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
82	82	1/2	1/2	2/2	1	1	I			dcml	Eb	V		I		I							M	0	0	0, 4, 1		0	0
