mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	14	115/4	115/4	0.25	7/16	7/16	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
17	15	29	29	1.0	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	15	30	30	0.75	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
17	15	123/4	123/4	0.25	7/16	7/16	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
18	16	31	31	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	32	32	0.75	1/4	1/4	2/4	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
18	16	131/4	131/4	0.25	7/16	7/16	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	17	33	33	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	17	34	34	0.75	1/4	1/4	2/4	4	1		ii7		Eb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	17	139/4	139/4	0.25	7/16	7/16	2/4	4	1		iii		Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
20	18	35	35	1.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
20	18	36	36	0.75	1/4	1/4	2/4	4	1		vii%7		Eb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
20	18	147/4	147/4	0.25	7/16	7/16	2/4	4	1		#viio/ii		Eb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
21	19	37	37	0.5	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
21	19	75/2	75/2	0.5	1/8	1/8	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
21	19	38	38	0.5	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	19	77/2	77/2	0.5	3/8	3/8	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
22	20	39	39	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
23	20	40	40	3.0	0	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
25	22	43	43	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	23	45	45	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
27	24	47	47	3.5	0	0	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
28	25	101/2	101/2	0.5	3/8	3/8	2/4	4	1		#viio6/iii		Eb	I		#viio6/iii		#vii	o	6		iii			o	0	0	6, 3, 9		9	6
29	26	51	51	1.5	0	0	2/4	4	1		iii		Eb	I		iii		iii							m	0	0	4, 1, 5		4	4
29	26	105/2	105/2	0.5	3/8	3/8	2/4	4	1		V43/vi		Eb	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
30	27	53	53	1.0	0	0	2/4	4	1		vi.i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
30	27	54	54	0.5	1/4	1/4	2/4	4	1		IV6		Eb	vi		IV6		IV		6					M	0	1	3, 0, -1		-1	3
30	27	109/2	109/2	0.5	3/8	3/8	2/4	4	1		Ger6		Eb	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
31	28	55	55	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
32	28	56	56	1.0	0	1/4	2/4	4	1		I.V2/vi		Eb	I		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
33	29	57	57	1.0	0	0	2/4	4	1		V65/ii		Eb	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
33	29	58	58	1.0	1/4	1/4	2/4	4	1		V2/V		Eb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
34	30	59	59	1.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	30	60	60	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	31	61	61	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
35	31	62	62	3.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
37	33	65	65	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
37	33	66	66	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
37	33	133/2	133/2	0.5	3/8	3/8	2/4	4	1		vi6		Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
38	34	67	67	1.0	0	0	2/4	4	1		V64		Eb	I		V64		V		64					M	0	0	2, 1, 5		1	2
38	34	68	68	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
38	34	137/2	137/2	0.5	3/8	3/8	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
39	35	69	69	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	35	70	70	0.5	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
39	35	141/2	141/2	0.5	3/8	3/8	2/4	4	1		vi6		Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
40	36	71	71	1.0	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
40	36	72	72	0.5	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
40	36	145/2	145/2	0.5	3/8	3/8	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	37	73	73	0.5	0	0	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
41	37	147/2	147/2	1.0	1/8	1/8	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	37	149/2	149/2	0.5	3/8	3/8	2/4	4	1		V2/IV		Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
42	38	75	75	0.5	0	0	2/4	4	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
42	38	151/2	151/2	0.5	1/8	1/8	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
42	38	76	76	0.5	1/4	1/4	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
42	38	153/2	153/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
43	39	77	77	0.5	0	0	2/4	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	39	155/2	155/2	0.5	1/8	1/8	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	39	78	78	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	39	157/2	157/2	0.5	3/8	3/8	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
44	40	79	79	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
45	40	80	80	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
46	41	81	81	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
47	42	83	83	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	43	85	85	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
49	44	87	87	4.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	46	91	91	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
52	47	93	93	2.0	0	0	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
53	48	95	95	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
54	48	96	96	1.0	0	1/4	2/4	4	1		V.V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	49	97	97	1.0	0	0	2/4	4	1		iio64		Eb	V		iio64		ii	o	64					o	0	0	-4, 2, -1		2	-4
55	49	98	98	1.0	1/4	1/4	2/4	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	50	99	99	1.0	0	0	2/4	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	50	100	100	1.0	1/4	1/4	2/4	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	51	101	101	1.0	0	0	2/4	4	1		Ger6/vi		Eb	V		Ger6/vi	Ger	vii	o	65	b3	V/vi			Ger	0	0	-1, 3, 0, 9		9	-1
57	51	102	102	1.0	1/4	1/4	2/4	4	1		V/vi		Eb	V		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	52	103	103	2.0	0	0	2/4	4	1		V7/vi		Eb	V		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
59	53	105	105	8.0	0	0	2/4	4	1		I.V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	57	113	113	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
64	58	115	115	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
65	59	117	117	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	60	119	119	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
67	60	120	120	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
68	61	121	121	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
69	62	123	123	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	63	125	125	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
71	64	127	127	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	65	129	129	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
72	65	130	130	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
73	66	131	131	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
74	67	133	133	1.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
74	67	134	134	0.5	1/4	1/4	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	67	269/2	269/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
75	68	135	135	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
76	68	136	136	1.0	0	1/4	2/4	4	1		V7/vi		Eb	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
77	69	137	137	1.0	0	0	2/4	4	1		V2/ii		Eb	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
77	69	138	138	1.0	1/4	1/4	2/4	4	1		V65/V		Eb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
78	70	139	139	1.0	0	0	2/4	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
78	70	140	140	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	71	141	141	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
79	71	142	142	5.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
82	74	147	147	6.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
85	77	153	153	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
86	78	155	155	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
87	79	157	157	2.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
88	80	159	159	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
89	80	160	160	1.0	0	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
90	81	161	161	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	82	163	163	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
91	82	164	164	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	83	165	165	1.0	0	0	2/4	4	1		ii(4)		Eb	I		ii(4)		ii			4				m	0	0	2, 1, 3		2	2
92	83	166	166	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
93	84	167	167	1.0	0	0	2/4	4	1		V(6)		Eb	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
93	84	168	168	1.0	1/4	1/4	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
94	85	169	169	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	86	171	171	2.0	0	0	2/4	4	1		I(4)		Eb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
96	87	173	173	1.0	0	0	2/4	4	1		vi.V7(4)/V		Eb	vi		V7(4)/V		V		7	4	V			Mm7	0	1	2, 1, 3, 0		2	2
96	87	174	174	1.0	1/4	1/4	2/4	4	1		V7/V		Eb	vi		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
97	88	175	175	1.0	0	0	2/4	4	1		V\\		Eb	vi		V		V						\\	M	0	1	1, 5, 2		1	1
98	88	176	176	1.0	0	1/4	2/4	4	1		I.V/ii		Eb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
99	89	177	177	1.0	0	0	2/4	4	1		vi[V7/ii		Eb	I	vi	V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
99	89	178	178	1.0	1/4	1/4	2/4	4	1		ii6		Eb	I	vi	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
100	90	179	179	1.0	0	0	2/4	4	1		V7/vi		Eb	I	vi	V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
100	90	180	180	1.0	1/4	1/4	2/4	4	1		vi]		Eb	I	vi	vi		vi							m	0	0	3, 0, 4		3	3
101	91	181	181	1.0	0	0	2/4	4	1		#V[V/vii		Eb	I	#V	V/vii		V				vii			M	0	0	6, 10, 7		6	6
101	91	182	182	2.0	1/4	1/4	2/4	4	1		vii		Eb	I	#V	vii		vii							m	0	0	5, 2, 6		5	5
102	92	184	184	1.0	1/4	1/4	2/4	4	1		viio7]		Eb	I	#V	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
103	93	185	185	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
103	93	186	186	1.0	1/4	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
104	94	187	187	3.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
105	95	190	190	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
106	96	191	191	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
107	97	193	193	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
108	98	195	195	1.0	0	0	2/4	4	1		IV(4)		Eb	I		IV(4)		IV			4				M	0	0	-1, 5, 0		-1	-1
108	98	196	196	1.0	1/4	1/4	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
109	99	197	197	1.0	0	0	2/4	4	1		V43(2)		Eb	I		V43(2)		V		43	2				Mm7	0	0	2, -1, 3, 5		1	2
109	99	198	198	1.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
110	100	199	199	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
111	100	200	200	1.0	0	1/4	2/4	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
112	101	201	201	1.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
112	101	202	202	1.0	1/4	1/4	2/4	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
113	102	203	203	2.0	0	0	2/4	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
114	103	205	205	2.0	0	0	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
115	104	207	207	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
116	105	209	209	1.0	0	0	2/4	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
116	105	210	210	1.0	1/4	1/4	2/4	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
117	106	211	211	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
118	107	213	213	1.5	0	0	2/4	4	1		IV(7)		Eb	I		IV(7)		IV			7				M	0	0	-1, 3, 0	4	-1	-1
118	107	429/2	429/2	0.5	3/8	3/8	2/4	4	1		ii6	iv6/vi	Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
119	108	215	215	1.0	0	0	2/4	4	1		V/vi\\		Eb	I		V/vi		V				vi		\\	M	0	0	4, 8, 5		4	4
120	108	216	216	1.0	0	1/4	2/4	4	1		viio6/IV		Eb	I		viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
121	109	217	217	1.0	0	0	2/4	4	1		V7/ii		Eb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
121	109	218	218	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
122	110	219	219	1.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
122	110	220	220	1.0	1/4	1/4	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
123	111	221	221	1.0	0	0	2/4	4	1		Ger6/iii		Eb	I		Ger6/iii	Ger	vii	o	65	b3	V/iii			Ger	0	0	0, 4, 1, 10		10	0
123	111	222	222	1.0	1/4	1/4	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	223	223	1.0	0	0	2/4	4	1		V/iii		Eb	I		V/iii		V				iii			M	0	0	5, 9, 6		5	5
124	112	224	224	7.0	1/4	1/4	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	116	231	231	2.0	0	0	2/4	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
129	117	233	233	2.0	0	0	2/4	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
130	118	235	235	1.0	0	0	2/4	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
130	118	236	236	1.0	1/4	1/4	2/4	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
131	119	237	237	2.0	0	0	2/4	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	120	239	239	1.0	0	0	2/4	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
133	120	240	240	4.5	0	1/4	2/4	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
135	122	489/2	489/2	0.5	3/8	3/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	245	245	0.5	0	0	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
136	123	491/2	491/2	0.5	1/8	1/8	2/4	4	1		vii%7		Eb	I	I	vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
136	123	246	246	1.5	1/4	1/4	2/4	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
137	124	495/2	495/2	1.0	1/8	1/8	2/4	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
137	124	497/2	497/2	0.5	3/8	3/8	2/4	4	1		I64		Eb	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
138	125	249	249	0.5	0	0	2/4	4	1		vi7		Eb	I	I	vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
138	125	499/2	499/2	0.5	1/8	1/8	2/4	4	1		viio		Eb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
138	125	250	250	0.5	1/4	1/4	2/4	4	1		viio6		Eb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
138	125	501/2	501/2	1.0	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
139	126	503/2	503/2	1.0	1/8	1/8	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
139	126	505/2	505/2	0.5	3/8	3/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
140	127	253	253	0.5	0	0	2/4	4	1		viio64		Eb	I	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
140	127	507/2	507/2	1.0	1/8	1/8	2/4	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
