mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
50	50	147/2	1.5	-2	3/8	3/8	0							51
51	51	75	1.5	-2	3/8	3/8	0							52
52	52	153/2	1.5	-2	3/8	3/8	0					line		53
53	53	78	1.5	-2	3/8	3/8	0							54
54	54	159/2	1.5	-2	3/8	3/8	0							55
55	55	81	1.5	-2	3/8	3/8	0							56
56	56	165/2	1.5	-2	3/8	3/8	0							57
57	57	84	1.5	-2	3/8	3/8	0							58
58	58	171/2	1.5	-2	3/8	3/8	0							59
59	59	87	1.5	-2	3/8	3/8	0							60
60	60	177/2	1.5	-2	3/8	3/8	0							61
61	61	90	1.5	-2	3/8	3/8	0							62
62	62	183/2	1.5	-2	3/8	3/8	0					line		63
63	63	93	1.5	-2	3/8	3/8	0							64
64	64	189/2	1.5	-2	3/8	3/8	0							65
65	65	96	1.5	-2	3/8	3/8	0							66
66	66	195/2	1.5	-2	3/8	3/8	0					line		67
67	67	99	1.5	-2	3/8	3/8	0							68
68	68	201/2	1.5	-2	3/8	3/8	0							69
69	69	102	1.5	-2	3/8	3/8	0							70
70	70	207/2	1.5	-2	3/8	3/8	0					line		71
71	71	105	1.5	-2	3/8	3/8	0							72
72	72	213/2	1.5	-2	3/8	3/8	0							73
73	73	108	1.5	-2	3/8	3/8	0							74
74	74	219/2	1.5	-2	3/8	3/8	0					page		75
75	75	111	1.5	-2	3/8	3/8	0							76
76	76	225/2	1.5	-2	3/8	3/8	0							77
77	77	114	1.5	-2	3/8	3/8	0							78
78	78	231/2	1.5	-2	3/8	3/8	0							79
79	79	117	1.5	-2	3/8	3/8	0							80
80	80	237/2	1.5	-2	3/8	3/8	0							81
81	81	120	1.5	-2	3/8	3/8	0							82
82	82	243/2	1.5	-2	3/8	3/8	0							83
83	83	123	1.5	-2	3/8	3/8	0							84
84	84	249/2	1.5	-2	3/8	3/8	0							85
85	85	126	1.5	-2	3/8	3/8	0					line		86
86	86	255/2	1.5	-2	3/8	3/8	0							87
87	87	129	1.5	-2	3/8	3/8	0							88
88	88	261/2	1.5	-2	3/8	3/8	0							89
89	89	132	1.5	-2	3/8	3/8	0							90
90	90	267/2	1.5	-2	3/8	3/8	0							91
91	91	135	1.5	-2	3/8	3/8	0							92
92	92	273/2	1.5	-2	3/8	3/8	0							93
93	93	138	1.5	-2	3/8	3/8	0							94
94	94	279/2	1.5	-2	3/8	3/8	0					line		95
95	95	141	1.5	-2	3/8	3/8	0							96
96	96	285/2	1.5	-2	3/8	3/8	0							97
97	97	144	1.5	-2	3/8	3/8	0							98
98	98	291/2	1.5	-2	3/8	3/8	0							99
99	99	147	1.5	-2	3/8	3/8	0							100
100	100	297/2	1.5	-2	3/8	3/8	0							101
101	101	150	1.5	-2	3/8	3/8	0							102
102	102	303/2	1.5	-2	3/8	3/8	0							103
103	103	153	1.5	-2	3/8	3/8	0					line		104
104	104	309/2	1.5	-2	3/8	3/8	0							105
105	105	156	1.5	-2	3/8	3/8	0							106
106	106	315/2	1.5	-2	3/8	3/8	0					line		107
107	107	159	1.5	-2	3/8	3/8	0							108
108	108	321/2	1.5	-2	3/8	3/8	0							109
109	109	162	1.5	-2	3/8	3/8	0					line		110
110	110	327/2	1.5	-2	3/8	3/8	0							111
111	111	165	1.5	-2	3/8	3/8	0							112
112	112	333/2	1.5	-2	3/8	3/8	0					page		113
113	113	168	1.5	-2	3/8	3/8	0							114
114	114	339/2	1.5	-2	3/8	3/8	0							115
115	115	171	1.5	-2	3/8	3/8	0							116
116	116	345/2	1.5	-2	3/8	3/8	0							117
117	117	174	1.5	-2	3/8	3/8	0							118
118	118	351/2	1.5	-2	3/8	3/8	0							119
119	119	177	1.5	-2	3/8	3/8	0							120
120	120	357/2	1.5	-2	3/8	3/8	0							121
121	121	180	1.5	-2	3/8	3/8	0							122
122	122	363/2	1.5	-2	3/8	3/8	0					line		123
123	123	183	1.5	-2	3/8	3/8	0							124
124	124	369/2	1.5	-2	3/8	3/8	0							125
125	125	186	1.5	-2	3/8	3/8	0							126
126	126	375/2	1.5	-2	3/8	3/8	0							127
127	127	189	1.5	-2	3/8	3/8	0							128
128	128	381/2	1.5	-2	3/8	3/8	0							129
129	129	192	1.5	-2	3/8	3/8	0							130
130	130	387/2	1.5	-2	3/8	3/8	0							131
131	131	195	1.5	-2	3/8	3/8	0					line		132
132	132	393/2	1.5	-2	3/8	3/8	0							133
133	133	198	1.5	-2	3/8	3/8	0							134
134	134	399/2	1.5	-2	3/8	3/8	0							135
135	135	201	1.5	-2	3/8	3/8	0							136
136	136	405/2	1.5	-2	3/8	3/8	0							137
137	137	204	1.5	-2	3/8	3/8	0							138
138	138	411/2	1.5	-2	3/8	3/8	0							139
139	139	207	1.5	-2	3/8	3/8	0							140
140	140	417/2	1.5	-2	3/8	3/8	0					line		141
141	141	210	1.5	-2	3/8	3/8	0							142
142	142	423/2	1.5	-2	3/8	3/8	0							143
143	143	213	1.5	-2	3/8	3/8	0					line		144
144	144	429/2	1.5	-2	3/8	3/8	0							145
145	145	216	1.5	-2	3/8	3/8	0							146
146	146	435/2	1.5	-2	3/8	3/8	0					line		147
147	147	219	1.5	-2	3/8	3/8	0							148
148	148	441/2	1.5	-2	3/8	3/8	0							149
149	149	222	1.5	-2	3/8	3/8	0					page		150
150	150	447/2	1.5	-2	3/8	3/8	0							151
151	151	225	1.5	-2	3/8	3/8	0							152
152	152	453/2	1.5	-2	3/8	3/8	0							153
153	153	228	1.5	-2	3/8	3/8	0							154
154	154	459/2	1.5	-2	3/8	3/8	0							155
155	155	231	1.5	-2	3/8	3/8	0							156
156	156	465/2	1.5	-2	3/8	3/8	0							157
157	157	234	1.5	-2	3/8	3/8	0							158
158	158	471/2	1.5	-2	3/8	3/8	0					line		159
159	159	237	1.5	-2	3/8	3/8	0							160
160	160	477/2	1.5	-2	3/8	3/8	0							161
161	161	240	1.5	-2	3/8	3/8	0							162
162	162	483/2	1.5	-2	3/8	3/8	0							163
163	163	243	1.5	-2	3/8	3/8	0							164
164	164	489/2	1.5	-2	3/8	3/8	0							165
165	165	246	1.5	-2	3/8	3/8	0							166
166	166	495/2	1.5	-2	3/8	3/8	0							167
167	167	249	1.5	-2	3/8	3/8	0					line		168
168	168	501/2	1.5	-2	3/8	3/8	0							169
169	169	252	1.5	-2	3/8	3/8	0							170
170	170	507/2	1.5	-2	3/8	3/8	0							171
171	171	255	1.5	-2	3/8	3/8	0							172
172	172	513/2	1.5	-2	3/8	3/8	0							173
173	173	258	1.5	-2	3/8	3/8	0							174
174	174	519/2	1.5	-2	3/8	3/8	0							175
175	175	261	1.5	-2	3/8	3/8	0							176
176	176	525/2	1.5	-2	3/8	3/8	0							177
177	177	264	1.5	-2	3/8	3/8	0					line		178
178	178	531/2	1.5	-2	3/8	3/8	0							179
179	179	267	1.5	-2	3/8	3/8	0							180
180	180	537/2	1.5	-2	3/8	3/8	0					line		181
181	181	270	1.5	-2	3/8	3/8	0							182
182	182	543/2	1.5	-2	3/8	3/8	0							183
183	183	273	1.5	-2	3/8	3/8	0					line		184
184	184	549/2	1.5	-2	3/8	3/8	0							185
185	185	276	1.5	-2	3/8	3/8	0							186
186	186	555/2	1.5	-2	3/8	3/8	0							187
187	187	279	1.5	-2	3/8	3/8	0					page		188
188	188	561/2	1.5	-2	3/8	3/8	0							189
189	189	282	1.5	-2	3/8	3/8	0							190
190	190	567/2	1.5	-2	3/8	3/8	0							191
191	191	285	1.5	-2	3/8	3/8	0							192
192	192	573/2	1.5	-2	3/8	3/8	0							193
193	193	288	1.5	-2	3/8	3/8	0							194
194	194	579/2	1.5	-2	3/8	3/8	0							195
195	195	291	1.5	-2	3/8	3/8	0							196
196	196	585/2	1.5	-2	3/8	3/8	0							197
197	197	294	1.5	-2	3/8	3/8	0					line		198
198	198	591/2	1.5	-2	3/8	3/8	0							199
199	199	297	1.5	-2	3/8	3/8	0							200
200	200	597/2	1.5	-2	3/8	3/8	0							201
201	201	300	1.5	-2	3/8	3/8	0							202
202	202	603/2	1.5	-2	3/8	3/8	0							203
203	203	303	1.5	-2	3/8	3/8	0							204
204	204	609/2	1.5	-2	3/8	3/8	0							205
205	205	306	1.5	-2	3/8	3/8	0							206
206	206	615/2	1.5	-2	3/8	3/8	0					line		207
207	207	309	1.5	-2	3/8	3/8	0							208
208	208	621/2	1.5	-2	3/8	3/8	0							209
209	209	312	1.5	-2	3/8	3/8	0							210
210	210	627/2	1.5	-2	3/8	3/8	0							211
211	211	315	1.5	-2	3/8	3/8	0							212
212	212	633/2	1.5	-2	3/8	3/8	0							213
213	213	318	1.5	-2	3/8	3/8	0							214
214	214	639/2	1.5	-2	3/8	3/8	0					line		215
215	215	321	1.5	-2	3/8	3/8	0							216
216	216	645/2	1.5	-2	3/8	3/8	0							217
217	217	324	1.5	-2	3/8	3/8	0					line		218
218	218	651/2	1.5	-2	3/8	3/8	0							219
219	219	327	1.5	-2	3/8	3/8	0							220
220	220	657/2	1.5	-2	3/8	3/8	0					line		221
221	221	330	1.5	-2	3/8	3/8	0							222
222	222	663/2	1.5	-2	3/8	3/8	0							223
223	223	333	1.5	-2	3/8	3/8	0					page		224
224	224	669/2	1.5	-2	3/8	3/8	0							225
225	225	336	1.5	-2	3/8	3/8	0							226
226	226	675/2	1.5	-2	3/8	3/8	0							227
227	227	339	1.5	-2	3/8	3/8	0							228
228	228	681/2	1.5	-2	3/8	3/8	0							229
229	229	342	1.5	-2	3/8	3/8	0							230
230	230	687/2	1.5	-2	3/8	3/8	0							231
231	231	345	1.5	-2	3/8	3/8	0					line		232
232	232	693/2	1.5	-2	3/8	3/8	0							233
233	233	348	1.5	-2	3/8	3/8	0							234
234	234	699/2	1.5	-2	3/8	3/8	0							235
235	235	351	1.5	-2	3/8	3/8	0							236
236	236	705/2	1.5	-2	3/8	3/8	0							237
237	237	354	1.5	-2	3/8	3/8	0					line		238
238	238	711/2	1.5	-2	3/8	3/8	0							239
239	239	357	1.5	-2	3/8	3/8	0							240
240	240	717/2	1.5	-2	3/8	3/8	0							241
241	241	360	1.5	-2	3/8	3/8	0					line		242
242	242	723/2	1.5	-2	3/8	3/8	0							243
243	243	363	1.5	-2	3/8	3/8	0							244
244	244	729/2	1.5	-2	3/8	3/8	0							245
245	245	366	1.5	-2	3/8	3/8	0							246
246	246	735/2	1.5	-2	3/8	3/8	0							247
247	247	369	1.5	-2	3/8	3/8	0							248
248	248	741/2	1.5	-2	3/8	3/8	0							249
249	249	372	1.5	-2	3/8	3/8	0							250
250	250	747/2	1.5	-2	3/8	3/8	0					line		251
251	251	375	1.5	-2	3/8	3/8	0							252
252	252	753/2	1.5	-2	3/8	3/8	0							253
253	253	378	1.5	-2	3/8	3/8	0							254
254	254	759/2	1.5	-2	3/8	3/8	0							255
255	255	381	1.5	-2	3/8	3/8	0							256
256	256	765/2	1.5	-2	3/8	3/8	0							257
257	257	384	1.5	-2	3/8	3/8	0							258
258	258	771/2	1.5	-2	3/8	3/8	0							259
259	259	387	1.5	-2	3/8	3/8	0							260
260	260	777/2	1.5	-2	3/8	3/8	0							261
261	261	390	1.5	-2	3/8	3/8	0					page		262
262	262	783/2	1.5	-2	3/8	3/8	0							263
263	263	393	1.5	-2	3/8	3/8	0							264
264	264	789/2	1.5	-2	3/8	3/8	0							265
265	265	396	1.5	-2	3/8	3/8	0							266
266	266	795/2	1.5	-2	3/8	3/8	0							267
267	267	399	1.5	-2	3/8	3/8	0							268
268	268	801/2	1.5	-2	3/8	3/8	0							269
269	269	402	1.5	-2	3/8	3/8	0							270
270	270	807/2	1.5	-2	3/8	3/8	0							271
271	271	405	1.5	-2	3/8	3/8	0							272
272	272	813/2	1.5	-2	3/8	3/8	0					line		273
273	273	408	1.5	-2	3/8	3/8	0							274
274	274	819/2	1.5	-2	3/8	3/8	0							275
275	275	411	1.5	-2	3/8	3/8	0							276
276	276	825/2	1.5	-2	3/8	3/8	0							277
277	277	414	1.5	-2	3/8	3/8	0							278
278	278	831/2	1.5	-2	3/8	3/8	0							279
279	279	417	1.5	-2	3/8	3/8	0							280
280	280	837/2	1.5	-2	3/8	3/8	0							281
281	281	420	1.5	-2	3/8	3/8	0					line		282
282	282	843/2	1.5	-2	3/8	3/8	0							283
283	283	423	1.5	-2	3/8	3/8	0							284
284	284	849/2	1.5	-2	3/8	3/8	0							285
285	285	426	1.5	-2	3/8	3/8	0							286
286	286	855/2	1.5	-2	3/8	3/8	0							287
287	287	429	1.5	-2	3/8	3/8	0							288
288	288	861/2	1.5	-2	3/8	3/8	0							289
289	289	432	1.5	-2	3/8	3/8	0							290
290	290	867/2	1.5	-2	3/8	3/8	0							291
291	291	435	1.5	-2	3/8	3/8	0					line		292
292	292	873/2	1.5	-2	3/8	3/8	0							293
293	293	438	1.5	-2	3/8	3/8	0							294
294	294	879/2	1.5	-2	3/8	3/8	0					line		295
295	295	441	1.5	-2	3/8	3/8	0							296
296	296	885/2	1.5	-2	3/8	3/8	0							297
297	297	444	1.5	-2	3/8	3/8	0					line		298
298	298	891/2	1.5	-2	3/8	3/8	0							299
299	299	447	1.5	-2	3/8	3/8	0							300
300	300	897/2	1.5	-2	3/8	3/8	0							301
301	301	450	1.5	-2	3/8	3/8	0							302
302	302	903/2	1.5	-2	3/8	3/8	0							303
303	303	453	1.5	-2	3/8	3/8	0							304
304	304	909/2	1.5	-2	3/8	3/8	0					page		305
305	305	456	1.5	-2	3/8	3/8	0							306
306	306	915/2	1.5	-2	3/8	3/8	0							307
307	307	459	1.5	-2	3/8	3/8	0							308
308	308	921/2	1.5	-2	3/8	3/8	0							309
309	309	462	1.5	-2	3/8	3/8	0							310
310	310	927/2	1.5	-2	3/8	3/8	0							311
311	311	465	1.5	-2	3/8	3/8	0							312
312	312	933/2	1.5	-2	3/8	3/8	0							313
313	313	468	1.5	-2	3/8	3/8	0							314
314	314	939/2	1.5	-2	3/8	3/8	0							315
315	315	471	1.5	-2	3/8	3/8	0					line		316
316	316	945/2	1.5	-2	3/8	3/8	0							317
317	317	474	1.5	-2	3/8	3/8	0							318
318	318	951/2	1.5	-2	3/8	3/8	0							319
319	319	477	1.5	-2	3/8	3/8	0							320
320	320	957/2	1.5	-2	3/8	3/8	0							321
321	321	480	1.5	-2	3/8	3/8	0							322
322	322	963/2	1.5	-2	3/8	3/8	0							323
323	323	483	1.5	-2	3/8	3/8	0							324
324	324	969/2	1.5	-2	3/8	3/8	0							325
325	325	486	1.5	-2	3/8	3/8	0					line		326
326	326	975/2	1.5	-2	3/8	3/8	0							327
327	327	489	1.5	-2	3/8	3/8	0							328
328	328	981/2	1.5	-2	3/8	3/8	0							329
329	329	492	1.5	-2	3/8	3/8	0							330
330	330	987/2	1.5	-2	3/8	3/8	0							331
331	331	495	1.5	-2	3/8	3/8	0							332
332	332	993/2	1.5	-2	3/8	3/8	0							333
333	333	498	1.5	-2	3/8	3/8	0					line		334
334	334	999/2	1.5	-2	3/8	3/8	0							335
335	335	501	1.5	-2	3/8	3/8	0							336
336	336	1005/2	1.5	-2	3/8	3/8	0					line		337
337	337	504	1.5	-2	3/8	3/8	0							338
338	338	1011/2	1.5	-2	3/8	3/8	0							339
339	339	507	1.5	-2	3/8	3/8	0					line		340
340	340	1017/2	1.5	-2	3/8	3/8	0							341
341	341	510	1.5	-2	3/8	3/8	0							342
342	342	1023/2	1.5	-2	3/8	3/8	0					page		343
343	343	513	1.5	-2	3/8	3/8	0							344
344	344	1029/2	1.5	-2	3/8	3/8	0							345
345	345	516	1.5	-2	3/8	3/8	0							346
346	346	1035/2	1.5	-2	3/8	3/8	0							347
347	347	519	1.5	-2	3/8	3/8	0							348
348	348	1041/2	1.5	-2	3/8	3/8	0							349
349	349	522	1.5	-2	3/8	3/8	0							350
350	350	1047/2	1.5	-2	3/8	3/8	0							351
351	351	525	1.5	-2	3/8	3/8	0					line		352
352	352	1053/2	1.5	-2	3/8	3/8	0							353
353	353	528	1.5	-2	3/8	3/8	0							354
354	354	1059/2	1.5	-2	3/8	3/8	0							355
355	355	531	1.5	-2	3/8	3/8	0							356
356	356	1065/2	1.5	-2	3/8	3/8	0							357
357	357	534	1.5	-2	3/8	3/8	0							358
358	358	1071/2	1.5	-2	3/8	3/8	0							359
359	359	537	1.5	-2	3/8	3/8	0							360
360	360	1077/2	1.5	-2	3/8	3/8	0							361
361	361	540	1.5	-2	3/8	3/8	0					line		362
362	362	1083/2	1.5	-2	3/8	3/8	0							363
363	363	543	1.5	-2	3/8	3/8	0							364
364	364	1089/2	1.5	-2	3/8	3/8	0							365
365	365	546	1.5	-2	3/8	3/8	0							366
366	366	1095/2	1.5	-2	3/8	3/8	0							367
367	367	549	1.5	-2	3/8	3/8	0							368
368	368	1101/2	1.5	-2	3/8	3/8	0							369
369	369	552	1.5	-2	3/8	3/8	0							370
370	370	1107/2	1.5	-2	3/8	3/8	0							371
371	371	555	1.5	-2	3/8	3/8	0							372
372	372	1113/2	1.5	-2	3/8	3/8	0					line		373
373	373	558	1.5	-2	3/8	3/8	0							374
374	374	1119/2	1.5	-2	3/8	3/8	0							375
375	375	561	1.5	-2	3/8	3/8	0					line		376
376	376	1125/2	1.5	-2	3/8	3/8	0							377
377	377	564	1.5	-2	3/8	3/8	0							378
378	378	1131/2	1.5	-2	3/8	3/8	0					line		379
379	379	567	1.5	-2	3/8	3/8	0							380
380	380	1137/2	1.5	-2	3/8	3/8	0							381
381	381	570	1.5	-2	3/8	3/8	0					page		382
382	382	1143/2	1.5	-2	3/8	3/8	0							383
383	383	573	1.5	-2	3/8	3/8	0							384
384	384	1149/2	1.5	-2	3/8	3/8	0							385
385	385	576	1.5	-2	3/8	3/8	0							386
386	386	1155/2	1.5	-2	3/8	3/8	0							387
387	387	579	1.5	-2	3/8	3/8	0							388
388	388	1161/2	1.5	-2	3/8	3/8	0					line		389
389	389	582	1.5	-2	3/8	3/8	0							390
390	390	1167/2	1.5	-2	3/8	3/8	0							391
391	391	585	1.5	-2	3/8	3/8	0					line		392
392	392	1173/2	1.5	-2	3/8	3/8	0							393
393	393	588	1.5	-2	3/8	3/8	0							394
394	394	1179/2	1.5	-2	3/8	3/8	0					line		395
395	395	591	1.5	-2	3/8	3/8	0							396
396	396	1185/2	1.5	-2	3/8	3/8	0							397
397	397	594	1.5	-2	3/8	3/8	0					line		398
398	398	1191/2	1.5	-2	3/8	3/8	0							399
399	399	597	1.5	-2	3/8	3/8	0							400
400	400	1197/2	1.5	-2	3/8	3/8	0					line		401
401	401	600	1.5	-2	3/8	3/8	0							402
402	402	1203/2	1.5	-2	3/8	3/8	0							403
403	403	603	1.5	-2	3/8	3/8	0					line		404
404	404	1209/2	1.5	-2	3/8	3/8	0							405
405	405	606	1.5	-2	3/8	3/8	0							406
406	406	1215/2	1.5	-2	3/8	3/8	0							407
407	407	609	1.5	-2	3/8	3/8	0							408
408	408	1221/2	1.5	-2	3/8	3/8	0					line		409
409	409	612	1.5	-2	3/8	3/8	0							410
410	410	1227/2	1.5	-2	3/8	3/8	0							411
411	411	615	1.5	-2	3/8	3/8	0					line		412
412	412	1233/2	1.5	-2	3/8	3/8	0							413
413	413	618	1.5	-2	3/8	3/8	0							414
414	414	1239/2	1.5	-2	3/8	3/8	0					line		415
415	415	621	1.5	-2	3/8	3/8	0							416
416	416	1245/2	1.5	-2	3/8	3/8	0							417
417	417	624	1.5	-2	3/8	3/8	0					line		418
418	418	1251/2	1.5	-2	3/8	3/8	0							419
419	419	627	1.5	-2	3/8	3/8	0							420
420	420	1257/2	1.5	-2	3/8	3/8	0					page		421
421	421	630	1.5	-2	3/8	3/8	0							422
422	422	1263/2	1.5	-2	3/8	3/8	0							423
423	423	633	1.5	-2	3/8	3/8	0							424
424	424	1269/2	1.5	-2	3/8	3/8	0							425
425	425	636	1.5	-2	3/8	3/8	0							426
426	426	1275/2	1.5	-2	3/8	3/8	0							427
427	427	639	1.5	-2	3/8	3/8	0							428
428	428	1281/2	1.5	-2	3/8	3/8	0							429
429	429	642	1.5	-2	3/8	3/8	0							430
430	430	1287/2	1.5	-2	3/8	3/8	0							431
431	431	645	1.5	-2	3/8	3/8	0					line		432
432	432	1293/2	1.5	-2	3/8	3/8	0							433
433	433	648	1.5	-2	3/8	3/8	0							434
434	434	1299/2	1.5	-2	3/8	3/8	0							435
435	435	651	1.5	-2	3/8	3/8	0							436
436	436	1305/2	1.5	-2	3/8	3/8	0							437
437	437	654	1.5	-2	3/8	3/8	0							438
438	438	1311/2	1.5	-2	3/8	3/8	0							439
439	439	657	1.5	-2	3/8	3/8	0							440
440	440	1317/2	1.5	-2	3/8	3/8	0					line		441
441	441	660	1.5	-2	3/8	3/8	0							442
442	442	1323/2	1.5	-2	3/8	3/8	0							443
443	443	663	1.5	-2	3/8	3/8	0					line		444
444	444	1329/2	1.5	-2	3/8	3/8	0							445
445	445	666	1.5	-2	3/8	3/8	0							446
446	446	1335/2	1.5	-2	3/8	3/8	0					line		447
447	447	669	1.5	-2	3/8	3/8	0							448
448	448	1341/2	1.5	-2	3/8	3/8	0							449
449	449	672	1.5	-2	3/8	3/8	0					line		450
450	450	1347/2	1.5	-2	3/8	3/8	0							451
451	451	675	1.5	-2	3/8	3/8	0							452
452	452	1353/2	1.5	-2	3/8	3/8	0					line		453
453	453	678	1.5	-2	3/8	3/8	0							454
454	454	1359/2	1.5	-2	3/8	3/8	0							455
455	455	681	1.5	-2	3/8	3/8	0					page		456
456	456	1365/2	1.5	-2	3/8	3/8	0							457
457	457	684	1.5	-2	3/8	3/8	0							458
458	458	1371/2	1.5	-2	3/8	3/8	0					line		459
459	459	687	1.5	-2	3/8	3/8	0							460
460	460	1377/2	1.5	-2	3/8	3/8	0							461
461	461	690	1.5	-2	3/8	3/8	0					line		462
462	462	1383/2	1.5	-2	3/8	3/8	0							463
463	463	693	1.5	-2	3/8	3/8	0							464
464	464	1389/2	1.5	-2	3/8	3/8	0					page		465
465	465	696	1.5	-2	3/8	3/8	0							466
466	466	1395/2	1.5	-2	3/8	3/8	0							467
467	467	699	1.5	-2	3/8	3/8	0							468
468	468	1401/2	1.5	-2	3/8	3/8	0							469
469	469	702	1.5	-2	3/8	3/8	0							470
470	470	1407/2	1.5	-2	3/8	3/8	0							471
471	471	705	1.5	-2	3/8	3/8	0							472
472	472	1413/2	1.5	-2	3/8	3/8	0							473
473	473	708	1.5	-2	3/8	3/8	0							474
474	474	1419/2	1.5	-2	3/8	3/8	0							475
475	475	711	1.5	-2	3/8	3/8	0							476
476	476	1425/2	1.5	-2	3/8	3/8	0				end		lastMeasure	-1
