mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
120	120	238	2.0	-2	2/4	1/2	0							121
121	121	240	2.0	-2	2/4	1/2	0					line		122
122	122	242	2.0	-2	2/4	1/2	0							123
123	123	244	2.0	-2	2/4	1/2	0							124
124	124	246	2.0	-2	2/4	1/2	0							125
125	125	248	2.0	-2	2/4	1/2	0							126
126	126	250	2.0	-2	2/4	1/2	0							127
127	127	252	2.0	-2	2/4	1/2	0					line		128
128	128	254	2.0	-2	2/4	1/2	0							129
129	129	256	2.0	-2	2/4	1/2	0							130
130	130	258	2.0	-2	2/4	1/2	0					page		131
131	131	260	2.0	-2	2/4	1/2	0							132
132	132	262	2.0	-2	2/4	1/2	0							133
133	133	264	2.0	-2	2/4	1/2	0					line		134
134	134	266	2.0	-2	2/4	1/2	0							135
135	135	268	2.0	-2	2/4	1/2	0							136
136	136	270	2.0	-2	2/4	1/2	0							137
137	137	272	2.0	-2	2/4	1/2	0							138
138	138	274	2.0	-2	2/4	1/2	0							139
139	139	276	2.0	-2	2/4	1/2	0					line		140
140	140	278	2.0	-2	2/4	1/2	0							141
141	141	280	2.0	-2	2/4	1/2	0							142
142	142	282	2.0	-2	2/4	1/2	0							143
143	143	284	2.0	-2	2/4	1/2	0					page		144
144	144	286	2.0	-2	2/4	1/2	0							145
145	145	288	2.0	-2	2/4	1/2	0							146
146	146	290	2.0	-2	2/4	1/2	0							147
147	147	292	2.0	-2	2/4	1/2	0							148
148	148	294	2.0	-2	2/4	1/2	0							149
149	149	296	2.0	-2	2/4	1/2	0							150
150	150	298	2.0	-2	2/4	1/2	0					line		151
151	151	300	2.0	-2	2/4	1/2	0				end		lastMeasure	-1
