mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
74	74	219/2	1.5	0	3/8	3/8	0							75
75	75	111	1.5	0	3/8	3/8	0							76
76	76	225/2	1.5	0	3/8	3/8	0							77
77	77	114	1.5	0	3/8	3/8	0					line		78
78	78	231/2	1.5	0	3/8	3/8	0							79
79	79	117	1.5	0	3/8	3/8	0							80
80	80	237/2	1.5	0	3/8	3/8	0							81
81	81	120	1.5	0	3/8	3/8	0							82
82	82	243/2	1.5	0	3/8	3/8	0						end	1, 83
83	83	123	1.5	0	3/8	3/8	0							84
84	84	249/2	1.5	0	3/8	3/8	0					page		85
85	85	126	1.5	0	3/8	3/8	0							86
86	86	255/2	1.5	0	3/8	3/8	0							87
87	87	129	1.5	0	3/8	3/8	0							88
88	88	261/2	1.5	0	3/8	3/8	0							89
89	89	132	1.5	0	3/8	3/8	0							90
90	90	267/2	1.5	0	3/8	3/8	0							91
91	91	135	1.5	0	3/8	3/8	0					line		92
92	92	273/2	1.5	0	3/8	3/8	0							93
93	93	138	1.5	0	3/8	3/8	0							94
94	94	279/2	1.5	0	3/8	3/8	0							95
95	95	141	1.5	0	3/8	3/8	0							96
96	96	285/2	1.5	0	3/8	3/8	0							97
97	97	144	1.5	0	3/8	3/8	0					line		98
98	98	291/2	1.5	0	3/8	3/8	0							99
99	99	147	1.5	0	3/8	3/8	0							100
100	100	297/2	1.5	0	3/8	3/8	0							101
101	101	150	1.5	0	3/8	3/8	0							102
102	102	303/2	1.5	0	3/8	3/8	0					page		103
103	103	153	1.5	0	3/8	3/8	0							104
104	104	309/2	1.5	0	3/8	3/8	0							105
105	105	156	1.5	0	3/8	3/8	0							106
106	106	315/2	1.5	0	3/8	3/8	0					line		107
107	107	159	1.5	0	3/8	3/8	0							108
108	108	321/2	1.5	0	3/8	3/8	0							109
109	109	162	1.5	0	3/8	3/8	0							110
110	110	327/2	1.5	0	3/8	3/8	0							111
111	111	165	1.5	0	3/8	3/8	0					line		112
112	112	333/2	1.5	0	3/8	3/8	0							113
113	113	168	1.5	0	3/8	3/8	0							114
114	114	339/2	1.5	0	3/8	3/8	0							115
115	115	171	1.5	0	3/8	3/8	0							116
116	116	345/2	1.5	0	3/8	3/8	0							117
117	117	174	1.5	0	3/8	3/8	0							118
118	118	351/2	1.5	0	3/8	3/8	0							119
119	119	177	1.5	0	3/8	3/8	0							120
120	120	357/2	1.5	0	3/8	3/8	0					page		121
121	121	180	1.5	0	3/8	3/8	0							122
122	122	363/2	1.5	0	3/8	3/8	0							123
123	123	183	1.5	0	3/8	3/8	0							124
124	124	369/2	1.5	0	3/8	3/8	0							125
125	125	186	1.5	0	3/8	3/8	0							126
126	126	375/2	1.5	0	3/8	3/8	0							127
127	127	189	1.5	0	3/8	3/8	0							128
128	128	381/2	1.5	0	3/8	3/8	0							129
129	129	192	1.5	0	3/8	3/8	0					line		130
130	130	387/2	1.5	0	3/8	3/8	0							131
131	131	195	1.5	0	3/8	3/8	0							132
132	132	393/2	1.5	0	3/8	3/8	0							133
133	133	198	1.5	0	3/8	3/8	0							134
134	134	399/2	1.5	0	3/8	3/8	0							135
135	135	201	1.5	0	3/8	3/8	0							136
136	136	405/2	1.5	0	3/8	3/8	0							137
137	137	204	1.5	0	3/8	3/8	0							138
138	138	411/2	1.5	0	3/8	3/8	0							139
139	139	207	1.5	0	3/8	3/8	0					line		140
140	140	417/2	1.5	0	3/8	3/8	0							141
141	141	210	1.5	0	3/8	3/8	0							142
142	142	423/2	1.5	0	3/8	3/8	0							143
143	143	213	1.5	0	3/8	3/8	0							144
144	144	429/2	1.5	0	3/8	3/8	0							145
145	145	216	1.5	0	3/8	3/8	0							146
146	146	435/2	1.5	0	3/8	3/8	0							147
147	147	219	1.5	0	3/8	3/8	0							148
148	148	441/2	1.5	0	3/8	3/8	0					page		149
149	149	222	1.5	0	3/8	3/8	0							150
150	150	447/2	1.5	0	3/8	3/8	0							151
151	151	225	1.5	0	3/8	3/8	0							152
152	152	453/2	1.5	0	3/8	3/8	0							153
153	153	228	1.5	0	3/8	3/8	0							154
154	154	459/2	1.5	0	3/8	3/8	0					line		155
155	155	231	1.5	0	3/8	3/8	0							156
156	156	465/2	1.5	0	3/8	3/8	0							157
157	157	234	1.5	0	3/8	3/8	0							158
158	158	471/2	1.5	0	3/8	3/8	0							159
159	159	237	1.5	0	3/8	3/8	0							160
160	160	477/2	1.5	0	3/8	3/8	0					line		161
161	161	240	1.5	0	3/8	3/8	0							162
162	162	483/2	1.5	0	3/8	3/8	0							163
163	163	243	1.5	0	3/8	3/8	0							164
164	164	489/2	1.5	0	3/8	3/8	0							165
165	165	246	1.5	0	3/8	3/8	0							166
166	166	495/2	1.5	0	3/8	3/8	0					page		167
167	167	249	1.5	0	3/8	3/8	0							168
168	168	501/2	1.5	0	3/8	3/8	0							169
169	169	252	1.5	0	3/8	3/8	0							170
170	170	507/2	1.5	0	3/8	3/8	0							171
171	171	255	1.5	0	3/8	3/8	0							172
172	172	513/2	1.5	0	3/8	3/8	0					line		173
173	173	258	1.5	0	3/8	3/8	0							174
174	174	519/2	1.5	0	3/8	3/8	0							175
175	175	261	1.5	0	3/8	3/8	0							176
176	176	525/2	1.5	0	3/8	3/8	0							177
177	177	264	1.5	0	3/8	3/8	0							178
178	178	531/2	1.5	0	3/8	3/8	0					line		179
179	179	267	1.5	0	3/8	3/8	0							180
180	180	537/2	1.5	0	3/8	3/8	0							181
181	181	270	1.5	0	3/8	3/8	0							182
182	182	543/2	1.5	0	3/8	3/8	0							183
183	183	273	1.5	0	3/8	3/8	0							184
184	184	549/2	1.5	0	3/8	3/8	0							185
185	185	276	1.5	0	3/8	3/8	0							186
186	186	555/2	1.5	0	3/8	3/8	0					page		187
187	187	279	1.5	0	3/8	3/8	0							188
188	188	561/2	1.5	0	3/8	3/8	0							189
189	189	282	1.5	0	3/8	3/8	0							190
190	190	567/2	1.5	0	3/8	3/8	0							191
191	191	285	1.5	0	3/8	3/8	0							192
192	192	573/2	1.5	0	3/8	3/8	0							193
193	193	288	1.5	0	3/8	3/8	0					line		194
194	194	579/2	1.5	0	3/8	3/8	0							195
195	195	291	1.5	0	3/8	3/8	0							196
196	196	585/2	1.5	0	3/8	3/8	0							197
197	197	294	1.5	0	3/8	3/8	0							198
198	198	591/2	1.5	0	3/8	3/8	0							199
199	199	297	1.5	0	3/8	3/8	0					line		200
200	200	597/2	1.5	0	3/8	3/8	0							201
201	201	300	1.5	0	3/8	3/8	0							202
202	202	603/2	1.5	0	3/8	3/8	0							203
203	203	303	1.5	0	3/8	3/8	0							204
204	204	609/2	1.5	0	3/8	3/8	0					page		205
205	205	306	1.5	0	3/8	3/8	0							206
206	206	615/2	1.5	0	3/8	3/8	0							207
207	207	309	1.5	0	3/8	3/8	0							208
208	208	621/2	1.5	0	3/8	3/8	0							209
209	209	312	1.5	0	3/8	3/8	0							210
210	210	627/2	1.5	0	3/8	3/8	0							211
211	211	315	1.5	0	3/8	3/8	0					line		212
212	212	633/2	1.5	0	3/8	3/8	0							213
213	213	318	1.5	0	3/8	3/8	0							214
214	214	639/2	1.5	0	3/8	3/8	0							215
215	215	321	1.5	0	3/8	3/8	0							216
216	216	645/2	1.5	0	3/8	3/8	0							217
217	217	324	1.5	0	3/8	3/8	0							218
218	218	651/2	1.5	0	3/8	3/8	0					line		219
219	219	327	1.5	0	3/8	3/8	0							220
220	220	657/2	1.5	0	3/8	3/8	0							221
221	221	330	1.5	0	3/8	3/8	0							222
222	222	663/2	1.5	0	3/8	3/8	0							223
223	223	333	1.5	0	3/8	3/8	0							224
224	224	669/2	1.5	0	3/8	3/8	0					page		225
225	225	336	1.5	0	3/8	3/8	0							226
226	226	675/2	1.5	0	3/8	3/8	0							227
227	227	339	1.5	0	3/8	3/8	0							228
228	228	681/2	1.5	0	3/8	3/8	0							229
229	229	342	1.5	0	3/8	3/8	0							230
230	230	687/2	1.5	0	3/8	3/8	0					line		231
231	231	345	1.5	0	3/8	3/8	0							232
232	232	693/2	1.5	0	3/8	3/8	0							233
233	233	348	1.5	0	3/8	3/8	0							234
234	234	699/2	1.5	0	3/8	3/8	0							235
235	235	351	1.5	0	3/8	3/8	0							236
236	236	705/2	1.5	0	3/8	3/8	0							237
237	237	354	1.5	0	3/8	3/8	0							238
238	238	711/2	1.5	0	3/8	3/8	0					line		239
239	239	357	1.5	0	3/8	3/8	0							240
240	240	717/2	1.5	0	3/8	3/8	0							241
241	241	360	1.5	0	3/8	3/8	0							242
242	242	723/2	1.5	0	3/8	3/8	0							243
243	243	363	1.5	0	3/8	3/8	0							244
244	244	729/2	1.5	0	3/8	3/8	0							245
245	245	366	1.5	0	3/8	3/8	0							246
246	246	735/2	1.5	0	3/8	3/8	0							247
247	247	369	1.5	0	3/8	3/8	0					page		248
248	248	741/2	1.5	0	3/8	3/8	0							249
249	249	372	1.5	0	3/8	3/8	0							250
250	250	747/2	1.5	0	3/8	3/8	0							251
251	251	375	1.5	0	3/8	3/8	0							252
252	252	753/2	1.5	0	3/8	3/8	0							253
253	253	378	1.5	0	3/8	3/8	0							254
254	254	759/2	1.5	0	3/8	3/8	0					line		255
255	255	381	1.5	0	3/8	3/8	0							256
256	256	765/2	1.5	0	3/8	3/8	0							257
257	257	384	1.5	0	3/8	3/8	0							258
258	258	771/2	1.5	0	3/8	3/8	0							259
259	259	387	1.5	0	3/8	3/8	0							260
260	260	777/2	1.5	0	3/8	3/8	0							261
261	261	390	1.5	0	3/8	3/8	0				end	line	lastMeasure	-1
