mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
205	205	408	2.0	1	2/4	1/2	0							206
206	206	410	2.0	1	2/4	1/2	0							207
207	207	412	2.0	1	2/4	1/2	0							208
208	208	414	2.0	1	2/4	1/2	0					page		209
209	209	416	2.0	1	2/4	1/2	0							210
210	210	418	2.0	1	2/4	1/2	0							211
211	211	420	2.0	1	2/4	1/2	0							212
212	212	422	2.0	1	2/4	1/2	0							213
213	213	424	2.0	1	2/4	1/2	0							214
214	214	426	2.0	1	2/4	1/2	0							215
215	215	428	2.0	1	2/4	1/2	0							216
216	216	430	2.0	1	2/4	1/2	0							217
217	217	432	2.0	1	2/4	1/2	0							218
218	218	434	2.0	1	2/4	1/2	0							219
219	219	436	2.0	1	2/4	1/2	0							220
220	220	438	2.0	1	2/4	1/2	0					page		221
221	221	440	2.0	1	2/4	1/2	0							222
222	222	442	2.0	1	2/4	1/2	0							223
223	223	444	2.0	1	2/4	1/2	0							224
224	224	446	2.0	1	2/4	1/2	0							225
225	225	448	2.0	1	2/4	1/2	0							226
226	226	450	2.0	1	2/4	1/2	0							227
227	227	452	2.0	1	2/4	1/2	0							228
228	228	454	2.0	1	2/4	1/2	0							229
229	229	456	2.0	1	2/4	1/2	0							230
230	230	458	2.0	1	2/4	1/2	0							231
231	231	460	2.0	1	2/4	1/2	0							232
232	232	462	2.0	1	2/4	1/2	0					page		233
233	233	464	2.0	1	2/4	1/2	0							234
234	234	466	2.0	1	2/4	1/2	0							235
235	235	468	2.0	1	2/4	1/2	0							236
236	236	470	2.0	1	2/4	1/2	0							237
237	237	472	2.0	1	2/4	1/2	0							238
238	238	474	2.0	1	2/4	1/2	0							239
239	239	476	2.0	1	2/4	1/2	0							240
240	240	478	2.0	1	2/4	1/2	0							241
241	241	480	2.0	1	2/4	1/2	0							242
242	242	482	2.0	1	2/4	1/2	0							243
243	243	484	2.0	1	2/4	1/2	0							244
244	244	486	2.0	1	2/4	1/2	0							245
245	245	488	2.0	1	2/4	1/2	0							246
246	246	490	2.0	1	2/4	1/2	0							247
247	247	492	2.0	1	2/4	1/2	0							248
248	248	494	2.0	1	2/4	1/2	0							249
249	249	496	2.0	1	2/4	1/2	0				end		lastMeasure	-1
