mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
30	29	124	29b	1803/4	387/4	0.25	11/16	11/16	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
30	29	124	29b	451	97	0.5	3/4	3/4	4/4	4	1		viio		Bb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	124	29b	903/2	195/2	1.5	7/8	7/8	4/4	4	1		I		Bb	V		I		I							M	0	0	0, 4, 1		0	0
31	30	125	30b	453	99	3.0	1/4	1/4	4/4	4	1		V7/IV		Bb	V		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
32	31	126	31b	456	102	1.0	0	0	4/4	4	1		IV[IV6		Bb	V	IV	IV6		IV		6					M	0	0	3, 0, -1		-1	3
32	31	126	31b	457	103	1.0	1/4	1/4	4/4	4	1		vi43		Bb	V	IV	vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
32	31	126	31b	458	104	1.0	1/2	1/2	4/4	4	1		V65/IV		Bb	V	IV	V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
32	31	126	31b	459	105	1.0	3/4	3/4	4/4	4	1		V64/IV]		Bb	V	IV	V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
33	32	127	32b	460	106	4.0	0	0	4/4	4	1		V2/IV		Bb	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
34	33	128	33b	464	110	4.0	0	0	4/4	4	1		V43/IV		Bb	V		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
35	34	129	34b	468	114	3.0	0	0	4/4	4	1		I.V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	34	129	34b	471	117	3.0	3/4	3/4	4/4	4	1		#viio43/ii		Bb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
36	35	130	35b	474	120	1.5	1/2	1/2	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	35	130	35b	951/2	243/2	0.5	7/8	7/8	4/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
37	36	131	36b	476	122	1.0	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	36	131	36b	477	123	0.5	1/4	1/4	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	36	131	36b	955/2	247/2	0.5	3/8	3/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
37	36	131	36b	478	124	0.5	1/2	1/2	4/4	4	1		V(b64)		Bb	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
37	36	131	36b	957/2	249/2	0.5	5/8	5/8	4/4	4	1		V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	36	131	36b	479	125	1.0	3/4	3/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	132	37b	480	126	0.5	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
38	37	132	37b	961/2	253/2	0.5	1/8	1/8	4/4	4	1		V+6		Bb	I		V+6		V	+	6					+	0	0	5, 9, 1		1	5
38	37	132	37b	481	127	0.5	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
38	37	132	37b	963/2	255/2	0.5	3/8	3/8	4/4	4	1		viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
38	37	132	37b	482	128	0.5	1/2	1/2	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	132	37b	965/2	257/2	0.5	5/8	5/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
38	37	132	37b	483	129	0.5	3/4	3/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	132	37b	967/2	259/2	0.5	7/8	7/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
39	38	133	38b	484	130	0.5	0	0	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
39	38	133	38b	969/2	261/2	0.5	1/8	1/8	4/4	4	1		#viio(+4)/ii		Bb	I		#viio(+4)/ii		#vii	o		+4	ii			o	0	0	7, 4, 1	-1	7	7
39	38	133	38b	485	131	0.5	1/4	1/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	38	133	38b	971/2	263/2	0.5	3/8	3/8	4/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
39	38	133	38b	486	132	0.5	1/2	1/2	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
39	38	133	38b	973/2	265/2	0.5	5/8	5/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
39	38	133	38b	487	133	0.5	3/4	3/4	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	133	38b	975/2	267/2	0.5	7/8	7/8	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	134	39b	488	134	0.5	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
40	39	134	39b	977/2	269/2	0.5	1/8	1/8	4/4	4	1		V+6		Bb	I		V+6		V	+	6					+	0	0	5, 9, 1		1	5
40	39	134	39b	489	135	0.5	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
40	39	134	39b	979/2	271/2	0.5	3/8	3/8	4/4	4	1		viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
40	39	134	39b	490	136	0.5	1/2	1/2	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	39	134	39b	981/2	273/2	0.5	5/8	5/8	4/4	4	1		V65/IV		Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
40	39	134	39b	491	137	0.5	3/4	3/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	39	134	39b	983/2	275/2	0.5	7/8	7/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
41	40	135	40b	492	138	0.5	0	0	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	40	135	40b	985/2	277/2	0.5	1/8	1/8	4/4	4	1		#viio6/ii		Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
41	40	135	40b	493	139	0.5	1/4	1/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	135	40b	987/2	279/2	0.5	3/8	3/8	4/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
41	40	135	40b	494	140	0.5	1/2	1/2	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
41	40	135	40b	989/2	281/2	0.5	5/8	5/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
41	40	135	40b	495	141	1.0	3/4	3/4	4/4	4	1		V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	41	136	41b	496	142	1.0	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
42	41	136	41b	497	143	1.0	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
42	41	136	41b	498	144	2.0	1/2	1/2	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
43	42	137	42b	500	146	2.0	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
43	42	137	42b	502	148	2.0	1/2	1/2	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
44	43	138	43b	504	150	2.5	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
44	43	138	43b	1013/2	305/2	1.5	5/8	5/8	4/4	4	1		vi6		Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
45	44	139	44b	508	154	0.5	0	0	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
45	44	139	44b	1017/2	309/2	1.5	1/8	1/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
45	44	139	44b	510	156	2.0	1/2	1/2	4/4	4	1		V7/V		Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
46	45	140	45b	512	158	2.0	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
46	45	140	45b	514	160	2.5	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	46	141	46b	1033/2	325/2	3.0	1/8	1/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	141	46b	1039/2	331/2	0.5	7/8	7/8	4/4	4	1		V/V		Bb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
48	47	142	47b	520	166	2.0	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
48	47	142	47b	522	168	2.5	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	48	143	48b	1049/2	341/2	3.5	1/8	1/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
50	49	144	49b	528	174	4.0	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
51	50	145	50b	532	178	4.0	0	0	4/4	4	1		V65/V		Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
52	51	146	51b	536	182	1.0	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
52	51	146	51b	537	183	7.0	1/4	1/4	4/4	4	1		@none		Bb	I		@none		@none							m	0	0				
54	53	148	53b	544	190	4.0	0	0	4/4	4	1		bVI.V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
55	54	149	54b	548	194	4.0	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
56	55	150	55b	552	198	2.0	0	0	4/4	4	1		I[I		Bb	bVI	I	I		I							M	0	0	0, 4, 1		0	0
56	55	150	55b	554	200	2.0	1/2	1/2	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
57	56	151	56b	556	202	2.0	0	0	4/4	4	1		V		Bb	bVI	I	V		V							M	0	0	1, 5, 2		1	1
57	56	151	56b	558	204	2.0	1/2	1/2	4/4	4	1		V64		Bb	bVI	I	V64		V		64					M	0	0	2, 1, 5		1	2
58	57	152	57b	560	206	2.5	0	0	4/4	4	1		I6]		Bb	bVI	I	I6		I		6					M	0	0	4, 1, 0		0	4
58	57	152	57b	1125/2	417/2	1.5	5/8	5/8	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
59	58	153	58b	564	210	4.0	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
60	59	154	59b	568	214	2.0	0	0	4/4	4	1		I[I		Bb	bVI	I	I		I							M	0	0	0, 4, 1		0	0
60	59	154	59b	570	216	2.0	1/2	1/2	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
61	60	155	60b	572	218	1.0	0	0	4/4	4	1		viio7(4)/V		Bb	bVI	I	viio7(4)/V		vii	o	7	4	V			o7	0	0	6, 5, 0, -3		6	6
61	60	155	60b	573	219	1.0	1/4	1/4	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
61	60	155	60b	574	220	1.0	1/2	1/2	4/4	4	1		I6]		Bb	bVI	I	I6		I		6					M	0	0	4, 1, 0		0	4
61	60	155	60b	575	221	1.0	3/4	3/4	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
62	61	156	61b	576	222	2.0	0	0	4/4	4	1		viio65		Bb	bVI		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
62	61	156	61b	578	224	2.0	1/2	1/2	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
63	62	157	62b	580	226	2.0	0	0	4/4	4	1		ii65		Bb	bVI		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
63	62	157	62b	582	228	2.0	1/2	1/2	4/4	4	1		V65/V		Bb	bVI		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
64	63	158	63b	584	230	4.0	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	159	64b	588	234	3.0	0	0	4/4	4	1		I64		Bb	bVI		I64		I		64					M	0	0	1, 0, 4		0	1
65	64	159	64b	591	237	1.0	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
66	65	160	65b	592	238	3.5	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	160	65b	1191/2	483/2	0.25	7/8	7/8	4/4	4	1		vi7		Bb	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
66	65	160	65b	2383/4	967/4	0.25	15/16	15/16	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
67	66	161	66b	596	242	4.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
68	67	162	67b	600	246	2.0	0	0	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
68	67	162	67b	602	248	2.0	1/2	1/2	4/4	4	1		V7/vi		Bb	bVI		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
69	68	163	68b	604	250	2.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
69	68	163	68b	606	252	2.0	1/2	1/2	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
70	69	164	69b	608	254	2.0	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	69	164	69b	610	256	2.0	1/2	1/2	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
71	70	165	70b	612	258	1.25	0	0	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
71	70	165	70b	2453/4	1037/4	0.75	5/16	5/16	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
71	70	165	70b	614	260	2.0	1/2	1/2	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	166	71b	616	262	1.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
72	71	166	71b	617	263	1.0	1/4	1/4	4/4	4	1		I(+6)		Bb	bVI		I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
72	71	166	71b	618	264	1.0	1/2	1/2	4/4	4	1		V64(+2)		Bb	bVI		V64(+2)		V		64	+2				M	0	0	2, 1, 5	3	1	2
72	71	166	71b	619	265	1.0	3/4	3/4	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
73	72	167	72b	620	266	1.0	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
73	72	167	72b	621	267	1.0	1/4	1/4	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
73	72	167	72b	622	268	1.0	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
73	72	167	72b	623	269	1.0	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
74	73	168	73b	624	270	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
74	73	168	73b	626	272	2.0	1/2	1/2	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
75	74	169	74b	628	274	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
75	74	169	74b	629	275	1.0	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
75	74	169	74b	630	276	1.0	1/2	1/2	4/4	4	1		viio/V		Bb	bVI		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
75	74	169	74b	631	277	1.0	3/4	3/4	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	170	75b	632	278	1.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
76	75	170	75b	633	279	1.0	1/4	1/4	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
76	75	170	75b	634	280	1.0	1/2	1/2	4/4	4	1		V(64)		Bb	bVI		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	75	170	75b	635	281	1.0	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	171	76b	636	282	1.0	0	0	4/4	4	1		I\\		Bb	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
77	76	171	76b	637	283	1.0	1/4	1/4	4/4	4	1		ii		Bb	bVI		ii		ii							m	0	0	2, -1, 3		2	2
77	76	171	76b	638	284	1.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	171	76b	639	285	1.0	3/4	3/4	4/4	4	1		V65		Bb	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	77	172	77b	640	286	2.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
78	77	172	77b	642	288	2.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
79	78	173	78b	644	290	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
79	78	173	78b	645	291	1.0	1/4	1/4	4/4	4	1		viio7		Bb	bVI		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
79	78	173	78b	646	292	1.0	1/2	1/2	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
79	78	173	78b	647	293	1.0	3/4	3/4	4/4	4	1		V2/vi		Bb	bVI		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
80	79	174	79b	648	294	1.0	0	0	4/4	4	1		vi6		Bb	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
80	79	174	79b	649	295	1.0	1/4	1/4	4/4	4	1		V/V		Bb	bVI		V/V		V				V			M	0	0	2, 6, 3		2	2
80	79	174	79b	650	296	1.0	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
80	79	174	79b	651	297	1.0	3/4	3/4	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
81	80	175	80b	652	298	1.0	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
81	80	175	80b	653	299	1.0	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
81	80	175	80b	654	300	2.0	1/2	1/2	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
82	81	176	81b	656	302	1.0	0	0	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
82	81	176	81b	657	303	1.0	1/4	1/4	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
82	81	176	81b	658	304	1.0	1/2	1/2	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
82	81	176	81b	659	305	1.0	3/4	3/4	4/4	4	1		ii		Bb	bVI		ii		ii							m	0	0	2, -1, 3		2	2
83	82	177	82b	660	306	1.0	0	0	4/4	4	1		V65		Bb	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	177	82b	661	307	1.0	1/4	1/4	4/4	4	1		V6/vi		Bb	bVI		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
83	82	177	82b	662	308	1.0	1/2	1/2	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
83	82	177	82b	663	309	1.0	3/4	3/4	4/4	4	1		V6/V		Bb	bVI		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
84	83	178	83b	664	310	1.0	0	0	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
84	83	178	83b	665	311	1.0	1/4	1/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
84	83	178	83b	666	312	1.0	1/2	1/2	4/4	4	1		viio/V		Bb	bVI		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
84	83	178	83b	667	313	1.0	3/4	3/4	4/4	4	1		V/iii		Bb	bVI		V/iii		V				iii			M	0	0	5, 9, 6		5	5
85	84	179	84b	668	314	1.0	0	0	4/4	4	1		V6/vi		Bb	bVI		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
85	84	179	84b	669	315	1.0	1/4	1/4	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
85	84	179	84b	670	316	1.0	1/2	1/2	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
85	84	179	84b	671	317	0.5	3/4	3/4	4/4	4	1		viio6		Bb	bVI		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
85	84	179	84b	1343/2	635/2	0.5	7/8	7/8	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
86	85	180	85b	672	318	0.5	0	0	4/4	4	1		viio		Bb	bVI		viio		vii	o						o	0	0	5, 2, -1		5	5
86	85	180	85b	1345/2	637/2	0.5	1/8	1/8	4/4	4	1		V43/V		Bb	bVI		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
86	85	180	85b	673	319	0.5	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
86	85	180	85b	1347/2	639/2	0.5	3/8	3/8	4/4	4	1		VM2		Bb	bVI		VM2		V	M	2					MM7	0	0	6, 1, 5, 2		1	6
86	85	180	85b	674	320	0.5	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
86	85	180	85b	1349/2	641/2	0.5	5/8	5/8	4/4	4	1		vi43		Bb	bVI		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
86	85	180	85b	675	321	0.5	3/4	3/4	4/4	4	1		iii2		Bb	bVI		iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
86	85	180	85b	1351/2	643/2	0.5	7/8	7/8	4/4	4	1		IM7		Bb	bVI		IM7		I	M	7					MM7	0	0	0, 4, 1, 5		0	0
87	86	181	86b	676	322	0.5	0	0	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
87	86	181	86b	1353/2	645/2	0.5	1/8	1/8	4/4	4	1		vi7		Bb	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
87	86	181	86b	677	323	0.5	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
87	86	181	86b	1355/2	647/2	0.5	3/8	3/8	4/4	4	1		V6/V		Bb	bVI		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
87	86	181	86b	678	324	0.5	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
87	86	181	86b	1357/2	649/2	0.5	5/8	5/8	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
87	86	181	86b	679	325	0.5	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
87	86	181	86b	1359/2	651/2	0.5	7/8	7/8	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
88	87	182	87b	680	326	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
88	87	182	87b	682	328	2.0	1/2	1/2	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
89	88	183	88b	684	330	2.0	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
89	88	183	88b	686	332	2.0	1/2	1/2	4/4	4	1		viio6		Bb	bVI		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
90	89	184	89b	688	334	2.0	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
90	89	184	89b	690	336	1.0	1/2	1/2	4/4	4	1		V43		Bb	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	89	184	89b	691	337	1.0	3/4	3/4	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
91	90	185	90b	692	338	1.0	0	0	4/4	4	1		I\\		Bb	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
91	90	185	90b	693	339	1.5	1/4	1/4	4/4	4	1		V2/IV		Bb	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
91	90	185	90b	1389/2	681/2	1.5	5/8	5/8	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
92	91	186	91b	696	342	1.0	0	0	4/4	4	1		@none		Bb	bVI		@none		@none							m	0	0				
92	91	186	91b	697	343	1.5	1/4	1/4	4/4	4	1		V2/IV		Bb	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
92	91	186	91b	1397/2	689/2	9.5	5/8	5/8	4/4	4	1		IV		Bb	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
95	94	189	94a	708	354	5.0	0	0	4/4	4	1	1	@none		Bb	bVI		@none		@none							m	0	0				
96	95	190	95a	713	359	2.0	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
96	95	190	95a	715	361	1.0	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
97	96	191	96a	716	362	1.0	0	0	3/4	4	1		V6(+4)		Bb	bVI		V6(+4)		V		6	+4				M	0	0	5, 2, 1	0	1	5
97	96	191	96a	717	363	1.0	1/4	1/4	3/4	4	1		V2/IV		Bb	bVI		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
