mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	14	15	14a	57/2	57/2	0.5	1/8	1/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	14	15	14a	29	29	0.5	1/4	1/4	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	14	15	14a	59/2	59/2	0.5	3/8	3/8	2/4	4	1		V43/V	A	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
16	15	16	15a	30	30	2.0	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	17	16a	32	32	2.0	0	0	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
18	17	18	17a	34	34	1.0	0	0	2/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	17	18	17a	35	35	0.5	1/4	1/4	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
18	17	18	17a	71/2	71/2	0.5	3/8	3/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
19	18	19	18a	36	36	2.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
20	19	20	19a	38	38	1.0	0	0	2/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
20	19	20	19a	39	39	0.5	1/4	1/4	2/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
20	19	20	19a	79/2	79/2	0.5	3/8	3/8	2/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
21	20	21	20a	40	40	1.0	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	20	21	20a	41	41	1.0	1/4	1/4	2/4	4	1		V64	A	I		V64	V		64					M	0	0	2, 1, 5		1	2
22	21	22	21a	42	42	0.5	0	0	2/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
22	21	22	21a	85/2	85/2	1.0	1/8	1/8	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	21	22	21a	87/2	87/2	0.5	3/8	3/8	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	22	23	22a	44	44	0.5	0	0	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	89/2	89/2	0.5	1/8	1/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	22	23	22a	45	45	0.5	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
23	22	23	22a	91/2	91/2	0.5	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	23	24	23a	46	46	1.0	0	0	2/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
24	23	24	23a	47	47	1.0	1/4	1/4	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
25	24	25	24a	48	48	2.0	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	25	26	25a	50	50	1.0	0	0	2/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	25	26	25a	51	51	0.5	1/4	1/4	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
26	25	26	25a	103/2	103/2	0.5	3/8	3/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
27	26	27	26a	52	52	2.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
28	27	28	27a	54	54	1.0	0	0	2/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
28	27	28	27a	55	55	0.5	1/4	1/4	2/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
28	27	28	27a	111/2	111/2	0.5	3/8	3/8	2/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
29	28	29	28a	56	56	1.0	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	28	29	28a	57	57	1.0	1/4	1/4	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	30	29a	58	58	0.5	0	0	2/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
30	29	30	29a	117/2	117/2	1.0	1/8	1/8	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
30	29	30	29a	119/2	119/2	0.5	3/8	3/8	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	30	31	30a	60	60	0.5	0	0	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	30	31	30a	121/2	121/2	0.5	1/8	1/8	2/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
31	30	31	30a	61	61	0.5	1/4	1/4	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	30	31	30a	123/2	123/2	0.5	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	32	31a	62	62	1.0	0	0	2/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
32	31	32	31a	63	63	2.0	1/4	1/4	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
33	32	33	32a	65	65	1.0	1/4	1/4	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
34	33	34	33a	66	66	1.5	0	0	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	33	34	33a	135/2	135/2	0.5	3/8	3/8	2/4	4	1		iio6	A	I		iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
35	34	35	34a	68	68	1.0	0	0	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
35	34	35	34a	69	69	1.0	1/4	1/4	2/4	4	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
36	35	36	35a	70	70	2.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
37	36	37	36a	72	72	1.0	0	0	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
37	36	37	36a	73	73	1.0	1/4	1/4	2/4	4	1		V43/IV	A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
38	37	38	37a	74	74	1.0	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
38	37	38	37a	75	75	1.0	1/4	1/4	2/4	4	1		V65/II	A	I		V65/II	V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
39	38	39	38a	76	76	0.5	0	0	2/4	4	1		V/V	A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
39	38	39	38a	153/2	153/2	0.5	1/8	1/8	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
39	38	39	38a	77	77	0.75	1/4	1/4	2/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
39	38	39	38a	311/4	311/4	0.25	7/16	7/16	2/4	4	1		V43/V	A	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
40	39	40	39a	78	78	1.0	0	0	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
40	39	40	39a	79	79	0.5	1/4	1/4	2/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
40	39	40	39a	159/2	159/2	0.5	3/8	3/8	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	40	41	40a	80	80	1.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
41	40	41	40a	81	81	1.0	1/4	1/4	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	41	42	41a	82	82	2.0	0	0	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
43	42	43	42a	84	84	2.0	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	43	44	43a	86	86	2.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
45	44	45	44a	88	88	0.5	0	0	2/4	4	1		V/IV	A	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
45	44	45	44a	177/2	177/2	1.5	1/8	1/8	2/4	4	1		V/IV	A	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
46	45	46	45a	90	90	1.0	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	45	46	45a	91	91	1.0	1/4	1/4	2/4	4	1		V65/II	A	I		V65/II	V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
47	46	47	46a	92	92	0.5	0	0	2/4	4	1		V/V	A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
47	46	47	46a	185/2	185/2	0.5	1/8	1/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
47	46	47	46a	93	93	0.5	1/4	1/4	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
47	46	47	46a	187/2	187/2	0.5	3/8	3/8	2/4	4	1		V43/V	A	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
48	47	48	47a	94	94	0.5	0	0	2/4	4	1		V[V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
48	47	48	47a	189/2	189/2	0.5	1/8	1/8	2/4	4	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
48	47	48	47a	95	95	0.5	1/4	1/4	2/4	4	1		V43/V	A	I	V	V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
48	47	48	47a	191/2	191/2	0.5	3/8	3/8	2/4	4	1		V2/V]	A	I	V	V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
49	48	49	48a	96	96	2.0	0	0	2/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	49	50	49a	98	98	1.5	0	0	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	49	50	49a	199/2	199/2	0.5	3/8	3/8	2/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
51	50	51	50a	100	100	1.0	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
51	50	51	50a	101	101	0.5	1/4	1/4	2/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
51	50	51	50a	203/2	203/2	0.5	3/8	3/8	2/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
52	51	52	51a	102	102	2.0	0	0	2/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
53	52	53	52a	104	104	1.0	0	0	2/4	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
53	52	53	52a	105	105	0.5	1/4	1/4	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
53	52	53	52a	211/2	211/2	0.5	3/8	3/8	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	53	54	53a	106	106	1.0	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	53	54	53a	107	107	0.5	1/4	1/4	2/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
54	53	54	53a	215/2	215/2	0.5	3/8	3/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	54	55	54a	108	108	0.5	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
55	54	55	54a	217/2	217/2	0.25	1/8	1/8	2/4	4	1		V65/vi	A	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
55	54	55	54a	435/4	435/4	0.25	3/16	3/16	2/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
55	54	55	54a	109	109	0.25	1/4	1/4	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
55	54	55	54a	437/4	437/4	0.25	5/16	5/16	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
55	54	55	54a	219/2	219/2	0.75	3/8	3/8	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
56	55	56	55a	441/4	441/4	0.75	1/16	1/16	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
56	55	56	55a	111	111	0.5	1/4	1/4	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
56	55	56	55a	223/2	223/2	0.5	3/8	3/8	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
57	56	57	56a	112	112	2.0	0	0	2/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	57	58	57a	114	114	2.0	0	0	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
59	58	59	58a	116	116	0.5	0	0	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
59	58	59	58a	233/2	233/2	1.0	1/8	1/8	2/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
59	58	59	58a	235/2	235/2	0.5	3/8	3/8	2/4	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
60	59	60	59a	118	118	2.0	0	0	2/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
61	60	61	60a	120	120	1.0	0	0	2/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
61	60	61	60a	121	121	1.5	1/4	1/4	2/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	61	62	61a	245/2	245/2	1.0	1/8	1/8	2/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
62	61	62	61a	247/2	247/2	0.5	3/8	3/8	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	63	62a	124	124	0.5	0	0	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
63	62	63	62a	249/2	249/2	0.375	1/8	1/8	2/4	4	1		V43/vi	A	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
63	62	63	62a	999/8	999/8	0.125	7/32	7/32	2/4	4	1		vi6	A	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
63	62	63	62a	125	125	0.375	1/4	1/4	2/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
63	62	63	62a	1003/8	1003/8	0.125	11/32	11/32	2/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
63	62	63	62a	251/2	251/2	0.25	3/8	3/8	2/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
63	62	63	62a	503/4	503/4	0.125	7/16	7/16	2/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
63	62	63	62a	1007/8	1007/8	0.125	15/32	15/32	2/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
64	63	64	63a	126	126	2.0	0	0	2/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
65	64	65	64a	128	128	4.0	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
66	65	66	65a	132	132	4.0	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
67	66	67	66a	136	136	4.0	0	0	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
68	67	68	67a	140	140	2.0	0	0	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
68	67	68	67a	142	142	2.0	1/2	1/2	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	68	69	68a	144	144	6.0	0	0	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	69	70	69a	150	150	2.0	1/2	1/2	4/4	4	1		V65/IV	A	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
71	70	71	70a	152	152	1.0	0	0	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
71	70	71	70a	153	153	2.0	1/4	1/4	4/4	4	1		V65/II	A	I		V65/II	V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
71	70	71	70a	155	155	1.0	3/4	3/4	4/4	4	1		V7/II	A	I		V7/II	V		7		II			Mm7	0	0	3, 7, 4, 1		3	3
72	71	72	71a	156	156	1.0	0	0	4/4	4	1		V65/V	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
72	71	72	71a	157	157	1.0	1/4	1/4	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	72	71a	158	158	1.0	1/2	1/2	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
72	71	72	71a	159	159	1.0	3/4	3/4	4/4	4	1		V43(+9)/V	A	I		V43(+9)/V	V		43	+9	V			Mm7	0	0	3, 0, 2, 6	4	2	3
73	72	73	72a	160	160	1.0	0	0	4/4	4	1		V[V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
73	72	73	72a	161	161	1.0	1/4	1/4	4/4	4	1		V7(4)/V	A	I	V	V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
73	72	73	72a	162	162	1.0	1/2	1/2	4/4	4	1		V	A	I	V	V	V							M	0	0	1, 5, 2		1	1
73	72	73	72a	163	163	1.0	3/4	3/4	4/4	4	1		V7	A	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	73	74	73a	164	164	1.0	0	0	4/4	4	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
74	73	74	73a	165	165	6.0	1/4	1/4	4/4	4	1		I6	A	I	V	I6	I		6					M	0	0	4, 1, 0		0	4
75	74	75	74a	171	171	1.0	3/4	3/4	4/4	4	1		I	A	I	V	I	I							M	0	0	0, 4, 1		0	0
76	75	76	75a	172	172	1.0	0	0	4/4	4	1		V2	A	I	V	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	76	75a	173	173	6.0	1/4	1/4	4/4	4	1		V65	A	I	V	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
77	76	77	76a	179	179	1.0	3/4	3/4	4/4	4	1		V43	A	I	V	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
78	77	78	77a	180	180	2.0	0	0	4/4	4	1		I64]	A	I	V	I64	I		64					M	0	0	1, 0, 4		0	1
78	77	78	77a	182	182	1.0	1/2	1/2	4/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
78	77	78	77a	183	183	1.0	3/4	3/4	4/4	4	1		V43/IV	A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
79	78	79	78a	184	184	1.0	0	0	4/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
79	78	79	78a	185	185	1.0	1/4	1/4	4/4	4	1		VI	A	I		VI	VI							M	0	0	3, 7, 4		3	3
79	78	79	78a	186	186	2.0	1/2	1/2	4/4	4	1		V2/II	A	I		V2/II	V		2		II			Mm7	0	0	1, 3, 7, 4		3	1
80	79	80	79a	188	188	1.0	0	0	4/4	4	1		V6/V	A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
80	79	80	79a	189	189	1.0	1/4	1/4	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
80	79	80	79a	190	190	1.0	1/2	1/2	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	79	80	79a	191	191	2.0	3/4	3/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
81	80	81	80a	193	193	1.0	1/4	1/4	4/4	4	1		vi7	A	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
81	80	81	80a	194	194	1.0	1/2	1/2	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
81	80	81	80a	195	195	1.0	3/4	3/4	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
82	81	82	81a	196	196	1.0	0	0	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
82	81	82	81a	197	197	1.0	1/4	1/4	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
82	81	82	81a	198	198	1.0	1/2	1/2	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
82	81	82	81a	199	199	1.0	3/4	3/4	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
83	82	83	82a	200	200	1.0	0	0	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	82	83	82a	201	201	1.0	1/4	1/4	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	82	83	82a	202	202	1.0	1/2	1/2	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	82	83	82a	203	203	1.0	3/4	3/4	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
84	83	84	83a	204	204	2.0	0	0	4/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
84	83	84	83a	206	206	2.0	1/2	1/2	4/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
85	84	85	84a	208	208	4.0	0	0	4/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
86	85	86	85a	212	212	11.0	0	0	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
88	87	88	87a	223	223	1.0	3/4	3/4	4/4	4	1		V	A	I		V	V							M	0	0	1, 5, 2		1	1
89	88	89	88a	224	224	4.0	0	0	4/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
90	89	90	89a	228	228	2.0	0	0	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
90	89	90	89a	230	230	4.0	1/2	1/2	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
91	90	91	90a	234	234	2.0	1/2	1/2	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	91	92	91a	236	236	2.0	0	0	4/4	4	1		V2/IV	A	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
92	91	92	91a	238	238	6.0	1/2	1/2	4/4	4	1		V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
94	93	94	93a	244	244	2.0	0	0	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
94	93	94	93a	246	246	9.0	1/2	1/2	4/4	4	1		@none	A	I		@none	@none							m	0	0				
