mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
69	68	126	68b	373	202	3.0	0	0	3/4	4	1		vi	A	IV		vi		vi							m	0	0	3, 0, 4		3	3
70	69	127	69b	376	205	2.0	0	0	3/4	4	1		I.V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	69	127	69b	378	207	1.0	1/2	1/2	3/4	4	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	70	128	70b	379	208	4.0	0	0	3/4	4	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
72	71	129	71b	383	212	1.0	1/4	1/4	3/4	4	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
72	71	129	71b	384	213	1.0	1/2	1/2	3/4	4	1		vi2	A	I		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
73	72	130	72b	385	214	1.0	0	0	3/4	4	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	72	130	72b	386	215	1.0	1/4	1/4	3/4	4	1		ii	A	I		ii		ii							m	0	0	2, -1, 3		2	2
73	72	130	72b	387	216	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	73	131	73b	388	217	3.0	0	0	3/4	4	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
75	74	132	74b	391	220	3.0	0	0	3/4	4	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	133	75b	394	223	3.0	0	0	3/4	4	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
77	76	134	76b	397	226	1.0	0	0	3/4	4	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
77	76	134	76b	398	227	1.0	1/4	1/4	3/4	4	1		V65	A	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
77	76	134	76b	399	228	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
78	77	135	77b	400	229	3.0	0	0	3/4	4	1		I\\	A	I		I		I						\\	M	0	0	0, 4, 1		0	0
79	78	136	78b	403	232	3.0	0	0	3/4	4	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
80	79	137	79b	406	235	3.0	0	0	3/4	4	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
81	80	138	80b	409	238	1.5	0	0	3/4	4	1		ii7(4)	A	I		ii7(4)		ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
81	80	138	80b	821/2	479/2	0.5	3/8	3/8	3/4	4	1		ii7	A	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
81	80	138	80b	411	240	4.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	82	141	82a	415	247	2.0	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
85	82	141	82a	417	249	1.0	1/2	1/2	3/4	4	1		I64	A	I		I64		I		64					M	0	0	1, 0, 4		0	1
86	83	142	83a	418	250	2.0	0	0	3/4	4	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
86	83	142	83a	420	252	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	84	143	84a	421	253	2.0	0	0	3/4	4	1		V2	A	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
87	84	143	84a	423	255	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	85	144	85a	424	256	1.0	0	0	3/4	4	1		I6(4)	A	I		I6(4)		I		6	4				M	0	0	-1, 1, 0		0	-1
88	85	144	85a	425	257	1.0	1/4	1/4	3/4	4	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
88	85	144	85a	426	258	1.0	1/2	1/2	3/4	4	1		V.iv6	A	V		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
89	86	145	86a	427	259	1.0	0	0	3/4	4	1		I64(4)	A	V		I64(4)		I		64	4				M	0	0	1, 0, -1		0	1
89	86	145	86a	428	260	1.0	1/4	1/4	3/4	4	1		I64	A	V		I64		I		64					M	0	0	1, 0, 4		0	1
89	86	145	86a	429	261	1.0	1/2	1/2	3/4	4	1		viio7/V	A	V		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
90	87	146	87a	430	262	1.0	0	0	3/4	4	1		V(b64)	A	V		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
90	87	146	87a	431	263	1.0	1/4	1/4	3/4	4	1		V	A	V		V		V							M	0	0	1, 5, 2		1	1
90	87	146	87a	432	264	1.0	1/2	1/2	3/4	4	1		V(64)	A	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
91	88	147	88a	433	265	2.0	0	0	3/4	4	1		V7(4)	A	V		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
91	88	147	88a	435	267	1.0	1/2	1/2	3/4	4	1		V7	A	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
92	89	148	89a	436	268	3.0	0	0	3/4	4	1		I\\	A	V		I		I						\\	M	0	0	0, 4, 1		0	0
85	82	150	82b	439	247	2.0	0	0	3/4	4	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
85	82	150	82b	441	249	1.0	1/2	1/2	3/4	4	1		I64	A	I		I64		I		64					M	0	0	1, 0, 4		0	1
86	83	151	83b	442	250	2.0	0	0	3/4	4	1		V43	A	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
86	83	151	83b	444	252	1.0	1/2	1/2	3/4	4	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
