mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	9	20	9a	52	28	0.5	5/8	5/8	3/4	4	1		V.V2/V	Bb	V		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
12	10	21	10a	105/2	57/2	2.5	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
12	10	21	10a	55	31	0.5	5/8	5/8	3/4	4	1		viio43/V	Bb	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
13	11	22	11a	111/2	63/2	2.5	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
13	11	22	11a	58	34	1.0	5/8	5/8	3/4	4	1		V2/IV	Bb	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
14	12	23	12a	59	35	1.0	1/8	1/8	3/4	4	1		IV6	Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	12	23	12a	60	36	1.0	3/8	3/8	3/4	4	1		IV+6	Bb	V		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
14	12	23	12a	61	37	1.0	5/8	5/8	3/4	4	1		I.ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	13	24	13a	62	38	1.0	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
15	13	24	13a	63	39	1.0	3/8	3/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
15	13	24	13a	64	40	0.5	5/8	5/8	3/4	4	1		V43/ii	Bb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
16	14	25	14a	129/2	81/2	0.5	0	0	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	25	14a	65	41	0.5	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
16	14	25	14a	131/2	83/2	0.5	1/4	1/4	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
16	14	25	14a	66	42	0.5	3/8	3/8	3/4	4	1		#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
16	14	25	14a	133/2	85/2	0.5	1/2	1/2	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	25	14a	67	43	0.5	5/8	5/8	3/4	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
17	15	26	15a	135/2	87/2	2.5	0	0	3/4	4	1		V[V64	Bb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
17	15	26	15a	70	46	0.5	5/8	5/8	3/4	4	1		V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	27	16a	141/2	93/2	2.5	0	0	3/4	4	1		I64	Bb	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
18	16	27	16a	73	49	0.5	5/8	5/8	3/4	4	1		viio/V	Bb	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
19	17	28	17a	147/2	99/2	2.5	0	0	3/4	4	1		V	Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
19	17	28	17a	76	52	0.5	5/8	5/8	3/4	4	1		V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	18	29	18a	153/2	105/2	1.5	0	0	3/4	4	1		i64	Bb	I	V	i64		i		64					m	0	0	1, 0, -3		0	1
20	18	29	18a	78	54	1.5	3/8	3/8	3/4	4	1		viio64/V	Bb	I	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
21	19	30	19a	159/2	111/2	3.0	0	0	3/4	4	1		V6]	Bb	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
22	20	31	20a	165/2	117/2	7.0	0	0	3/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
24	22	33	22a	179/2	131/2	1.0	1/4	1/4	3/4	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	22	33	22a	181/2	133/2	1.0	1/2	1/2	3/4	4	1		V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	23	34	23a	183/2	135/2	2.0	0	0	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
25	23	34	23a	187/2	139/2	2.0	1/2	1/2	3/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
26	24	35	24a	191/2	143/2	1.0	1/4	1/4	3/4	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
26	24	35	24a	193/2	145/2	2.0	1/2	1/2	3/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
27	25	36	25a	197/2	149/2	2.0	1/4	1/4	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
28	26	37	26a	201/2	153/2	1.5	0	0	3/4	4	1		V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
28	26	37	26a	102	78	1.0	3/8	3/8	3/4	4	1		vii%7	Bb	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
28	26	37	26a	103	79	0.5	5/8	5/8	3/4	4	1		#viio/ii	Bb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
29	27	38	27a	207/2	159/2	0.5	0	0	3/4	4	1		ii(94)	Bb	I		ii(94)		ii			94				m	0	0	2, 1, 3	4	2	2
29	27	38	27a	104	80	1.0	1/8	1/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
29	27	38	27a	105	81	1.0	3/8	3/8	3/4	4	1		#viio7/vi	Bb	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
29	27	38	27a	106	82	0.5	5/8	5/8	3/4	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
30	28	39	28a	213/2	165/2	0.5	0	0	3/4	4	1		ii6(2)	Bb	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
30	28	39	28a	107	83	1.0	1/8	1/8	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
30	28	39	28a	108	84	1.0	3/8	3/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
30	28	39	28a	109	85	0.5	5/8	5/8	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	29	40	29a	219/2	171/2	2.5	0	0	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	29	40	29a	112	88	0.5	5/8	5/8	3/4	4	1		V7(4)	Bb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
32	30	41	30a	225/2	177/2	1.5	0	0	3/4	4	1		I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
32	30	41	30a	114	90	1.0	3/8	3/8	3/4	4	1		V7/IV	Bb	I	I	V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
32	30	41	30a	115	91	1.0	5/8	5/8	3/4	4	1		I+	Bb	I	I	I+		I	+						+	0	0	0, 4, 8		0	0
33	31	42	31a	116	92	2.0	1/8	1/8	3/4	4	1		IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
33	31	42	31a	118	94	0.5	5/8	5/8	3/4	4	1		#iio	Bb	I	I	#iio		#ii	o						o	0	0	9, 6, 3		9	9
34	32	43	32a	237/2	189/2	0.5	0	0	3/4	4	1		I(94)	Bb	I	I	I(94)		I			94				M	0	0	0, -1, 1	2	0	0
34	32	43	32a	119	95	2.0	1/8	1/8	3/4	4	1		I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
34	32	43	32a	121	97	0.5	5/8	5/8	3/4	4	1		I]	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
35	33	44	33a	243/2	195/2	3.0	0	0	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
36	34	45	34a	249/2	201/2	1.0	0	0	3/4	4	1		I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
36	34	45	34a	251/2	203/2	2.0	1/4	1/4	3/4	4	1		V2/IV	Bb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
37	35	46	35a	255/2	207/2	0.5	0	0	3/4	4	1		IV6(#2)	Bb	I		IV6(#2)		IV		6	#2				M	0	0	8, 0, -1		-1	8
37	35	46	35a	128	104	2.5	1/8	1/8	3/4	4	1		IV6	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
38	36	47	36a	261/2	213/2	2.5	0	0	3/4	4	1		viio/V	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
38	36	47	36a	133	109	1.0	5/8	5/8	3/4	4	1		#iio43	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
39	37	48	37a	134	110	1.0	1/8	1/8	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
39	37	48	37a	135	111	0.5	3/8	3/8	3/4	4	1		#ivo6	Bb	I		#ivo6		#iv	o	6					o	0	0	3, 0, 6		6	3
39	37	48	37a	271/2	223/2	1.0	1/2	1/2	3/4	4	1		#ivo	Bb	I		#ivo		#iv	o						o	0	0	6, 3, 0		6	6
40	38	49	38a	273/2	225/2	1.0	0	0	3/4	4	1		#ivo	Bb	I		#ivo		#iv	o						o	0	0	6, 3, 0		6	6
40	38	49	38a	275/2	227/2	0.5	1/4	1/4	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
40	38	49	38a	138	114	1.0	3/8	3/8	3/4	4	1		#ivo	Bb	I		#ivo		#iv	o						o	0	0	6, 3, 0		6	6
40	38	49	38a	139	115	1.0	5/8	5/8	3/4	4	1		#iio43	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
41	39	50	39a	140	116	1.0	1/8	1/8	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
41	39	50	39a	141	117	1.0	3/8	3/8	3/4	4	1		#iio43	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
41	39	50	39a	142	118	1.0	5/8	5/8	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
42	40	51	40a	143	119	1.0	1/8	1/8	3/4	4	1		#iio43	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
42	40	51	40a	144	120	1.0	3/8	3/8	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
42	40	51	40a	145	121	1.0	5/8	5/8	3/4	4	1		#iio43	Bb	I		#iio43		#ii	o	43					o7	0	0	3, 0, 9, 6		9	3
43	41	52	41a	146	122	1.0	1/8	1/8	3/4	4	1		I64	Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
43	41	52	41a	147	123	1.0	3/8	3/8	3/4	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
43	41	52	41a	148	124	1.0	5/8	5/8	3/4	4	1		V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	42	53	42a	149	125	1.0	1/8	1/8	3/4	4	1		I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
44	42	53	42a	150	126	1.0	3/8	3/8	3/4	4	1		V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
44	42	53	42a	151	127	1.0	5/8	5/8	3/4	4	1		V2/IV	Bb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
45	43	54	43a	152	128	1.0	1/8	1/8	3/4	4	1		IV6	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
45	43	54	43a	153	129	0.5	3/8	3/8	3/4	4	1		V65/IV	Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
45	43	54	43a	307/2	259/2	0.5	1/2	1/2	3/4	4	1		IV(74)	Bb	I		IV(74)		IV			74				M	0	0	-1, 5, 0	4	-1	-1
45	43	54	43a	154	130	0.5	5/8	5/8	3/4	4	1		IV	Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
46	44	55	44a	309/2	261/2	0.5	0	0	3/4	4	1		V7(9)	Bb	I		V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
46	44	55	44a	155	131	0.5	1/8	1/8	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	44	55	44a	311/2	263/2	0.5	1/4	1/4	3/4	4	1		bVI(9)	Bb	I		bVI(9)		bVI			9				M	0	0	-4, 0, -3	5	-4	-4
46	44	55	44a	156	132	0.5	3/8	3/8	3/4	4	1		bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
46	44	55	44a	313/2	265/2	1.0	1/2	1/2	3/4	4	1		Ger6	Bb	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
47	45	56	45a	315/2	267/2	3.0	0	0	3/4	4	1		V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
48	46	57	46a	321/2	273/2	0.5	0	0	3/4	4	1		V7(4)	Bb	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
48	46	57	46a	161	137	2.5	1/8	1/8	3/4	4	1		V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	47	58	47a	327/2	279/2	3.0	0	0	3/4	4	1		I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
50	48	59	48a	333/2	285/2	1.5	0	0	3/4	4	1	1	I\\	Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
10	8	60	48a	168	24	0.5	0	3/8	3/4	4	1		V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
10	8	60	48a	337/2	49/2	0.5	1/8	1/2	3/4	4	1		vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
10	8	60	48a	169	25	0.5	1/4	5/8	3/4	4	1		#viio43/iii	Bb	I		#viio43/iii		#vii	o	43		iii			o7	0	0	3, 0, 9, 6		9	3
11	9	61	9b	339/2	51/2	2.5	0	0	3/4	4	1		V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
11	9	61	9b	172	28	0.5	5/8	5/8	3/4	4	1		V.V2/V	Bb	V		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
12	10	62	10b	345/2	57/2	2.5	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
12	10	62	10b	175	31	0.5	5/8	5/8	3/4	4	1		viio43/V	Bb	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
13	11	63	11b	351/2	63/2	2.5	0	0	3/4	4	1		V6	Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
13	11	63	11b	178	34	1.0	5/8	5/8	3/4	4	1		V2/IV	Bb	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
14	12	64	12b	179	35	1.0	1/8	1/8	3/4	4	1		IV6	Bb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	12	64	12b	180	36	1.0	3/8	3/8	3/4	4	1		IV+6	Bb	V		IV+6		IV	+	6					+	0	0	3, 7, -1		-1	3
14	12	64	12b	181	37	1.0	5/8	5/8	3/4	4	1		I.ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	13	65	13b	182	38	1.0	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
15	13	65	13b	183	39	1.0	3/8	3/8	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
15	13	65	13b	184	40	0.5	5/8	5/8	3/4	4	1		V43/ii	Bb	I		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
16	14	66	14b	369/2	81/2	0.5	0	0	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	66	14b	185	41	0.5	1/8	1/8	3/4	4	1		V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
16	14	66	14b	371/2	83/2	0.5	1/4	1/4	3/4	4	1		ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
16	14	66	14b	186	42	0.5	3/8	3/8	3/4	4	1		#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
16	14	66	14b	373/2	85/2	0.5	1/2	1/2	3/4	4	1		ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	14	66	14b	187	43	0.5	5/8	5/8	3/4	4	1		V65/V	Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
17	15	67	15b	375/2	87/2	2.5	0	0	3/4	4	1		V[V64	Bb	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
17	15	67	15b	190	46	0.5	5/8	5/8	3/4	4	1		V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
18	16	68	16b	381/2	93/2	2.5	0	0	3/4	4	1		I64	Bb	I	V	I64		I		64					M	0	0	1, 0, 4		0	1
18	16	68	16b	193	49	0.5	5/8	5/8	3/4	4	1		viio/V	Bb	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
19	17	69	17b	387/2	99/2	2.5	0	0	3/4	4	1		V	Bb	I	V	V		V							M	0	0	1, 5, 2		1	1
19	17	69	17b	196	52	0.5	5/8	5/8	3/4	4	1		V7	Bb	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	18	70	18b	393/2	105/2	1.5	0	0	3/4	4	1		i64	Bb	I	V	i64		i		64					m	0	0	1, 0, -3		0	1
20	18	70	18b	198	54	1.5	3/8	3/8	3/4	4	1		viio64/V	Bb	I	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
