mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
3	3	11	3b	42	10	2.0	1/2	1/2	2/2	4	1		iv6	bb	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	12	4b	44	12	4.0	0	0	2/2	4	1		V\\	bb	i		V	V						\\	M	1	1	1, 5, 2		1	1
5	5	13	5b	48	16	2.0	0	0	2/2	4	1		i	bb	i		i	i							m	1	1	0, -3, 1		0	0
5	5	13	5b	50	18	2.0	1/2	1/2	2/2	4	1		iv7	bb	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
6	6	14	6b	52	20	2.0	0	0	2/2	4	1		VII(9)	bb	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
6	6	14	6b	54	22	2.0	1/2	1/2	2/2	4	1		III7	bb	i		III7	III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
7	7	15	7b	56	24	1.0	0	0	2/2	4	1		VIM7	bb	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
7	7	15	7b	57	25	1.0	1/4	1/4	2/2	4	1		iv65	bb	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
7	7	15	7b	58	26	1.0	1/2	1/2	2/2	4	1		V7	bb	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	15	7b	59	27	1.0	3/4	3/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
8	8	16	8b	60	28	4.0	0	0	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	17	9a	64	32	2.0	0	0	2/2	4	1		III.V[I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
9	9	17	9a	66	34	2.0	1/2	1/2	2/2	4	1		V2	bb	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
10	10	18	10a	68	36	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
10	10	18	10a	70	38	2.0	1/2	1/2	2/2	4	1		V43	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
11	11	19	11a	72	40	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
11	11	19	11a	74	42	2.0	1/2	1/2	2/2	4	1		V2	bb	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
12	12	20	12a	76	44	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
12	12	20	12a	78	46	2.0	1/2	1/2	2/2	4	1		V43]	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
13	13	21	13a	80	48	2.0	0	0	2/2	4	1		i.i[i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	21	13a	82	50	2.0	1/2	1/2	2/2	4	1		bII6	bb	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
14	14	22	14a	84	52	2.0	0	0	2/2	4	1		i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	22	14a	86	54	2.0	1/2	1/2	2/2	4	1		iio6	bb	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	23	15a	88	56	2.0	0	0	2/2	4	1		i6]	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	23	15a	90	58	2.0	1/2	1/2	2/2	4	1		bII6	bb	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
16	16	24	16a	92	60	1.0	0	0	2/2	4	1		V(64)	bb	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	16	24	16a	93	61	1.0	1/4	1/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
16	16	24	16a	94	62	2.0	1/2	1/2	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
9	9	25	9b	96	32	2.0	0	0	2/2	4	1		III.V[I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
9	9	25	9b	98	34	2.0	1/2	1/2	2/2	4	1		V2	bb	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
10	10	26	10b	100	36	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
10	10	26	10b	102	38	2.0	1/2	1/2	2/2	4	1		V43	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
11	11	27	11b	104	40	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
11	11	27	11b	106	42	2.0	1/2	1/2	2/2	4	1		V2	bb	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
12	12	28	12b	108	44	2.0	0	0	2/2	4	1		I6	bb	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
12	12	28	12b	110	46	2.0	1/2	1/2	2/2	4	1		V43]	bb	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
13	13	29	13b	112	48	2.0	0	0	2/2	4	1		i.i[i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	29	13b	114	50	2.0	1/2	1/2	2/2	4	1		bII6	bb	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
14	14	30	14b	116	52	2.0	0	0	2/2	4	1		i6	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	30	14b	118	54	2.0	1/2	1/2	2/2	4	1		iio6	bb	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	31	15b	120	56	2.0	0	0	2/2	4	1		i6]	bb	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	31	15b	122	58	2.0	1/2	1/2	2/2	4	1		bII6	bb	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
16	16	32	16b	124	60	1.0	0	0	2/2	4	1		V(64)	bb	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	16	32	16b	125	61	1.0	1/4	1/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
16	16	32	16b	126	62	2.0	1/2	1/2	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
17	17	33	17a	128	64	3.0	0	0	6/4	4	1		I.I	bb	I		I	I							M	1	0	0, 4, 1		0	0
17	17	33	17a	131	67	1.0	3/4	3/4	6/4	4	1		I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
17	17	33	17a	132	68	1.0	1	1	6/4	4	1		V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
17	17	33	17a	133	69	1.0	5/4	5/4	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
18	18	34	18a	134	70	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
18	18	34	18a	137	73	1.0	3/4	3/4	6/4	4	1		V[V6	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
18	18	34	18a	138	74	1.0	1	1	6/4	4	1		V7/ii	bb	I	V	V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
18	18	34	18a	139	75	1.0	5/4	5/4	6/4	4	1		V6]	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
19	19	35	19a	140	76	4.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
19	19	35	19a	144	80	1.0	1	1	6/4	4	1		V6	bb	I		V6	V		6					M	1	0	5, 2, 1		1	5
19	19	35	19a	145	81	1.0	5/4	5/4	6/4	4	1		vi7	bb	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
20	20	36	20a	146	82	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
20	20	36	20a	149	85	2.0	3/4	3/4	6/4	4	1		V[V6	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
20	20	36	20a	151	87	1.0	5/4	5/4	6/4	4	1		V6]	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
21	21	37	21a	152	88	3.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
21	21	37	21a	155	91	1.0	3/4	3/4	6/4	4	1		I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
21	21	37	21a	156	92	1.0	1	1	6/4	4	1		V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
21	21	37	21a	157	93	1.0	5/4	5/4	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
22	22	38	22a	158	94	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
22	22	38	22a	161	97	1.0	3/4	3/4	6/4	4	1		V6	bb	I		V6	V		6					M	1	0	5, 2, 1		1	5
22	22	38	22a	162	98	1.0	1	1	6/4	4	1		V7/ii	bb	I		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
22	22	38	22a	163	99	7.0	5/4	5/4	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
24	24	40	24a	170	106	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
24	24	40	24a	173	109	1.0	3/4	3/4	6/4	4	1	1	I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
24	24	40	24a	174	110	1.0	1	1	6/4	4	1	1	V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
24	24	40	24a	175	111	1.0	5/4	5/4	6/4	4	1	1	I	bb	I		I	I							M	1	0	0, 4, 1		0	0
17	17	41	17b	176	64	3.0	0	0	6/4	4	1		I.I	bb	I		I	I							M	1	0	0, 4, 1		0	0
17	17	41	17b	179	67	1.0	3/4	3/4	6/4	4	1		I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
17	17	41	17b	180	68	1.0	1	1	6/4	4	1		V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
17	17	41	17b	181	69	1.0	5/4	5/4	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
18	18	42	18b	182	70	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
18	18	42	18b	185	73	1.0	3/4	3/4	6/4	4	1		V[V6	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
18	18	42	18b	186	74	1.0	1	1	6/4	4	1		V7/ii	bb	I	V	V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
18	18	42	18b	187	75	1.0	5/4	5/4	6/4	4	1		V6]	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
19	19	43	19b	188	76	4.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
19	19	43	19b	192	80	1.0	1	1	6/4	4	1		V6	bb	I		V6	V		6					M	1	0	5, 2, 1		1	5
19	19	43	19b	193	81	1.0	5/4	5/4	6/4	4	1		vi7	bb	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
20	20	44	20b	194	82	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
20	20	44	20b	197	85	2.0	3/4	3/4	6/4	4	1		V[V6	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
20	20	44	20b	199	87	1.0	5/4	5/4	6/4	4	1		V6]	bb	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
21	21	45	21b	200	88	3.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
21	21	45	21b	203	91	1.0	3/4	3/4	6/4	4	1		I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
21	21	45	21b	204	92	1.0	1	1	6/4	4	1		V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
21	21	45	21b	205	93	1.0	5/4	5/4	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
22	22	46	22b	206	94	3.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
22	22	46	22b	209	97	1.0	3/4	3/4	6/4	4	1		V6	bb	I		V6	V		6					M	1	0	5, 2, 1		1	5
22	22	46	22b	210	98	1.0	1	1	6/4	4	1		V7/ii	bb	I		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
22	22	46	22b	211	99	7.0	5/4	5/4	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
24	24	48	24b	218	106	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
24	24	48	24b	221	109	1.0	3/4	3/4	6/4	4	1	1	I6	bb	I		I6	I		6					M	1	0	4, 1, 0		0	4
24	24	48	24b	222	110	1.0	1	1	6/4	4	1	1	V43	bb	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
24	24	48	24b	223	111	1.0	5/4	5/4	6/4	4	1	1	I	bb	I		I	I							M	1	0	0, 4, 1		0	0
25	25	49	25a	224	112	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
25	25	49	25a	227	115	3.0	3/4	3/4	6/4	4	1	1	V	bb	I		V	V							M	1	0	1, 5, 2		1	1
26	26	50	26a	230	118	6.0	0	0	6/4	4	1		V.I	bb	V		I	I							M	1	0	0, 4, 1		0	0
27	27	51	27a	236	124	6.0	0	0	6/4	4	1		V	bb	V		V	V							M	1	0	1, 5, 2		1	1
28	28	52	28a	242	130	6.0	0	0	6/4	4	1		V	bb	V		V	V							M	1	0	1, 5, 2		1	1
29	29	53	29a	248	136	12.0	0	0	6/4	4	1		V/V	bb	V		V/V	V				V			M	1	0	2, 6, 3		2	2
31	31	55	31a	260	148	3.0	0	0	6/4	4	1		#iii.i	bb	#iii		i	i							m	1	1	0, -3, 1		0	0
31	31	55	31a	263	151	6.0	3/4	3/4	6/4	4	1		V(64)	bb	#iii		V(64)	V			64				M	1	1	1, 0, -3		1	1
32	32	56	32a	269	157	3.0	3/4	3/4	6/4	4	1		V7	bb	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	57	33a	272	160	6.0	0	0	6/4	4	1		i[i	bb	#iii	i	i	i							m	1	1	0, -3, 1		0	0
34	34	58	34a	278	166	6.0	0	0	6/4	4	1		iv	bb	#iii	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	59	35a	284	172	9.0	0	0	6/4	4	1		i6]	bb	#iii	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
36	36	60	36a	293	181	3.0	3/4	3/4	6/4	4	1		V7	bb	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	61	37a	296	184	6.0	0	0	6/4	4	1		II.ii	bb	II		ii	ii							m	1	0	2, -1, 3		2	2
38	38	62	38a	302	190	6.0	0	0	6/4	4	1		V	bb	II		V	V							M	1	0	1, 5, 2		1	1
39	39	63	39a	308	196	6.0	0	0	6/4	4	1		I	bb	II		I	I							M	1	0	0, 4, 1		0	0
40	40	64	40a	314	202	3.0	0	0	6/4	4	1		I.V/V	bb	I		V/V	V				V			M	1	0	2, 6, 3		2	2
40	40	64	40a	317	205	3.0	3/4	3/4	6/4	4	1		V7	bb	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	41	65	41a	320	208	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
42	42	66	42a	326	214	6.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
43	43	67	43a	332	220	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
44	44	68	44a	338	226	6.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
45	45	69	45a	344	232	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
46	46	70	46a	350	238	12.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
48	48	72	48a	362	250	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
48	48	72	48a	365	253	3.0	3/4	3/4	6/4	4	1	1	V	bb	I		V	V							M	1	0	1, 5, 2		1	1
26	26	73	26b	368	118	6.0	0	0	6/4	4	1		V.I	bb	V		I	I							M	1	0	0, 4, 1		0	0
27	27	74	27b	374	124	6.0	0	0	6/4	4	1		V	bb	V		V	V							M	1	0	1, 5, 2		1	1
28	28	75	28b	380	130	6.0	0	0	6/4	4	1		V	bb	V		V	V							M	1	0	1, 5, 2		1	1
29	29	76	29b	386	136	12.0	0	0	6/4	4	1		V/V	bb	V		V/V	V				V			M	1	0	2, 6, 3		2	2
31	31	78	31b	398	148	3.0	0	0	6/4	4	1		#iii.i	bb	#iii		i	i							m	1	1	0, -3, 1		0	0
31	31	78	31b	401	151	6.0	3/4	3/4	6/4	4	1		V(64)	bb	#iii		V(64)	V			64				M	1	1	1, 0, -3		1	1
32	32	79	32b	407	157	3.0	3/4	3/4	6/4	4	1		V7	bb	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	80	33b	410	160	6.0	0	0	6/4	4	1		i[i	bb	#iii	i	i	i							m	1	1	0, -3, 1		0	0
34	34	81	34b	416	166	6.0	0	0	6/4	4	1		iv	bb	#iii	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	82	35b	422	172	9.0	0	0	6/4	4	1		i6]	bb	#iii	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
36	36	83	36b	431	181	3.0	3/4	3/4	6/4	4	1		V7	bb	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	84	37b	434	184	6.0	0	0	6/4	4	1		II.ii	bb	II		ii	ii							m	1	0	2, -1, 3		2	2
38	38	85	38b	440	190	6.0	0	0	6/4	4	1		V	bb	II		V	V							M	1	0	1, 5, 2		1	1
39	39	86	39b	446	196	6.0	0	0	6/4	4	1		I	bb	II		I	I							M	1	0	0, 4, 1		0	0
40	40	87	40b	452	202	3.0	0	0	6/4	4	1		I.V/V	bb	I		V/V	V				V			M	1	0	2, 6, 3		2	2
40	40	87	40b	455	205	3.0	3/4	3/4	6/4	4	1		V7	bb	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	41	88	41b	458	208	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
42	42	89	42b	464	214	6.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
43	43	90	43b	470	220	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
44	44	91	44b	476	226	6.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
45	45	92	45b	482	232	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
46	46	93	46b	488	238	12.0	0	0	6/4	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
48	48	95	48b	500	250	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
48	48	95	48b	503	253	3.0	3/4	3/4	6/4	4	1	1	V	bb	I		V	V							M	1	0	1, 5, 2		1	1
49	49	96	49a	506	256	3.0	0	0	6/4	4	1	1	I\\	bb	I		I	I						\\	M	1	0	0, 4, 1		0	0
49	49	96	49a	509	259	9.0	3/4	3/4	6/4	4	1	1	V7	bb	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
51	51	98	51a	518	268	6.0	0	0	6/4	4	1		I	bb	I		I	I							M	1	0	0, 4, 1		0	0
52	52	99	52a	524	274	36.0	0	0	6/4	4	1		@none	bb	I		@none	@none							m	1	0				
58	58	105	58a	560	310	2.0	0	0	2/2	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
58	58	105	58a	562	312	6.0	1/2	1/2	2/2	4	1		bVI	bb	I		bVI	bVI							M	1	0	-4, 0, -3		-4	-4
60	60	107	60a	568	318	12.0	0	0	6/4	4	1		@none	bb	I		@none	@none							m	1	0				
62	62	109	62a	580	330	2.0	0	0	2/2	4	1		V	bb	I		V	V							M	1	0	1, 5, 2		1	1
62	62	109	62a	582	332	6.0	1/2	1/2	2/2	4	1		bVI	bb	I		bVI	bVI							M	1	0	-4, 0, -3		-4	-4
64	64	111	64a	588	338	12.0	0	0	6/4	4	1		@none	bb	I		@none	@none							m	1	0				
66	66	113	66a	600	350	2.0	0	0	2/2	4	1		i.i	bb	i		i	i							m	1	1	0, -3, 1		0	0
66	66	113	66a	602	352	2.0	1/2	1/2	2/2	4	1		iv7	bb	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
67	67	114	67a	604	354	2.0	0	0	2/2	4	1		VII(9)	bb	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
67	67	114	67a	606	356	2.0	1/2	1/2	2/2	4	1		III7	bb	i		III7	III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
68	68	115	68a	608	358	2.0	0	0	2/2	4	1		VI(9)	bb	i		VI(9)	VI			9				M	1	1	-4, 0, -3	-2	-4	-4
68	68	115	68a	610	360	2.0	1/2	1/2	2/2	4	1		iv6	bb	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
69	69	116	69a	612	362	2.0	0	0	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
69	69	116	69a	614	364	2.0	1/2	1/2	2/2	4	1		V7	bb	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	70	117	70a	616	366	2.0	0	0	2/2	4	1		i	bb	i		i	i							m	1	1	0, -3, 1		0	0
70	70	117	70a	618	368	2.0	1/2	1/2	2/2	4	1		iv7	bb	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
71	71	118	71a	620	370	2.0	0	0	2/2	4	1		VII(9)	bb	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
71	71	118	71a	622	372	2.0	1/2	1/2	2/2	4	1		III7	bb	i		III7	III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
72	72	119	72a	624	374	1.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
72	72	119	72a	625	375	1.0	1/4	1/4	2/2	4	1		iv65	bb	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
72	72	119	72a	626	376	1.0	1/2	1/2	2/2	4	1		V7	bb	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
72	72	119	72a	627	377	1.0	3/4	3/4	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
73	73	120	73a	628	378	1.0	0	0	2/2	4	1		i\\	bb	i		i	i						\\	m	1	1	0, -3, 1		0	0
73	73	120	73a	629	379	3.0	1/4	1/4	2/2	4	1		@none	bb	i		@none	@none							m	1	1				
74	74	121	74a	632	382	2.0	0	0	2/2	4	1		i	bb	i		i	i							m	1	1	0, -3, 1		0	0
74	74	121	74a	634	384	2.0	1/2	1/2	2/2	4	1		iv	bb	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	75	122	75a	636	386	2.0	0	0	2/2	4	1		VII	bb	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
75	75	122	75a	638	388	2.0	1/2	1/2	2/2	4	1		III	bb	i		III	III							M	1	1	-3, 1, -2		-3	-3
76	76	123	76a	640	390	2.0	0	0	2/2	4	1		VI	bb	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
76	76	123	76a	642	392	2.0	1/2	1/2	2/2	4	1		iv6	bb	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
77	77	124	77a	644	394	4.0	0	0	2/2	4	1		V	bb	i		V	V							M	1	1	1, 5, 2		1	1
78	78	125	78a	648	398	2.0	0	0	2/2	4	1		i	bb	i		i	i							m	1	1	0, -3, 1		0	0
78	78	125	78a	650	400	2.0	1/2	1/2	2/2	4	1		iv	bb	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
