mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
103	103	180	103a	718	410	2.0	1/2	1/2	4/4	4	1	V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
104	104	181	104a	720	412	2.0	0	0	4/4	4	1	I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
104	104	181	104a	722	414	1.5	1/2	1/2	4/4	4	1	ii64		Eb	VI		ii64	ii		64					m	0	0	3, 2, -1		2	3
104	104	181	104a	1447/2	831/2	0.5	7/8	7/8	4/4	4	1	V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
105	105	182	105a	724	416	1.0	0	0	4/4	4	1	I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
105	105	182	105a	725	417	1.0	1/4	1/4	4/4	4	1	V		Eb	VI		V	V							M	0	0	1, 5, 2		1	1
105	105	182	105a	726	418	1.5	1/2	1/2	4/4	4	1	V2		Eb	VI		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	105	182	105a	1455/2	839/2	0.5	7/8	7/8	4/4	4	1	V		Eb	VI		V	V							M	0	0	1, 5, 2		1	1
106	106	183	106a	728	420	1.5	0	0	4/4	4	1	I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
106	106	183	106a	1459/2	843/2	0.5	3/8	3/8	4/4	4	1	V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
106	106	183	106a	730	422	1.5	1/2	1/2	4/4	4	1	ii64		Eb	VI		ii64	ii		64					m	0	0	3, 2, -1		2	3
106	106	183	106a	1463/2	847/2	0.5	7/8	7/8	4/4	4	1	V65		Eb	VI		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
107	107	184	107a	732	424	1.5	0	0	4/4	4	1	I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
107	107	184	107a	1467/2	851/2	0.5	3/8	3/8	4/4	4	1	V2/IV		Eb	VI		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
107	107	184	107a	734	426	1.5	1/2	1/2	4/4	4	1	IV6		Eb	VI		IV6	IV		6					M	0	0	3, 0, -1		-1	3
107	107	184	107a	1471/2	855/2	0.5	7/8	7/8	4/4	4	1	IV		Eb	VI		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	108	185	108a	736	428	1.5	0	0	4/4	4	1	I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
108	108	185	108a	1475/2	859/2	0.5	3/8	3/8	4/4	4	1	I		Eb	VI		I	I							M	0	0	0, 4, 1		0	0
108	108	185	108a	738	430	2.0	1/2	1/2	4/4	4	1	V7		Eb	VI		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
109	109	186	109a	740	432	4.0	0	0	4/4	4	1	I\\		Eb	VI		I	I						\\	M	0	0	0, 4, 1		0	0
110	110	187	110a	744	436	4.0	0	0	4/4	4	1	I6		Eb	VI		I6	I		6					M	0	0	4, 1, 0		0	4
111	111	188	111a	748	440	4.0	0	0	4/4	4	1	I64		Eb	VI		I64	I		64					M	0	0	1, 0, 4		0	1
112	112	189	112a	752	444	4.0	0	0	4/4	4	1	V7/IV		Eb	VI		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
113	113	190	113a	756	448	4.0	0	0	4/4	4	1	iv64		Eb	VI		iv64	iv		64					m	0	0	0, -1, -4		-1	0
114	114	191	114a	760	452	4.0	0	0	4/4	4	1	viio7/biii		Eb	VI		viio7/biii	vii	o	7		biii			o7	0	0	-5, -8, -11, -14		-5	-5
115	115	192	115a	764	456	4.0	0	0	4/4	4	1	V65/biii		Eb	VI		V65/biii	V		65		biii			Mm7	0	0	2, -1, -4, -2		-2	2
116	116	193	116a	768	460	4.0	0	0	4/4	4	1	biii		Eb	VI		biii	biii							m	0	0	-3, -6, -2		-3	-3
117	117	194	117a	772	464	4.0	0	0	4/4	4	1	V43/biii		Eb	VI		V43/biii	V		43		biii			Mm7	0	0	-1, -4, -2, 2		-2	-1
118	118	195	118a	776	468	4.0	0	0	4/4	4	1	biii6		Eb	VI		biii6	biii		6					m	0	0	-6, -2, -3		-3	-6
119	119	196	119a	780	472	4.0	0	0	4/4	4	1	V/biii		Eb	VI		V/biii	V				biii			M	0	0	-2, 2, -1		-2	-2
120	120	197	120a	784	476	4.0	0	0	4/4	4	1	biii		Eb	VI		biii	biii							m	0	0	-3, -6, -2		-3	-3
121	121	198	121a	788	480	4.0	0	0	4/4	4	1	V/biii		Eb	VI		V/biii	V				biii			M	0	0	-2, 2, -1		-2	-2
122	122	199	122a	792	484	4.0	0	0	4/4	4	1	viio7/bVII		Eb	VI		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
123	123	200	123a	796	488	24.0	0	0	4/4	4	1	I.V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
129	129	206	129a	820	512	4.0	0	0	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
130	130	207	130a	824	516	4.0	0	0	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
131	131	208	131a	828	520	4.0	0	0	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	132	209	132a	832	524	4.0	0	0	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
133	133	210	133a	836	528	6.0	0	0	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
134	134	211	134a	842	534	14.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
138	138	215	138a	856	548	2.0	0	0	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
138	138	215	138a	858	550	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
139	139	216	139a	860	552	4.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
140	140	217	140a	864	556	4.0	0	0	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
141	141	218	141a	868	560	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
141	141	218	141a	870	562	2.0	1/2	1/2	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
142	142	219	142a	872	564	2.0	0	0	4/4	4	1	I[I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
142	142	219	142a	874	566	1.0	1/2	1/2	4/4	4	1	I6		Eb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
142	142	219	142a	875	567	1.0	3/4	3/4	4/4	4	1	V65/IV		Eb	I	I	V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
143	143	220	143a	876	568	2.0	0	0	4/4	4	1	IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
143	143	220	143a	878	570	2.0	1/2	1/2	4/4	4	1	IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
144	144	221	144a	880	572	2.0	0	0	4/4	4	1	V65		Eb	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
144	144	221	144a	882	574	2.0	1/2	1/2	4/4	4	1	V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
145	145	222	145a	884	576	1.0	0	0	4/4	4	1	I(#2)		Eb	I	I	I(#2)	I			#2				M	0	0	0, 9, 1		0	0
145	145	222	145a	885	577	1.0	1/4	1/4	4/4	4	1	I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
145	145	222	145a	886	578	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
146	146	223	146a	888	580	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
146	146	223	146a	890	582	2.0	1/2	1/2	4/4	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
147	147	224	147a	892	584	2.0	0	0	4/4	4	1	IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
147	147	224	147a	894	586	2.0	1/2	1/2	4/4	4	1	ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
148	148	225	148a	896	588	2.0	0	0	4/4	4	1	ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
148	148	225	148a	898	590	2.0	1/2	1/2	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
149	149	226	149a	900	592	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
149	149	226	149a	902	594	2.0	1/2	1/2	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
150	150	227	150a	904	596	2.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
150	150	227	150a	906	598	2.0	1/2	1/2	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
151	151	228	151a	908	600	2.0	0	0	4/4	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
151	151	228	151a	910	602	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
152	152	229	152a	912	604	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
152	152	229	152a	914	606	2.0	1/2	1/2	4/4	4	1	viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
153	153	230	153a	916	608	4.0	0	0	4/4	4	1	viio65/ii		Eb	I		viio65/ii	vii	o	65		ii			o7	0	0	-3, -6, -9, 0		0	-3
154	154	231	154a	920	612	2.0	0	0	4/4	4	1	V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
154	154	231	154a	922	614	2.0	1/2	1/2	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
155	155	232	155a	924	616	1.0	0	0	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
155	155	232	155a	925	617	1.0	1/4	1/4	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
155	155	232	155a	926	618	1.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
155	155	232	155a	927	619	1.0	3/4	3/4	4/4	4	1	ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
156	156	233	156a	928	620	2.0	0	0	4/4	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
156	156	233	156a	930	622	1.5	1/2	1/2	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
156	156	233	156a	1863/2	1247/2	0.5	7/8	7/8	4/4	4	1	V\\		Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
157	157	234	157a	932	624	4.0	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
158	158	235	158a	936	628	2.0	0	0	4/4	4	1	V43/iii		Eb	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
158	158	235	158a	938	630	2.0	1/2	1/2	4/4	4	1	V7/vi		Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
159	159	236	159a	940	632	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
159	159	236	159a	942	634	2.0	1/2	1/2	4/4	4	1	iv%43		Eb	I		iv%43	iv	%	43					%7	0	0	-7, -3, -1, -4		-1	-7
160	160	237	160a	944	636	2.0	0	0	4/4	4	1	V(64)/iii		Eb	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
160	160	237	160a	946	638	2.0	1/2	1/2	4/4	4	1	V7/iii		Eb	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
161	161	238	161a	948	640	4.0	0	0	4/4	4	1	iii		Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
162	162	239	162a	952	644	2.0	0	0	4/4	4	1	V7/iii		Eb	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
162	162	239	162a	954	646	2.0	1/2	1/2	4/4	4	1	V7/vi		Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
163	163	240	163a	956	648	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
163	163	240	163a	958	650	1.0	1/2	1/2	4/4	4	1	vii%65		Eb	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
163	163	240	163a	959	651	1.0	3/4	3/4	4/4	4	1	vii%43		Eb	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
164	164	241	164a	960	652	2.0	0	0	4/4	4	1	V(64)/vi		Eb	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
164	164	241	164a	962	654	2.0	1/2	1/2	4/4	4	1	V/vi		Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
165	165	242	165a	964	656	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
165	165	242	165a	966	658	2.0	1/2	1/2	4/4	4	1	VI2/ii		Eb	I		VI2/ii	VI		2		ii			Mm7	0	0	-4, -2, 2, -1		-2	-4
166	166	243	166a	968	660	2.0	0	0	4/4	4	1	iio/ii		Eb	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
166	166	243	166a	970	662	2.0	1/2	1/2	4/4	4	1	V2/ii		Eb	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
167	167	244	167a	972	664	2.0	0	0	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
167	167	244	167a	974	666	2.0	1/2	1/2	4/4	4	1	V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
168	168	245	168a	976	668	1.0	0	0	4/4	4	1	V.IV6		Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
168	168	245	168a	977	669	1.0	1/4	1/4	4/4	4	1	iv6		Eb	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
168	168	245	168a	978	670	2.0	1/2	1/2	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
169	169	246	169a	980	672	2.0	0	0	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
169	169	246	169a	982	674	4.0	1/2	1/2	4/4	4	1	I.viio2		Eb	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
170	170	247	170a	986	678	2.0	1/2	1/2	4/4	4	1	viio65/V		Eb	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
171	171	248	171a	988	680	2.0	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
171	171	248	171a	990	682	6.0	1/2	1/2	4/4	4	1	viio43		Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
173	173	250	173a	996	688	4.0	0	0	4/4	4	1	viio7/V		Eb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
174	174	251	174a	1000	692	2.5	0	0	4/4	4	1	V2(9)		Eb	I		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
174	174	251	174a	2005/2	1389/2	1.0	5/8	5/8	4/4	4	1	V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
174	174	251	174a	2007/2	1391/2	0.5	7/8	7/8	4/4	4	1	#viio6/ii		Eb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
175	175	252	175a	1004	696	0.5	0	0	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
175	175	252	175a	2009/2	1393/2	1.5	1/8	1/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	175	252	175a	1006	698	1.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
175	175	252	175a	1007	699	1.0	3/4	3/4	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
176	176	253	176a	1008	700	2.5	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
176	176	253	176a	2021/2	1405/2	1.0	5/8	5/8	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
176	176	253	176a	2023/2	1407/2	0.5	7/8	7/8	4/4	4	1	vii/ii		Eb	I		vii/ii	vii				ii			m	0	0	0, -3, 1		0	0
177	177	254	177a	1012	704	1.0	0	0	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
177	177	254	177a	1013	705	1.0	1/4	1/4	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
177	177	254	177a	1014	706	1.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
177	177	254	177a	1015	707	1.0	3/4	3/4	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	178	255	178a	1016	708	12.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
181	181	258	181a	1028	720	2.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
181	181	258	181a	1030	722	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	182	259	182a	1032	724	2.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
182	182	259	182a	1034	726	1.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
182	182	259	182a	1035	727	1.0	3/4	3/4	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
183	183	260	183a	1036	728	2.0	0	0	4/4	4	1	V65/V		Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
183	183	260	183a	1038	730	1.0	1/2	1/2	4/4	4	1	vii%65		Eb	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
183	183	260	183a	1039	731	1.0	3/4	3/4	4/4	4	1	V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
184	184	261	184a	1040	732	3.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
184	184	261	184a	1043	735	1.0	3/4	3/4	4/4	4	1	iio/ii		Eb	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
185	185	262	185a	1044	736	4.0	0	0	4/4	4	1	V65/ii		Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
186	186	263	186a	1048	740	1.0	0	0	4/4	4	1	ii(94)		Eb	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
186	186	263	186a	1049	741	3.0	1/4	1/4	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
187	187	264	187a	1052	744	2.0	0	0	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
187	187	264	187a	1054	746	2.0	1/2	1/2	4/4	4	1	V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
188	188	265	188a	1056	748	1.0	0	0	4/4	4	1	I(4)		Eb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
188	188	265	188a	1057	749	2.0	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
188	188	265	188a	1059	751	1.0	3/4	3/4	4/4	4	1	V/IV		Eb	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
189	189	266	189a	1060	752	2.0	0	0	4/4	4	1	V43/vi		Eb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
189	189	266	189a	1062	754	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
190	190	267	190a	1064	756	1.0	0	0	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	267	190a	1065	757	2.0	1/4	1/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
190	190	267	190a	1067	759	1.0	3/4	3/4	4/4	4	1	V64/iii		Eb	I		V64/iii	V		64		iii			M	0	0	6, 5, 9		5	6
191	191	268	191a	1068	760	2.0	0	0	4/4	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
191	191	268	191a	1070	762	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
192	192	269	192a	1072	764	3.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
192	192	269	192a	1075	767	1.0	3/4	3/4	4/4	4	1	V7/IV		Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
193	193	270	193a	1076	768	2.0	0	0	4/4	4	1	V43/vi		Eb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
193	193	270	193a	1078	770	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
194	194	271	194a	1080	772	4.0	0	0	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
195	195	272	195a	1084	776	4.0	0	0	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
196	196	273	196a	1088	780	2.5	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
196	196	273	196a	2181/2	1565/2	0.5	5/8	5/8	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
196	196	273	196a	1091	783	1.5	3/4	3/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
197	197	274	197a	2185/2	1569/2	2.0	1/8	1/8	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
197	197	274	197a	2189/2	1573/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
198	198	275	198a	1096	788	0.5	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
198	198	275	198a	2193/2	1577/2	2.0	1/8	1/8	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
198	198	275	198a	2197/2	1581/2	1.5	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
199	199	276	199a	1100	792	0.5	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
199	199	276	199a	2201/2	1585/2	2.0	1/8	1/8	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
199	199	276	199a	2205/2	1589/2	1.0	5/8	5/8	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
199	199	276	199a	2207/2	1591/2	0.5	7/8	7/8	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
200	200	277	200a	1104	796	18.5	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
204	204	281	204a	2245/2	1629/2	0.5	5/8	5/8	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
204	204	281	204a	1123	815	1.0	3/4	3/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
205	205	282	205a	1124	816	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
205	205	282	205a	1126	818	1.0	1/2	1/2	4/4	4	1	V6/vi		Eb	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
205	205	282	205a	1127	819	3.0	3/4	3/4	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
206	206	283	206a	1130	822	1.0	1/2	1/2	4/4	4	1	#viio7/iii		Eb	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
206	206	283	206a	1131	823	17.0	3/4	3/4	4/4	4	1	V65/iii		Eb	I		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
211	211	288	211a	1148	840	6.0	0	0	4/4	4	1	#viio43/vi		Eb	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
212	212	289	212a	1154	846	2.0	1/2	1/2	4/4	4	1	vi6		Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
213	213	290	213a	1156	848	6.0	0	0	4/4	4	1	viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
214	214	291	214a	1162	854	2.0	1/2	1/2	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
215	215	292	215a	1164	856	8.0	0	0	4/4	4	1	#viio7/vi		Eb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
217	217	294	217a	1172	864	4.0	0	0	4/4	4	1	V[V7		Eb	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
218	218	295	218a	1176	868	4.0	0	0	4/4	4	1	I		Eb	I	V	I	I							M	0	0	0, 4, 1		0	0
219	219	296	219a	1180	872	4.0	0	0	4/4	4	1	V7		Eb	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
220	220	297	220a	1184	876	4.0	0	0	4/4	4	1	I		Eb	I	V	I	I							M	0	0	0, 4, 1		0	0
221	221	298	221a	1188	880	16.0	0	0	4/4	4	1	viio7/V]		Eb	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
225	225	302	225a	1204	896	16.0	0	0	4/4	4	1	viio43		Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
229	229	306	229a	1220	912	14.0	0	0	4/4	4	1	#viio65/ii		Eb	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
232	232	309	232a	1234	926	2.0	1/2	1/2	4/4	4	1	V43/ii		Eb	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
233	233	310	233a	1236	928	4.0	0	0	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
234	234	311	234a	1240	932	2.0	0	0	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
234	234	311	234a	1242	934	6.0	1/2	1/2	4/4	4	1	iii6		Eb	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
236	236	313	236a	1248	940	1.0	0	0	4/4	4	1	vi7(9)		Eb	I		vi7(9)	vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3
