mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	11	11a	87/2	87/2	0.5	7/8	7/8	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	12	12a	44	44	1.0	0	0	2/2	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
12	12	12	12a	45	45	1.5	1/4	1/4	2/2	4	1	V65/V		Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	12	12a	93/2	93/2	0.5	5/8	5/8	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
12	12	12	12a	47	47	0.5	3/4	3/4	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	12	12	12a	95/2	95/2	0.5	7/8	7/8	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
13	13	13	13a	48	48	1.0	0	0	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
13	13	13	13a	49	49	1.0	1/4	1/4	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	13	13a	50	50	2.0	1/2	1/2	2/2	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
14	14	14	14a	52	52	2.0	0	0	2/2	4	1	V/ii		Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
14	14	14	14a	54	54	1.5	1/2	1/2	2/2	4	1	V65/ii		Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
14	14	14	14a	111/2	111/2	0.5	7/8	7/8	2/2	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	15	15a	56	56	3.0	0	0	2/2	4	1	ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
15	15	15	15a	59	59	1.0	3/4	3/4	2/2	4	1	I64		Eb	I		I64	I		64					M	0	0	1, 0, 4		0	1
16	16	16	16a	60	60	1.0	0	0	2/2	4	1	V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
16	16	16	16a	61	61	1.0	1/4	1/4	2/2	4	1	V43/V		Eb	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
16	16	16	16a	62	62	1.0	1/2	1/2	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
16	16	16	16a	63	63	0.5	3/4	3/4	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	16	16a	127/2	127/2	0.5	7/8	7/8	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
17	17	17	17a	64	64	1.0	0	0	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	17	17a	65	65	1.0	1/4	1/4	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
17	17	17	17a	66	66	2.0	1/2	1/2	2/2	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
18	18	18	18a	68	68	2.0	0	0	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
18	18	18	18a	70	70	1.5	1/2	1/2	2/2	4	1	ivo		Eb	I		ivo	iv	o						o	0	0	-1, -4, -7		-1	-1
18	18	18	18a	143/2	143/2	2.0	7/8	7/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
19	19	19	19a	147/2	147/2	2.0	3/8	3/8	2/2	4	1	iv(b6)		Eb	I		iv(b6)	iv			b6				m	0	0	-1, -4, -5		-1	-1
19	19	19	19a	151/2	151/2	0.5	7/8	7/8	2/2	4	1	iv(6)		Eb	I		iv(6)	iv			6				m	0	0	-1, -4, 2		-1	-1
20	20	20	20a	76	76	1.5	0	0	2/2	4	1	v		Eb	I		v	v							m	0	0	1, -2, 2		1	1
20	20	20	20a	155/2	155/2	2.0	3/8	3/8	2/2	4	1	v(b6)		Eb	I		v(b6)	v			b6				m	0	0	1, -2, -3		1	1
20	20	20	20a	159/2	159/2	0.5	7/8	7/8	2/2	4	1	v(6)		Eb	I		v(6)	v			6				m	0	0	1, -2, 4		1	1
21	21	21	21a	80	80	1.5	0	0	2/2	4	1	iv(97b4)		Eb	I		iv(97b4)	iv			97b4				m	0	0	-1, -2, 0	1, 4	-1	-1
21	21	21	21a	163/2	163/2	0.5	3/8	3/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
21	21	21	21a	82	82	1.5	1/2	1/2	2/2	4	1	viio7		Eb	I		viio7	vii	o	7					o7	0	0	5, 2, -1, -4		5	5
21	21	21	21a	167/2	167/2	2.0	7/8	7/8	2/2	4	1	viio43/V		Eb	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
22	22	22	22a	171/2	171/2	0.5	3/8	3/8	2/2	4	1	V7/IV		Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
22	22	22	22a	86	86	1.5	1/2	1/2	2/2	4	1	viio7/IV		Eb	I		viio7/IV	vii	o	7		IV			o7	0	0	4, 1, -2, -5		4	4
22	22	22	22a	175/2	175/2	0.5	7/8	7/8	2/2	4	1	iv		Eb	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
23	23	23	23a	88	88	2.0	0	0	2/2	4	1	III64/vi		Eb	I		III64/vi	III		64		vi			M	0	0	1, 0, 4		0	1
23	23	23	23a	90	90	3.5	1/2	1/2	2/2	4	1	viio43/ii		Eb	I		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
24	24	24	24a	187/2	187/2	2.0	3/8	3/8	2/2	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	24	24a	191/2	191/2	0.5	7/8	7/8	2/2	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
25	25	25	25a	96	96	2.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
25	25	25	25a	98	98	2.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
26	26	26	26a	100	100	4.0	0	0	4/4	4	1	V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
27	27	27	27a	104	104	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
27	27	27	27a	106	106	2.0	1/2	1/2	4/4	4	1	V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	28	28a	108	108	2.0	0	0	4/4	4	1	I[I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
28	28	28	28a	110	110	1.0	1/2	1/2	4/4	4	1	I6		Eb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
28	28	28	28a	111	111	1.0	3/4	3/4	4/4	4	1	V65/IV		Eb	I	I	V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
29	29	29	29a	112	112	2.0	0	0	4/4	4	1	IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
29	29	29	29a	114	114	2.0	1/2	1/2	4/4	4	1	IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	30	30a	116	116	2.0	0	0	4/4	4	1	viio		Eb	I	I	viio	vii	o						o	0	0	5, 2, -1		5	5
30	30	30	30a	118	118	2.0	1/2	1/2	4/4	4	1	V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	31	31a	120	120	1.0	0	0	4/4	4	1	I(#9)		Eb	I	I	I(#9)	I			#9				M	0	0	0, 4, 1	9	0	0
31	31	31	31a	121	121	1.0	1/4	1/4	4/4	4	1	I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
31	31	31	31a	122	122	4.0	1/2	1/2	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
32	32	32	32a	126	126	1.0	1/2	1/2	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	32	32a	127	127	1.0	3/4	3/4	4/4	4	1	V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
33	33	33	33a	128	128	2.0	0	0	4/4	4	1	IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
33	33	33	33a	130	130	2.0	1/2	1/2	4/4	4	1	ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
34	34	34	34a	132	132	2.0	0	0	4/4	4	1	V(94)		Eb	I		V(94)	V			94				M	0	0	1, 0, 2	3	1	1
34	34	34	34a	134	134	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	35	35a	136	136	4.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
36	36	36	36a	140	140	2.0	0	0	4/4	4	1	V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
36	36	36	36a	142	142	1.0	1/2	1/2	4/4	4	1	ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
36	36	36	36a	143	143	1.0	3/4	3/4	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
37	37	37	37a	144	144	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
37	37	37	37a	146	146	1.0	1/2	1/2	4/4	4	1	ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
37	37	37	37a	147	147	1.0	3/4	3/4	4/4	4	1	ii43		Eb	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
38	38	38	38a	148	148	2.0	0	0	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
38	38	38	38a	150	150	2.0	1/2	1/2	4/4	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
39	39	39	39a	152	152	1.0	0	0	4/4	4	1	I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
39	39	39	39a	153	153	3.0	1/4	1/4	4/4	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
40	40	40	40a	156	156	2.0	0	0	4/4	4	1	iv6/ii		Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
40	40	40	40a	158	158	2.0	1/2	1/2	4/4	4	1	ii64		Eb	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
41	41	41	41a	160	160	2.0	0	0	4/4	4	1	vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
41	41	41	41a	162	162	2.0	1/2	1/2	4/4	4	1	ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	42	42a	164	164	2.0	0	0	4/4	4	1	I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
42	42	42	42a	166	166	2.0	1/2	1/2	4/4	4	1	V.iv6		Eb	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
43	43	43	43a	168	168	4.0	0	0	4/4	4	1	V\\		Eb	V		V	V						\\	M	0	0	1, 5, 2		1	1
44	44	44	44a	172	172	2.0	0	0	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
44	44	44	44a	174	174	2.0	1/2	1/2	4/4	4	1	viio7/V		Eb	V		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
45	45	45	45a	176	176	4.0	0	0	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
46	46	46	46a	180	180	4.0	0	0	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
47	47	47	47a	184	184	4.0	0	0	4/4	4	1	viio/V		Eb	V		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
48	48	48	48a	188	188	3.5	0	0	4/4	4	1	V2(9)		Eb	V		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
48	48	48	48a	383/2	383/2	0.5	7/8	7/8	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
49	49	49	49a	192	192	1.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
49	49	49	49a	193	193	1.0	1/4	1/4	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	49	49	49a	194	194	1.0	1/2	1/2	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
49	49	49	49a	195	195	1.0	3/4	3/4	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	50	50a	196	196	1.0	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
50	50	50	50a	197	197	1.0	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
50	50	50	50a	198	198	1.5	1/2	1/2	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
50	50	50	50a	399/2	399/2	0.5	7/8	7/8	4/4	4	1	V64/ii		Eb	V		V64/ii	V		64		ii			M	0	0	4, 3, 7		3	4
51	51	51	51a	200	200	1.0	0	0	4/4	4	1	ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
51	51	51	51a	201	201	1.0	1/4	1/4	4/4	4	1	V2		Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	51	51a	202	202	1.0	1/2	1/2	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	51	51a	203	203	1.0	3/4	3/4	4/4	4	1	V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
52	52	52	52a	204	204	4.0	0	0	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
53	53	53	53a	208	208	4.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
54	54	54	54a	212	212	4.0	0	0	4/4	4	1	I64		Eb	V		I64	I		64					M	0	0	1, 0, 4		0	1
55	55	55	55a	216	216	4.0	0	0	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
56	56	56	56a	220	220	4.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
57	57	57	57a	224	224	3.0	0	0	4/4	4	1	V65/V		Eb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
57	57	57	57a	227	227	1.0	3/4	3/4	4/4	4	1	viio43		Eb	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
58	58	58	58a	228	228	3.0	0	0	4/4	4	1	I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
58	58	58	58a	231	231	1.0	3/4	3/4	4/4	4	1	viio43/ii		Eb	V		viio43/ii	vii	o	43		ii			o7	0	0	-6, -9, 0, -3		0	-6
59	59	59	59a	232	232	5.0	0	0	4/4	4	1	V65/ii		Eb	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
60	60	60	60a	237	237	3.0	1/4	1/4	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
61	61	61	61a	240	240	2.0	0	0	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
61	61	61	61a	242	242	2.0	1/2	1/2	4/4	4	1	V65		Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
62	62	62	62a	244	244	1.0	0	0	4/4	4	1	I(4)		Eb	V		I(4)	I			4				M	0	0	0, -1, 1		0	0
62	62	62	62a	245	245	2.0	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
62	62	62	62a	247	247	1.0	3/4	3/4	4/4	4	1	V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
63	63	63	63a	248	248	2.0	0	0	4/4	4	1	V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
63	63	63	63a	250	250	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
64	64	64	64a	252	252	1.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
64	64	64	64a	253	253	2.0	1/4	1/4	4/4	4	1	ii6		Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
64	64	64	64a	255	255	1.0	3/4	3/4	4/4	4	1	viio(+4)/V	VII64	Eb	V		viio(+4)/V	vii	o		+4	V			o	0	0	6, 3, 0	5	6	6
65	65	65	65a	256	256	2.0	0	0	4/4	4	1	V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	65	65a	258	258	2.0	1/2	1/2	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	66	66a	260	260	0.5	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
66	66	66	66a	521/2	521/2	2.5	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
66	66	66	66a	263	263	1.0	3/4	3/4	4/4	4	1	V7/IV		Eb	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
67	67	67	67a	264	264	2.0	0	0	4/4	4	1	V64/vi		Eb	V		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
67	67	67	67a	266	266	2.0	1/2	1/2	4/4	4	1	V7/ii		Eb	V		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
68	68	68	68a	268	268	5.0	0	0	4/4	4	1	ii		Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
69	69	69	69a	273	273	2.0	1/4	1/4	4/4	4	1	V(64)		Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
69	69	69	69a	275	275	1.0	3/4	3/4	4/4	4	1	V		Eb	V		V	V							M	0	0	1, 5, 2		1	1
70	70	70	70a	276	276	2.5	0	0	4/4	4	1	I\\		Eb	V		I	I						\\	M	0	0	0, 4, 1		0	0
70	70	70	70a	557/2	557/2	0.5	5/8	5/8	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
70	70	70	70a	279	279	1.5	3/4	3/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	71	71a	561/2	561/2	0.5	1/8	1/8	4/4	4	1	V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
71	71	71	71a	281	281	1.5	1/4	1/4	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
71	71	71	71a	565/2	565/2	2.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	72	72a	569/2	569/2	2.0	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
72	72	72	72a	573/2	573/2	2.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	73	73a	577/2	577/2	2.0	1/8	1/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
73	73	73	73a	581/2	581/2	1.0	5/8	5/8	4/4	4	1	V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	73	73a	583/2	583/2	16.5	7/8	7/8	4/4	4	1	I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
1	1	78	1b	308	0	2.0	0	0	2/2	4	1	Eb.I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
1	1	78	1b	310	2	1.5	1/2	1/2	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
1	1	78	1b	623/2	7/2	0.5	7/8	7/8	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
2	2	79	2b	312	4	4.0	0	0	2/2	4	1	V43/IV		Eb	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
3	3	80	3b	316	8	2.0	0	0	2/2	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	3	80	3b	318	10	1.5	1/2	1/2	2/2	4	1	V2/IV		Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
3	3	80	3b	639/2	23/2	0.5	7/8	7/8	2/2	4	1	IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	4	81	4b	320	12	4.0	0	0	2/2	4	1	viio65/ii		Eb	I		viio65/ii	vii	o	65		ii			o7	0	0	-3, -6, -9, 0		0	-3
5	5	82	5b	324	16	2.0	0	0	2/2	4	1	bVII6(6+#7)		Eb	I		bVII6(6+#7)	bVII		6	6+#7				M	0	0	2, 1, -2	10	-2	2
5	5	82	5b	326	18	1.0	1/2	1/2	2/2	4	1	bVII6		Eb	I		bVII6	bVII		6					M	0	0	2, -1, -2		-2	2
5	5	82	5b	327	19	1.0	3/4	3/4	2/2	4	1	V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	83	6b	328	20	1.0	0	0	2/2	4	1	I(9+74)		Eb	I		I(9+74)	I			9+74				M	0	0	0, -1, 1	2, 5	0	0
6	6	83	6b	329	21	1.0	1/4	1/4	2/2	4	1	I(+7b64)		Eb	I		I(+7b64)	I			+7b64				M	0	0	0, -1, -4	5	0	0
6	6	83	6b	330	22	1.0	1/2	1/2	2/2	4	1	I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
6	6	83	6b	331	23	1.0	3/4	3/4	2/2	4	1	V6/V		Eb	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
7	7	84	7b	332	24	1.0	0	0	2/2	4	1	V7(4)		Eb	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
