mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	16	16a	47	47	1.0	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
17	17	17	17a	48	48	3.0	0	0	3/4	4	1		V[V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
18	18	18	18a	51	51	3.0	0	0	3/4	4	1		V2/V	C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
19	19	19	19a	54	54	1.0	0	0	3/4	4	1		V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
19	19	19	19a	55	55	1.0	1/4	1/4	3/4	4	1		viio6	C	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	19	19a	56	56	2.0	1/2	1/2	3/4	4	1		I	C	I	V	I		I							M	0	0	0, 4, 1		0	0
20	20	20	20a	58	58	8.0	1/4	1/4	3/4	4	1		V6]	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
23	23	23	23a	66	66	3.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
24	24	24	24a	69	69	2.0	0	0	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	24	24a	71	71	1.0	1/2	1/2	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	25	25a	72	72	1.0	0	0	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	25	25	25a	73	73	1.5	1/4	1/4	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
25	25	25	25a	149/2	149/2	0.5	5/8	5/8	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
26	26	26	26a	75	75	1.5	0	0	3/4	4	1		V43/V	C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
26	26	26	26a	153/2	153/2	0.5	3/8	3/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
26	26	26	26a	77	77	0.5	1/2	1/2	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	26	26a	155/2	155/2	0.5	5/8	5/8	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	27	27	27a	78	78	2.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
27	27	27	27a	80	80	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	28	28a	81	81	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	28	28a	82	82	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
28	28	28	28a	83	83	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
29	29	29	29a	84	84	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
29	29	29	29a	85	85	1.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
29	29	29	29a	86	86	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	30	30a	87	87	1.0	0	0	3/4	4	1		V65/vi	C	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
30	30	30	30a	88	88	1.5	1/4	1/4	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
30	30	30	30a	179/2	179/2	0.5	5/8	5/8	3/4	4	1		IV6	C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	31	31a	90	90	2.0	0	0	3/4	4	1		V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	31	31a	92	92	1.0	1/2	1/2	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
32	32	32	32a	93	93	0.5	0	0	3/4	4	1		IV64(94)	C	I		IV64(94)		IV		64	94				M	0	0	0, -1, 5	1	-1	0
32	32	32	32a	187/2	187/2	0.5	1/8	1/8	3/4	4	1		IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	32	32	32a	94	94	1.0	1/4	1/4	3/4	4	1		V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	32	32	32a	95	95	0.5	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	32	32a	191/2	191/2	0.5	5/8	5/8	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	33	33a	96	96	1.0	0	0	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	33	33a	97	97	2.0	1/4	1/4	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	34	34a	99	99	3.0	0	0	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	35	35a	102	102	1.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
35	35	35	35a	103	103	3.0	1/4	1/4	3/4	4	1		V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	36	36a	106	106	7.0	1/4	1/4	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	38	38a	113	113	1.0	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
17	17	39	17b	114	48	3.0	0	0	3/4	4	1		V[V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
18	18	40	18b	117	51	3.0	0	0	3/4	4	1		V2/V	C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
19	19	41	19b	120	54	1.0	0	0	3/4	4	1		V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
19	19	41	19b	121	55	1.0	1/4	1/4	3/4	4	1		viio6	C	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	41	19b	122	56	2.0	1/2	1/2	3/4	4	1		I	C	I	V	I		I							M	0	0	0, 4, 1		0	0
20	20	42	20b	124	58	8.0	1/4	1/4	3/4	4	1		V6]	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
23	23	45	23b	132	66	3.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
24	24	46	24b	135	69	2.0	0	0	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	46	24b	137	71	1.0	1/2	1/2	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	47	25b	138	72	1.0	0	0	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	25	47	25b	139	73	1.5	1/4	1/4	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
25	25	47	25b	281/2	149/2	0.5	5/8	5/8	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
26	26	48	26b	141	75	1.5	0	0	3/4	4	1		V43/V	C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
26	26	48	26b	285/2	153/2	0.5	3/8	3/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
26	26	48	26b	143	77	0.5	1/2	1/2	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	48	26b	287/2	155/2	0.5	5/8	5/8	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	27	49	27b	144	78	2.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
27	27	49	27b	146	80	1.0	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	50	28b	147	81	1.0	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	50	28b	148	82	1.0	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
28	28	50	28b	149	83	1.0	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
29	29	51	29b	150	84	1.0	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
29	29	51	29b	151	85	1.0	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
29	29	51	29b	152	86	1.0	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	52	30b	153	87	1.0	0	0	3/4	4	1		V65/vi	C	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
30	30	52	30b	154	88	1.5	1/4	1/4	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
30	30	52	30b	311/2	179/2	0.5	5/8	5/8	3/4	4	1		IV6	C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	53	31b	156	90	2.0	0	0	3/4	4	1		V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	53	31b	158	92	1.0	1/2	1/2	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
32	32	54	32b	159	93	0.5	0	0	3/4	4	1		IV64(94)	C	I		IV64(94)		IV		64	94				M	0	0	0, -1, 5	1	-1	0
32	32	54	32b	319/2	187/2	0.5	1/8	1/8	3/4	4	1		IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	32	54	32b	160	94	1.0	1/4	1/4	3/4	4	1		V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	32	54	32b	161	95	0.5	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	54	32b	323/2	191/2	0.5	5/8	5/8	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	55	33b	162	96	1.0	0	0	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	55	33b	163	97	2.0	1/4	1/4	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
34	34	56	34b	165	99	3.0	0	0	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
35	35	57	35b	168	102	1.0	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
35	35	57	35b	169	103	3.0	1/4	1/4	3/4	4	1		V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	58	36b	172	106	7.0	1/4	1/4	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	38	60	38b	179	113	1.0	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
39	39	61	39a	180	114	7.5	0	0	3/4	4	1		IV.I	C	IV		I		I							M	0	0	0, 4, 1		0	0
41	41	63	41a	375/2	243/2	0.5	3/8	3/8	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
41	41	63	41a	188	122	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
41	41	63	41a	377/2	245/2	0.5	5/8	5/8	3/4	4	1		V43	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
42	42	64	42a	189	123	1.5	0	0	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
42	42	64	42a	381/2	249/2	0.5	3/8	3/8	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
42	42	64	42a	191	125	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
42	42	64	42a	383/2	251/2	0.5	5/8	5/8	3/4	4	1		V43	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	65	43a	192	126	2.0	0	0	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
43	43	65	43a	194	128	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
43	43	65	43a	389/2	257/2	0.5	5/8	5/8	3/4	4	1		V43/V	C	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
44	44	66	44a	195	129	6.0	0	0	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
46	46	68	46a	201	135	3.0	0	0	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
47	47	69	47a	204	138	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
47	47	69	47a	206	140	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
48	48	70	48a	207	141	0.5	0	0	3/4	4	1		V\\	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
48	48	70	48a	415/2	283/2	8.5	1/8	1/8	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
51	51	73	51a	216	150	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
51	51	73	51a	218	152	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
52	52	74	52a	219	153	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
52	52	74	52a	221	155	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
53	53	75	53a	222	156	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
53	53	75	53a	224	158	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
54	54	76	54a	225	159	2.0	0	0	3/4	4	1	1	V\\	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
54	54	76	54a	227	161	0.5	1/2	1/2	3/4	4	1	1	V/V	C	IV		V/V		V				V			M	0	0	2, 6, 3		2	2
54	54	76	54a	455/2	323/2	0.5	5/8	5/8	3/4	4	1	1	V	C	IV		V		V							M	0	0	1, 5, 2		1	1
39	39	77	39b	228	114	7.5	0	0	3/4	4	1		IV.I	C	IV		I		I							M	0	0	0, 4, 1		0	0
41	41	79	41b	471/2	243/2	0.5	3/8	3/8	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
41	41	79	41b	236	122	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
41	41	79	41b	473/2	245/2	0.5	5/8	5/8	3/4	4	1		V43	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
42	42	80	42b	237	123	1.5	0	0	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
42	42	80	42b	477/2	249/2	0.5	3/8	3/8	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
42	42	80	42b	239	125	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
42	42	80	42b	479/2	251/2	0.5	5/8	5/8	3/4	4	1		V43	C	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
43	43	81	43b	240	126	2.0	0	0	3/4	4	1		I	C	IV		I		I							M	0	0	0, 4, 1		0	0
43	43	81	43b	242	128	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
43	43	81	43b	485/2	257/2	0.5	5/8	5/8	3/4	4	1		V43/V	C	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
44	44	82	44b	243	129	6.0	0	0	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
46	46	84	46b	249	135	3.0	0	0	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
47	47	85	47b	252	138	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
47	47	85	47b	254	140	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
48	48	86	48b	255	141	0.5	0	0	3/4	4	1		V\\	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
48	48	86	48b	511/2	283/2	8.5	1/8	1/8	3/4	4	1		V	C	IV		V		V							M	0	0	1, 5, 2		1	1
51	51	89	51b	264	150	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
51	51	89	51b	266	152	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
52	52	90	52b	267	153	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
52	52	90	52b	269	155	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
53	53	91	53b	270	156	2.0	0	0	3/4	4	1		V64	C	IV		V64		V		64					M	0	0	2, 1, 5		1	2
53	53	91	53b	272	158	1.0	1/2	1/2	3/4	4	1		V7/V	C	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
54	54	92	54b	273	159	2.0	0	0	3/4	4	1	1	V\\	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
54	54	92	54b	275	161	0.5	1/2	1/2	3/4	4	1	1	V/V	C	IV		V/V		V				V			M	0	0	2, 6, 3		2	2
54	54	92	54b	551/2	323/2	0.5	5/8	5/8	3/4	4	1	1	V	C	IV		V		V							M	0	0	1, 5, 2		1	1
55	55	93	55a	276	162	2.0	0	0	3/4	4	1	1	V\\	C	IV		V		V						\\	M	0	0	1, 5, 2		1	1
55	55	93	55a	278	164	1.0	1/2	1/2	3/4	4	1	1	V2	C	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
56	56	94	56a	279	165	6.0	0	0	3/4	4	1		V/vi	C	IV		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	58	96	58a	285	171	1.5	0	0	3/4	4	1		ii.V	C	ii		V		V							M	0	1	1, 5, 2		1	1
58	58	96	58a	573/2	345/2	0.5	3/8	3/8	3/4	4	1		i	C	ii		i		i							m	0	1	0, -3, 1		0	0
58	58	96	58a	287	173	0.5	1/2	1/2	3/4	4	1		V6	C	ii		V6		V		6					M	0	1	5, 2, 1		1	5
58	58	96	58a	575/2	347/2	0.5	5/8	5/8	3/4	4	1		V43	C	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
59	59	97	59a	288	174	2.5	0	0	3/4	4	1		i	C	ii		i		i							m	0	1	0, -3, 1		0	0
59	59	97	59a	581/2	353/2	0.5	5/8	5/8	3/4	4	1		VI6	C	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
60	60	98	60a	291	177	2.0	0	0	3/4	4	1		iio	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
60	60	98	60a	293	179	0.5	1/2	1/2	3/4	4	1		VI6	C	ii		VI6		VI		6					M	0	1	0, -3, -4		-4	0
60	60	98	60a	587/2	359/2	0.5	5/8	5/8	3/4	4	1		VI43	C	ii		VI43		VI		43					Mm7	0	1	-3, -6, -4, 0		-4	-3
61	61	99	61a	294	180	1.5	0	0	3/4	4	1		iio	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
61	61	99	61a	591/2	363/2	0.5	3/8	3/8	3/4	4	1		iio	C	ii		iio		ii	o						o	0	1	2, -1, -4		2	2
61	61	99	61a	296	182	0.5	1/2	1/2	3/4	4	1		V6/III	C	ii		V6/III		V		6		III			M	0	1	2, -1, -2		-2	2
61	61	99	61a	593/2	365/2	0.5	5/8	5/8	3/4	4	1		V6/III	C	ii		V6/III		V		6		III			M	0	1	2, -1, -2		-2	2
62	62	100	62a	297	183	2.0	0	0	3/4	4	1		IV.I	C	IV		I		I							M	0	0	0, 4, 1		0	0
62	62	100	62a	299	185	0.5	1/2	1/2	3/4	4	1		V6	C	IV		V6		V		6					M	0	0	5, 2, 1		1	5
