mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
17	15	25	15a	72	48	3.0	0	0	3/4	4	1		V/ii	e	III		V/ii	V				ii			M	1	0	3, 7, 4		3	3
18	16	26	16a	75	51	2.0	0	0	3/4	4	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
18	16	26	16a	77	53	1.0	1/2	1/2	3/4	4	1		vii%7	e	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
19	17	27	17a	78	54	3.0	0	0	3/4	4	1		bII.I	e	bII		I	I							M	1	0	0, 4, 1		0	0
20	18	28	18a	81	57	8.0	0	0	3/4	4	1		V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	20	30	20a	89	65	1.0	1/2	1/2	3/4	4	1		I(#2)	e	bII		I(#2)	I			#2				M	1	0	0, 9, 1		0	0
23	21	31	21a	90	66	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
26	24	34	24a	99	75	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
27	25	35	25a	103	79	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
28	26	36	26a	105	81	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
28	26	36	26a	106	82	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
29	27	37	27a	108	84	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
29	27	37	27a	109	85	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	28	38	28a	111	87	1.0	0	0	3/4	4	1		i(9+7)	e	i		i(9+7)	i			9+7				m	1	1	0, -3, 1	2, -2	0	0
30	28	38	28a	112	88	1.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
30	28	38	28a	113	89	1.0	1/2	1/2	3/4	4	1		bII.V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	29	39	29a	114	90	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
34	32	42	32a	123	99	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
35	33	43	33a	127	103	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
36	34	44	34a	129	105	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
36	34	44	34a	130	106	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
37	35	45	35a	132	108	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
37	35	45	35a	133	109	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	46	36a	135	111	3.0	0	0	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
39	37	47	37a	138	114	6.0	0	0	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
41	39	49	39a	144	120	1.0	0	0	3/4	4	1		i(+4)	e	i		i(+4)	i			+4				m	1	1	0, -3, 1	-1	0	0
41	39	49	39a	145	121	1.5	1/4	1/4	3/4	4	1		i(+2)	e	i		i(+2)	i			+2				m	1	1	0, -3, 1	2	0	0
41	39	49	39a	293/2	245/2	0.5	5/8	5/8	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
42	40	50	40a	147	123	1.0	0	0	3/4	4	1		iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
42	40	50	40a	148	124	2.0	1/4	1/4	3/4	4	1		iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
43	41	51	41a	150	126	2.5	0	0	3/4	4	1		V(#76)	e	i		V(#76)	V			#76				M	1	1	1, 5, -3	6	1	1
43	41	51	41a	305/2	257/2	0.5	5/8	5/8	3/4	4	1		V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
44	42	52	42a	153	129	1.0	0	0	3/4	4	1		V7(4)	e	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
44	42	52	42a	154	130	1.5	1/4	1/4	3/4	4	1		V7(+#2)	e	i		V7(+#2)	V		7	+#2				Mm7	1	1	1, 5, 2, -1	3	1	1
44	42	52	42a	311/2	263/2	0.5	5/8	5/8	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	43	53	43a	156	132	1.0	0	0	3/4	4	1		i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
45	43	53	43a	157	133	1.0	1/4	1/4	3/4	4	1		i[i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
45	43	53	43a	158	134	3.0	1/2	1/2	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
46	44	54	44a	161	137	3.0	1/2	1/2	3/4	4	1		i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
47	45	55	45a	164	140	3.0	1/2	1/2	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
48	46	56	46a	167	143	1.0	1/2	1/2	3/4	4	1		i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
49	47	57	47a	168	144	2.0	0	0	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
49	47	57	47a	170	146	2.0	1/2	1/2	3/4	4	1		i6]	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
50	48	58	48a	172	148	4.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	49	59	49a	176	152	1.0	1/2	1/2	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
52	50	60	50a	177	153	3.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
53	51	61	51a	180	156	3.0	0	0	3/4	4	1	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
54	52	62	52a	183	159	3.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
55	53	63	53a	186	162	1.0	0	0	3/4	4	1	1	vii%7/III	e	i		vii%7/III	vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
55	53	63	53a	187	163	2.0	1/4	1/4	3/4	4	1	1	viio7/III	e	i		viio7/III	vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
12	10	64	10b	189	33	1.0	0	0	3/4	4	1		I(4)	e	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
12	10	64	10b	190	34	1.0	1/4	1/4	3/4	4	1		I(#2)	e	III		I(#2)	I			#2				M	1	0	0, 9, 1		0	0
12	10	64	10b	191	35	1.0	1/2	1/2	3/4	4	1		I	e	III		I	I							M	1	0	0, 4, 1		0	0
13	11	65	11b	192	36	3.0	0	0	3/4	4	1		#viio7/ii	e	III		#viio7/ii	#vii	o	7		ii			o7	1	0	7, 4, 1, -2		7	7
14	12	66	12b	195	39	2.0	0	0	3/4	4	1		ii(94)	e	III		ii(94)	ii			94				m	1	0	2, 1, 3	4	2	2
14	12	66	12b	197	41	4.0	1/2	1/2	3/4	4	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
16	14	68	14b	201	45	3.0	0	0	3/4	4	1		V6/ii	e	III		V6/ii	V		6		ii			M	1	0	7, 4, 3		3	7
17	15	69	15b	204	48	3.0	0	0	3/4	4	1		V/ii	e	III		V/ii	V				ii			M	1	0	3, 7, 4		3	3
18	16	70	16b	207	51	2.0	0	0	3/4	4	1		ii	e	III		ii	ii							m	1	0	2, -1, 3		2	2
18	16	70	16b	209	53	1.0	1/2	1/2	3/4	4	1		vii%7	e	III		vii%7	vii	%	7					%7	1	0	5, 2, -1, 3		5	5
19	17	71	17b	210	54	3.0	0	0	3/4	4	1		bII.I	e	bII		I	I							M	1	0	0, 4, 1		0	0
20	18	72	18b	213	57	8.0	0	0	3/4	4	1		V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
22	20	74	20b	221	65	1.0	1/2	1/2	3/4	4	1		I(#2)	e	bII		I(#2)	I			#2				M	1	0	0, 9, 1		0	0
23	21	75	21b	222	66	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
26	24	78	24b	231	75	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
27	25	79	25b	235	79	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
28	26	80	26b	237	81	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
28	26	80	26b	238	82	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
29	27	81	27b	240	84	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
29	27	81	27b	241	85	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	28	82	28b	243	87	1.0	0	0	3/4	4	1		i(9+7)	e	i		i(9+7)	i			9+7				m	1	1	0, -3, 1	2, -2	0	0
30	28	82	28b	244	88	1.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
30	28	82	28b	245	89	1.0	1/2	1/2	3/4	4	1		bII.V7	e	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
31	29	83	29b	246	90	9.0	0	0	3/4	4	1		I	e	bII		I	I							M	1	0	0, 4, 1		0	0
34	32	86	32b	255	99	4.0	0	0	3/4	4	1		i.V7(9)	e	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
35	33	87	33b	259	103	2.0	1/4	1/4	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
36	34	88	34b	261	105	1.0	0	0	3/4	4	1		i(4)	e	i		i(4)	i			4				m	1	1	0, -1, 1		0	0
36	34	88	34b	262	106	2.0	1/4	1/4	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
37	35	89	35b	264	108	1.0	0	0	3/4	4	1		V(4)	e	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
37	35	89	35b	265	109	2.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
38	36	90	36b	267	111	3.0	0	0	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
39	37	91	37b	270	114	6.0	0	0	3/4	4	1		V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
41	39	93	39b	276	120	1.0	0	0	3/4	4	1		i(+4)	e	i		i(+4)	i			+4				m	1	1	0, -3, 1	-1	0	0
41	39	93	39b	277	121	1.5	1/4	1/4	3/4	4	1		i(+2)	e	i		i(+2)	i			+2				m	1	1	0, -3, 1	2	0	0
41	39	93	39b	557/2	245/2	0.5	5/8	5/8	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
42	40	94	40b	279	123	1.0	0	0	3/4	4	1		iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
42	40	94	40b	280	124	2.0	1/4	1/4	3/4	4	1		iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
43	41	95	41b	282	126	2.5	0	0	3/4	4	1		V(#76)	e	i		V(#76)	V			#76				M	1	1	1, 5, -3	6	1	1
43	41	95	41b	569/2	257/2	0.5	5/8	5/8	3/4	4	1		V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
44	42	96	42b	285	129	1.0	0	0	3/4	4	1		V7(4)	e	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
44	42	96	42b	286	130	1.5	1/4	1/4	3/4	4	1		V7(+#2)	e	i		V7(+#2)	V		7	+#2				Mm7	1	1	1, 5, 2, -1	3	1	1
44	42	96	42b	575/2	263/2	0.5	5/8	5/8	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	43	97	43b	288	132	1.0	0	0	3/4	4	1		i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
45	43	97	43b	289	133	1.0	1/4	1/4	3/4	4	1		i[i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
45	43	97	43b	290	134	3.0	1/2	1/2	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
46	44	98	44b	293	137	3.0	1/2	1/2	3/4	4	1		i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
47	45	99	45b	296	140	3.0	1/2	1/2	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
48	46	100	46b	299	143	1.0	1/2	1/2	3/4	4	1		i6	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
49	47	101	47b	300	144	2.0	0	0	3/4	4	1		viio64	e	i	i	viio64	vii	o	64					o	1	1	-8, -2, -5		-2	-8
49	47	101	47b	302	146	2.0	1/2	1/2	3/4	4	1		i6]	e	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
50	48	102	48b	304	148	4.0	1/4	1/4	3/4	4	1		V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	49	103	49b	308	152	1.0	1/2	1/2	3/4	4	1		i	e	i		i	i							m	1	1	0, -3, 1		0	0
52	50	104	50b	309	153	3.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
53	51	105	51b	312	156	3.0	0	0	3/4	4	1	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
54	52	106	52b	315	159	3.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
55	53	107	53b	318	162	1.0	0	0	3/4	4	1	1	vii%7/III	e	i		vii%7/III	vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
55	53	107	53b	319	163	2.0	1/4	1/4	3/4	4	1	1	viio7/III	e	i		viio7/III	vii	o	7		III			o7	1	1	2, -1, -4, -7		2	2
56	49	108	49c	321	165	3.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
57	50	109	50c	324	168	3.0	0	0	3/4	4	1	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
58	51	110	51c	327	171	1.0	0	0	3/4	4	1	1	i\\	e	i		i	i						\\	m	1	1	0, -3, 1		0	0
59	51	111	51c	328	172	1.0	0	1/4	3/4	4	1		I.I	e	I		I	I							M	1	0	0, 4, 1		0	0
59	51	111	51c	329	173	1.0	1/4	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
60	52	112	52c	330	174	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
60	52	112	52c	331	175	3.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
61	53	113	53c	334	178	1.0	1/4	1/4	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
61	53	113	53c	335	179	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
62	54	114	54a	336	180	1.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
62	54	114	54a	337	181	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
62	54	114	54a	338	182	1.0	1/2	1/2	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
63	55	115	55a	339	183	3.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
64	56	116	56a	342	186	3.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
65	57	117	57a	345	189	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
65	57	117	57a	346	190	1.0	1/4	1/4	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
65	57	117	57a	347	191	1.0	1/2	1/2	3/4	4	1		V65/V	e	I		V65/V	V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
66	58	118	58a	348	192	1.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
66	58	118	58a	349	193	2.0	1/4	1/4	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
67	59	119	59a	351	195	1.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
67	59	119	59a	352	196	1.0	1/4	1/4	3/4	4	1		V43/V	e	I		V43/V	V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
67	59	119	59a	353	197	1.0	1/2	1/2	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
68	60	120	60a	354	198	1.0	0	0	3/4	4	1		V2/V	e	I		V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
68	60	120	60a	355	199	1.0	1/4	1/4	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
68	60	120	60a	356	200	1.0	1/2	1/2	3/4	4	1		V6/V	e	I		V6/V	V		6		V			M	1	0	6, 3, 2		2	6
69	61	121	61a	357	201	1.0	0	0	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
69	61	121	61a	358	202	2.0	1/4	1/4	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
70	62	122	62a	360	204	1.0	0	0	3/4	4	1		V65/ii	e	I		V65/ii	V		65		ii			Mm7	1	0	7, 4, 1, 3		3	7
70	62	122	62a	361	205	1.0	1/4	1/4	3/4	4	1		ii	e	I		ii	ii							m	1	0	2, -1, 3		2	2
70	62	122	62a	362	206	1.0	1/2	1/2	3/4	4	1		IV64	e	I		IV64	IV		64					M	1	0	0, -1, 3		-1	0
71	63	123	63a	363	207	1.0	0	0	3/4	4	1		V65	e	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
71	63	123	63a	364	208	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
71	63	123	63a	365	209	1.0	1/2	1/2	3/4	4	1		V7	e	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
72	64	124	64a	366	210	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
72	64	124	64a	367	211	3.0	1/4	1/4	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
73	65	125	65a	370	214	1.0	1/4	1/4	3/4	4	1		V2	e	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
73	65	125	65a	371	215	1.0	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
74	66	126	66a	372	216	1.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
74	66	126	66a	373	217	1.0	1/4	1/4	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
74	66	126	66a	374	218	1.0	1/2	1/2	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
75	67	127	67a	375	219	2.0	0	0	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
75	67	127	67a	377	221	1.0	1/2	1/2	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
76	68	128	68a	378	222	2.0	0	0	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
76	68	128	68a	380	224	0.3333333333333144	1/2	1/2	3/4	4	1		I6	e	I		I6	I		6					M	1	0	4, 1, 0		0	4
76	68	128	68a	1141/3	673/3	0.6666666666666856	7/12	7/12	3/4	4	1		V43	e	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
77	69	129	69a	381	225	1.0	0	0	3/4	4	1		I	e	I		I	I							M	1	0	0, 4, 1		0	0
77	69	129	69a	382	226	1.0	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
77	69	129	69a	383	227	1.0	1/2	1/2	3/4	4	1		V2/V	e	I		V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
78	70	130	70a	384	228	1.0	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
78	70	130	70a	385	229	1.0	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
78	70	130	70a	386	230	2.0	1/2	1/2	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
79	71	131	71a	388	232	1.0	1/4	1/4	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
79	71	131	71a	389	233	1.0	1/2	1/2	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
80	72	132	72a	390	234	1.0	0	0	3/4	4	1		V7/V	e	I		V7/V	V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
80	72	132	72a	391	235	1.0	1/4	1/4	3/4	4	1		V64	e	I		V64	V		64					M	1	0	2, 1, 5		1	2
80	72	132	72a	392	236	1.0	1/2	1/2	3/4	4	1		V2/V	e	I		V2/V	V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
81	73	133	73a	393	237	1.0	0	0	3/4	4	1		V6	e	I		V6	V		6					M	1	0	5, 2, 1		1	5
81	73	133	73a	394	238	2.0	1/4	1/4	3/4	4	1		V	e	I		V	V							M	1	0	1, 5, 2		1	1
82	74	134	74a	396	240	1.0	0	0	3/4	4	1		V7(+2)	e	I		V7(+2)	V		7	+2				Mm7	1	0	1, 5, 2, -1	3	1	1
82	74	134	74a	397	241	1.0	1/4	1/4	3/4	4	1		ii6	e	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
82	74	134	74a	398	242	0.5	1/2	1/2	3/4	4	1		IV(4)	e	I		IV(4)	IV			4				M	1	0	-1, 5, 0		-1	-1
82	74	134	74a	797/2	485/2	0.5	5/8	5/8	3/4	4	1		IV	e	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
