key_regions	globalkey	localkey	length	length_norepeat	n_stepwise	%_stepwise	n_ascending	n_descending	bd	stepwise_bd	stepwise_chords	ascending_bd	ascending_chords	descending_bd	descending_chords	ixa	ixb
190	f	III	3	3	0	0.0	0	0	7 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c05n04_gavote', 88)	('couperin_concerts', 'c05n04_gavote', 90)
191	f	i	12	10	2	20.0	2	0	1 4 2 5 3 5 6 4 5 1	['5 6', '4 5 5']	['III+6 VI', 'ii%65 V(4) V']	['5 6', '4 5 5']	['III+6 VI', 'ii%65 V(4) V']	[]	[]	('couperin_concerts', 'c05n04_gavote', 92)	('couperin_concerts', 'c05n04_gavote', 103)
192	F	I	30	29	4	13.8	2	2	1 4 1 4 1 5 1 5 3 7 3 7 3 7 6 4 5 1 3 7 3 7 3 7 6 4 5 1 3	['7 6', '4 5', '7 6', '4 5']	['V6 vi', 'ii65 V', 'V6 vi', 'ii65 V']	['4 5', '4 5']	['ii65 V', 'ii65 V']	['7 6', '7 6']	['V6 vi', 'V6 vi']	('couperin_concerts', 'c05n05_musete', 0)	('couperin_concerts', 'c05n05_musete', 29)
193	F	V	9	8	4	50.0	1	3	1 4 3 2 1 4 5 1	['4 3 2 1', '4 5 5']	['ii6 I6 V43 I', 'IVM7 V(4) V']	['4 5 5']	['IVM7 V(4) V']	['4 3 2 1']	['ii6 I6 V43 I']	('couperin_concerts', 'c05n05_musete', 30)	('couperin_concerts', 'c05n05_musete', 38)
194	F	I	18	18	9	50.0	0	9	3 7 5 4 3 2 1 7 6 3 6 3 6 1 4 3 2 1	['5 4 3 2 1 7 6', '4 3 2']	['I64 V2 I6 V43 I V6 vi', 'IV I6 V43']	[]	[]	['5 4 3 2 1 7 6', '4 3 2']	['I64 V2 I6 V43 I V6 vi', 'IV I6 V43']	('couperin_concerts', 'c05n05_musete', 39)	('couperin_concerts', 'c05n05_musete', 56)
195	F	vi	27	25	10	40.0	9	1	3 #7 3 #7 3 #7 3 #7 3 #7 1 5 3 4 5 6 3 4 5 6 4 3 4 5 1	['#7 1 1', '3 4 5 6', '3 4 5 6', '4 3 4 5 5']	['V65 i(4) i', 'i6 IV7(9) V7 VI', 'i6 IV7(9) V7 VI', '#viio43 i6 ii%65 V(64) V']	['#7 1 1', '3 4 5 6', '3 4 5 6', '3 4 5 5']	['V65 i(4) i', 'i6 IV7(9) V7 VI', 'i6 IV7(9) V7 VI', 'i6 ii%65 V(64) V']	['4 3']	['#viio43 i6']	('couperin_concerts', 'c05n05_musete', 57)	('couperin_concerts', 'c05n05_musete', 83)
196	F	I	8	8	6	75.0	0	6	4 3 2 1 4 3 2 1	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	[]	[]	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('couperin_concerts', 'c05n05_musete', 84)	('couperin_concerts', 'c05n05_musete', 91)
197	F	V	8	8	6	75.0	0	6	4 3 2 1 4 3 2 1	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	[]	[]	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('couperin_concerts', 'c05n05_musete', 92)	('couperin_concerts', 'c05n05_musete', 99)
198	F	I	18	18	10	55.6	4	6	6 3 6 3 6 3 6 3 4 3 2 1 2 3 4 3 2 1	['3 4 3 2 1 2 3 4 3 2']	['I6 IV I6 V43 I V43 I6 IV I6 V43']	['3 4', '1 2 3 4']	['I6 IV', 'I V43 I6 IV']	['4 3 2 1', '4 3 2']	['IV I6 V43 I', 'IV I6 V43']	('couperin_concerts', 'c05n05_musete', 100)	('couperin_concerts', 'c05n05_musete', 117)
199	Bb	I	26	19	13	68.4	8	5	1 b7 6 7 1 5 6 7 1 7 1 2 4 3 4 2 1 5 7	['1 1 b7 b7 6 7 1 1', '5 5 6 6 7 1 1 7 1 2 2', '4 3 4', '2 1']	['I ii2 ii65/IV V2/IV IV6 V65 I(4) I', 'V I64 vi7 IVM65 V65 I ii2 V65 I ii7(9) V43', 'I6(42) I6 IV', 'V43 I']	['6 7 1 1', '5 5 6 6 7 1 1', '7 1 2 2', '3 4']	['IV6 V65 I(4) I', 'V I64 vi7 IVM65 V65 I ii2', 'V65 I ii7(9) V43', 'I6 IV']	['1 1 b7 b7 6', '1 1 7', '4 3', '2 1']	['I ii2 ii65/IV V2/IV IV6', 'I ii2 V65', 'I6(42) I6', 'V43 I']	('couperin_concerts', 'c06n01_grave', 0)	('couperin_concerts', 'c06n01_grave', 25)
200	Bb	V	5	4	2	50.0	2	0	4 6 7 1	['6 7 1']	['IV6 V65 I(4)']	['6 7 1']	['IV6 V65 I(4)']	[]	[]	('couperin_concerts', 'c06n01_grave', 26)	('couperin_concerts', 'c06n01_grave', 30)
201	Bb	I	5	5	4	80.0	0	4	4 3 2 1 7	['4 3 2 1']	['ii6 I6 viio6 vi6']	[]	[]	['4 3 2 1']	['ii6 I6 viio6 vi6']	('couperin_concerts', 'c06n01_grave', 31)	('couperin_concerts', 'c06n01_grave', 35)
202	Bb	V	8	6	3	50.0	2	1	2 4 3 4 5 1	['4 3 4 5 5']	['V2 I6 ii65 V(64) V']	['3 4 5 5']	['I6 ii65 V(64) V']	['4 3']	['V2 I6']	('couperin_concerts', 'c06n01_grave', 36)	('couperin_concerts', 'c06n01_grave', 44)
203	Bb	I	12	9	5	55.6	4	1	6 4 3 4 5 1 5 #5 6	['4 3 4 5 5', '5 5 #5 6']	['V2 I6 ii65 V(4) V', 'V(4) V7 #viio7/vi vi(94)']	['3 4 5 5', '5 5 #5 6']	['I6 ii65 V(4) V', 'V(4) V7 #viio7/vi vi(94)']	['4 3']	['V2 I6']	('couperin_concerts', 'c06n01_grave', 45)	('couperin_concerts', 'c06n01_grave', 57)
204	Bb	vi	16	11	4	36.4	4	0	6 4 5 #6 #7 5 1 4 5 1 5	['4 5 5 #6 #6 #7', '4 5 5']	['ii%65 V i64 #vi%7 IV6 V65', 'ii%65 V(64) V']	['4 5 5 #6 #6 #7', '4 5 5']	['ii%65 V i64 #vi%7 IV6 V65', 'ii%65 V(64) V']	[]	[]	('couperin_concerts', 'c06n01_grave', 58)	('couperin_concerts', 'c06n01_grave', 74)
205	Bb	I	36	27	8	29.6	6	2	4 6 7 1 5 b7 6 2 7 1 4 5 1 4 2 #4 5 3 1 4 1 2 1 5 3 5 1	['6 7 1 1', 'b7 b7 6', '7 1', '4 5 5', '#4 5 5', '1 2 1']	['IV6 V65 I(4) I', 'v6 V2/IV IV6', 'V65 I', 'ii65 V(64) V', 'V65/V V(4) V', 'I V43 I']	['6 7 1 1', '7 1', '4 5 5', '#4 5 5', '1 2']	['IV6 V65 I(4) I', 'V65 I', 'ii65 V(64) V', 'V65/V V(4) V', 'I V43']	['b7 b7 6', '2 1']	['v6 V2/IV IV6', 'V43 I']	('couperin_concerts', 'c06n01_grave', 75)	('couperin_concerts', 'c06n01_grave', 110)
206	Bb	I	22	16	9	56.2	7	2	1 5 4 3 4 6 7 1 3 4 5 3 4 2 3 1	['5 5 5 4 4 3 3 4', '6 7 1 1', '3 4 5', '3 4 4', '2 3']	['I64 V I64 ii6(2) ii6 I6(2) I6 IV(9)', 'IV6 V65 I(4) I', 'I6 ii65 V', 'I6 IV(9) IV', 'ii iii(9)']	['3 3 4', '6 7 1 1', '3 4 5', '3 4 4', '2 3']	['I6(2) I6 IV(9)', 'IV6 V65 I(4) I', 'I6 ii65 V', 'I6 IV(9) IV', 'ii iii(9)']	['5 5 5 4 4 3 3']	['I64 V I64 ii6(2) ii6 I6(2) I6']	('couperin_concerts', 'c06n02_allemande', 0)	('couperin_concerts', 'c06n02_allemande', 22)
207	Bb	V	12	11	4	36.4	4	0	2 5 3 4 #4 5 3 4 2 5 1	['3 4 #4 #4 5', '3 4']	['V65/IV IV V6/V V65/V V', 'I6 IVM7(9)']	['3 4 #4 #4 5', '3 4']	['V65/IV IV V6/V V65/V V', 'I6 IVM7(9)']	[]	[]	('couperin_concerts', 'c06n02_allemande', 23)	('couperin_concerts', 'c06n02_allemande', 34)
208	Bb	I	7	7	1	14.3	1	0	5 3 1 6 1 3 4	['3']	['I6']	['3']	['I6']	[]	[]	('couperin_concerts', 'c06n02_allemande', 35)	('couperin_concerts', 'c06n02_allemande', 41)
209	Bb	vi	16	13	8	61.5	5	3	4 5 #3 1 4 5 6 5 4 3 4 5 1	['4 5', '4 5 6 6 5 5 4 4 3 4 5']	['iio6 V', 'iv i64 VIM7 ii%43 V7 i64 iv7 ii%65 i6 ii%65 V']	['4 5', '4 5 6 6', '3 4 5']	['iio6 V', 'iv i64 VIM7 ii%43', 'i6 ii%65 V']	['6 6 5 5 4 4 3']	['VIM7 ii%43 V7 i64 iv7 ii%65 i6']	('couperin_concerts', 'c06n02_allemande', 42)	('couperin_concerts', 'c06n02_allemande', 57)
210	Bb	ii	4	4	0	0.0	0	0	5 3 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c06n02_allemande', 59)	('couperin_concerts', 'c06n02_allemande', 62)
211	Bb	V	10	10	0	0.0	0	0	3 5 1 4 2 5 3 1 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c06n02_allemande', 63)	('couperin_concerts', 'c06n02_allemande', 72)
212	Bb	I	29	25	9	36.0	6	3	3 5 1 6 4 2 7 2 5 3 4 3 2 1 5 3 4 5 6 4 7 1 4 5 1	['3 4 3 2 1', '3 4 4 5 5 6', '7 1', '4 5 5']	['I6 IV I6 V43 I', 'I6 IV ii65 V iii6 vi', 'V65 I', 'IV V V7']	['3 4', '3 4 4 5 5 6', '7 1', '4 5 5']	['I6 IV', 'I6 IV ii65 V iii6 vi', 'V65 I', 'IV V V7']	['4 3 2 1']	['IV I6 V43 I']	('couperin_concerts', 'c06n02_allemande', 73)	('couperin_concerts', 'c06n02_allemande', 102)
213	Bb	IV	10	9	1	11.1	1	0	7 5 7 5 1 4 5 3 1	['4 5 5']	['IV V(4) V']	['4 5 5']	['IV V(4) V']	[]	[]	('couperin_concerts', 'c06n02_allemande', 104)	('couperin_concerts', 'c06n02_allemande', 113)
214	Bb	V	6	6	1	16.7	1	0	7 5 7 5 3 4	['3']	['I6']	['3']	['I6']	[]	[]	('couperin_concerts', 'c06n02_allemande', 114)	('couperin_concerts', 'c06n02_allemande', 119)
215	Bb	I	10	7	1	14.3	0	1	2 5 1 4 3 5 1	['4 4 4 3']	['IVM7 ii65 V2 I6']	[]	[]	['4 4 4 3']	['IVM7 ii65 V2 I6']	('couperin_concerts', 'c06n02_allemande', 120)	('couperin_concerts', 'c06n02_allemande', 129)
216	Bb	I	23	22	12	54.5	6	6	1 6 7 1 5 3 2 1 7 1 5 1 7 6 7 1 4 2 1 5 7 1	['6 7 1', '3 2 1 7 1', '1 1 7 6 7 1', '2 1', '7']	['IV6 V65 I', 'I6 V43 I V65 I', 'I ii2 V65 vi V65 I', 'V43 I', 'V65']	['6 7 1', '7 1', '6 7 1', '7']	['IV6 V65 I', 'V65 I', 'vi V65 I', 'V65']	['3 2 1 7', '1 1 7 6', '2 1']	['I6 V43 I V65', 'I ii2 V65 vi', 'V43 I']	('couperin_concerts', 'c06n03_sarabande', 0)	('couperin_concerts', 'c06n03_sarabande', 22)
217	Bb	V	18	17	12	70.6	4	8	4 5 4 3 2 1 5 3 6 5 4 3 2 3 4 5 1	['4 5 4 3 2 1', '6 5 4 3 2 3 4 5 5']	['ii6 V V2 I6 V43 I', 'IV6 iii6 ii6 I6 V43 I6 ii65 V V7']	['4 5', '2 3 4 5 5']	['ii6 V', 'V43 I6 ii65 V V7']	['5 4 3 2 1', '6 5 4 3 2']	['V V2 I6 V43 I', 'IV6 iii6 ii6 I6 V43']	('couperin_concerts', 'c06n03_sarabande', 23)	('couperin_concerts', 'c06n03_sarabande', 40)
218	Bb	I	4	4	2	50.0	0	2	5 1 7 6	['1 7']	['I IM2']	[]	[]	['1 7']	['I IM2']	('couperin_concerts', 'c06n03_sarabande', 42)	('couperin_concerts', 'c06n03_sarabande', 45)
219	Bb	vi	17	15	10	66.7	6	4	4 5 6 5 4 #3 4 2 5 3 2 3 4 5 1	['4 5 6 5 4 #3 4', '3 2 3 4 5 5']	['ii%65 i64 ii%43 V V2 V65/iv iv', 'i6 V43 i6 ii%65 V(64) V']	['4 5 6', '#3 4', '2 3 4 5 5']	['ii%65 i64 ii%43', 'V65/iv iv', 'V43 i6 ii%65 V(64) V']	['6 5 4 #3', '3 2']	['ii%43 V V2 V65/iv', 'i6 V43']	('couperin_concerts', 'c06n03_sarabande', 46)	('couperin_concerts', 'c06n03_sarabande', 62)
220	Bb	ii	5	5	2	40.0	1	1	#6 #7 5 1 7	['#6 #7', '1']	['IV6 V65', 'i']	['#6 #7']	['IV6 V65']	['1']	['i']	('couperin_concerts', 'c06n03_sarabande', 63)	('couperin_concerts', 'c06n03_sarabande', 67)
221	Bb	I	5	5	3	60.0	3	0	7 5 6 7 1	['5 6 7']	['V7 IV6 V65']	['5 6 7']	['V7 IV6 V65']	[]	[]	('couperin_concerts', 'c06n03_sarabande', 68)	('couperin_concerts', 'c06n03_sarabande', 72)
222	Bb	V	8	8	1	12.5	1	0	2 5 7 5 1 4 5 1	['4 5']	['ii65 V']	['4 5']	['ii65 V']	[]	[]	('couperin_concerts', 'c06n03_sarabande', 74)	('couperin_concerts', 'c06n03_sarabande', 81)
223	Bb	IV	3	3	1	33.3	1	0	2 7 1	['7']	['V65']	['7']	['V65']	[]	[]	('couperin_concerts', 'c06n03_sarabande', 82)	('couperin_concerts', 'c06n03_sarabande', 84)
224	Bb	I	19	19	10	52.6	6	4	4 5 6 7 5 1 5 3 6 5 4 3 2 3 4 6 4 5 1	['4 5 6 7', '6 5 4 3 2 3 4', '4 5']	['ii6 V IV6 V65', 'ii43 I64 V2 I6 V43 I6 ii65', 'ii65 V']	['4 5 6 7', '2 3 4', '4 5']	['ii6 V IV6 V65', 'V43 I6 ii65', 'ii65 V']	['6 5 4 3 2']	['ii43 I64 V2 I6 V43']	('couperin_concerts', 'c06n03_sarabande', 85)	('couperin_concerts', 'c06n03_sarabande', 103)
225	Bb	IV	4	4	3	75.0	0	3	4 3 2 1	['4 3 2']	['ii6 I6 viio6']	[]	[]	['4 3 2']	['ii6 I6 viio6']	('couperin_concerts', 'c06n03_sarabande', 104)	('couperin_concerts', 'c06n03_sarabande', 107)
226	Bb	I	7	6	4	66.7	3	1	3 2 3 4 5 1	['3 2 3 4 5 5']	['I6 V43 I6 ii65 V V7']	['2 3 4 5 5']	['V43 I6 ii65 V V7']	['3 2']	['I6 V43']	('couperin_concerts', 'c06n03_sarabande', 108)	('couperin_concerts', 'c06n03_sarabande', 114)
227	Bb	I	10	10	0	0.0	0	0	1 5 1 5 3 5 1 6 3 5	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c06n04_air_diable', 0)	('couperin_concerts', 'c06n04_air_diable', 9)
228	Bb	V	24	23	8	34.8	7	1	4 2 5 3 6 4 5 4 7 3 4 2 3 1 2 7 1 3 4 5 1 5 1	['4 5 4', '3 4', '2 3', '1 2', '7 1', '3 4 5']	['ii65 V V2', 'I6 IV(9)', 'ii iii(9)', 'I ii(9)', 'V65 I', 'I6 ii65 V']	['4 5', '3 4', '2 3', '1 2', '7 1', '3 4 5']	['ii65 V', 'I6 IV(9)', 'ii iii(9)', 'I ii(9)', 'V65 I', 'I6 ii65 V']	['5 4']	['V V2']	('couperin_concerts', 'c06n04_air_diable', 10)	('couperin_concerts', 'c06n04_air_diable', 34)
229	Bb	I	10	9	6	66.7	3	3	5 4 3 4 2 7 1 7 1	['5 4 3 4', '7 1 1 7']	['V V2 I6 ii65', 'V65 I ii2 V65']	['3 4', '7 1 1', '7']	['I6 ii65', 'V65 I ii2', 'V65']	['5 4 3', '1 1 7']	['V V2 I6', 'I ii2 V65']	('couperin_concerts', 'c06n04_air_diable', 35)	('couperin_concerts', 'c06n04_air_diable', 44)
230	Bb	IV	10	9	2	22.2	2	0	7 1 3 4 2 5 1 5 1	['7 1', '3 4']	['V65 I', 'I6 ii65']	['7 1', '3 4']	['V65 I', 'I6 ii65']	[]	[]	('couperin_concerts', 'c06n04_air_diable', 46)	('couperin_concerts', 'c06n04_air_diable', 55)
231	Bb	ii	18	17	8	47.1	6	2	3 4 2 3 1 2 #7 1 3 4 5 1 5 4 3 5 1	['3 4', '2 3', '1 2', '#7 1', '3 4 5', '5 5 4 3']	['i6 iv(9)', 'iio III+(9)', 'i iio(9)', 'V65 i', 'i6 ii%65 V', 'V i64 V2 i6']	['3 4', '2 3', '1 2', '#7 1', '3 4 5']	['i6 iv(9)', 'iio III+(9)', 'i iio(9)', 'V65 i', 'i6 ii%65 V']	['5 5 4 3']	['V i64 V2 i6']	('couperin_concerts', 'c06n04_air_diable', 56)	('couperin_concerts', 'c06n04_air_diable', 73)
232	Bb	I	29	27	14	51.9	12	2	2 7 1 6 7 1 3 4 5 1 5 4 3 4 5 1 5 1 3 4 #4 5 7 1 4 5 1	['7 1', '6 7 1', '3 4 5', '5 4 3 4 5', '3 4 #4 5', '7 1', '4 5 5']	['V65 I', 'IVM65 V65 I(9)', 'I6 ii65 V', 'V V2 I6 ii65 V', 'V65/IV IV V65/V V', 'V6 I', 'ii65 V(4) V7']	['7 1', '6 7 1', '3 4 5', '3 4 5', '3 4 #4 5', '7 1', '4 5 5']	['V65 I', 'IVM65 V65 I(9)', 'I6 ii65 V', 'I6 ii65 V', 'V65/IV IV V65/V V', 'V6 I', 'ii65 V(4) V7']	['5 4 3']	['V V2 I6']	('couperin_concerts', 'c06n04_air_diable', 74)	('couperin_concerts', 'c06n04_air_diable', 104)
233	Bb	I	22	20	8	40.0	3	5	1 7 1 3 4 5 1 3 2 5 4 3 5 1 6 4 7 4 3 7	['1 1 7 1', '3 4 5', '3 2', '5 5 4 3', '4 3']	['I V6(4) V65 I', 'I6 ii65 V7', 'I6 V43', 'I64 V ii6 I6', 'V2 I6']	['7 1', '3 4 5']	['V65 I', 'I6 ii65 V7']	['1 1 7', '3 2', '5 5 4 3', '4 3']	['I V6(4) V65', 'I6 V43', 'I64 V ii6 I6', 'V2 I6']	('couperin_concerts', 'c06n05_siciliene', 0)	('couperin_concerts', 'c06n05_siciliene', 22)
234	Bb	V	11	10	2	20.0	2	0	4 2 5 1 3 7 1 4 5 1	['7 1', '4 5 5']	['V65 I', 'IVM7 V(64) V']	['7 1', '4 5 5']	['V65 I', 'IVM7 V(64) V']	[]	[]	('couperin_concerts', 'c06n05_siciliene', 23)	('couperin_concerts', 'c06n05_siciliene', 33)
235	Bb	I	18	16	9	56.2	5	4	7 1 7 1 7 1 5 7 1 7 1 5 3 2 5 1	['7 1 7 1 7 1', '7 1 7 7 1', '3 3 2']	['V65 I V6 I V65 I', 'V65 I V6 V65 I', 'I6 IVM2 V43']	['7 1', '7 1', '7 1', '7 1', '7 7 1']	['V65 I', 'V6 I', 'V65 I', 'V65 I', 'V6 V65 I']	['1 7', '1 7', '1 7 7', '3 3 2']	['I V6', 'I V65', 'I V6 V65', 'I6 IVM2 V43']	('couperin_concerts', 'c06n05_siciliene', 34)	('couperin_concerts', 'c06n05_siciliene', 51)
236	Bb	IV	11	9	3	33.3	2	1	3 2 7 1 3 4 1 5 1	['3 3 2', '7 1', '3 4']	['I6 IVM2 V43', 'V65 I', 'I6 ii65']	['7 1', '3 4']	['V65 I', 'I6 ii65']	['3 3 2']	['I6 IVM2 V43']	('couperin_concerts', 'c06n05_siciliene', 52)	('couperin_concerts', 'c06n05_siciliene', 63)
237	Bb	ii	19	18	12	66.7	5	7	1 4 5 #7 3 2 1 #7 5 4 3 2 3 4 5 6 5 1	['4 5', '3 2 1 #7', '5 4 3 2 3 4 5 6 5 5']	['IV V', 'i6 V43 i V6', 'i64 V2 i6 V64 i6 ii%65 V ii%43 V(64) V']	['4 5', '2 3 4 5 6']	['IV V', 'V64 i6 ii%65 V ii%43']	['3 2 1 #7', '5 4 3 2', '6 5 5']	['i6 V43 i V6', 'i64 V2 i6 V64', 'ii%43 V(64) V']	('couperin_concerts', 'c06n05_siciliene', 64)	('couperin_concerts', 'c06n05_siciliene', 82)
238	Bb	I	44	42	24	57.1	11	13	7 1 6 5 3 2 7 1 3 4 5 7 3 2 1 7 5 4 3 2 5 1 7 1 7 1 5 7 1 7 1 7 1 5 3 6 7 1 4 3 5 1	['7 1', '6 5', '3 3 2', '7 1', '3 4 5', '3 2 1 7', '5 4 3 2', '1 7 1 7 1', '7 1 7 1 7 1', '6 7 1', '4 3']	['V65 I', 'V43/V V', 'I6 IVM2 V43', 'V65 I', 'I6 ii65 V', 'I6 V43 I V6', 'I64 V2 I6 V64', 'I V65 I V65 I', 'V65 I V6 I V65 I', 'vi7 V65 I', 'V2 I6']	['7 1', '7 1', '3 4 5', '7 1', '7 1', '7 1', '7 1', '7 1', '6 7 1']	['V65 I', 'V65 I', 'I6 ii65 V', 'V65 I', 'V65 I', 'V65 I', 'V6 I', 'V65 I', 'vi7 V65 I']	['6 5', '3 3 2', '3 2 1 7', '5 4 3 2', '1 7', '1 7', '1 7', '1 7', '4 3']	['V43/V V', 'I6 IVM2 V43', 'I6 V43 I V6', 'I64 V2 I6 V64', 'I V65', 'I V65', 'I V6', 'I V65', 'V2 I6']	('couperin_concerts', 'c06n05_siciliene', 84)	('couperin_concerts', 'c06n05_siciliene', 128)
239	g	i	17	16	6	37.5	1	5	5 2 3 #7 5 1 6 5 4 3 2 1 5 1 6 4	['2 3', '6 5 4 3 2 1']	['V43 i6', 'iv6 V43/iv iv i6 V43 i']	['2 3']	['V43 i6']	['6 5 4 3 2 1']	['iv6 V43/iv iv i6 V43 i']	('couperin_concerts', 'c07n01_grave', 0)	('couperin_concerts', 'c07n01_grave', 17)
240	g	III	6	5	2	40.0	2	0	5 3 4 5 1	['3 4 5 5']	['I6 ii65 V(4) V']	['3 4 5 5']	['I6 ii65 V(4) V']	[]	[]	('couperin_concerts', 'c07n01_grave', 18)	('couperin_concerts', 'c07n01_grave', 23)
241	g	i	6	6	1	16.7	1	0	5 2 3 #7 5 1	['2 3']	['V43 i6']	['2 3']	['V43 i6']	[]	[]	('couperin_concerts', 'c07n01_grave', 25)	('couperin_concerts', 'c07n01_grave', 30)
242	g	v	11	10	5	50.0	3	2	2 1 #7 1 5 #7 1 4 5 1	['2 1 #7 1', '#7 1', '4 4 5']	['V43 i V65 i', 'V65 i', 'iv7 ii%65 V']	['#7 1', '#7 1', '4 4 5']	['V65 i', 'V65 i', 'iv7 ii%65 V']	['2 1 #7']	['V43 i V65']	('couperin_concerts', 'c07n01_grave', 31)	('couperin_concerts', 'c07n01_grave', 41)
243	g	VII	6	6	4	66.7	4	0	6 7 1 3 #4 5	['6 7 1', '3 #4']	['IV6 viio I', 'I6 V65/V']	['6 7 1', '3 #4']	['IV6 viio I', 'I6 V65/V']	[]	[]	('couperin_concerts', 'c07n01_grave', 42)	('couperin_concerts', 'c07n01_grave', 47)
244	g	i	35	32	11	34.4	10	1	#6 #7 1 3 4 5 3 2 3 #7 1 4 2 #7 2 3 1 5 1 5 2 3 #7 1 4 2 #7 2 3 1 5 1	['#6 #7 1', '3 4 5', '3 2 3', '#7 1', '2 3', '2 3', '#7 1', '2 3']	['IV6 #viio i', 'i6 ii%65 V', 'i6 V43 i6', 'V65 V/iv', 'V43 i6', 'V43 i6', 'V65 V/iv', 'V43 i6']	['#6 #7 1', '3 4 5', '2 3', '#7 1', '2 3', '2 3', '#7 1', '2 3']	['IV6 #viio i', 'i6 ii%65 V', 'V43 i6', 'V65 V/iv', 'V43 i6', 'V43 i6', 'V65 V/iv', 'V43 i6']	['3 2']	['i6 V43']	('couperin_concerts', 'c07n01_grave', 48)	('couperin_concerts', 'c07n01_grave', 84)
245	g	i	8	7	0	0.0	0	0	1 3 5 1 3 7 5	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c07n02_allemande', 0)	('couperin_concerts', 'c07n02_allemande', 7)
246	g	III	4	4	0	0.0	0	0	5 7 5 1	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c07n02_allemande', 8)	('couperin_concerts', 'c07n02_allemande', 11)
247	g	VII	7	6	1	16.7	1	0	2 5 1 4 5 1	['4 5 5']	['IV V(4) V']	['4 5 5']	['IV V(4) V']	[]	[]	('couperin_concerts', 'c07n02_allemande', 12)	('couperin_concerts', 'c07n02_allemande', 18)
248	g	iv	3	3	0	0.0	0	0	1 3 5	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c07n02_allemande', 19)	('couperin_concerts', 'c07n02_allemande', 21)
249	g	v	29	26	6	23.1	3	3	4 1 3 1 7 6 5 3 1 4 5 1 4 7 3 6 2 5 #7 5 1 5 3 4 5 1	['1 7 7 6 6 5', '4 5', '3 4 5 5']	['VI6 v6(2) v6 iv6(2) iv6 V', 'ii%65 V', 'i6 ii%65 V(4) V']	['4 5', '3 4 5 5']	['ii%65 V', 'i6 ii%65 V(4) V']	['1 7 7 6 6 5']	['VI6 v6(2) v6 iv6(2) iv6 V']	('couperin_concerts', 'c07n02_allemande', 22)	('couperin_concerts', 'c07n02_allemande', 51)
250	g	III	8	7	0	0.0	0	0	1 5 7 2 6 1 3	[]	[]	[]	[]	[]	[]	('couperin_concerts', 'c07n02_allemande', 52)	('couperin_concerts', 'c07n02_allemande', 59)
251	g	iv	20	16	5	31.2	0	5	#7 5 1 7 6 5 4 3 1 4 2 5 1 5 3 1	['1 1 7 7 6 6 5 4 3']	['i VI6 v6(2) v6 iv6(2) iv6 V V2 i6']	[]	[]	['1 1 7 7 6 6 5 4 3']	['i VI6 v6(2) v6 iv6(2) iv6 V V2 i6']	('couperin_concerts', 'c07n02_allemande', 60)	('couperin_concerts', 'c07n02_allemande', 79)
252	g	i	54	51	15	29.4	13	2	1 3 5 2 3 4 5 6 2 1 5 1 5 #3 1 4 2 7 3 1 2 #7 1 4 7 3 6 2 5 #7 1 5 1 4 5 1 7 3 6 2 5 3 4 5 #7 1 5 3 4 5 1	['2 3 4 5 6', '2 1', '1 2', '#7 1', '#7 1', '4 5 5', '1 1 7', '3 4 5', '#7 1', '3 4 5 5']	['V43 i6 ii%65 i64 ii%43', 'V43 i', 'VI6 iio', 'V65 i', 'V65 i', 'ii%65 V(4) V', 'i iv64 VII7', 'i6 IV7 V', 'V65 i', 'i6 ii%65 V(4) V']	['2 3 4 5 6', '1 2', '#7 1', '#7 1', '4 5 5', '3 4 5', '#7 1', '3 4 5 5']	['V43 i6 ii%65 i64 ii%43', 'VI6 iio', 'V65 i', 'V65 i', 'ii%65 V(4) V', 'i6 IV7 V', 'V65 i', 'i6 ii%65 V(4) V']	['2 1', '1 1 7']	['V43 i', 'i iv64 VII7']	('couperin_concerts', 'c07n02_allemande', 81)	('couperin_concerts', 'c07n02_allemande', 138)
253	g	i	18	15	9	60.0	0	9	1 6 5 1 #7 3 2 1 6 5 4 3 2 1 5	['6 5', '1 #7', '3 2 2 1 1', '6 5 4 3 2 1']	['ii%43 V', 'i V65', 'i6 ii%7 V43 i i', 'ii%43 i64 V2 i6 V43 i']	[]	[]	['6 5', '1 #7', '3 2 2 1 1', '6 5 4 3 2 1']	['ii%43 V', 'i V65', 'i6 ii%7 V43 i i', 'ii%43 i64 V2 i6 V43 i']	('couperin_concerts', 'c07n03_sarabande', 0)	('couperin_concerts', 'c07n03_sarabande', 17)
254	g	iv	7	7	1	14.3	1	0	5 3 1 6 4 5 1	['4 5']	['ii%65 V7']	['4 5']	['ii%65 V7']	[]	[]	('couperin_concerts', 'c07n03_sarabande', 18)	('couperin_concerts', 'c07n03_sarabande', 24)
