quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
38	1.0	13	13	1/2	1/2	3/4	4	1	1/4		1/4	1		-4	44	98
38	1.0	13	13	1/2	1/2	3/4	3	1	1/4		1/4	1		-4	56	96
38	1.0	13	13	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	68	93
38	1.0	13	13	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	90
39	2.0	14	14	0	0	3/4	4	1	1/2		1/2	1		-1	53	105
39	2.0	14	14	0	0	3/4	2	1	1/2		1/2	1		0	60	101
39	2.0	14	14	0	0	3/4	3	1	1/2		1/2	1		0	60	103
39	2.0	14	14	0	0	3/4	1	1	1/2		1/2	1		-4	68	99
41	1.0	14	14	1/2	1/2	3/4	4	1	1/4		1/4	1		-4	56	106
41	1.0	14	14	1/2	1/2	3/4	3	1	1/4		1/4	1		0	60	104
41	1.0	14	14	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	102
41	1.0	14	14	1/2	1/2	3/4	1	1	1/4		1/4	1		0	72	100
42	2.0	15	15	0	0	3/4	4	1	1/2		1/2	1		1	55	114
42	2.0	15	15	0	0	3/4	3	1	1/2		1/2	1		0	60	112
42	2.0	15	15	0	0	3/4	2	1	1/2		1/2	1		4	64	110
42	1.0	15	15	0	0	3/4	1	1	1/4		1/4	1		0	72	107
43	1.0	15	15	1/4	1/4	3/4	1	1	1/4		1/4	1		-2	70	108
44	1.0	15	15	1/2	1/2	3/4	4	1	1/4		1/4	1		0	48	115
44	1.0	15	15	1/2	1/2	3/4	3	1	1/4		1/4	1		0	60	113
44	1.0	15	15	1/2	1/2	3/4	2	1	1/4		1/4	1		4	64	111
44	1.0	15	15	1/2	1/2	3/4	1	1	1/4		1/4	1		-2	70	109
45	2.0	16	16	0	0	3/4	4	1	1/2		1/2	1		-1	53	124
45	2.0	16	16	0	0	3/4	3	1	1/2		1/2	1		0	60	122
45	1.0	16	16	0	0	3/4	2	1	1/4		1/4	1		4	64	119
45	1.0	16	16	0	0	3/4	1	1	1/4		1/4	1		-2	70	116
46	1.0	16	16	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	65	120
46	1.0	16	16	1/4	1/4	3/4	1	1	1/4		1/4	1		-4	68	117
47	1.0	16	16	1/2	1/2	3/4	4	1	1/4		1/4	1		-1	41	125
47	1.0	16	16	1/2	1/2	3/4	3	1	1/4		1/4	1		0	60	123
47	1.0	16	16	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	121
47	1.0	16	16	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	68	118
48	1.0	17	17	0	0	3/4	3	1	1/4		1/4	1		-5	61	128
48	3.0	17	17	0	0	3/4	2	1	3/4		1/2	3/2	1	-5	73	127
48	3.0	17	17	0	0	3/4	1	1	3/4		1/2	3/2	1	-1	77	126
49	1.0	17	17	1/4	1/4	3/4	3	1	1/4		1/4	1		-1	65	129
50	1.0	17	17	1/2	1/2	3/4	3	1	1/4		1/4	1		-6	66	130
51	2.0	18	18	0	0	3/4	4	1	1/2		1/2	1		-4	56	138
51	1.0	18	18	0	0	3/4	3	1	1/4		1/4	1		-4	68	137
51	1.0	18	18	0	0	3/4	2	1	1/4		1/4	1	-1	-5	73	134
51	1.0	18	18	0	0	3/4	1	1	1/4		1/4	1	-1	-1	77	131
52	1.0	18	18	1/4	1/4	3/4	2	1	1/4		1/4	1		0	72	135
52	1.0	18	18	1/4	1/4	3/4	1	1	1/4		1/4	1		-3	75	132
53	0.5	18	18	1/2	1/2	3/4	4	1	1/8		1/8	1		-6	54	139
53	1.0	18	18	1/2	1/2	3/4	2	1	1/4		1/4	1		2	74	136
53	1.0	18	18	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77	133
107/2	0.5	18	18	5/8	5/8	3/4	4	1	1/8		1/8	1		-1	53	140
54	1.0	19	19	0	0	3/4	4	1	1/4		1/4	1		-3	51	146
54	1.0	19	19	0	0	3/4	3	1	1/4		1/4	1		-3	63	143
54	3.0	19	19	0	0	3/4	2	1	3/4		1/2	3/2	1	-3	75	142
54	3.0	19	19	0	0	3/4	1	1	3/4		1/2	3/2	1	-6	78	141
55	1.0	19	19	1/4	1/4	3/4	3	1	1/4		1/4	1		-6	66	144
56	1.0	19	19	1/2	1/2	3/4	3	1	1/4		1/4	1		-4	68	145
57	2.0	20	20	0	0	3/4	4	1	1/2		1/2	1		-2	58	154
57	1.0	20	20	0	0	3/4	3	1	1/4		1/4	1		-2	70	153
57	1.0	20	20	0	0	3/4	2	1	1/4		1/4	1	-1	-3	75	150
57	1.0	20	20	0	0	3/4	1	1	1/4		1/4	1	-1	-6	78	147
58	1.0	20	20	1/4	1/4	3/4	2	1	1/4		1/4	1		2	74	151
58	1.0	20	20	1/4	1/4	3/4	1	1	1/4		1/4	1		-1	77	148
59	0.5	20	20	1/2	1/2	3/4	4	1	1/8		1/8	1		-4	56	155
59	1.0	20	20	1/2	1/2	3/4	2	1	1/4		1/4	1		4	76	152
59	1.0	20	20	1/2	1/2	3/4	1	1	1/4		1/4	1		1	79	149
119/2	0.5	20	20	5/8	5/8	3/4	4	1	1/8		1/8	1		1	55	156
60	1.0	21	21	0	0	3/4	4	1	1/4		1/4	1		-1	53	162
60	1.0	21	21	0	0	3/4	3	1	1/4		1/4	1		-1	65	159
60	3.0	21	21	0	0	3/4	2	1	3/4		1/2	3/2	1	-1	77	158
60	3.0	21	21	0	0	3/4	1	1	3/4		1/2	3/2	1	-4	80	157
61	1.0	21	21	1/4	1/4	3/4	4	1	1/4		1/4	1		-4	56	163
61	1.0	21	21	1/4	1/4	3/4	3	1	1/4		1/4	1		-4	68	160
62	1.0	21	21	1/2	1/2	3/4	4	1	1/4		1/4	1		-2	58	164
62	1.0	21	21	1/2	1/2	3/4	3	1	1/4		1/4	1		-2	70	161
63	2.0	22	22	0	0	3/4	4	1	1/2		1/2	1		0	60	174
63	2.0	22	22	0	0	3/4	3	1	1/2		1/2	1		0	72	171
63	1.0	22	22	0	0	3/4	2	1	1/4		1/4	1	-1	-1	77	168
63	1.0	22	22	0	0	3/4	1	1	1/4		1/4	1	-1	-4	80	165
64	1.0	22	22	1/4	1/4	3/4	2	1	1/4		1/4	1		4	76	169
64	1.0	22	22	1/4	1/4	3/4	1	1	1/4		1/4	1		1	79	166
65	0.5	22	22	1/2	1/2	3/4	4	1	1/8		1/8	1		-2	58	175
65	0.5	22	22	1/2	1/2	3/4	3	1	1/8		1/8	1		-2	70	172
65	1.0	22	22	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	77	170
65	1.0	22	22	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	80	167
131/2	0.5	22	22	5/8	5/8	3/4	4	1	1/8		1/8	1		-4	56	176
131/2	0.5	22	22	5/8	5/8	3/4	3	1	1/8		1/8	1		-4	68	173
66	1.0	23	23	0	0	3/4	4	1	1/4		1/4	1		1	55	182
66	1.0	23	23	0	0	3/4	3	1	1/4		1/4	1		1	67	179
66	3.0	23	23	0	0	3/4	2	1	3/4		1/2	3/2	1	1	79	178
66	3.0	23	23	0	0	3/4	1	1	3/4		1/2	3/2	1	-2	82	177
67	1.0	23	23	1/4	1/4	3/4	4	1	1/4		1/4	1		-1	53	183
67	1.0	23	23	1/4	1/4	3/4	3	1	1/4		1/4	1		-1	65	180
68	1.0	23	23	1/2	1/2	3/4	4	1	1/4		1/4	1		4	52	184
68	1.0	23	23	1/2	1/2	3/4	3	1	1/4		1/4	1		4	64	181
69	1.0	24	24	0	0	3/4	4	1	1/4		1/4	1		-1	53	194
69	1.0	24	24	0	0	3/4	3	1	1/4		1/4	1		-1	65	191
69	1.0	24	24	0	0	3/4	2	1	1/4		1/4	1	-1	1	79	188
69	1.0	24	24	0	0	3/4	1	1	1/4		1/4	1	-1	-2	82	185
70	1.0	24	24	1/4	1/4	3/4	4	1	1/4		1/4	1		-5	49	195
70	1.0	24	24	1/4	1/4	3/4	3	1	1/4		1/4	1		-5	61	192
70	1.0	24	24	1/4	1/4	3/4	2	1	1/4		1/4	1		-1	77	189
70	1.0	24	24	1/4	1/4	3/4	1	1	1/4		1/4	1		-4	80	186
71	1.0	24	24	1/2	1/2	3/4	4	1	1/4		1/4	1		5	47	196
71	1.0	24	24	1/2	1/2	3/4	3	1	1/4		1/4	1		5	59	193
71	1.0	24	24	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	77	190
71	1.0	24	24	1/2	1/2	3/4	1	1	1/4		1/4	1		-4	80	187
72	1.0	25	25	0	0	3/4	4	1	1/4		1/4	1		0	48	203
72	1.0	25	25	0	0	3/4	3	1	1/4		1/4	1		0	60	201
72	1.0	25	25	0	0	3/4	2	1	1/4		1/4	1		4	76	200
72	1.0	25	25	0	0	3/4	1	1	1/4		1/4	1		1	79	197
73	1.0	25	25	1/4	1/4	3/4	4	1	1/4		1/4	1		0	60	204
73	1.0	25	25	1/4	1/4	3/4	3	1	1/4		1/4	1		0	72	202
74	0.0	25	25	1/2	1/2	3/4	1	1	0	acciaccatura	1/8	1		5	83	198
74	1.0	25	25	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	199
75	1.0	26	26	0	0	3/4	4	1	1/4		1/4	1		0	48	211
75	1.0	26	26	0	0	3/4	3	1	1/4		1/4	1		0	60	209
75	1.0	26	26	0	0	3/4	2	1	1/4		1/4	1		-1	77	208
75	1.0	26	26	0	0	3/4	1	1	1/4		1/4	1		-4	80	205
76	1.0	26	26	1/4	1/4	3/4	4	1	1/4		1/4	1		0	60	212
76	1.0	26	26	1/4	1/4	3/4	3	1	1/4		1/4	1		0	72	210
77	0.0	26	26	1/2	1/2	3/4	1	1	0	acciaccatura	1/8	1		5	83	206
77	1.0	26	26	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	207
78	1.0	27	27	0	0	3/4	4	1	1/4		1/4	1		0	48	219
78	1.0	27	27	0	0	3/4	3	1	1/4		1/4	1		0	60	217
78	1.0	27	27	0	0	3/4	2	1	1/4		1/4	1		4	76	216
78	1.0	27	27	0	0	3/4	1	1	1/4		1/4	1		1	79	213
79	1.0	27	27	1/4	1/4	3/4	4	1	1/4		1/4	1		0	60	220
79	1.0	27	27	1/4	1/4	3/4	3	1	1/4		1/4	1		0	72	218
80	0.0	27	27	1/2	1/2	3/4	1	1	0	acciaccatura	1/8	1		5	83	214
80	1.0	27	27	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	215
81	1.0	28	28	0	0	3/4	4	1	1/4		1/4	1		0	48	227
81	1.0	28	28	0	0	3/4	3	1	1/4		1/4	1		0	60	225
81	1.0	28	28	0	0	3/4	2	1	1/4		1/4	1		-1	65	224
81	1.0	28	28	0	0	3/4	1	1	1/4		1/4	1		-4	80	221
82	1.0	28	28	1/4	1/4	3/4	4	1	1/4		1/4	1		0	60	228
82	1.0	28	28	1/4	1/4	3/4	3	1	1/4		1/4	1		0	72	226
83	0.0	28	28	1/2	1/2	3/4	1	1	0	acciaccatura	1/8	1		5	83	222
83	1.0	28	28	1/2	1/2	3/4	1	1	1/4		1/4	1		0	84	223
84	1.0	29	29	0	0	3/4	4	1	1/4		1/4	1		0	48	234
84	1.0	29	29	0	0	3/4	2	1	1/4		1/4	1		0	60	230
84	1.0	29	29	0	0	3/4	3	1	1/4		1/4	1		4	64	233
84	1.0	29	29	0	0	3/4	1	1	1/4		1/4	1		1	79	229
85	1.0	29	29	1/4	1/4	3/4	2	1	1/4		1/4	1		4	64	231
86	1.0	29	29	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	65	232
87	1.0	30	30	0	0	3/4	3	1	1/4		1/4	1		4	52	239
87	1.0	30	30	0	0	3/4	4	1	1/4		1/4	1		1	55	242
87	1.0	30	30	0	0	3/4	1	1	1/4		1/4	1		0	60	235
87	1.0	30	30	0	0	3/4	2	1	1/4		1/4	1		1	67	238
88	1.0	30	30	1/4	1/4	3/4	4	1	1/4		1/4	1		4	52	243
88	1.0	30	30	1/4	1/4	3/4	3	1	1/4		1/4	1		0	60	240
88	1.0	30	30	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	236
89	1.0	30	30	1/2	1/2	3/4	4	1	1/4		1/4	1		2	50	244
89	1.0	30	30	1/2	1/2	3/4	3	1	1/4		1/4	1		2	62	241
89	1.0	30	30	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	65	237
90	1.0	31	31	0	0	3/4	4	1	1/4		1/4	1		0	48	250
90	1.0	31	31	0	0	3/4	3	1	1/4		1/4	1		4	64	249
90	1.0	31	31	0	0	3/4	1	1	1/4		1/4	1		1	67	245
90	1.0	31	31	0	0	3/4	2	1	1/4		1/4	1		0	72	246
91	1.0	31	31	1/4	1/4	3/4	2	1	1/4		1/4	1		4	76	247
92	1.0	31	31	1/2	1/2	3/4	2	1	1/4		1/4	1		-1	77	248
93	1.0	32	32	0	0	3/4	4	1	1/4		1/4	1		1	43	258
93	1.0	32	32	0	0	3/4	3	1	1/4		1/4	1		-2	58	255
93	1.0	32	32	0	0	3/4	1	1	1/4		1/4	1		0	72	251
93	1.0	32	32	0	0	3/4	2	1	1/4		1/4	1		1	79	254
94	1.0	32	32	1/4	1/4	3/4	4	1	1/4		1/4	1		4	40	259
94	1.0	32	32	1/4	1/4	3/4	3	1	1/4		1/4	1		1	55	256
94	1.0	32	32	1/4	1/4	3/4	1	1	1/4		1/4	1		4	76	252
95	1.0	32	32	1/2	1/2	3/4	4	1	1/4		1/4	1		2	38	260
95	1.0	32	32	1/2	1/2	3/4	3	1	1/4		1/4	1		-1	53	257
95	1.0	32	32	1/2	1/2	3/4	1	1	1/4		1/4	1		-1	77	253
96	1.0	33	33	0	0	3/4	4	1	1/4		1/4	1		0	36	266
96	1.0	33	33	0	0	3/4	3	1	1/4		1/4	1		4	52	265
96	1.0	33	33	0	0	3/4	2	1	1/4		1/4	1		4	64	262
96	1.0	33	33	0	0	3/4	1	1	1/4		1/4	1		1	79	261
97	1.0	33	33	1/4	1/4	3/4	2	1	1/4		1/4	1		1	67	263
98	1.0	33	33	1/2	1/2	3/4	2	1	1/4		1/4	1		3	69	264
99	1.0	34	34	0	0	3/4	4	1	1/4		1/4	1		1	55	274
99	1.0	34	34	0	0	3/4	1	1	1/4		1/4	1		4	64	267
99	1.0	34	34	0	0	3/4	2	1	1/4		1/4	1		-2	70	270
99	1.0	34	34	0	0	3/4	3	1	1/4		1/4	1		-2	70	271
100	1.0	34	34	1/4	1/4	3/4	4	1	1/4		1/4	1		4	52	275
100	1.0	34	34	1/4	1/4	3/4	1	1	1/4		1/4	1		1	67	268
100	1.0	34	34	1/4	1/4	3/4	3	1	1/4		1/4	1		1	67	272
101	1.0	34	34	1/2	1/2	3/4	4	1	1/4		1/4	1		2	50	276
101	1.0	34	34	1/2	1/2	3/4	3	1	1/4		1/4	1		-1	65	273
101	1.0	34	34	1/2	1/2	3/4	1	1	1/4		1/4	1		3	69	269
102	1.0	35	35	0	0	3/4	4	1	1/4		1/4	1		0	48	282
102	1.0	35	35	0	0	3/4	3	1	1/4		1/4	1		4	64	281
102	1.0	35	35	0	0	3/4	1	1	1/4		1/4	1		-2	70	277
102	1.0	35	35	0	0	3/4	2	1	1/4		1/4	1		4	76	278
103	1.0	35	35	1/4	1/4	3/4	2	1	1/4		1/4	1		1	79	279
104	1.0	35	35	1/2	1/2	3/4	2	1	1/4		1/4	1		3	81	280
105	1.0	36	36	0	0	3/4	4	1	1/4		1/4	1		0	48	290
105	1.0	36	36	0	0	3/4	2	1	1/4		1/4	1		-2	82	285
106	1.0	36	36	1/4	1/4	3/4	4	1	1/4		1/4	1		-2	46	291
106	1.0	36	36	1/4	1/4	3/4	2	1	1/4		1/4	1		1	55	286
106	1.0	36	36	1/4	1/4	3/4	3	1	1/4		1/4	1		0	60	288
106	1.0	36	36	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	283
107	1.0	36	36	1/2	1/2	3/4	4	1	1/4		1/4	1		1	43	292
107	1.0	36	36	1/2	1/2	3/4	2	1	1/4		1/4	1		1	55	287
107	1.0	36	36	1/2	1/2	3/4	3	1	1/4		1/4	1		0	60	289
107	1.0	36	36	1/2	1/2	3/4	1	1	1/4		1/4	1		4	64	284
108	1.0	37	37	0	0	3/4	4	1	1/4		1/4	1		-1	41	298
108	2.0	37	37	0	0	3/4	2	1	1/2		1/2	1		3	57	294
108	2.0	37	37	0	0	3/4	3	1	1/2		1/2	1		0	60	296
108	3.0	37	37	0	0	3/4	1	1	3/4		1/2	3/2	1	-1	65	293
109	1.0	37	37	1/4	1/4	3/4	4	1	1/4		1/4	1		3	45	299
110	1.0	37	37	1/2	1/2	3/4	4	1	1/4		1/4	1		5	47	300
110	1.0	37	37	1/2	1/2	3/4	2	1	1/4		1/4	1		-4	56	295
110	1.0	37	37	1/2	1/2	3/4	3	1	1/4		1/4	1	1	2	62	297
111	2.0	38	38	0	0	3/4	4	1	1/2		1/2	1		0	48	309
111	2.0	38	38	0	0	3/4	2	1	1/2		1/2	1		1	55	304
111	1.0	38	38	0	0	3/4	3	1	1/4		1/4	1	-1	2	62	306
111	1.0	38	38	0	0	3/4	1	1	1/4		1/4	1	-1	-1	65	301
112	1.0	38	38	1/4	1/4	3/4	3	1	1/4		1/4	1		0	60	307
112	1.0	38	38	1/4	1/4	3/4	1	1	1/4		1/4	1		4	64	302
113	0.5	38	38	1/2	1/2	3/4	4	1	1/8		1/8	1		-2	46	310
113	1.0	38	38	1/2	1/2	3/4	2	1	1/4		1/4	1	1	0	60	305
113	1.0	38	38	1/2	1/2	3/4	3	1	1/4		1/4	1		2	62	308
113	1.0	38	38	1/2	1/2	3/4	1	1	1/4		1/4	1		6	66	303
227/2	0.5	38	38	5/8	5/8	3/4	4	1	1/8		1/8	1		3	45	311
114	1.0	39	39	0	0	3/4	4	1	1/4		1/4	1		1	43	318
114	1.0	39	39	0	0	3/4	2	1	1/4		1/4	1	-1	0	60	313
114	2.0	39	39	0	0	3/4	3	1	1/2		1/2	1		2	62	316
114	3.0	39	39	0	0	3/4	1	1	3/4		1/2	3/2	1	1	67	312
115	1.0	39	39	1/4	1/4	3/4	4	1	1/4		1/4	1		5	47	319
115	1.0	39	39	1/4	1/4	3/4	2	1	1/4		1/4	1		5	59	314
116	1.0	39	39	1/2	1/2	3/4	4	1	1/4		1/4	1		7	49	320
116	1.0	39	39	1/2	1/2	3/4	2	1	1/4		1/4	1		-2	58	315
116	1.0	39	39	1/2	1/2	3/4	3	1	1/4		1/4	1	1	4	64	317
117	2.0	40	40	0	0	3/4	4	1	1/2		1/2	1		2	50	329
117	2.0	40	40	0	0	3/4	2	1	1/2		1/2	1		3	57	324
117	1.0	40	40	0	0	3/4	3	1	1/4		1/4	1	-1	4	64	326
117	1.0	40	40	0	0	3/4	1	1	1/4		1/4	1	-1	1	67	321
118	1.0	40	40	1/4	1/4	3/4	3	1	1/4		1/4	1		2	62	327
118	1.0	40	40	1/4	1/4	3/4	1	1	1/4		1/4	1		6	66	322
119	0.5	40	40	1/2	1/2	3/4	4	1	1/8		1/8	1		0	48	330
119	1.0	40	40	1/2	1/2	3/4	2	1	1/4		1/4	1	1	2	62	325
119	1.0	40	40	1/2	1/2	3/4	3	1	1/4		1/4	1		4	64	328
119	1.0	40	40	1/2	1/2	3/4	1	1	1/4		1/4	1		8	68	323
239/2	0.5	40	40	5/8	5/8	3/4	4	1	1/8		1/8	1		5	47	331
120	1.0	41	41	0	0	3/4	4	1	1/4		1/4	1		3	45	339
120	1.0	41	41	0	0	3/4	2	1	1/4		1/4	1	-1	2	62	334
120	2.0	41	41	0	0	3/4	3	1	1/2		1/2	1		4	64	337
120	2.0	41	41	0	0	3/4	1	1	1/2		1/2	1		3	69	332
121	1.0	41	41	1/4	1/4	3/4	4	1	1/4		1/4	1		0	48	340
121	1.0	41	41	1/4	1/4	3/4	2	1	1/4		1/4	1		0	60	335
