quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
15	1.0	11	11	0	0	3/8	2	1	1/4		1/4	1		-4	68		113
15	1.0	11	11	0	0	3/8	1	1	1/4		1/4	1		0	72		110
16	0.25	11	11	1/4	1/4	3/8	4	1	1/16		1/16	1		-3	51		117
16	0.25	11	11	1/4	1/4	3/8	2	1	1/16		1/16	1		0	72		114
16	0.25	11	11	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75		111
65/4	0.25	11	11	5/16	5/16	3/8	4	1	1/16		1/16	1		-1	53		118
65/4	0.25	11	11	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	70		115
65/4	0.25	11	11	5/16	5/16	3/8	1	1	1/16		1/16	1		-5	73		112
33/2	0.5	12	12	0	0	3/8	4	1	1/8		1/8	1		-6	54		128
33/2	0.5	12	12	0	0	3/8	3	1	1/8		1/8	1	-1	-4	56		125
33/2	0.5	12	12	0	0	3/8	2	1	1/8		1/8	1		-4	68		122
33/2	0.5	12	12	0	0	3/8	1	1	1/8		1/8	1		0	72		119
17	0.5	12	12	1/8	1/8	3/8	4	1	1/8		1/8	1		-1	53		129
17	0.5	12	12	1/8	1/8	3/8	3	1	1/8		1/8	1		-4	68		126
17	0.5	12	12	1/8	1/8	3/8	2	1	1/8		1/8	1		-2	70		123
17	0.5	12	12	1/8	1/8	3/8	1	1	1/8		1/8	1		-5	73		120
35/2	0.5	12	12	1/4	1/4	3/8	4	1	1/8		1/8	1		-3	51		130
35/2	0.5	12	12	1/4	1/4	3/8	3	1	1/8		1/8	1		-4	56		127
35/2	0.5	12	12	1/4	1/4	3/8	3	1	1/8		1/8	1		-6	66		127
35/2	0.5	12	12	1/4	1/4	3/8	2	1	1/8		1/8	1		0	72		124
35/2	0.5	12	12	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	75		121
18	1.0	13	13	0	0	3/8	4	1	1/4		1/4	1		-5	49		140
18	1.0	13	13	0	0	3/8	3	1	1/4		1/4	1		-4	56		137
18	1.0	13	13	0	0	3/8	3	1	1/4		1/4	1		-1	65		137
18	1.0	13	13	0	0	3/8	2	1	1/4		1/4	1		-5	73		134
18	1.0	13	13	0	0	3/8	1	1	1/4		1/4	1		-1	77		131
19	0.25	13	13	1/4	1/4	3/8	4	1	1/16		1/16	1		0	48		141
19	0.25	13	13	1/4	1/4	3/8	3	1	1/16		1/16	1		-4	56		138
19	0.25	13	13	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	75		135
19	0.25	13	13	1/4	1/4	3/8	1	1	1/16		1/16	1		-6	78		132
77/4	0.25	13	13	5/16	5/16	3/8	4	1	1/16		1/16	1		-5	49		142
77/4	0.25	13	13	5/16	5/16	3/8	3	1	1/16		1/16	1		-1	65		139
77/4	0.25	13	13	5/16	5/16	3/8	2	1	1/16		1/16	1		-5	73		136
77/4	0.25	13	13	5/16	5/16	3/8	1	1	1/16		1/16	1		-1	77		133
39/2	1.0	14	14	0	0	3/8	4	1	1/4		1/4	1		3	45		154
39/2	1.0	14	14	0	0	3/8	3	1	1/4		1/4	1		-1	65		151
39/2	0.5	14	14	0	0	3/8	2	1	1/8		1/8	1		-5	73		147
39/2	0.5	14	14	0	0	3/8	1	1	1/8		1/8	1		-1	77		143
20	0.5	14	14	1/8	1/8	3/8	2	1	1/8		1/8	1		0	72		148
20	0.5	14	14	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	75		144
41/2	0.25	14	14	1/4	1/4	3/8	4	1	1/16		1/16	1		-1	41		155
41/2	0.25	14	14	1/4	1/4	3/8	3	1	1/16		1/16	1		-1	53		152
41/2	0.25	14	14	1/4	1/4	3/8	2	1	1/16		1/16	1		-5	73		149
41/2	0.25	14	14	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	77		145
83/4	0.25	14	14	5/16	5/16	3/8	4	1	1/16		1/16	1		3	45		156
83/4	0.25	14	14	5/16	5/16	3/8	3	1	1/16		1/16	1		-1	65		153
83/4	0.25	14	14	5/16	5/16	3/8	2	1	1/16		1/16	1		0	72		150
83/4	0.25	14	14	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	75		146
21	0.75	15	15	0	0	3/8	4	1	3/16		1/8	3/2		-2	46		171
21	0.75	15	15	0	0	3/8	3	1	3/16		1/8	3/2		-1	65		167
21	0.5	15	15	0	0	3/8	2	1	1/8		1/8	1		0	72		162
21	0.5	15	15	0	0	3/8	1	1	1/8		1/8	1		-3	75		157
43/2	0.25	15	15	1/8	1/8	3/8	2	1	1/16		1/16	1		-2	70		163
43/2	0.25	15	15	1/8	1/8	3/8	1	1	1/16		1/16	1		-5	73		158
87/4	0.25	15	15	3/16	3/16	3/8	4	1	1/16		1/16	1		-2	46		172
87/4	0.25	15	15	3/16	3/16	3/8	3	1	1/16		1/16	1		-5	61		168
87/4	0.25	15	15	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	65		164
87/4	0.25	15	15	3/16	3/16	3/8	1	1	1/16		1/16	1		-1	77		159
22	0.25	15	15	1/4	1/4	3/8	4	1	1/16		1/16	1		-2	46		173
22	0.25	15	15	1/4	1/4	3/8	3	1	1/16		1/16	1		-5	61		169
22	0.25	15	15	1/4	1/4	3/8	2	1	1/16		1/16	1		-1	65		165
22	0.25	15	15	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	77		160
89/4	0.25	15	15	5/16	5/16	3/8	4	1	1/16		1/16	1		0	48		174
89/4	0.25	15	15	5/16	5/16	3/8	3	1	1/16		1/16	1		0	60		170
89/4	0.25	15	15	5/16	5/16	3/8	2	1	1/16		1/16	1		3	69		166
89/4	0.25	15	15	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	75		161
45/2	0.5	16	16	0	0	3/8	4	1	1/8		1/8	1		-5	49		188
45/2	0.5	16	16	0	0	3/8	3	1	1/8		1/8	1		-2	58		185
45/2	0.5	16	16	0	0	3/8	2	1	1/8		1/8	1		-2	70		182
45/2	0.25	16	16	0	0	3/8	1	1	1/16		1/16	1		-3	75		175
91/4	0.25	16	16	1/16	1/16	3/8	1	1	1/16		1/16	1		-5	73		176
23	0.75	16	16	1/8	1/8	3/8	4	1	3/16		1/8	3/2		-5	37		189
23	0.75	16	16	1/8	1/8	3/8	2	1	3/16		1/8	3/2		-2	58		183
23	0.75	16	16	1/8	1/8	3/8	3	1	3/16		1/8	3/2		-5	61		186
23	0.75	16	16	1/8	1/8	3/8	2	1	3/16		1/8	3/2		-1	65		183
23	0.25	16	16	1/8	1/8	3/8	1	1	1/16		1/16	1		0	72		177
93/4	0.25	16	16	3/16	3/16	3/8	1	1	1/16		1/16	1		-2	70		178
47/2	0.25	16	16	1/4	1/4	3/8	1	1	1/16		1/16	1		1	79		179
95/4	0.25	16	16	5/16	5/16	3/8	4	1	1/16		1/16	1		-5	37		190
95/4	0.25	16	16	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58		184
95/4	0.25	16	16	5/16	5/16	3/8	3	1	1/16		1/16	1		-3	63		187
95/4	0.25	16	16	5/16	5/16	3/8	2	1	1/16		1/16	1		1	67		184
95/4	0.125	16	16	5/16	5/16	3/8	1	1	1/32		1/32	1		-1	77		180
191/8	0.125	16	16	11/32	11/32	3/8	1	1	1/32		1/32	1		1	67		181
24	0.25	17	17	0	0	3/8	4	1	1/16		1/16	1		0	36		204
24	0.25	17	17	0	0	3/8	2	1	1/16		1/16	1		-4	56		196
24	0.25	17	17	0	0	3/8	3	1	1/16		1/16	1		-3	63		200
24	0.25	17	17	0	0	3/8	1	1	1/16		1/16	1		-4	68		191
24	0.25	17	17	0	0	3/8	2	1	1/16		1/16	1		-4	68		196
97/4	0.25	17	17	1/16	1/16	3/8	4	1	1/16		1/16	1		-1	41		205
97/4	0.25	17	17	1/16	1/16	3/8	3	1	1/16		1/16	1		-4	56		201
97/4	0.25	17	17	1/16	1/16	3/8	2	1	1/16		1/16	1		-5	61		197
97/4	0.125	17	17	1/16	1/16	3/8	1	1	1/32		1/32	1		-3	75		192
195/8	0.125	17	17	3/32	3/32	3/8	1	1	1/32		1/32	1		-5	73		193
49/2	0.5	17	17	1/8	1/8	3/8	4	1	1/8		1/8	1		-3	39		206
49/2	0.5	17	17	1/8	1/8	3/8	3	1	1/8		1/8	1		-4	56		202
49/2	0.5	17	17	1/8	1/8	3/8	2	1	1/8		1/8	1		-3	63		198
49/2	0.5	17	17	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72		194
25	0.5	17	17	1/4	1/4	3/8	4	1	1/8		1/8	1		-3	39		207
25	0.5	17	17	1/4	1/4	3/8	3	1	1/8		1/8	1		-3	63		203
25	0.5	17	17	1/4	1/4	3/8	2	1	1/8		1/8	1		1	67		199
25	0.5	17	17	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70		195
51/2	0.5	18	18	0	0	3/8	4	1	1/8		1/8	1		-4	44		216
51/2	0.5	18	18	0	0	3/8	3	1	1/8		1/8	1		0	60		213
51/2	0.5	18	18	0	0	3/8	2	1	1/8		1/8	1		-3	63		211
51/2	0.5	18	18	0	0	3/8	1	1	1/8		1/8	1		-4	68		208
26	1.0	18	18	1/8	1/8	3/8	4	1	1/4		1/4	1	1	-4	44		217
26	0.5	18	18	1/8	1/8	3/8	3	1	1/8		1/8	1		-4	56		214
26	1.0	18	18	1/8	1/8	3/8	2	1	1/4		1/4	1	1	-5	61		212
26	0.75	18	18	1/8	1/8	3/8	1	1	3/16		1/8	3/2		-1	65		209
53/2	0.5	18	18	1/4	1/4	3/8	3	1	1/8		1/8	1	1	-2	58		215
107/4	0.25	18	18	5/16	5/16	3/8	1	1	1/16		1/16	1		-2	70		210
27	0.5	19	19	0	0	3/8	4	1	1/8		1/8	1	-1	-4	44		230
27	0.5	19	19	0	0	3/8	3	1	1/8		1/8	1	-1	-2	58		226
27	0.5	19	19	0	0	3/8	2	1	1/8		1/8	1	-1	-5	61		222
27	0.5	19	19	0	0	3/8	1	1	1/8		1/8	1		-4	68		218
55/2	0.5	19	19	1/8	1/8	3/8	4	1	1/8		1/8	1		-4	44		231
55/2	0.5	19	19	1/8	1/8	3/8	3	1	1/8		1/8	1		-3	51		227
55/2	0.5	19	19	1/8	1/8	3/8	2	1	1/8		1/8	1		1	55		223
55/2	0.5	19	19	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67		219
28	0.5	19	19	1/4	1/4	3/8	4	1	1/8		1/8	1		-4	44		232
28	0.25	19	19	1/4	1/4	3/8	3	1	1/16		1/16	1		-1	53		228
28	0.25	19	19	1/4	1/4	3/8	2	1	1/16		1/16	1		-4	56		224
28	0.25	19	19	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	65		220
113/4	0.25	19	19	5/16	5/16	3/8	3	1	1/16		1/16	1		1	55		229
113/4	0.25	19	19	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58		225
113/4	0.25	19	19	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	63		221
57/2	0.5	20	20	0	0	3/8	4	1	1/8		1/8	1		-4	44		246
57/2	0.25	20	20	0	0	3/8	3	1	1/16		1/16	1		-4	56		243
57/2	0.25	20	20	0	0	3/8	2	1	1/16		1/16	1		0	60		238
57/2	0.25	20	20	0	0	3/8	1	1	1/16		1/16	1		-3	63		233
115/4	0.25	20	20	1/16	1/16	3/8	3	1	1/16		1/16	1		0	48		244
115/4	0.25	20	20	1/16	1/16	3/8	2	1	1/16		1/16	1	1	-4	56		239
115/4	0.25	20	20	1/16	1/16	3/8	1	1	1/16		1/16	1		-4	68		234
29	1.0	20	20	1/8	1/8	3/8	4	1	1/4		1/4	1	1	-4	44		247
29	1.0	20	20	1/8	1/8	3/8	3	1	1/4		1/4	1	1	-5	49		245
29	0.25	20	20	1/8	1/8	3/8	2	1	1/16		1/16	1	-1	-4	56		240
29	0.75	20	20	1/8	1/8	3/8	1	1	3/16		1/8	3/2		-1	65		235
117/4	0.25	20	20	3/16	3/16	3/8	2	1	1/16		1/16	1		3	57		241
59/2	0.5	20	20	1/4	1/4	3/8	2	1	1/8		1/8	1	1	-2	58		242
119/4	0.125	20	20	5/16	5/16	3/8	1	1	1/32		1/32	1		0	72		236
239/8	0.125	20	20	11/32	11/32	3/8	1	1	1/32		1/32	1		-2	70		237
30	0.5	21	21	0	0	3/8	4	1	1/8		1/8	1	-1	-4	44		260
30	0.5	21	21	0	0	3/8	3	1	1/8		1/8	1	-1	-5	49		256
30	0.75	21	21	0	0	3/8	2	1	3/16		1/8	3/2	-1	-2	58		252
30	0.5	21	21	0	0	3/8	1	1	1/8		1/8	1		-4	68		248
61/2	0.5	21	21	1/8	1/8	3/8	4	1	1/8		1/8	1		-4	44		261
61/2	0.5	21	21	1/8	1/8	3/8	3	1	1/8		1/8	1		-3	51		257
61/2	0.5	21	21	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67		249
123/4	0.25	21	21	3/16	3/16	3/8	2	1	1/16		1/16	1		1	55		253
31	0.5	21	21	1/4	1/4	3/8	4	1	1/8		1/8	1		-4	44		262
31	0.25	21	21	1/4	1/4	3/8	3	1	1/16		1/16	1		-1	53		258
31	0.25	21	21	1/4	1/4	3/8	2	1	1/16		1/16	1		-4	56		254
31	0.25	21	21	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	65		250
125/4	0.25	21	21	5/16	5/16	3/8	3	1	1/16		1/16	1		1	55		259
125/4	0.25	21	21	5/16	5/16	3/8	2	1	1/16		1/16	1		-2	58		255
125/4	0.25	21	21	5/16	5/16	3/8	1	1	1/16		1/16	1		-3	63		251
63/2	0.5	22	22	0	0	3/8	4	1	1/8		1/8	1		-4	44		274
63/2	1.0	22	22	0	0	3/8	3	1	1/4		1/4	1		-4	56		269
63/2	0.5	22	22	0	0	3/8	2	1	1/8		1/8	1		0	60		266
63/2	0.5	22	22	0	0	3/8	1	1	1/8		1/8	1		-3	63		263
32	0.5	22	22	1/8	1/8	3/8	4	1	1/8		1/8	1		-5	37		275
32	0.5	22	22	1/8	1/8	3/8	2	1	1/8		1/8	1		-2	58		267
32	0.5	22	22	1/8	1/8	3/8	1	1	1/8		1/8	1		-1	65		264
65/2	0.5	22	22	1/4	1/4	3/8	4	1	1/8		1/8	1		-3	39		276
65/2	0.125	22	22	1/4	1/4	3/8	3	1	1/32		1/32	1		1	55		270
65/2	0.5	22	22	1/4	1/4	3/8	2	1	1/8		1/8	1		-2	58		268
65/2	0.5	22	22	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67		265
261/8	0.125	22	22	9/32	9/32	3/8	3	1	1/32		1/32	1		-1	53		271
131/4	0.125	22	22	5/16	5/16	3/8	3	1	1/32		1/32	1		-3	51		272
263/8	0.125	22	22	11/32	11/32	3/8	3	1	1/32		1/32	1		-5	49		273
33	0.0	23	23	0	0	3/8	1	1	0	acciaccatura	1/8	1		1	67		277
33	1.5	23	23	0	0	3/8	4	1	3/8		1/4	3/2		-3	39		285
33	1.5	23	23	0	0	3/8	3	1	3/8		1/4	3/2		-5	49		284
33	1.0	23	23	0	0	3/8	2	1	1/4		1/4	1		-2	58		279
33	1.5	23	23	0	0	3/8	1	1	3/8		1/4	3/2		-2	70		278
34	0.125	23	23	1/4	1/4	3/8	2	1	1/32		1/32	1		1	55		280
273/8	0.125	23	23	9/32	9/32	3/8	2	1	1/32		1/32	1		-2	58		281
137/4	0.125	23	23	5/16	5/16	3/8	2	1	1/32		1/32	1		-3	63		282
275/8	0.125	23	23	11/32	11/32	3/8	2	1	1/32		1/32	1		1	55		283
69/2	0.5	24	24	0	0	3/8	4	1	1/8		1/8	1		-4	44		291
69/2	0.5	24	24	0	0	3/8	3	1	1/8		1/8	1		0	48		289
69/2	0.5	24	24	0	0	3/8	2	1	1/8		1/8	1		-4	56		287
69/2	1.0	24	24	0	0	3/8	1	1	1/4		1/4	1		-4	68		286
35	1.0	24	24	1/8	1/8	3/8	4	1	1/4		1/4	1	1	-4	56		292
71/2	0.5	24	24	1/4	1/4	3/8	2	1	1/8		1/8	1		-7	59		288
71/2	0.5	24	24	1/4	1/4	3/8	3	1	1/8		1/8	1	1	-7	59		290
36	0.5	25	25	0	0	3/8	4	1	1/8		1/8	1	-1	-4	56		301
36	0.5	25	25	0	0	3/8	3	1	1/8		1/8	1	-1	-7	59		299
36	0.5	25	25	0	0	3/8	2	1	1/8		1/8	1		-1	65		297
36	0.5	25	25	0	0	3/8	1	1	1/8		1/8	1		-3	75		293
73/2	1.0	25	25	1/8	1/8	3/8	4	1	1/4		1/4	1	1	-4	56		302
73/2	1.0	25	25	1/8	1/8	3/8	3	1	1/4		1/4	1	1	-7	59		300
73/2	1.0	25	25	1/8	1/8	3/8	2	1	1/4		1/4	1	1	-3	63		298
73/2	0.5	25	25	1/8	1/8	3/8	1	1	1/8		1/8	1		-7	71		294
37	0.25	25	25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75		295
149/4	0.25	25	25	5/16	5/16	3/8	1	1	1/16		1/16	1		-7	71		296
75/2	0.5	26	26	0	0	3/8	4	1	1/8		1/8	1	-1	-4	56		311
75/2	0.5	26	26	0	0	3/8	3	1	1/8		1/8	1	-1	-7	59		309
75/2	0.5	26	26	0	0	3/8	2	1	1/8		1/8	1	-1	-3	63		307
75/2	0.5	26	26	0	0	3/8	1	1	1/8		1/8	1		-2	70		303
38	1.0	26	26	1/8	1/8	3/8	4	1	1/4		1/4	1	1	-4	56		312
38	1.0	26	26	1/8	1/8	3/8	3	1	1/4		1/4	1	1	-7	59		310
38	1.0	26	26	1/8	1/8	3/8	2	1	1/4		1/4	1	1	-3	63		308
38	0.5	26	26	1/8	1/8	3/8	1	1	1/8		1/8	1		-4	68		304
77/2	0.25	26	26	1/4	1/4	3/8	1	1	1/16		1/16	1		-4	68		305
