quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	chord_id
37/2	1.0	4	3	9/8	9/8	12/8	1	1	1/4		1/4	1		-3	75	38
39/2	0.5	4	3	11/8	11/8	12/8	1	1	1/8		1/8	1		-1	77	39
20	3.0	5	4	0	0	12/8	4	1	3/4		1/2	3/2		1	43	62
20	1.5	5	4	0	0	12/8	3	1	3/8		1/4	3/2		-5	49	59
20	3.0	5	4	0	0	12/8	2	1	3/4		1/2	3/2		-2	58	57
20	3.0	5	4	0	0	12/8	2	1	3/4		1/2	3/2		-3	63	57
20	1.0	5	4	0	0	12/8	1	1	1/4		1/4	1		-1	77	48
21	0.5	5	4	1/4	1/4	12/8	1	1	1/8		1/8	1		-3	75	49
43/2	3.0	5	4	3/8	3/8	12/8	3	1	3/4		1/2	3/2		-3	51	60
43/2	1.0	5	4	3/8	3/8	12/8	1	1	1/4		1/4	1		-5	73	50
45/2	0.5	5	4	5/8	5/8	12/8	1	1	1/8		1/8	1		-2	70	51
23	3.0	5	4	3/4	3/4	12/8	4	1	3/4		1/2	3/2		-2	46	63
23	3.0	5	4	3/4	3/4	12/8	2	1	3/4		1/2	3/2		-5	61	58
23	3.0	5	4	3/4	3/4	12/8	2	1	3/4		1/2	3/2		-3	63	58
23	1.0	5	4	3/4	3/4	12/8	1	1	1/4		1/4	1		1	67	52
24	0.5	5	4	1	1	12/8	1	1	1/8		1/8	1	1	-3	75	53
49/2	1.5	5	4	9/8	9/8	12/8	3	1	3/8		1/4	3/2		-3	51	61
49/2	0.5	5	4	9/8	9/8	12/8	1	1	1/8		1/8	1	-1	-3	75	54
25	0.5	5	4	5/4	5/4	12/8	1	1	1/8		1/8	1		-5	73	55
51/2	0.5	5	4	11/8	11/8	12/8	1	1	1/8		1/8	1		-2	70	56
26	3.0	6	5	0	0	12/8	4	1	3/4		1/2	3/2		0	48	78
26	3.0	6	5	0	0	12/8	3	1	3/4		1/2	3/2		-3	51	75
26	1.5	6	5	0	0	12/8	2	1	3/8		1/4	3/2		0	60	72
26	1.5	6	5	0	0	12/8	2	1	3/8		1/4	3/2		-3	63	72
26	1.0	6	5	0	0	12/8	1	1	1/4		1/4	1		-4	68	64
27	0.5	6	5	1/4	1/4	12/8	1	1	1/8		1/8	1		-4	80	65
55/2	3.0	6	5	3/8	3/8	12/8	2	1	3/4		1/2	3/2		-4	56	73
55/2	1.0	6	5	3/8	3/8	12/8	1	1	1/4		1/4	1		1	79	66
57/2	0.5	6	5	5/8	5/8	12/8	1	1	1/8		1/8	1		-1	77	67
29	1.5	6	5	3/4	3/4	12/8	3	1	3/8		1/4	3/2		0	48	76
29	3.0	6	5	3/4	3/4	12/8	4	1	3/4		1/2	3/2		-3	51	79
29	1.0	6	5	3/4	3/4	12/8	1	1	1/4		1/4	1		-1	77	68
30	0.5	6	5	1	1	12/8	1	1	1/8		1/8	1		-3	75	69
61/2	1.5	6	5	9/8	9/8	12/8	3	1	3/8		1/4	3/2		-4	56	77
61/2	1.5	6	5	9/8	9/8	12/8	2	1	3/8		1/4	3/2		0	60	74
61/2	1.0	6	5	9/8	9/8	12/8	1	1	1/4		1/4	1		-5	73	70
63/2	0.5	6	5	11/8	11/8	12/8	1	1	1/8		1/8	1		0	72	71
32	3.0	7	6	0	0	12/8	4	1	3/4		1/2	3/2	1	-3	51	98
32	3.0	7	6	0	0	12/8	3	1	3/4		1/2	3/2		-4	56	93
32	1.5	7	6	0	0	12/8	2	1	3/8		1/4	3/2		0	60	87
32	1.5	7	6	0	0	12/8	1	1	3/8		1/4	3/2	1	-3	75	80
67/2	1.5	7	6	3/8	3/8	12/8	2	1	3/8		1/4	3/2	1	-3	63	88
67/2	1.0	7	6	3/8	3/8	12/8	1	1	1/4		1/4	1	-1	-3	75	81
69/2	0.5	7	6	5/8	5/8	12/8	1	1	1/8		1/8	1		0	72	82
35	1.0	7	6	3/4	3/4	12/8	4	1	1/4		1/4	1	-1	-3	51	99
35	1.0	7	6	3/4	3/4	12/8	3	1	1/4		1/4	1		1	55	94
35	1.0	7	6	3/4	3/4	12/8	2	1	1/4		1/4	1	-1	-3	63	89
35	1.0	7	6	3/4	3/4	12/8	1	1	1/4		1/4	1		-2	70	83
36	0.5	7	6	1	1	12/8	3	1	1/8		1/8	1	1	-3	51	95
36	0.5	7	6	1	1	12/8	4	1	1/8		1/8	1		-3	51	100
36	0.5	7	6	1	1	12/8	2	1	1/8		1/8	1		1	55	90
36	0.5	7	6	1	1	12/8	1	1	1/8		1/8	1	1	-3	75	84
73/2	1.0	7	6	9/8	9/8	12/8	3	1	1/4		1/4	1	-1	-3	51	96
73/2	1.0	7	6	9/8	9/8	12/8	4	1	1/4		1/4	1		-1	53	101
73/2	1.0	7	6	9/8	9/8	12/8	2	1	1/4		1/4	1		-4	56	91
73/2	1.0	7	6	9/8	9/8	12/8	1	1	1/4		1/4	1	-1	-3	75	85
75/2	0.5	7	6	11/8	11/8	12/8	3	1	1/8		1/8	1		-3	51	97
75/2	0.5	7	6	11/8	11/8	12/8	4	1	1/8		1/8	1		1	55	102
75/2	0.5	7	6	11/8	11/8	12/8	2	1	1/8		1/8	1		-2	58	92
75/2	0.5	7	6	11/8	11/8	12/8	1	1	1/8		1/8	1		-5	73	86
38	1.5	8	7	0	0	12/8	3	1	3/8		1/4	3/2		-3	51	115
38	1.5	8	7	0	0	12/8	4	1	3/8		1/4	3/2	1	-4	56	119
38	1.5	8	7	0	0	12/8	2	1	3/8		1/4	3/2		0	60	111
38	1.0	8	7	0	0	12/8	1	1	1/4		1/4	1		0	72	103
39	0.5	8	7	1/4	1/4	12/8	1	1	1/8		1/8	1		-2	82	104
79/2	1.0	8	7	3/8	3/8	12/8	3	1	1/4		1/4	1		-1	53	116
79/2	1.0	8	7	3/8	3/8	12/8	4	1	1/4		1/4	1	-1	-4	56	120
79/2	1.0	8	7	3/8	3/8	12/8	2	1	1/4		1/4	1		-4	68	112
79/2	1.0	8	7	3/8	3/8	12/8	1	1	1/4		1/4	1		-4	80	105
81/2	0.5	8	7	5/8	5/8	12/8	3	1	1/8		1/8	1		1	55	117
81/2	0.5	8	7	5/8	5/8	12/8	4	1	1/8		1/8	1		-2	58	121
81/2	0.5	8	7	5/8	5/8	12/8	2	1	1/8		1/8	1		-3	63	113
81/2	0.5	8	7	5/8	5/8	12/8	1	1	1/8		1/8	1		1	79	106
41	3.0	8	7	3/4	3/4	12/8	3	1	3/4		1/2	3/2		-4	56	118
41	1.0	8	7	3/4	3/4	12/8	4	1	1/4		1/4	1		0	60	122
41	3.0	8	7	3/4	3/4	12/8	2	1	3/4		1/2	3/2		0	60	114
41	3.0	8	7	3/4	3/4	12/8	2	1	3/4		1/2	3/2		-3	63	114
41	1.0	8	7	3/4	3/4	12/8	1	1	1/4		1/4	1		-1	77	107
42	0.5	8	7	1	1	12/8	4	1	1/8		1/8	1		-5	61	123
42	0.5	8	7	1	1	12/8	1	1	1/8		1/8	1		-3	75	108
85/2	1.0	8	7	9/8	9/8	12/8	4	1	1/4		1/4	1		-3	63	124
85/2	1.0	8	7	9/8	9/8	12/8	1	1	1/4		1/4	1		-5	73	109
87/2	0.5	8	7	11/8	11/8	12/8	4	1	1/8		1/8	1		-1	65	125
87/2	0.5	8	7	11/8	11/8	12/8	1	1	1/8		1/8	1		0	72	110
44	3.0	9	8	0	0	12/8	3	1	3/4		1/2	3/2		1	55	139
44	3.0	9	8	0	0	12/8	2	1	3/4		1/2	3/2		-2	58	134
44	3.0	9	8	0	0	12/8	2	1	3/4		1/2	3/2		-3	63	134
44	1.0	9	8	0	0	12/8	4	1	1/4		1/4	1		-1	65	142
44	1.0	9	8	0	0	12/8	1	1	1/4		1/4	1		-5	73	126
45	0.5	9	8	1/4	1/4	12/8	4	1	1/8		1/8	1		-3	63	143
45	0.5	9	8	1/4	1/4	12/8	1	1	1/8		1/8	1		0	84	127
91/2	1.0	9	8	3/8	3/8	12/8	4	1	1/4		1/4	1		-5	61	144
91/2	1.0	9	8	3/8	3/8	12/8	1	1	1/4		1/4	1		-2	82	128
93/2	0.5	9	8	5/8	5/8	12/8	4	1	1/8		1/8	1		-2	58	145
93/2	0.5	9	8	5/8	5/8	12/8	1	1	1/8		1/8	1		1	79	129
47	1.0	9	8	3/4	3/4	12/8	4	1	1/4		1/4	1		1	55	146
47	1.5	9	8	3/4	3/4	12/8	3	1	3/8		1/4	3/2		-2	58	140
47	1.5	9	8	3/4	3/4	12/8	2	1	3/8		1/4	3/2		-5	61	135
47	1.5	9	8	3/4	3/4	12/8	2	1	3/8		1/4	3/2		-3	63	135
47	1.0	9	8	3/4	3/4	12/8	1	1	1/4		1/4	1		-3	75	130
48	0.5	9	8	1	1	12/8	4	1	1/8		1/8	1	1	-3	63	147
48	0.5	9	8	1	1	12/8	1	1	1/8		1/8	1		1	79	131
97/2	1.5	9	8	9/8	9/8	12/8	3	1	3/8		1/4	3/2		1	55	141
97/2	0.5	9	8	9/8	9/8	12/8	2	1	1/8		1/8	1		-5	61	136
97/2	0.5	9	8	9/8	9/8	12/8	4	1	1/8		1/8	1	-1	-3	63	148
97/2	1.0	9	8	9/8	9/8	12/8	1	1	1/4		1/4	1		-2	82	132
49	0.5	9	8	5/4	5/4	12/8	2	1	1/8		1/8	1		-2	58	137
49	0.5	9	8	5/4	5/4	12/8	4	1	1/8		1/8	1		-5	61	149
99/2	0.5	9	8	11/8	11/8	12/8	4	1	1/8		1/8	1		-2	58	150
99/2	0.5	9	8	11/8	11/8	12/8	2	1	1/8		1/8	1		-3	63	138
99/2	0.5	9	8	11/8	11/8	12/8	1	1	1/8		1/8	1		-5	85	133
50	1.0	10	9	0	0	12/8	4	1	1/4		1/4	1		-4	56	170
50	3.0	10	9	0	0	12/8	3	1	3/4		1/2	3/2		-4	56	167
50	1.0	10	9	0	0	12/8	2	1	1/4		1/4	1		0	60	159
50	1.0	10	9	0	0	12/8	1	1	1/4		1/4	1		0	84	151
51	0.5	10	9	1/4	1/4	12/8	4	1	1/8		1/8	1		-4	68	171
51	0.5	10	9	1/4	1/4	12/8	2	1	1/8		1/8	1		0	72	160
51	0.5	10	9	1/4	1/4	12/8	1	1	1/8		1/8	1		-3	75	152
103/2	1.0	10	9	3/8	3/8	12/8	4	1	1/4		1/4	1		1	67	172
103/2	1.0	10	9	3/8	3/8	12/8	2	1	1/4		1/4	1		-2	70	161
103/2	1.0	10	9	3/8	3/8	12/8	1	1	1/4		1/4	1		4	76	153
105/2	0.5	10	9	5/8	5/8	12/8	4	1	1/8		1/8	1		-1	65	173
105/2	0.5	10	9	5/8	5/8	12/8	2	1	1/8		1/8	1		-4	68	162
105/2	0.5	10	9	5/8	5/8	12/8	1	1	1/8		1/8	1		-1	77	154
53	1.5	10	9	3/4	3/4	12/8	3	1	3/8		1/4	3/2		-2	58	168
53	1.0	10	9	3/4	3/4	12/8	4	1	1/4		1/4	1		-1	65	174
53	1.0	10	9	3/4	3/4	12/8	2	1	1/4		1/4	1		-4	68	163
53	1.0	10	9	3/4	3/4	12/8	1	1	1/4		1/4	1		-1	77	155
54	0.5	10	9	1	1	12/8	4	1	1/8		1/8	1		-3	63	175
54	0.5	10	9	1	1	12/8	2	1	1/8		1/8	1		1	67	164
54	0.5	10	9	1	1	12/8	1	1	1/8		1/8	1		1	79	156
109/2	1.5	10	9	9/8	9/8	12/8	3	1	3/8		1/4	3/2		-2	58	169
109/2	1.0	10	9	9/8	9/8	12/8	4	1	1/4		1/4	1		-3	63	176
109/2	1.0	10	9	9/8	9/8	12/8	2	1	1/4		1/4	1		1	67	165
109/2	1.0	10	9	9/8	9/8	12/8	1	1	1/4		1/4	1		1	79	157
111/2	0.5	10	9	11/8	11/8	12/8	4	1	1/8		1/8	1		2	62	177
111/2	0.5	10	9	11/8	11/8	12/8	2	1	1/8		1/8	1		-1	65	166
111/2	0.5	10	9	11/8	11/8	12/8	1	1	1/8		1/8	1		-4	80	158
56	3.0	11	10	0	0	12/8	3	1	3/4		1/2	3/2		-3	51	192
56	3.0	11	10	0	0	12/8	3	1	3/4		1/2	3/2		-2	58	192
56	1.5	11	10	0	0	12/8	4	1	3/8		1/4	3/2		2	62	197
56	1.5	11	10	0	0	12/8	2	1	3/8		1/4	3/2		-1	65	185
56	1.5	11	10	0	0	12/8	1	1	3/8		1/4	3/2		-4	80	178
115/2	0.0	11	10	3/8	3/8	12/8	4	1	0	grace32	1/32	1		-3	63	198
115/2	0.0	11	10	3/8	3/8	12/8	4	1	0	grace32	1/32	1		2	62	199
115/2	0.0	11	10	3/8	3/8	12/8	4	1	0	grace32	1/32	1		0	60	200
115/2	0.5	11	10	3/8	3/8	12/8	4	1	1/8		1/8	1		2	62	201
115/2	1.0	11	10	3/8	3/8	12/8	2	1	1/4		1/4	1		-4	68	186
115/2	1.0	11	10	3/8	3/8	12/8	1	1	1/4		1/4	1		-1	77	179
58	0.5	11	10	1/2	1/2	12/8	4	1	1/8		1/8	1		-1	65	202
117/2	0.5	11	10	5/8	5/8	12/8	4	1	1/8		1/8	1		-3	63	203
117/2	0.5	11	10	5/8	5/8	12/8	2	1	1/8		1/8	1		1	67	187
117/2	0.5	11	10	5/8	5/8	12/8	1	1	1/8		1/8	1		1	79	180
59	1.0	11	10	3/4	3/4	12/8	3	1	1/4		1/4	1		-3	51	193
59	1.0	11	10	3/4	3/4	12/8	2	1	1/4		1/4	1		1	55	188
59	1.0	11	10	3/4	3/4	12/8	3	1	1/4		1/4	1		-2	58	193
59	1.0	11	10	3/4	3/4	12/8	4	1	1/4		1/4	1		-3	63	204
59	1.0	11	10	3/4	3/4	12/8	2	1	1/4		1/4	1		1	67	188
59	1.0	11	10	3/4	3/4	12/8	1	1	1/4		1/4	1		1	79	181
60	0.5	11	10	1	1	12/8	4	1	1/8		1/8	1		-2	46	205
60	0.5	11	10	1	1	12/8	3	1	1/8		1/8	1		-3	51	194
60	0.5	11	10	1	1	12/8	2	1	1/8		1/8	1		-5	61	189
60	0.5	11	10	1	1	12/8	1	1	1/8		1/8	1		-3	63	182
121/2	1.0	11	10	9/8	9/8	12/8	4	1	1/4		1/4	1		-2	46	206
121/2	1.0	11	10	9/8	9/8	12/8	3	1	1/4		1/4	1		-3	51	195
121/2	1.0	11	10	9/8	9/8	12/8	2	1	1/4		1/4	1		-5	61	190
121/2	1.0	11	10	9/8	9/8	12/8	1	1	1/4		1/4	1		1	67	183
123/2	0.5	11	10	11/8	11/8	12/8	4	1	1/8		1/8	1		-4	44	207
123/2	0.5	11	10	11/8	11/8	12/8	3	1	1/8		1/8	1		-3	51	196
123/2	0.5	11	10	11/8	11/8	12/8	2	1	1/8		1/8	1		-5	61	191
123/2	0.5	11	10	11/8	11/8	12/8	1	1	1/8		1/8	1		-4	68	184
62	3.0	12	11	0	0	12/8	4	1	3/4		1/2	3/2		1	43	231
62	1.0	12	11	0	0	12/8	3	1	1/4		1/4	1		-3	51	223
62	1.0	12	11	0	0	12/8	2	1	1/4		1/4	1		-5	61	215
62	1.5	12	11	0	0	12/8	1	1	3/8		1/4	3/2	1	-2	70	208
63	0.5	12	11	1/4	1/4	12/8	3	1	1/8		1/8	1		-3	51	224
63	0.5	12	11	1/4	1/4	12/8	2	1	1/8		1/8	1		-5	61	216
127/2	1.0	12	11	3/8	3/8	12/8	3	1	1/4		1/4	1		-3	51	225
127/2	1.0	12	11	3/8	3/8	12/8	2	1	1/4		1/4	1		-5	61	217
127/2	1.0	12	11	3/8	3/8	12/8	1	1	1/4		1/4	1	-1	-2	70	209
129/2	0.5	12	11	5/8	5/8	12/8	3	1	1/8		1/8	1		-3	51	226
129/2	0.5	12	11	5/8	5/8	12/8	2	1	1/8		1/8	1		-5	61	218
129/2	0.5	12	11	5/8	5/8	12/8	1	1	1/8		1/8	1		-4	68	210
65	3.0	12	11	3/4	3/4	12/8	4	1	3/4		1/2	3/2		-2	46	232
65	1.0	12	11	3/4	3/4	12/8	3	1	1/4		1/4	1		-3	51	227
65	1.0	12	11	3/4	3/4	12/8	2	1	1/4		1/4	1		-5	61	219
65	1.0	12	11	3/4	3/4	12/8	1	1	1/4		1/4	1		-4	68	211
66	0.5	12	11	1	1	12/8	3	1	1/8		1/8	1		-3	51	228
66	0.5	12	11	1	1	12/8	2	1	1/8		1/8	1		-5	61	220
66	0.5	12	11	1	1	12/8	1	1	1/8		1/8	1		1	67	212
133/2	1.0	12	11	9/8	9/8	12/8	3	1	1/4		1/4	1		-3	51	229
133/2	1.0	12	11	9/8	9/8	12/8	2	1	1/4		1/4	1		-5	61	221
133/2	1.0	12	11	9/8	9/8	12/8	1	1	1/4		1/4	1		-4	68	213
135/2	0.5	12	11	11/8	11/8	12/8	3	1	1/8		1/8	1		-3	51	230
135/2	0.5	12	11	11/8	11/8	12/8	2	1	1/8		1/8	1		-5	61	222
135/2	0.5	12	11	11/8	11/8	12/8	1	1	1/8		1/8	1		-2	70	214
68	0.0	13	12	0	0	12/8	1	1	0	grace16	1/16	1		-2	70	233
68	3.0	13	12	0	0	12/8	4	1	3/4		1/2	3/2		-4	44	257
68	1.0	13	12	0	0	12/8	3	1	1/4		1/4	1		-3	51	249
68	1.0	13	12	0	0	12/8	2	1	1/4		1/4	1		0	60	241
68	1.5	13	12	0	0	12/8	1	1	3/8		1/4	3/2	1	0	72	234
69	0.5	13	12	1/4	1/4	12/8	3	1	1/8		1/8	1		-3	51	250
69	0.5	13	12	1/4	1/4	12/8	2	1	1/8		1/8	1		0	60	242
139/2	1.0	13	12	3/8	3/8	12/8	3	1	1/4		1/4	1		-3	51	251
139/2	1.0	13	12	3/8	3/8	12/8	2	1	1/4		1/4	1		0	60	243
139/2	1.0	13	12	3/8	3/8	12/8	1	1	1/4		1/4	1	-1	0	72	235
141/2	0.5	13	12	5/8	5/8	12/8	3	1	1/8		1/8	1		-3	51	252
141/2	0.5	13	12	5/8	5/8	12/8	2	1	1/8		1/8	1		-5	61	244
141/2	0.5	13	12	5/8	5/8	12/8	1	1	1/8		1/8	1		-2	70	236
71	3.0	13	12	3/4	3/4	12/8	4	1	3/4		1/2	3/2	1	0	48	258
71	1.0	13	12	3/4	3/4	12/8	3	1	1/4		1/4	1		-3	51	253
71	1.0	13	12	3/4	3/4	12/8	2	1	1/4		1/4	1		-3	63	245
71	1.0	13	12	3/4	3/4	12/8	1	1	1/4		1/4	1		-2	70	237
72	0.5	13	12	1	1	12/8	3	1	1/8		1/8	1		-3	51	254
72	0.5	13	12	1	1	12/8	2	1	1/8		1/8	1		-3	63	246
72	0.5	13	12	1	1	12/8	1	1	1/8		1/8	1		-4	68	238
145/2	1.0	13	12	9/8	9/8	12/8	3	1	1/4		1/4	1		-3	51	255
145/2	1.0	13	12	9/8	9/8	12/8	2	1	1/4		1/4	1		-3	63	247
145/2	1.0	13	12	9/8	9/8	12/8	1	1	1/4		1/4	1		-2	70	239
147/2	0.5	13	12	11/8	11/8	12/8	3	1	1/8		1/8	1		-3	51	256
147/2	0.5	13	12	11/8	11/8	12/8	2	1	1/8		1/8	1		-3	63	248
147/2	0.5	13	12	11/8	11/8	12/8	1	1	1/8		1/8	1		0	72	240
74	1.0	14	13	0	0	12/8	4	1	1/4		1/4	1	-1	0	48	282
74	1.0	14	13	0	0	12/8	3	1	1/4		1/4	1		-3	51	274
74	1.0	14	13	0	0	12/8	2	1	1/4		1/4	1		-3	63	266
74	1.5	14	13	0	0	12/8	1	1	3/8		1/4	3/2		-5	73	259
75	0.5	14	13	1/4	1/4	12/8	4	1	1/8		1/8	1		-2	46	283
75	0.5	14	13	1/4	1/4	12/8	3	1	1/8		1/8	1		-3	51	275
75	0.5	14	13	1/4	1/4	12/8	2	1	1/8		1/8	1		-5	61	267
151/2	1.0	14	13	3/8	3/8	12/8	4	1	1/4		1/4	1		-4	44	284
151/2	1.0	14	13	3/8	3/8	12/8	3	1	1/4		1/4	1		-3	51	276
151/2	1.0	14	13	3/8	3/8	12/8	2	1	1/4		1/4	1		0	60	268
151/2	1.0	14	13	3/8	3/8	12/8	1	1	1/4		1/4	1		-5	73	260
153/2	0.5	14	13	5/8	5/8	12/8	4	1	1/8		1/8	1		1	43	285
153/2	0.5	14	13	5/8	5/8	12/8	3	1	1/8		1/8	1		-3	51	277
153/2	0.5	14	13	5/8	5/8	12/8	2	1	1/8		1/8	1		-2	58	269
153/2	0.5	14	13	5/8	5/8	12/8	1	1	1/8		1/8	1		-3	75	261
77	1.0	14	13	3/4	3/4	12/8	4	1	1/4		1/4	1		-1	41	286
77	1.0	14	13	3/4	3/4	12/8	3	1	1/4		1/4	1		-3	51	278
77	1.0	14	13	3/4	3/4	12/8	2	1	1/4		1/4	1		-4	56	270
77	1.0	14	13	3/4	3/4	12/8	1	1	1/4		1/4	1		-1	77	262
78	0.5	14	13	1	1	12/8	4	1	1/8		1/8	1		-3	39	287
78	0.5	14	13	1	1	12/8	3	1	1/8		1/8	1		-3	51	279
78	0.5	14	13	1	1	12/8	2	1	1/8		1/8	1		-2	58	271
78	0.5	14	13	1	1	12/8	1	1	1/8		1/8	1		1	79	263
157/2	1.0	14	13	9/8	9/8	12/8	4	1	1/4		1/4	1		2	38	288
157/2	1.0	14	13	9/8	9/8	12/8	3	1	1/4		1/4	1		-3	51	280
157/2	1.0	14	13	9/8	9/8	12/8	2	1	1/4		1/4	1		-2	58	272
157/2	1.0	14	13	9/8	9/8	12/8	2	1	1/4		1/4	1		-1	65	272
157/2	1.0	14	13	9/8	9/8	12/8	1	1	1/4		1/4	1		-4	80	264
159/2	0.5	14	13	11/8	11/8	12/8	4	1	1/8		1/8	1		-5	37	289
159/2	0.5	14	13	11/8	11/8	12/8	3	1	1/8		1/8	1		-3	51	281
159/2	0.5	14	13	11/8	11/8	12/8	2	1	1/8		1/8	1		-2	58	273
159/2	0.5	14	13	11/8	11/8	12/8	2	1	1/8		1/8	1		1	67	273
159/2	0.5	14	13	11/8	11/8	12/8	1	1	1/8		1/8	1		-2	82	265
80	1.0	15	14	0	0	12/8	4	1	1/4		1/4	1		0	36	311
80	1.0	15	14	0	0	12/8	3	1	1/4		1/4	1		-3	51	303
80	1.0	15	14	0	0	12/8	2	1	1/4		1/4	1		0	60	295
80	1.0	15	14	0	0	12/8	2	1	1/4		1/4	1		-4	68	295
80	1.0	15	14	0	0	12/8	1	1	1/4		1/4	1		-4	80	290
81	0.5	15	14	1/4	1/4	12/8	4	1	1/8		1/8	1		-5	37	312
81	0.5	15	14	1/4	1/4	12/8	3	1	1/8		1/8	1		-1	53	304
81	0.5	15	14	1/4	1/4	12/8	2	1	1/8		1/8	1		0	60	296
81	0.5	15	14	1/4	1/4	12/8	1	1	1/8		1/8	1		-3	75	291
163/2	1.0	15	14	3/8	3/8	12/8	4	1	1/4		1/4	1		-3	39	313
163/2	1.0	15	14	3/8	3/8	12/8	3	1	1/4		1/4	1		1	55	305
163/2	1.0	15	14	3/8	3/8	12/8	2	1	1/4		1/4	1		-2	58	297
163/2	1.0	15	14	3/8	3/8	12/8	1	1	1/4		1/4	1		-5	73	292
165/2	0.5	15	14	5/8	5/8	12/8	4	1	1/8		1/8	1		-3	39	314
165/2	0.5	15	14	5/8	5/8	12/8	3	1	1/8		1/8	1		-3	51	306
165/2	0.5	15	14	5/8	5/8	12/8	2	1	1/8		1/8	1		1	55	298
165/2	0.5	15	14	5/8	5/8	12/8	3	1	1/8		1/8	1		-5	61	306
