quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
55/2	0.5	14	14	3/8	3/8	2/4	4	1	1/8		1/8	1		5	59		77
55/2	0.25	14	14	3/8	3/8	2/4	3	1	1/16		1/16	1		5	71		74
55/2	0.5	14	14	3/8	3/8	2/4	2	1	1/8		1/8	1		9	75		72
55/2	0.25	14	14	3/8	3/8	2/4	1	1	1/16		1/16	1		1	79		69
111/4	0.25	14	14	7/16	7/16	2/4	3	1	1/16		1/16	1		3	69		75
111/4	0.25	14	14	7/16	7/16	2/4	1	1	1/16		1/16	1		6	78		70
28	0.5	15	15	0	0	2/4	4	1	1/8		1/8	1		4	64		90
28	0.5	15	15	0	0	2/4	3	1	1/8		1/8	1		1	67		86
28	0.5	15	15	0	0	2/4	2	1	1/8		1/8	1		5	71		82
28	0.5	15	15	0	0	2/4	1	1	1/8		1/8	1		4	76		78
57/2	0.5	15	15	1/8	1/8	2/4	4	1	1/8		1/8	1		4	64		91
57/2	0.5	15	15	1/8	1/8	2/4	3	1	1/8		1/8	1		1	67		87
57/2	0.5	15	15	1/8	1/8	2/4	2	1	1/8		1/8	1		5	71		83
57/2	0.5	15	15	1/8	1/8	2/4	1	1	1/8		1/8	1		1	79		79
29	0.5	15	15	1/4	1/4	2/4	4	1	1/8		1/8	1		5	59		92
29	0.5	15	15	1/4	1/4	2/4	3	1	1/8		1/8	1		3	69		88
29	0.5	15	15	1/4	1/4	2/4	2	1	1/8		1/8	1		0	72		84
29	0.5	15	15	1/4	1/4	2/4	1	1	1/8		1/8	1		6	78		80
59/2	0.5	15	15	3/8	3/8	2/4	4	1	1/8		1/8	1		5	59		93
59/2	0.5	15	15	3/8	3/8	2/4	3	1	1/8		1/8	1		3	69		89
59/2	0.5	15	15	3/8	3/8	2/4	2	1	1/8		1/8	1		5	71		85
59/2	0.5	15	15	3/8	3/8	2/4	1	1	1/8		1/8	1		9	75		81
30	0.5	16	16	0	0	2/4	4	1	1/8		1/8	1		4	52		97
30	0.5	16	16	0	0	2/4	3	1	1/8		1/8	1		1	67		96
30	0.5	16	16	0	0	2/4	2	1	1/8		1/8	1		5	71		95
30	0.5	16	16	0	0	2/4	1	1	1/8		1/8	1		4	76		94
32	2.0	17	17	0	0	2/4	4	1	1/2		1/2	1		1	55		105
32	2.0	17	17	0	0	2/4	3	1	1/2		1/2	1		2	62		104
32	2.0	17	17	0	0	2/4	2	1	1/2		1/2	1		-1	65		103
32	1.0	17	17	0	0	2/4	1	1	1/4		1/4	1		-1	77		98
33	0.25	17	17	1/4	1/4	2/4	1	1	1/16		1/16	1		4	76		99
133/4	0.25	17	17	5/16	5/16	2/4	1	1	1/16		1/16	1		2	74		100
67/2	0.25	17	17	3/8	3/8	2/4	1	1	1/16		1/16	1		0	72		101
135/4	0.25	17	17	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71		102
34	0.0	18	18	0	0	2/4	1	1	0	acciaccatura	1/8	1		2	74		106
34	1.0	18	18	0	0	2/4	4	1	1/4		1/4	1		0	48		114
34	1.0	18	18	0	0	2/4	3	1	1/4		1/4	1		0	60		113
34	1.0	18	18	0	0	2/4	2	1	1/4		1/4	1		4	64		112
34	0.25	18	18	0	0	2/4	1	1	1/16		1/16	1		0	72		107
137/4	0.25	18	18	1/16	1/16	2/4	1	1	1/16		1/16	1		5	71		108
69/2	0.25	18	18	1/8	1/8	2/4	1	1	1/16		1/16	1		0	72		109
139/4	0.25	18	18	3/16	3/16	2/4	1	1	1/16		1/16	1		2	74		110
35	0.5	18	18	1/4	1/4	2/4	1	1	1/8		1/8	1		4	76		111
36	2.0	19	19	0	0	2/4	4	1	1/2		1/2	1	1	2	50		120
36	2.0	19	19	0	0	2/4	3	1	1/2		1/2	1	1	3	57		119
36	2.0	19	19	0	0	2/4	2	1	1/2		1/2	1	1	6	66		118
36	1.5	19	19	0	0	2/4	1	1	3/8		1/4	3/2		0	84		115
75/2	0.25	19	19	3/8	3/8	2/4	1	1	1/16		1/16	1		3	81		116
151/4	0.25	19	19	7/16	7/16	2/4	1	1	1/16		1/16	1		6	78		117
38	0.5	20	20	0	0	2/4	4	1	1/8		1/8	1	-1	2	50		133
38	0.5	20	20	0	0	2/4	3	1	1/8		1/8	1	-1	3	57		129
38	0.5	20	20	0	0	2/4	2	1	1/8		1/8	1	-1	6	66		125
38	0.5	20	20	0	0	2/4	1	1	1/8		1/8	1		2	74		121
77/2	0.5	20	20	1/8	1/8	2/4	4	1	1/8		1/8	1		0	48		134
77/2	0.5	20	20	1/8	1/8	2/4	3	1	1/8		1/8	1		6	54		130
77/2	0.5	20	20	1/8	1/8	2/4	2	1	1/8		1/8	1		3	57		126
77/2	0.5	20	20	1/8	1/8	2/4	1	1	1/8		1/8	1		2	74		122
39	0.5	20	20	1/4	1/4	2/4	4	1	1/8		1/8	1		5	47		135
39	0.5	20	20	1/4	1/4	2/4	3	1	1/8		1/8	1		1	55		131
39	0.5	20	20	1/4	1/4	2/4	2	1	1/8		1/8	1		5	59		127
39	0.5	20	20	1/4	1/4	2/4	1	1	1/8		1/8	1		2	74		123
79/2	0.5	20	20	3/8	3/8	2/4	4	1	1/8		1/8	1		3	45		136
79/2	0.5	20	20	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		132
79/2	0.5	20	20	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		128
79/2	0.5	20	20	3/8	3/8	2/4	1	1	1/8		1/8	1		2	74		124
40	0.5	21	21	0	0	2/4	4	1	1/8		1/8	1		1	43		145
40	0.5	21	21	0	0	2/4	3	1	1/8		1/8	1		5	59		141
40	1.0	21	21	0	0	2/4	2	1	1/4		1/4	1		2	62		139
40	1.0	21	21	0	0	2/4	1	1	1/4		1/4	1		2	74		137
81/2	0.5	21	21	1/8	1/8	2/4	4	1	1/8		1/8	1		1	55		146
81/2	0.5	21	21	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		142
41	0.5	21	21	1/4	1/4	2/4	4	1	1/8		1/8	1		1	55		147
41	0.5	21	21	1/4	1/4	2/4	3	1	1/8		1/8	1		5	59		143
41	1.0	21	21	1/4	1/4	2/4	2	1	1/4		1/4	1		1	67		140
41	1.0	21	21	1/4	1/4	2/4	1	1	1/4		1/4	1		1	79		138
83/2	0.5	21	21	3/8	3/8	2/4	4	1	1/8		1/8	1		1	55		148
83/2	0.5	21	21	3/8	3/8	2/4	3	1	1/8		1/8	1		5	59		144
42	0.5	22	22	0	0	2/4	4	1	1/8		1/8	1		1	55		159
42	0.5	22	22	0	0	2/4	3	1	1/8		1/8	1		5	59		155
42	1.5	22	22	0	0	2/4	2	1	3/8		1/4	3/2		5	71		152
42	1.5	22	22	0	0	2/4	1	1	3/8		1/4	3/2		5	83		149
85/2	0.5	22	22	1/8	1/8	2/4	4	1	1/8		1/8	1		1	55		160
85/2	0.5	22	22	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		156
43	0.5	22	22	1/4	1/4	2/4	4	1	1/8		1/8	1		1	55		161
43	0.5	22	22	1/4	1/4	2/4	3	1	1/8		1/8	1		5	59		157
87/2	0.5	22	22	3/8	3/8	2/4	4	1	1/8		1/8	1		1	55		162
87/2	0.5	22	22	3/8	3/8	2/4	3	1	1/8		1/8	1		5	59		158
87/2	0.25	22	22	3/8	3/8	2/4	2	1	1/16		1/16	1		3	69		153
87/2	0.25	22	22	3/8	3/8	2/4	1	1	1/16		1/16	1		3	81		150
175/4	0.25	22	22	7/16	7/16	2/4	2	1	1/16		1/16	1		1	67		154
175/4	0.25	22	22	7/16	7/16	2/4	1	1	1/16		1/16	1		1	79		151
44	0.5	23	23	0	0	2/4	4	1	1/8		1/8	1		3	57		175
44	0.5	23	23	0	0	2/4	3	1	1/8		1/8	1		0	60		171
44	0.5	23	23	0	0	2/4	2	1	1/8		1/8	1		6	66		167
44	0.5	23	23	0	0	2/4	1	1	1/8		1/8	1		6	78		163
89/2	0.5	23	23	1/8	1/8	2/4	4	1	1/8		1/8	1		3	57		176
89/2	0.5	23	23	1/8	1/8	2/4	3	1	1/8		1/8	1		0	60		172
89/2	0.5	23	23	1/8	1/8	2/4	2	1	1/8		1/8	1		1	67		168
89/2	0.5	23	23	1/8	1/8	2/4	1	1	1/8		1/8	1		1	79		164
45	0.5	23	23	1/4	1/4	2/4	4	1	1/8		1/8	1		3	57		177
45	0.5	23	23	1/4	1/4	2/4	3	1	1/8		1/8	1		0	60		173
45	0.5	23	23	1/4	1/4	2/4	2	1	1/8		1/8	1		3	69		169
45	0.5	23	23	1/4	1/4	2/4	1	1	1/8		1/8	1		3	81		165
91/2	0.5	23	23	3/8	3/8	2/4	4	1	1/8		1/8	1		3	57		178
91/2	0.5	23	23	3/8	3/8	2/4	3	1	1/8		1/8	1		0	60		174
91/2	0.5	23	23	3/8	3/8	2/4	2	1	1/8		1/8	1		5	71		170
91/2	0.5	23	23	3/8	3/8	2/4	1	1	1/8		1/8	1		5	83		166
46	0.5	24	24	0	0	2/4	4	1	1/8		1/8	1		3	57		185
46	0.5	24	24	0	0	2/4	3	1	1/8		1/8	1		0	60		181
46	0.5	24	24	0	0	2/4	2	1	1/8		1/8	1		0	72		180
46	0.5	24	24	0	0	2/4	1	1	1/8		1/8	1		0	84		179
93/2	0.5	24	24	1/8	1/8	2/4	4	1	1/8		1/8	1		1	55		186
93/2	0.5	24	24	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		182
47	0.5	24	24	1/4	1/4	2/4	4	1	1/8		1/8	1		6	54		187
47	0.5	24	24	1/4	1/4	2/4	3	1	1/8		1/8	1		3	57		183
95/2	0.5	24	24	3/8	3/8	2/4	4	1	1/8		1/8	1		4	52		188
95/2	0.5	24	24	3/8	3/8	2/4	3	1	1/8		1/8	1		1	55		184
48	0.5	25	25	0	0	2/4	4	1	1/8		1/8	1		2	50		197
48	0.5	25	25	0	0	2/4	3	1	1/8		1/8	1		6	54		193
48	1.0	25	25	0	0	2/4	2	1	1/4		1/4	1		2	62		191
48	1.0	25	25	0	0	2/4	1	1	1/4		1/4	1		2	74		189
97/2	0.5	25	25	1/8	1/8	2/4	4	1	1/8		1/8	1		2	50		198
97/2	0.5	25	25	1/8	1/8	2/4	3	1	1/8		1/8	1		6	54		194
49	0.5	25	25	1/4	1/4	2/4	4	1	1/8		1/8	1		2	50		199
49	0.5	25	25	1/4	1/4	2/4	3	1	1/8		1/8	1		6	54		195
49	1.0	25	25	1/4	1/4	2/4	2	1	1/4		1/4	1		3	69		192
49	1.0	25	25	1/4	1/4	2/4	1	1	1/4		1/4	1		3	81		190
99/2	0.5	25	25	3/8	3/8	2/4	4	1	1/8		1/8	1		2	50		200
99/2	0.5	25	25	3/8	3/8	2/4	3	1	1/8		1/8	1		6	54		196
50	0.5	26	26	0	0	2/4	4	1	1/8		1/8	1		2	50		211
50	0.5	26	26	0	0	2/4	3	1	1/8		1/8	1		6	54		207
50	1.5	26	26	0	0	2/4	2	1	3/8		1/4	3/2		0	72		204
50	1.5	26	26	0	0	2/4	1	1	3/8		1/4	3/2		0	84		201
101/2	0.5	26	26	1/8	1/8	2/4	4	1	1/8		1/8	1		2	50		212
101/2	0.5	26	26	1/8	1/8	2/4	3	1	1/8		1/8	1		6	54		208
51	0.5	26	26	1/4	1/4	2/4	4	1	1/8		1/8	1		2	50		213
51	0.5	26	26	1/4	1/4	2/4	3	1	1/8		1/8	1		6	54		209
103/2	0.5	26	26	3/8	3/8	2/4	4	1	1/8		1/8	1		0	48		214
103/2	0.5	26	26	3/8	3/8	2/4	3	1	1/8		1/8	1		2	62		210
103/2	0.25	26	26	3/8	3/8	2/4	2	1	1/16		1/16	1		5	71		205
103/2	0.25	26	26	3/8	3/8	2/4	1	1	1/16		1/16	1		5	83		202
207/4	0.25	26	26	7/16	7/16	2/4	2	1	1/16		1/16	1		3	69		206
207/4	0.25	26	26	7/16	7/16	2/4	1	1	1/16		1/16	1		3	81		203
52	0.5	27	27	0	0	2/4	4	1	1/8		1/8	1		5	47		227
52	0.5	27	27	0	0	2/4	3	1	1/8		1/8	1		2	62		223
52	0.5	27	27	0	0	2/4	2	1	1/8		1/8	1		2	74		219
52	0.5	27	27	0	0	2/4	1	1	1/8		1/8	1		2	86		215
105/2	0.5	27	27	1/8	1/8	2/4	4	1	1/8		1/8	1		4	52		228
105/2	0.5	27	27	1/8	1/8	2/4	3	1	1/8		1/8	1		1	67		224
105/2	0.5	27	27	1/8	1/8	2/4	2	1	1/8		1/8	1		5	71		220
105/2	0.5	27	27	1/8	1/8	2/4	1	1	1/8		1/8	1		5	83		216
53	0.5	27	27	1/4	1/4	2/4	4	1	1/8		1/8	1		0	48		229
53	0.5	27	27	1/4	1/4	2/4	3	1	1/8		1/8	1		4	64		225
53	0.5	27	27	1/4	1/4	2/4	2	1	1/8		1/8	1		0	72		221
53	0.5	27	27	1/4	1/4	2/4	1	1	1/8		1/8	1		0	84		217
107/2	0.5	27	27	3/8	3/8	2/4	4	1	1/8		1/8	1		2	50		230
107/2	0.5	27	27	3/8	3/8	2/4	3	1	1/8		1/8	1		6	66		226
107/2	0.5	27	27	3/8	3/8	2/4	2	1	1/8		1/8	1		3	69		222
107/2	0.5	27	27	3/8	3/8	2/4	1	1	1/8		1/8	1		3	81		218
54	1.0	28	28	0	0	2/4	4	1	1/4		1/4	1		1	43		239
54	1.0	28	28	0	0	2/4	3	1	1/4		1/4	1		5	59		237
54	1.0	28	28	0	0	2/4	2	1	1/4		1/4	1		1	67		235
54	0.5	28	28	0	0	2/4	1	1	1/8		1/8	1		1	79		231
109/2	0.25	28	28	1/8	1/8	2/4	1	1	1/16		1/16	1		5	83		232
219/4	0.25	28	28	3/16	3/16	2/4	1	1	1/16		1/16	1		1	79		233
55	1.0	28	28	1/4	1/4	2/4	1	1	1/4		1/4	1	1	2	74		234
111/2	0.5	28	28	3/8	3/8	2/4	3	1	1/8		1/8	1		1	67		238
111/2	0.5	28	28	3/8	3/8	2/4	2	1	1/8		1/8	1		5	71		236
56	1.0	29	29	0	0	2/4	3	1	1/4		1/4	1		6	66		246
56	1.0	29	29	0	0	2/4	2	1	1/4		1/4	1		0	72		244
56	0.5	29	29	0	0	2/4	1	1	1/8		1/8	1	-1	2	74		240
113/2	0.25	29	29	1/8	1/8	2/4	1	1	1/16		1/16	1		2	74		241
227/4	0.25	29	29	3/16	3/16	2/4	1	1	1/16		1/16	1		7	73		242
57	1.0	29	29	1/4	1/4	2/4	1	1	1/4		1/4	1	1	2	74		243
115/2	0.5	29	29	3/8	3/8	2/4	3	1	1/8		1/8	1		6	66		247
115/2	0.5	29	29	3/8	3/8	2/4	2	1	1/8		1/8	1		0	72		245
58	0.5	30	30	0	0	2/4	3	1	1/8		1/8	1		1	67		258
58	0.5	30	30	0	0	2/4	2	1	1/8		1/8	1		5	71		254
58	0.5	30	30	0	0	2/4	1	1	1/8		1/8	1	-1	2	74		248
117/2	0.5	30	30	1/8	1/8	2/4	3	1	1/8		1/8	1		11	65		259
117/2	0.5	30	30	1/8	1/8	2/4	2	1	1/8		1/8	1		5	71		255
117/2	0.25	30	30	1/8	1/8	2/4	1	1	1/16		1/16	1		2	74		249
235/4	0.25	30	30	3/16	3/16	2/4	1	1	1/16		1/16	1		4	76		250
59	0.5	30	30	1/4	1/4	2/4	3	1	1/8		1/8	1		4	64		260
59	0.5	30	30	1/4	1/4	2/4	2	1	1/8		1/8	1		1	67		256
59	0.5	30	30	1/4	1/4	2/4	1	1	1/8		1/8	1		0	72		251
119/2	0.5	30	30	3/8	3/8	2/4	3	1	1/8		1/8	1		6	66		261
119/2	0.5	30	30	3/8	3/8	2/4	2	1	1/8		1/8	1		3	69		257
119/2	0.25	30	30	3/8	3/8	2/4	1	1	1/16		1/16	1		0	72		252
239/4	0.25	30	30	7/16	7/16	2/4	1	1	1/16		1/16	1		2	74		253
60	0.5	31	31	0	0	2/4	3	1	1/8		1/8	1		1	67		272
60	0.5	31	31	0	0	2/4	1	1	1/8		1/8	1		5	71		262
60	0.5	31	31	0	0	2/4	2	1	1/8		1/8	1		5	71		268
121/2	0.5	31	31	1/8	1/8	2/4	3	1	1/8		1/8	1		4	64		273
121/2	0.5	31	31	1/8	1/8	2/4	2	1	1/8		1/8	1		1	67		269
121/2	0.25	31	31	1/8	1/8	2/4	1	1	1/16		1/16	1		5	71		263
243/4	0.25	31	31	3/16	3/16	2/4	1	1	1/16		1/16	1		0	72		264
61	0.5	31	31	1/4	1/4	2/4	3	1	1/8		1/8	1		0	60		274
61	0.5	31	31	1/4	1/4	2/4	2	1	1/8		1/8	1		4	64		270
61	0.5	31	31	1/4	1/4	2/4	1	1	1/8		1/8	1		3	69		265
123/2	0.5	31	31	3/8	3/8	2/4	3	1	1/8		1/8	1		2	62		275
123/2	0.5	31	31	3/8	3/8	2/4	2	1	1/8		1/8	1		6	66		271
123/2	0.25	31	31	3/8	3/8	2/4	1	1	1/16		1/16	1		3	69		266
247/4	0.25	31	31	7/16	7/16	2/4	1	1	1/16		1/16	1		5	71		267
62	1.0	32	32	0	0	2/4	4	1	1/4		1/4	1		1	43		284
62	1.0	32	32	0	0	2/4	3	1	1/4		1/4	1		1	55		282
62	1.0	32	32	0	0	2/4	2	1	1/4		1/4	1		5	59		280
62	0.5	32	32	0	0	2/4	1	1	1/8		1/8	1		1	67		276
125/2	0.25	32	32	1/8	1/8	2/4	1	1	1/16		1/16	1		5	71		277
251/4	0.25	32	32	3/16	3/16	2/4	1	1	1/16		1/16	1		1	67		278
63	1.0	32	32	1/4	1/4	2/4	1	1	1/4		1/4	1	1	2	62		279
127/2	0.5	32	32	3/8	3/8	2/4	3	1	1/8		1/8	1		1	55		283
127/2	0.5	32	32	3/8	3/8	2/4	4	1	1/8		1/8	1		1	55		285
127/2	0.5	32	32	3/8	3/8	2/4	2	1	1/8		1/8	1		5	59		281
64	1.0	33	33	0	0	2/4	4	1	1/4		1/4	1		6	54		294
64	1.0	33	33	0	0	2/4	3	1	1/4		1/4	1		3	57		292
64	1.0	33	33	0	0	2/4	2	1	1/4		1/4	1		0	60		290
64	0.5	33	33	0	0	2/4	1	1	1/8		1/8	1	-1	2	62		286
129/2	0.25	33	33	1/8	1/8	2/4	1	1	1/16		1/16	1		2	62		287
259/4	0.25	33	33	3/16	3/16	2/4	1	1	1/16		1/16	1		7	61		288
65	1.0	33	33	1/4	1/4	2/4	1	1	1/4		1/4	1	1	2	62		289
131/2	0.5	33	33	3/8	3/8	2/4	4	1	1/8		1/8	1		6	54		295
131/2	0.5	33	33	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		293
131/2	0.5	33	33	3/8	3/8	2/4	2	1	1/8		1/8	1		0	60		291
66	0.5	34	34	0	0	2/4	4	1	1/8		1/8	1		1	43		311
66	0.5	34	34	0	0	2/4	3	1	1/8		1/8	1		1	55		307
66	0.5	34	34	0	0	2/4	2	1	1/8		1/8	1		5	59		303
66	0.5	34	34	0	0	2/4	1	1	1/8		1/8	1	-1	2	62		296
133/2	0.5	34	34	1/8	1/8	2/4	4	1	1/8		1/8	1		1	55		312
133/2	0.5	34	34	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		308
133/2	0.25	34	34	1/8	1/8	2/4	1	1	1/16		1/16	1		2	62		297
133/2	0.5	34	34	1/8	1/8	2/4	2	1	1/8		1/8	1		2	62		304
267/4	0.25	34	34	3/16	3/16	2/4	1	1	1/16		1/16	1		0	60		298
67	0.5	34	34	1/4	1/4	2/4	4	1	1/8		1/8	1		1	55		313
67	0.25	34	34	1/4	1/4	2/4	1	1	1/16		1/16	1		5	59		299
67	0.5	34	34	1/4	1/4	2/4	3	1	1/8		1/8	1		5	59		309
67	0.5	34	34	1/4	1/4	2/4	2	1	1/8		1/8	1		2	62		305
269/4	0.25	34	34	5/16	5/16	2/4	1	1	1/16		1/16	1		0	60		300
135/2	0.5	34	34	3/8	3/8	2/4	4	1	1/8		1/8	1		1	55		314
135/2	0.25	34	34	3/8	3/8	2/4	1	1	1/16		1/16	1		5	59		301
135/2	0.5	34	34	3/8	3/8	2/4	3	1	1/8		1/8	1		5	59		310
135/2	0.5	34	34	3/8	3/8	2/4	2	1	1/8		1/8	1		2	62		306
271/4	0.25	34	34	7/16	7/16	2/4	1	1	1/16		1/16	1		3	57		302
68	0.5	35	35	0	0	2/4	4	1	1/8		1/8	1		4	40		330
68	0.5	35	35	0	0	2/4	1	1	1/8		1/8	1		1	55		315
68	0.5	35	35	0	0	2/4	3	1	1/8		1/8	1		5	59		326
68	0.5	35	35	0	0	2/4	2	1	1/8		1/8	1		1	67		322
137/2	0.5	35	35	1/8	1/8	2/4	4	1	1/8		1/8	1		4	52		331
137/2	0.5	35	35	1/8	1/8	2/4	3	1	1/8		1/8	1		5	59		327
137/2	0.25	35	35	1/8	1/8	2/4	1	1	1/16		1/16	1		1	67		316
137/2	0.5	35	35	1/8	1/8	2/4	2	1	1/8		1/8	1		1	67		323
275/4	0.25	35	35	3/16	3/16	2/4	1	1	1/16		1/16	1		6	66		317
69	0.5	35	35	1/4	1/4	2/4	4	1	1/8		1/8	1		4	52		332
69	0.5	35	35	1/4	1/4	2/4	3	1	1/8		1/8	1		3	57		328
69	0.25	35	35	1/4	1/4	2/4	1	1	1/16		1/16	1		1	67		318
69	0.5	35	35	1/4	1/4	2/4	2	1	1/8		1/8	1		1	67		324
277/4	0.25	35	35	5/16	5/16	2/4	1	1	1/16		1/16	1		3	69		319
139/2	0.5	35	35	3/8	3/8	2/4	4	1	1/8		1/8	1		4	52		333
139/2	0.5	35	35	3/8	3/8	2/4	3	1	1/8		1/8	1		3	57		329
