quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
21	1.0	6	5	3/4	3/4	4/4	3	1	1/4		1/4	1		4	52		47
21	1.0	6	5	3/4	3/4	4/4	2	1	1/4		1/4	1		4	64		44
22	2.0	7	6	0	0	4/4	4	1	1/2		1/2	1		2	50		56
22	2.0	7	6	0	0	4/4	3	1	1/2		1/2	1		-1	53		55
22	2.0	7	6	0	0	4/4	2	1	1/2		1/2	1		3	57		54
22	2.0	7	6	0	0	4/4	1	1	1/2		1/2	1		-1	65		51
24	1.0	7	6	1/2	1/2	4/4	1	1	1/4		1/4	1		3	81		52
25	1.0	7	6	3/4	3/4	4/4	1	1	1/4		1/4	1		2	74		53
26	1.0	8	7	0	0	4/4	2	1	1/4		1/4	1		3	69		61
26	1.0	8	7	0	0	4/4	1	1	1/4		1/4	1		4	76		57
27	1.0	8	7	1/4	1/4	4/4	2	1	1/4		1/4	1	1	2	62		62
27	1.0	8	7	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	77		58
28	1.0	8	7	1/2	1/2	4/4	4	1	1/4		1/4	1		1	55		67
28	1.0	8	7	1/2	1/2	4/4	3	1	1/4		1/4	1		5	59		65
28	1.0	8	7	1/2	1/2	4/4	2	1	1/4		1/4	1	-1	2	62		63
28	1.0	8	7	1/2	1/2	4/4	1	1	1/4		1/4	1		1	79		59
29	1.0	8	7	3/4	3/4	4/4	4	1	1/4		1/4	1		5	47		68
29	1.0	8	7	3/4	3/4	4/4	3	1	1/4		1/4	1		2	50		66
29	1.0	8	7	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		64
29	1.0	8	7	3/4	3/4	4/4	3	1	1/4		1/4	1		2	62		66
29	1.0	8	7	3/4	3/4	4/4	1	1	1/4		1/4	1		-1	77		60
30	1.0	9	8	0	0	4/4	4	1	1/4		1/4	1		0	48		78
30	1.0	9	8	0	0	4/4	3	1	1/4		1/4	1		4	52		75
30	1.0	9	8	0	0	4/4	2	1	1/4		1/4	1		1	55		72
30	1.0	9	8	0	0	4/4	3	1	1/4		1/4	1		0	60		75
30	1.0	9	8	0	0	4/4	2	1	1/4		1/4	1		1	67		72
30	1.0	9	8	0	0	4/4	1	1	1/4		1/4	1		4	76		69
31	1.0	9	8	1/4	1/4	4/4	4	1	1/4		1/4	1		2	50		79
31	1.0	9	8	1/4	1/4	4/4	3	1	1/4		1/4	1		-1	53		76
31	1.0	9	8	1/4	1/4	4/4	2	1	1/4		1/4	1		5	59		73
31	1.0	9	8	1/4	1/4	4/4	1	1	1/4		1/4	1		1	67		70
32	2.0	9	8	1/2	1/2	4/4	4	1	1/2		1/2	1		0	48		80
32	2.0	9	8	1/2	1/2	4/4	3	1	1/2		1/2	1		4	52		77
32	2.0	9	8	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		74
32	2.0	9	8	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67		71
34	2.0	10	9	0	0	4/4	4	1	1/2		1/2	1		-1	41		87
34	2.0	10	9	0	0	4/4	3	1	1/2		1/2	1		-1	53		85
34	2.0	10	9	0	0	4/4	2	1	1/2		1/2	1		0	60		83
34	2.0	10	9	0	0	4/4	1	1	1/2		1/2	1		3	69		81
36	2.0	10	9	1/2	1/2	4/4	4	1	1/2		1/2	1		4	40		88
36	2.0	10	9	1/2	1/2	4/4	3	1	1/2		1/2	1		1	55		86
36	2.0	10	9	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		84
36	2.0	10	9	1/2	1/2	4/4	2	1	1/2		1/2	1		1	67		84
36	2.0	10	9	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72		82
38	2.0	11	10	0	0	4/4	4	1	1/2		1/2	1		-1	41		95
38	2.0	11	10	0	0	4/4	3	1	1/2		1/2	1		-1	53		93
38	2.0	11	10	0	0	4/4	2	1	1/2		1/2	1		0	60		91
38	2.0	11	10	0	0	4/4	1	1	1/2		1/2	1		3	69		89
40	2.0	11	10	1/2	1/2	4/4	4	1	1/2		1/2	1		1	43		96
40	2.0	11	10	1/2	1/2	4/4	3	1	1/2		1/2	1		4	52		94
40	2.0	11	10	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		92
40	2.0	11	10	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67		90
42	2.0	12	11	0	0	4/4	4	1	1/2		1/2	1		3	45		106
42	2.0	12	11	0	0	4/4	3	1	1/2		1/2	1		0	48		103
42	1.0	12	11	0	0	4/4	2	1	1/4		1/4	1		0	60		99
42	2.0	12	11	0	0	4/4	1	1	1/2		1/2	1		-1	65		97
43	1.0	12	11	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65		100
44	1.0	12	11	1/2	1/2	4/4	4	1	1/4		1/4	1		5	47		107
44	1.0	12	11	1/2	1/2	4/4	3	1	1/4		1/4	1		2	50		104
44	1.0	12	11	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55		101
44	2.0	12	11	1/2	1/2	4/4	1	1	1/2		1/2	1		2	62		98
45	1.0	12	11	3/4	3/4	4/4	4	1	1/4		1/4	1		1	43		108
45	1.0	12	11	3/4	3/4	4/4	3	1	1/4		1/4	1		-1	53		105
45	1.0	12	11	3/4	3/4	4/4	3	1	1/4		1/4	1		1	55		105
45	1.0	12	11	3/4	3/4	4/4	2	1	1/4		1/4	1		5	59		102
46	2.0	13	12	0	0	4/4	4	1	1/2		1/2	1		0	36		112
46	2.0	13	12	0	0	4/4	4	1	1/2		1/2	1		1	43		112
46	2.0	13	12	0	0	4/4	3	1	1/2		1/2	1		4	52		111
46	2.0	13	12	0	0	4/4	3	1	1/2		1/2	1		1	55		111
46	2.0	13	12	0	0	4/4	2	1	1/2		1/2	1		0	60		110
46	2.0	13	12	0	0	4/4	1	1	1/2		1/2	1		4	64		109
48	1.0	13	12	1/2	1/2	4/4	4	1	1/4		1/4	1		1	55		113
49	1.0	13	12	3/4	3/4	4/4	4	1	1/4		1/4	1		0	48		114
50	1.0	14	13	0	0	4/4	4	1	1/4		1/4	1		2	50		123
50	1.0	14	13	0	0	4/4	3	1	1/4		1/4	1		1	55		119
51	1.0	14	13	1/4	1/4	4/4	3	1	1/4		1/4	1		0	48		120
51	1.0	14	13	1/4	1/4	4/4	4	1	1/4		1/4	1		4	52		124
52	1.0	14	13	1/2	1/2	4/4	3	1	1/4		1/4	1		2	50		121
52	1.0	14	13	1/2	1/2	4/4	4	1	1/4		1/4	1		-1	53		125
52	1.0	14	13	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59		117
52	1.0	14	13	1/2	1/2	4/4	1	1	1/4		1/4	1		1	67		115
53	1.0	14	13	3/4	3/4	4/4	3	1	1/4		1/4	1		4	52		122
53	1.0	14	13	3/4	3/4	4/4	4	1	1/4		1/4	1		4	52		126
53	1.0	14	13	3/4	3/4	4/4	2	1	1/4		1/4	1		1	55		118
53	1.0	14	13	3/4	3/4	4/4	1	1	1/4		1/4	1		0	60		116
54	1.0	15	14	0	0	4/4	4	1	1/4		1/4	1		2	50		136
54	1.0	15	14	0	0	4/4	3	1	1/4		1/4	1		-1	53		133
54	1.0	15	14	0	0	4/4	2	1	1/4		1/4	1		5	59		130
54	1.0	15	14	0	0	4/4	1	1	1/4		1/4	1		2	62		127
55	1.0	15	14	1/4	1/4	4/4	4	1	1/4		1/4	1		0	48		137
55	1.0	15	14	1/4	1/4	4/4	3	1	1/4		1/4	1		4	52		134
55	1.0	15	14	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60		131
55	1.0	15	14	1/4	1/4	4/4	1	1	1/4		1/4	1		4	64		128
56	2.0	15	14	1/2	1/2	4/4	4	1	1/2		1/2	1		3	45		138
56	2.0	15	14	1/2	1/2	4/4	3	1	1/2		1/2	1		4	52		135
56	2.0	15	14	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		132
56	2.0	15	14	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64		129
58	2.0	16	15	0	0	4/4	4	1	1/2		1/2	1		3	45		145
58	2.0	16	15	0	0	4/4	3	1	1/2		1/2	1		0	48		143
58	2.0	16	15	0	0	4/4	2	1	1/2		1/2	1		4	64		141
58	2.0	16	15	0	0	4/4	1	1	1/2		1/2	1		0	72		139
60	2.0	16	15	1/2	1/2	4/4	4	1	1/2		1/2	1		4	52		146
60	2.0	16	15	1/2	1/2	4/4	3	1	1/2		1/2	1		1	55		144
60	2.0	16	15	1/2	1/2	4/4	2	1	1/2		1/2	1		4	64		142
60	2.0	16	15	1/2	1/2	4/4	1	1	1/2		1/2	1		5	71		140
62	2.0	17	16	0	0	4/4	4	1	1/2		1/2	1		0	48		153
62	2.0	17	16	0	0	4/4	3	1	1/2		1/2	1		4	52		151
62	2.0	17	16	0	0	4/4	2	1	1/2		1/2	1		1	55		149
62	2.0	17	16	0	0	4/4	3	1	1/2		1/2	1		1	55		151
62	2.0	17	16	0	0	4/4	2	1	1/2		1/2	1		4	64		149
62	2.0	17	16	0	0	4/4	1	1	1/2		1/2	1		0	72		147
64	2.0	17	16	1/2	1/2	4/4	4	1	1/2		1/2	1		-1	53		154
64	2.0	17	16	1/2	1/2	4/4	3	1	1/2		1/2	1		3	57		152
64	2.0	17	16	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		150
64	2.0	17	16	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69		148
66	2.0	18	17	0	0	4/4	4	1	1/2		1/2	1		2	50		161
66	2.0	18	17	0	0	4/4	3	1	1/2		1/2	1		-1	53		159
66	2.0	18	17	0	0	4/4	2	1	1/2		1/2	1		-1	65		157
66	2.0	18	17	0	0	4/4	1	1	1/2		1/2	1		5	71		155
68	2.0	18	17	1/2	1/2	4/4	4	1	1/2		1/2	1		0	48		162
68	2.0	18	17	1/2	1/2	4/4	3	1	1/2		1/2	1		1	55		160
68	2.0	18	17	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		158
68	2.0	18	17	1/2	1/2	4/4	2	1	1/2		1/2	1		4	64		158
68	2.0	18	17	1/2	1/2	4/4	3	1	1/2		1/2	1		1	67		160
68	2.0	18	17	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72		156
70	2.0	19	18	0	0	4/4	4	1	1/2		1/2	1		1	43		168
70	2.0	19	18	0	0	4/4	3	1	1/2		1/2	1		1	55		167
70	2.0	19	18	0	0	4/4	2	1	1/2		1/2	1		5	59		166
70	2.0	19	18	0	0	4/4	1	1	1/2		1/2	1		2	62		163
70	2.0	19	18	0	0	4/4	2	1	1/2		1/2	1		2	62		166
70	2.0	19	18	0	0	4/4	3	1	1/2		1/2	1		1	67		167
70	2.0	19	18	0	0	4/4	1	1	1/2		1/2	1		2	74		163
72	1.0	19	18	1/2	1/2	4/4	1	1	1/4		1/4	1		1	79		164
73	1.0	19	18	3/4	3/4	4/4	1	1	1/4		1/4	1		0	72		165
74	1.0	20	19	0	0	4/4	2	1	1/4		1/4	1		1	67		173
74	1.0	20	19	0	0	4/4	1	1	1/4		1/4	1		2	74		169
75	1.0	20	19	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60		174
75	1.0	20	19	1/4	1/4	4/4	3	1	1/4		1/4	1		1	67		177
75	1.0	20	19	1/4	1/4	4/4	1	1	1/4		1/4	1		4	76		170
76	1.0	20	19	1/2	1/2	4/4	4	1	1/4		1/4	1		1	55		180
76	1.0	20	19	1/2	1/2	4/4	3	1	1/4		1/4	1		5	59		178
76	1.0	20	19	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62		175
76	1.0	20	19	1/2	1/2	4/4	1	1	1/4		1/4	1		-1	77		171
77	1.0	20	19	3/4	3/4	4/4	4	1	1/4		1/4	1		0	48		181
77	1.0	20	19	3/4	3/4	4/4	3	1	1/4		1/4	1		0	60		179
77	1.0	20	19	3/4	3/4	4/4	2	1	1/4		1/4	1		4	64		176
77	1.0	20	19	3/4	3/4	4/4	1	1	1/4		1/4	1		4	76		172
78	1.0	21	20	0	0	4/4	4	1	1/4		1/4	1		2	50		191
78	1.0	21	20	0	0	4/4	3	1	1/4		1/4	1		-1	53		188
78	1.0	21	20	0	0	4/4	2	1	1/4		1/4	1		-1	65		185
78	1.0	21	20	0	0	4/4	1	1	1/4		1/4	1		5	71		182
79	1.0	21	20	1/4	1/4	4/4	4	1	1/4		1/4	1		4	52		192
79	1.0	21	20	1/4	1/4	4/4	3	1	1/4		1/4	1		1	55		189
79	1.0	21	20	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60		186
79	1.0	21	20	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72		183
80	2.0	21	20	1/2	1/2	4/4	4	1	1/2		1/2	1		3	45		193
80	2.0	21	20	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	53		190
80	2.0	21	20	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		187
80	2.0	21	20	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72		184
82	2.0	22	21	0	0	4/4	4	1	1/2		1/2	1		3	45		200
82	2.0	22	21	0	0	4/4	3	1	1/2		1/2	1		-1	53		198
82	2.0	22	21	0	0	4/4	2	1	1/2		1/2	1		0	60		196
82	2.0	22	21	0	0	4/4	1	1	1/2		1/2	1		0	72		194
84	2.0	22	21	1/2	1/2	4/4	4	1	1/2		1/2	1		1	43		201
84	2.0	22	21	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	53		199
84	2.0	22	21	1/2	1/2	4/4	2	1	1/2		1/2	1		5	59		197
84	2.0	22	21	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74		195
86	2.0	23	22	0	0	4/4	4	1	1/2		1/2	1		0	48		208
86	2.0	23	22	0	0	4/4	3	1	1/2		1/2	1		4	52		206
86	2.0	23	22	0	0	4/4	2	1	1/2		1/2	1		0	60		204
86	2.0	23	22	0	0	4/4	1	1	1/2		1/2	1		1	67		202
88	2.0	23	22	1/2	1/2	4/4	4	1	1/2		1/2	1		-1	41		209
88	2.0	23	22	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	53		207
88	2.0	23	22	1/2	1/2	4/4	2	1	1/2		1/2	1		0	60		205
88	2.0	23	22	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69		203
90	2.0	24	23	0	0	4/4	4	1	1/2		1/2	1		1	43		218
90	2.0	24	23	0	0	4/4	3	1	1/2		1/2	1		-1	53		215
90	2.0	24	23	0	0	4/4	2	1	1/2		1/2	1		5	59		212
90	2.0	24	23	0	0	4/4	1	1	1/2		1/2	1		2	62		210
92	2.0	24	23	1/2	1/2	4/4	4	1	1/2		1/2	1		0	36		219
92	1.0	24	23	1/2	1/2	4/4	3	1	1/4		1/4	1		4	52		216
92	1.0	24	23	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55		213
92	2.0	24	23	1/2	1/2	4/4	1	1	1/2		1/2	1		4	64		211
93	1.0	24	23	3/4	3/4	4/4	3	1	1/4		1/4	1		0	48		217
93	1.0	24	23	3/4	3/4	4/4	3	1	1/4		1/4	1		1	55		217
93	1.0	24	23	3/4	3/4	4/4	2	1	1/4		1/4	1		0	60		214
94	2.0	25	24	0	0	4/4	4	1	1/2		1/2	1		-1	41		225
94	2.0	25	24	0	0	4/4	3	1	1/2		1/2	1		0	48		224
94	2.0	25	24	0	0	4/4	2	1	1/2		1/2	1		3	57		223
94	2.0	25	24	0	0	4/4	1	1	1/2		1/2	1		-1	65		220
96	1.0	25	24	1/2	1/2	4/4	1	1	1/4		1/4	1		0	72		221
97	1.0	25	24	3/4	3/4	4/4	1	1	1/4		1/4	1		3	81		222
98	1.0	26	25	0	0	4/4	2	1	1/4		1/4	1		0	60		230
98	1.0	26	25	0	0	4/4	1	1	1/4		1/4	1		4	76		226
99	1.0	26	25	1/4	1/4	4/4	3	1	1/4		1/4	1		0	48		234
99	1.0	26	25	1/4	1/4	4/4	2	1	1/4		1/4	1		3	69		231
99	1.0	26	25	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	77		227
100	1.0	26	25	1/2	1/2	4/4	4	1	1/4		1/4	1		3	45		237
100	1.0	26	25	1/2	1/2	4/4	3	1	1/4		1/4	1		3	57		235
100	1.0	26	25	1/2	1/2	4/4	2	1	1/4		1/4	1		0	72		232
100	1.0	26	25	1/2	1/2	4/4	1	1	1/4		1/4	1		-1	77		228
101	1.0	26	25	3/4	3/4	4/4	4	1	1/4		1/4	1		-1	53		238
101	1.0	26	25	3/4	3/4	4/4	2	1	1/4		1/4	1		3	57		233
101	1.0	26	25	3/4	3/4	4/4	3	1	1/4		1/4	1		3	69		236
101	1.0	26	25	3/4	3/4	4/4	1	1	1/4		1/4	1		2	74		229
102	1.0	27	26	0	0	4/4	2	1	1/4		1/4	1		1	55		242
102	1.0	27	26	0	0	4/4	4	1	1/4		1/4	1		1	55		248
102	1.0	27	26	0	0	4/4	3	1	1/4		1/4	1		4	64		245
102	1.0	27	26	0	0	4/4	1	1	1/4		1/4	1		0	72		239
103	1.0	27	26	1/4	1/4	4/4	4	1	1/4		1/4	1		1	43		249
103	1.0	27	26	1/4	1/4	4/4	3	1	1/4		1/4	1		2	62		246
103	1.0	27	26	1/4	1/4	4/4	2	1	1/4		1/4	1		-1	65		243
103	1.0	27	26	1/4	1/4	4/4	1	1	1/4		1/4	1		5	71		240
104	2.0	27	26	1/2	1/2	4/4	4	1	1/2		1/2	1		3	45		250
104	2.0	27	26	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	53		247
104	2.0	27	26	1/2	1/2	4/4	3	1	1/2		1/2	1		0	60		247
104	2.0	27	26	1/2	1/2	4/4	2	1	1/2		1/2	1		-1	65		244
104	2.0	27	26	1/2	1/2	4/4	1	1	1/2		1/2	1		0	72		241
106	2.0	28	27	0	0	4/4	4	1	1/2		1/2	1		3	45		257
106	2.0	28	27	0	0	4/4	3	1	1/2		1/2	1		-1	53		255
106	2.0	28	27	0	0	4/4	3	1	1/2		1/2	1		0	60		255
106	2.0	28	27	0	0	4/4	2	1	1/2		1/2	1		-1	65		253
106	2.0	28	27	0	0	4/4	1	1	1/2		1/2	1		0	72		251
108	2.0	28	27	1/2	1/2	4/4	4	1	1/2		1/2	1		1	43		258
108	2.0	28	27	1/2	1/2	4/4	2	1	1/2		1/2	1		5	59		254
108	2.0	28	27	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	65		256
108	2.0	28	27	1/2	1/2	4/4	1	1	1/2		1/2	1		2	74		252
110	2.0	29	28	0	0	4/4	4	1	1/2		1/2	1		0	48		265
110	2.0	29	28	0	0	4/4	2	1	1/2		1/2	1		0	60		261
110	2.0	29	28	0	0	4/4	3	1	1/2		1/2	1		4	64		263
110	2.0	29	28	0	0	4/4	1	1	1/2		1/2	1		1	67		259
112	2.0	29	28	1/2	1/2	4/4	4	1	1/2		1/2	1		-1	41		266
112	2.0	29	28	1/2	1/2	4/4	2	1	1/2		1/2	1		3	57		262
112	2.0	29	28	1/2	1/2	4/4	3	1	1/2		1/2	1		-1	65		264
112	2.0	29	28	1/2	1/2	4/4	1	1	1/2		1/2	1		3	69		260
114	2.0	30	29	0	0	4/4	4	1	1/2		1/2	1		2	50		273
114	2.0	30	29	0	0	4/4	3	1	1/2		1/2	1		-1	53		271
114	2.0	30	29	0	0	4/4	2	1	1/2		1/2	1		3	57		269
114	2.0	30	29	0	0	4/4	1	1	1/2		1/2	1		-1	65		267
116	2.0	30	29	1/2	1/2	4/4	4	1	1/2		1/2	1		1	43		274
116	2.0	30	29	1/2	1/2	4/4	3	1	1/2		1/2	1		2	50		272
116	2.0	30	29	1/2	1/2	4/4	2	1	1/2		1/2	1		5	59		270
116	2.0	30	29	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67		268
118	1.0	31	30	0	0	4/4	4	1	1/4		1/4	1		3	45		286
118	1.0	31	30	0	0	4/4	3	1	1/4		1/4	1		3	57		282
118	1.0	31	30	0	0	4/4	2	1	1/4		1/4	1		7	61		278
118	2.0	31	30	0	0	4/4	1	1	1/2		1/2	1		4	64		275
119	1.0	31	30	1/4	1/4	4/4	4	1	1/4		1/4	1		3	45		287
119	1.0	31	30	1/4	1/4	4/4	3	1	1/4		1/4	1		3	57		283
119	1.0	31	30	1/4	1/4	4/4	2	1	1/4		1/4	1		3	69		279
120	1.0	31	30	1/2	1/2	4/4	4	1	1/4		1/4	1		3	45		288
120	1.0	31	30	1/2	1/2	4/4	3	1	1/4		1/4	1		3	57		284
120	1.0	31	30	1/2	1/2	4/4	2	1	1/4		1/4	1		3	69		280
120	1.0	31	30	1/2	1/2	4/4	1	1	1/4		1/4	1		3	81		276
121	1.0	31	30	3/4	3/4	4/4	4	1	1/4		1/4	1		3	45		289
121	1.0	31	30	3/4	3/4	4/4	3	1	1/4		1/4	1		3	57		285
121	1.0	31	30	3/4	3/4	4/4	2	1	1/4		1/4	1		3	69		281
121	1.0	31	30	3/4	3/4	4/4	1	1	1/4		1/4	1		3	81		277
122	0.5	32	31	0	0	3/8	4	1	1/8		1/8	1		2	38		296
122	0.5	32	31	0	0	3/8	3	1	1/8		1/8	1		6	54		294
122	0.5	32	31	0	0	3/8	3	1	1/8		1/8	1		3	57		294
122	0.5	32	31	0	0	3/8	2	1	1/8		1/8	1		2	74		291
122	1.5	32	31	0	0	3/8	1	1	3/8		1/4	3/2		3	81		290
245/2	0.5	32	31	1/8	1/8	3/8	4	1	1/8		1/8	1		2	50		297
245/2	0.5	32	31	1/8	1/8	3/8	2	1	1/8		1/8	1		2	62		292
245/2	0.5	32	31	1/8	1/8	3/8	3	1	1/8		1/8	1		6	66		295
123	0.5	32	31	1/4	1/4	3/8	2	1	1/8		1/8	1		6	78		293
247/2	0.5	33	32	0	0	3/8	4	1	1/8		1/8	1		7	49		309
247/2	0.5	33	32	0	0	3/8	3	1	1/8		1/8	1		3	57		307
247/2	1.5	33	32	0	0	3/8	1	1	3/8		1/4	3/2	1	3	81		298
495/4	0.25	33	32	1/16	1/16	3/8	2	1	1/16		1/16	1		4	76		299
124	0.5	33	32	1/8	1/8	3/8	4	1	1/8		1/8	1		7	61		310
124	0.5	33	32	1/8	1/8	3/8	3	1	1/8		1/8	1		4	64		308
124	0.5	33	32	1/8	1/8	3/8	3	1	1/8		1/8	1		3	69		308
993/8	0.125	33	32	5/32	5/32	3/8	2	1	1/32		1/32	1		3	69		300
497/4	0.125	33	32	3/16	3/16	3/8	2	1	1/32		1/32	1		2	74		301
995/8	0.125	33	32	7/32	7/32	3/8	2	1	1/32		1/32	1		7	73		302
249/2	0.125	33	32	1/4	1/4	3/8	2	1	1/32		1/32	1		5	71		303
997/8	0.125	33	32	9/32	9/32	3/8	2	1	1/32		1/32	1		3	69		304
499/4	0.125	33	32	5/16	5/16	3/8	2	1	1/32		1/32	1		5	71		305
999/8	0.125	33	32	11/32	11/32	3/8	2	1	1/32		1/32	1		7	73		306
125	0.5	34	33	0	0	3/8	4	1	1/8		1/8	1		5	47		317
125	0.5	34	33	0	0	3/8	3	1	1/8		1/8	1		6	54		315
125	0.5	34	33	0	0	3/8	2	1	1/8		1/8	1		2	74		312
125	1.5	34	33	0	0	3/8	1	1	3/8		1/4	3/2	0	3	81		311
251/2	0.5	34	33	1/8	1/8	3/8	4	1	1/8		1/8	1		5	59		318
251/2	0.5	34	33	1/8	1/8	3/8	2	1	1/8		1/8	1		2	62		313
