mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
4	4	37/2	37/2	0.5		1/8	1/8	3/2	1	1	1/8			1/8	1		-3	75	Eb5	5	39
4	4	19	19	0.5		1/4	1/4	3/2	1	1	1/8			1/8	1		-5	73	Db5	5	40
4	4	39/2	39/2	0.5		3/8	3/8	3/2	1	1	1/8			1/8	1		0	72	C5	5	41
4	4	20	20	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1	-1	-1	65	F4	4	48
4	4	20	20	2.0		1/2	1/2	3/2	3	1	1/2			1/2	1	1	-1	65	F4	4	56
4	4	20	20	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		-2	70	Bb4	4	42
4	4	41/2	41/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-3	63	Eb4	4	49
4	4	41/2	41/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		-5	73	Db5	5	43
4	4	21	21	0.5		3/4	3/4	3/2	2	1	1/8			1/8	1		-5	61	Db4	4	50
4	4	21	21	0.5		3/4	3/4	3/2	1	1	1/8			1/8	1		-1	77	F5	5	44
4	4	43/2	43/2	0.5		7/8	7/8	3/2	2	1	1/8			1/8	1		0	60	C4	4	51
4	4	43/2	43/2	0.5		7/8	7/8	3/2	1	1	1/8			1/8	1		3	81	A5	5	45
4	4	22	22	2.0		1	1	3/2	4	1	1/2			1/2	1		-4	56	Ab3	3	61
4	4	22	22	0.5		1	1	3/2	2	1	1/8			1/8	1		-2	58	Bb3	3	52
4	4	22	22	0.5		1	1	3/2	3	1	1/8			1/8	1	-1	-1	65	F4	4	57
4	4	22	22	1.0		1	1	3/2	1	1	1/4			1/4	1		-2	82	Bb5	5	46
4	4	45/2	45/2	0.5		9/8	9/8	3/2	2	1	1/8			1/8	1		2	62	D4	4	53
4	4	45/2	45/2	0.5		9/8	9/8	3/2	3	1	1/8			1/8	1		-1	65	F4	4	58
4	4	23	23	0.5		5/4	5/4	3/2	3	1	1/8			1/8	1		2	62	D4	4	59
4	4	23	23	0.5		5/4	5/4	3/2	2	1	1/8			1/8	1		-1	65	F4	4	54
4	4	47/2	47/2	0.5		11/8	11/8	3/2	3	1	1/8			1/8	1		-2	58	Bb3	3	60
4	4	47/2	47/2	0.5		11/8	11/8	3/2	2	1	1/8			1/8	1		-2	70	Bb4	4	55
5	5	24	24	0.5		0	0	3/2	4	1	1/8			1/8	1		-4	56	Ab3	3	71
5	5	24	24	0.5		0	0	3/2	3	1	1/8			1/8	1		-2	58	Bb3	3	68
5	5	24	24	0.5		0	0	3/2	3	1	1/8			1/8	1		2	62	D4	4	68
5	5	24	24	0.5		0	0	3/2	2	1	1/8			1/8	1		-1	65	F4	4	65
5	5	24	24	0.5		0	0	3/2	2	1	1/8			1/8	1		2	74	D5	5	65
5	5	24	24	0.5		0	0	3/2	1	1	1/8			1/8	1		-2	82	Bb5	5	62
5	5	49/2	49/2	0.5		1/8	1/8	3/2	4	1	1/8			1/8	1		-4	56	Ab3	3	72
5	5	49/2	49/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		-2	58	Bb3	3	69
5	5	49/2	49/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		2	62	D4	4	69
5	5	49/2	49/2	0.5		1/8	1/8	3/2	2	1	1/8			1/8	1		-1	65	F4	4	66
5	5	49/2	49/2	0.5		1/8	1/8	3/2	2	1	1/8			1/8	1		2	74	D5	5	66
5	5	49/2	49/2	0.5		1/8	1/8	3/2	1	1	1/8			1/8	1		-2	82	Bb5	5	63
5	5	25	25	1.0		1/4	1/4	3/2	4	1	1/4			1/4	1		-4	56	Ab3	3	73
5	5	25	25	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		-2	58	Bb3	3	70
5	5	25	25	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		2	62	D4	4	70
5	5	25	25	1.0		1/4	1/4	3/2	2	1	1/4			1/4	1		-1	65	F4	4	67
5	5	25	25	1.0		1/4	1/4	3/2	2	1	1/4			1/4	1		2	74	D5	5	67
5	5	25	25	1.0		1/4	1/4	3/2	1	1	1/4			1/4	1		-2	82	Bb5	5	64
6	6	30	30	0.5		0	0	3/2	4	1	1/8			1/8	1		1	43	G2	2	83
6	6	30	30	0.5		0	0	3/2	3	1	1/8			1/8	1		-5	61	Db4	4	80
6	6	30	30	0.5		0	0	3/2	2	1	1/8			1/8	1		-2	70	Bb4	4	77
6	6	30	30	0.5		0	0	3/2	2	1	1/8			1/8	1		4	76	E5	5	77
6	6	30	30	0.5		0	0	3/2	1	1	1/8			1/8	1		4	88	E6	6	74
6	6	61/2	61/2	0.5		1/8	1/8	3/2	4	1	1/8			1/8	1		1	43	G2	2	84
6	6	61/2	61/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		-5	61	Db4	4	81
6	6	61/2	61/2	0.5		1/8	1/8	3/2	2	1	1/8			1/8	1		-2	70	Bb4	4	78
6	6	61/2	61/2	0.5		1/8	1/8	3/2	2	1	1/8			1/8	1		4	76	E5	5	78
6	6	61/2	61/2	0.5		1/8	1/8	3/2	1	1	1/8			1/8	1		4	88	E6	6	75
6	6	31	31	1.0		1/4	1/4	3/2	4	1	1/4			1/4	1		1	43	G2	2	85
6	6	31	31	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		-5	61	Db4	4	82
6	6	31	31	1.0		1/4	1/4	3/2	2	1	1/4			1/4	1		-2	70	Bb4	4	79
6	6	31	31	1.0		1/4	1/4	3/2	2	1	1/4			1/4	1		4	76	E5	5	79
6	6	31	31	1.0		1/4	1/4	3/2	1	1	1/4			1/4	1		4	88	E6	6	76
7	7	36	36	1.5		0	0	3/2	4	1	3/8			1/4	3/2		-5	49	Db3	3	95
7	7	36	36	1.5		0	0	3/2	3	1	3/8			1/4	3/2		-5	61	Db4	4	92
7	7	75/2	75/2	0.5		3/8	3/8	3/2	4	1	1/8			1/8	1		-2	46	Bb2	2	96
7	7	75/2	75/2	0.5		3/8	3/8	3/2	3	1	1/8			1/8	1		-2	58	Bb3	3	93
7	7	38	38	4.0		1/2	1/2	3/2	4	1	1			1	1		4	52	E3	3	97
7	7	38	38	4.0		1/2	1/2	3/2	3	1	1			1	1		4	64	E4	4	94
7	7	38	38	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-5	73	Db5	5	89
7	7	38	38	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	89
7	7	38	38	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		1	91	G6	6	86
7	7	77/2	77/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-5	73	Db5	5	90
7	7	77/2	77/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	90
7	7	77/2	77/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		1	91	G6	6	87
7	7	39	39	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-5	73	Db5	5	91
7	7	39	39	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-2	82	Bb5	5	91
7	7	39	39	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		1	91	G6	6	88
8	8	42	42	1.5		0	0	3/2	4	1	3/8			1/4	3/2		4	52	E3	3	107
8	8	42	42	1.5		0	0	3/2	3	1	3/8			1/4	3/2		4	64	E4	4	104
8	8	87/2	87/2	0.5		3/8	3/8	3/2	4	1	1/8			1/8	1		0	48	C3	3	108
8	8	87/2	87/2	0.5		3/8	3/8	3/2	3	1	1/8			1/8	1		0	60	C4	4	105
8	8	44	44	4.0		1/2	1/2	3/2	4	1	1			1	1		-1	53	F3	3	109
8	8	44	44	4.0		1/2	1/2	3/2	3	1	1			1	1		-1	65	F4	4	106
8	8	44	44	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		0	72	C5	5	101
8	8	44	44	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-4	80	Ab5	5	101
8	8	44	44	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		-4	92	Ab6	6	98
8	8	89/2	89/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		0	72	C5	5	102
8	8	89/2	89/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-4	80	Ab5	5	102
8	8	89/2	89/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		-4	92	Ab6	6	99
8	8	45	45	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		0	72	C5	5	103
8	8	45	45	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-4	80	Ab5	5	103
8	8	45	45	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		-4	92	Ab6	6	100
9	9	48	48	1.5		0	0	3/2	4	1	3/8			1/4	3/2		-1	53	F3	3	119
9	9	48	48	1.5		0	0	3/2	3	1	3/8			1/4	3/2		-1	65	F4	4	116
9	9	99/2	99/2	0.5		3/8	3/8	3/2	4	1	1/8			1/8	1		2	50	D3	3	120
9	9	99/2	99/2	0.5		3/8	3/8	3/2	3	1	1/8			1/8	1		2	62	D4	4	117
9	9	50	50	4.0		1/2	1/2	3/2	4	1	1			1	1		1	55	G3	3	121
9	9	50	50	4.0		1/2	1/2	3/2	3	1	1			1	1		1	67	G4	4	118
9	9	50	50	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-2	70	Bb4	4	113
9	9	50	50	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		4	76	E5	5	113
9	9	50	50	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	110
9	9	101/2	101/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-2	70	Bb4	4	114
9	9	101/2	101/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		4	76	E5	5	114
9	9	101/2	101/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	111
9	9	51	51	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-2	70	Bb4	4	115
9	9	51	51	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		4	76	E5	5	115
9	9	51	51	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		-5	85	Db6	6	112
10	10	54	54	0.5		0	0	3/2	4	1	1/8			1/8	1		0	36	C2	2	131
10	10	54	54	0.5		0	0	3/2	3	1	1/8			1/8	1		0	48	C3	3	128
10	10	109/2	109/2	0.5		1/8	1/8	3/2	4	1	1/8			1/8	1		0	36	C2	2	132
10	10	109/2	109/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		0	48	C3	3	129
10	10	55	55	1.0		1/4	1/4	3/2	4	1	1/4			1/4	1		0	36	C2	2	133
10	10	55	55	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		0	48	C3	3	130
10	10	56	56	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		4	76	E5	5	122
10	10	56	56	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		1	79	G5	5	125
10	10	56	56	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	125
10	10	56	56	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	122
10	10	113/2	113/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		4	76	E5	5	123
10	10	113/2	113/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		1	79	G5	5	126
10	10	113/2	113/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	126
10	10	113/2	113/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	123
10	10	57	57	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		4	76	E5	5	124
10	10	57	57	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		1	79	G5	5	127
10	10	57	57	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-2	82	Bb5	5	127
10	10	57	57	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		-5	85	Db6	6	124
11	11	60	60	0.5		0	0	3/2	4	1	1/8			1/8	1		0	36	C2	2	143
11	11	60	60	0.5		0	0	3/2	3	1	1/8			1/8	1		0	48	C3	3	140
11	11	121/2	121/2	0.5		1/8	1/8	3/2	4	1	1/8			1/8	1		0	36	C2	2	144
11	11	121/2	121/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		0	48	C3	3	141
11	11	61	61	1.0		1/4	1/4	3/2	4	1	1/4			1/4	1		0	36	C2	2	145
11	11	61	61	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		0	48	C3	3	142
11	11	62	62	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		4	76	E5	5	134
11	11	62	62	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		1	79	G5	5	137
11	11	62	62	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	137
11	11	62	62	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	134
11	11	125/2	125/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		4	76	E5	5	135
11	11	125/2	125/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		1	79	G5	5	138
11	11	125/2	125/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		-2	82	Bb5	5	138
11	11	125/2	125/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		-5	85	Db6	6	135
11	11	63	63	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		4	76	E5	5	136
11	11	63	63	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		1	79	G5	5	139
11	11	63	63	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1		-2	82	Bb5	5	139
11	11	63	63	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1		-5	85	Db6	6	136
12	12	66	66	0.5		0	0	3/2	4	1	1/8			1/8	1		0	36	C2	2	159
12	12	66	66	0.5		0	0	3/2	3	1	1/8			1/8	1		0	48	C3	3	156
12	12	133/2	133/2	0.5		1/8	1/8	3/2	4	1	1/8			1/8	1		0	36	C2	2	160
12	12	133/2	133/2	0.5		1/8	1/8	3/2	3	1	1/8			1/8	1		0	48	C3	3	157
12	12	67	67	1.0		1/4	1/4	3/2	4	1	1/4			1/4	1		0	36	C2	2	161
12	12	67	67	1.0		1/4	1/4	3/2	3	1	1/4			1/4	1		0	48	C3	3	158
12	12	68	68	0.5		1/2	1/2	3/2	2	1	1/8			1/8	1		0	60	C4	4	151
12	12	68	68	0.5		1/2	1/2	3/2	1	1	1/8			1/8	1		0	72	C5	5	146
12	12	137/2	137/2	0.5		5/8	5/8	3/2	2	1	1/8			1/8	1		0	60	C4	4	152
12	12	137/2	137/2	0.5		5/8	5/8	3/2	1	1	1/8			1/8	1		0	72	C5	5	147
12	12	69	69	1.0		3/4	3/4	3/2	2	1	1/4			1/4	1	1	0	60	C4	4	153
12	12	69	69	1.0		3/4	3/4	3/2	1	1	1/4			1/4	1	1	0	72	C5	5	148
12	12	70	70	1.0		1	1	3/2	2	1	1/4			1/4	1	-1	0	60	C4	4	154
12	12	70	70	1.0		1	1	3/2	1	1	1/4			1/4	1	-1	0	72	C5	5	149
12	12	71	71	1.0		5/4	5/4	3/2	2	1	1/4			1/4	1		3	69	A4	4	155
12	12	71	71	1.0		5/4	5/4	3/2	1	1	1/4			1/4	1		3	81	A5	5	150
13	13	72	72	2.0		0	0	4/4	2	1	1/2			1/2	1		0	72	C5	5	164
13	13	72	72	2.0		0	0	4/4	1	1	1/2			1/2	1		0	84	C6	6	162
13	13	73	73	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		0	36	C2	2	169
13	13	73	73	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		0	48	C3	3	166
13	13	74	74	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		4	40	E2	2	170
13	13	74	74	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		4	52	E3	3	167
13	13	74	74	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		1	67	G4	4	165
13	13	74	74	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		1	79	G5	5	163
13	13	75	75	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		1	43	G2	2	171
13	13	75	75	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		1	55	G3	3	168
14	14	76	76	1.0		0	0	4/4	4	1	1/4			1/4	1		0	48	C3	3	178
14	14	76	76	1.0		0	0	4/4	3	1	1/4			1/4	1		0	60	C4	4	174
14	14	77	77	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		2	50	D3	3	179
14	14	77	77	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		2	62	D4	4	175
14	14	78	78	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		-3	51	Eb3	3	180
14	14	78	78	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-3	63	Eb4	4	176
14	14	79	79	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		4	52	E3	3	181
14	14	79	79	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		4	64	E4	4	177
14	14	79	79	1.0		3/4	3/4	4/4	2	1	1/4			1/4	1		1	67	G4	4	173
14	14	79	79	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		1	79	G5	5	172
15	15	80	80	1.0		0	0	4/4	4	1	1/4			1/4	1		-1	53	F3	3	190
15	15	80	80	1.0		0	0	4/4	3	1	1/4			1/4	1		-1	65	F4	4	186
15	15	80	80	2.0		0	0	4/4	2	1	1/2			1/2	1		-2	70	Bb4	4	184
15	15	80	80	2.0		0	0	4/4	1	1	1/2			1/2	1		-2	82	Bb5	5	182
15	15	81	81	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		3	57	A3	3	191
15	15	81	81	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		3	69	A4	4	187
15	15	82	82	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		0	60	C4	4	192
15	15	82	82	2.0		1/2	1/2	4/4	2	1	1/2			1/2	1		-1	65	F4	4	185
15	15	82	82	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		0	72	C5	5	188
15	15	82	82	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		-1	77	F5	5	183
15	15	83	83	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		2	62	D4	4	193
15	15	83	83	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-1	65	F4	4	189
16	16	84	84	1.0		0	0	4/4	4	1	1/4			1/4	1		-3	63	Eb4	4	198
16	16	84	84	1.0		0	0	4/4	3	1	1/4			1/4	1		-1	65	F4	4	194
16	16	85	85	1.0		1/4	1/4	4/4	4	1	1/4			1/4	1		4	64	E4	4	199
16	16	85	85	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		-1	65	F4	4	195
16	16	86	86	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-1	65	F4	4	196
16	16	86	86	1.0		1/2	1/2	4/4	4	1	1/4			1/4	1		-1	65	F4	4	200
16	16	87	87	1.0		3/4	3/4	4/4	4	1	1/4			1/4	1		-1	65	F4	4	201
16	16	87	87	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		3	69	A4	4	197
17	17	88	88	4.0		0	0	4/4	4	1	1			1	1	1	-1	65	F4	4	206
17	17	88	88	4.0		0	0	4/4	3	1	1			1	1	1	3	69	A4	4	205
17	17	89	89	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		-1	77	F5	5	202
17	17	90	90	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		-3	75	Eb5	5	203
17	17	91	91	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	204
18	18	92	92	4.0		0	0	4/4	4	1	1			1	1	0	-1	65	F4	4	214
18	18	92	92	1.0		0	0	4/4	3	1	1/4			1/4	1	-1	3	69	A4	4	210
18	18	92	92	1.0		0	0	4/4	1	1	1/4			1/4	1		0	72	C5	5	207
18	18	93	93	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		-2	70	Bb4	4	211
18	18	93	93	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	208
18	18	94	94	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		3	69	A4	4	212
18	18	94	94	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		-3	75	Eb5	5	209
18	18	95	95	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		0	72	C5	5	213
19	19	96	96	4.0		0	0	4/4	4	1	1			1	1	0	-1	65	F4	4	220
19	19	96	96	3.0		0	0	4/4	3	1	3/4			1/2	3/2		-2	70	Bb4	4	218
19	19	97	97	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		-3	75	Eb5	5	215
19	19	98	98	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		2	74	D5	5	216
19	19	99	99	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-3	63	Eb4	4	219
19	19	99	99	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		0	72	C5	5	217
20	20	100	100	1.0		0	0	4/4	3	1	1/4			1/4	1		2	62	D4	4	224
20	20	100	100	4.0		0	0	4/4	4	1	1			1	1	0	-1	65	F4	4	228
20	20	100	100	1.0		0	0	4/4	1	1	1/4			1/4	1		-2	70	Bb4	4	221
20	20	101	101	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		0	60	C4	4	225
20	20	101	101	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		0	72	C5	5	222
20	20	102	102	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		-2	58	Bb3	3	226
20	20	102	102	2.0		1/2	1/2	4/4	1	1	1/2			1/2	1		2	74	D5	5	223
20	20	103	103	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-2	70	Bb4	4	227
21	21	104	104	4.0		0	0	4/4	4	1	1			1	1	0	-1	65	F4	4	234
21	21	104	104	3.0		0	0	4/4	3	1	3/4			1/2	3/2		1	67	G4	4	232
21	21	104	104	3.0		0	0	4/4	3	1	3/4			1/2	3/2		-2	70	Bb4	4	232
21	21	105	105	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	229
21	21	106	106	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		0	72	C5	5	230
21	21	107	107	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		-2	70	Bb4	4	231
21	21	107	107	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		2	74	D5	5	233
22	22	108	108	4.0		0	0	4/4	4	1	1			1	1	0	-1	65	F4	4	243
22	22	108	108	1.0		0	0	4/4	1	1	1/4			1/4	1		3	69	A4	4	235
22	22	108	108	1.0		0	0	4/4	3	1	1/4			1/4	1		0	72	C5	5	239
22	22	109	109	1.0		1/4	1/4	4/4	1	1	1/4			1/4	1		-2	70	Bb4	4	236
22	22	109	109	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		2	74	D5	5	240
22	22	110	110	1.0		1/2	1/2	4/4	1	1	1/4			1/4	1		3	69	A4	4	237
22	22	110	110	1.0		1/2	1/2	4/4	3	1	1/4			1/4	1		0	72	C5	5	241
22	22	111	111	1.0		3/4	3/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	238
22	22	111	111	1.0		3/4	3/4	4/4	3	1	1/4			1/4	1		-2	70	Bb4	4	242
