mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
9	9	25	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1	1	3	69	A4	4	63
9	9	51/2	1.5		3/8	3/8	6/8	3	1	3/8			1/4	3/2	0	3	69	A4	4	64
9	9	51/2	0.5		3/8	3/8	6/8	1	1	1/8			1/8	1		9	75	D#5	5	58
9	9	26	0.5		1/2	1/2	6/8	1	1	1/8			1/8	1		0	72	C5	5	59
9	9	53/2	0.5		5/8	5/8	6/8	1	1	1/8			1/8	1	1	6	78	F#5	5	60
10	10	27	3.0		0	0	6/8	4	1	3/4			1/2	3/2		9	63	D#4	4	69
10	10	27	3.0		0	0	6/8	3	1	3/4			1/2	3/2	-1	3	69	A4	4	68
10	10	27	1.5		0	0	6/8	2	1	3/8			1/4	3/2		0	72	C5	5	66
10	10	27	3.0		0	0	6/8	1	1	3/4			1/2	3/2	-1	6	78	F#5	5	65
10	10	57/2	1.5		3/8	3/8	6/8	2	1	3/8			1/4	3/2		5	71	B4	4	67
11	11	30	0.5		0	0	6/8	2	1	1/8			1/8	1		9	63	D#4	4	74
11	11	30	0.5		0	0	6/8	1	1	1/8			1/8	1		6	78	F#5	5	70
11	11	61/2	0.5		1/8	1/8	6/8	2	1	1/8			1/8	1		5	59	B3	3	75
11	11	61/2	0.5		1/8	1/8	6/8	1	1	1/8			1/8	1		9	75	D#5	5	71
11	11	31	0.5		1/4	1/4	6/8	2	1	1/8			1/8	1	1	6	66	F#4	4	76
11	11	31	0.5		1/4	1/4	6/8	1	1	1/8			1/8	1	1	3	81	A5	5	72
11	11	63/2	0.5		3/8	3/8	6/8	4	1	1/8			1/8	1		3	45	A2	2	78
11	11	63/2	1.5		3/8	3/8	6/8	2	1	3/8			1/4	3/2	0	6	66	F#4	4	77
11	11	63/2	1.5		3/8	3/8	6/8	1	1	3/8			1/4	3/2	0	3	81	A5	5	73
11	11	32	0.5		1/2	1/2	6/8	4	1	1/8			1/8	1		6	42	F#2	2	79
11	11	65/2	0.5		5/8	5/8	6/8	4	1	1/8			1/8	1	1	0	48	C3	3	80
12	12	33	1.5		0	0	6/8	4	1	3/8			1/4	3/2	-1	0	48	C3	3	84
12	12	33	3.0		0	0	6/8	3	1	3/4			1/2	3/2		9	51	D#3	3	83
12	12	33	3.0		0	0	6/8	2	1	3/4			1/2	3/2	-1	6	66	F#4	4	82
12	12	33	3.0		0	0	6/8	1	1	3/4			1/2	3/2	-1	3	81	A5	5	81
12	12	69/2	1.5		3/8	3/8	6/8	4	1	3/8			1/4	3/2		5	47	B2	2	85
13	13	36	3.0		0	0	6/8	4	1	3/4			1/2	3/2	1	5	47	B2	2	102
13	13	36	1.0		0	0	6/8	3	1	1/4			1/4	1		4	52	E3	3	97
13	13	36	1.5		0	0	6/8	2	1	3/8			1/4	3/2		1	67	G4	4	91
13	13	36	0.75		0	0	6/8	1	1	3/16			1/8	3/2		1	79	G5	5	86
13	13	147/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	87
13	13	37	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		4	52	E3	3	98
13	13	37	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		1	79	G5	5	88
13	13	149/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	89
13	13	75/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		6	54	F#3	3	99
13	13	75/2	0.5		3/8	3/8	6/8	2	1	1/8			1/8	1		3	69	A4	4	92
13	13	75/2	1.5		3/8	3/8	6/8	1	1	3/8			1/4	3/2	1	9	75	D#5	5	90
13	13	38	0.25		1/2	1/2	6/8	2	1	1/16			1/16	1		0	72	C5	5	93
13	13	153/4	0.25		9/16	9/16	6/8	2	1	1/16			1/16	1		5	71	B4	4	94
13	13	77/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		0	60	C4	4	100
13	13	77/2	0.25		5/8	5/8	6/8	2	1	1/16			1/16	1		6	66	F#4	4	95
13	13	155/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	101
13	13	155/4	0.25		11/16	11/16	6/8	2	1	1/16			1/16	1		3	69	A4	4	96
14	14	39	3.0		0	0	6/8	4	1	3/4			1/2	3/2	-1	5	47	B2	2	124
14	14	39	1.0		0	0	6/8	3	1	1/4			1/4	1		5	59	B3	3	119
14	14	39	1.0		0	0	6/8	2	1	1/4			1/4	1		1	67	G4	4	111
14	14	39	0.25		0	0	6/8	1	1	1/16			1/16	1	-1	9	75	D#5	5	103
14	14	157/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	104
14	14	79/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		6	78	F#5	5	105
14	14	159/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	106
14	14	40	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		4	52	E3	3	120
14	14	40	0.5		1/4	1/4	6/8	2	1	1/8			1/8	1		1	67	G4	4	112
14	14	40	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		1	79	G5	5	107
14	14	161/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		4	76	E5	5	108
14	14	81/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		6	54	F#3	3	121
14	14	81/2	0.25		3/8	3/8	6/8	2	1	1/16			1/16	1		3	69	A4	4	113
14	14	81/2	0.5		3/8	3/8	6/8	1	1	1/8			1/8	1		4	76	E5	5	109
14	14	163/4	0.25		7/16	7/16	6/8	2	1	1/16			1/16	1		3	69	A4	4	114
14	14	41	0.25		1/2	1/2	6/8	2	1	1/16			1/16	1		0	72	C5	5	115
14	14	41	1.0		1/2	1/2	6/8	1	1	1/4			1/4	1		9	75	D#5	5	110
14	14	165/4	0.25		9/16	9/16	6/8	2	1	1/16			1/16	1		5	71	B4	4	116
14	14	83/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		0	60	C4	4	122
14	14	83/2	0.25		5/8	5/8	6/8	2	1	1/16			1/16	1		6	66	F#4	4	117
14	14	167/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	123
14	14	167/4	0.25		11/16	11/16	6/8	2	1	1/16			1/16	1		3	69	A4	4	118
15	15	42	0.5		0	0	6/8	4	1	1/8			1/8	1		4	52	E3	3	147
15	15	42	0.5		0	0	6/8	3	1	1/8			1/8	1		5	59	B3	3	145
15	15	42	0.5		0	0	6/8	2	1	1/8			1/8	1		1	67	G4	4	137
15	15	42	0.25		0	0	6/8	1	1	1/16			1/16	1		4	76	E5	5	125
15	15	169/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		9	75	D#5	5	126
15	15	85/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		4	76	E5	5	127
15	15	171/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		6	78	F#5	5	128
15	15	43	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		1	79	G5	5	129
15	15	173/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		5	59	B3	3	138
15	15	173/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	130
15	15	87/2	0.5		3/8	3/8	6/8	4	1	1/8			1/8	1		3	45	A2	2	148
15	15	87/2	0.5		3/8	3/8	6/8	3	1	1/8			1/8	1		3	57	A3	3	146
15	15	87/2	0.25		3/8	3/8	6/8	2	1	1/16			1/16	1		0	60	C4	4	139
15	15	87/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		0	72	C5	5	131
15	15	175/4	0.25		7/16	7/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	140
15	15	175/4	0.25		7/16	7/16	6/8	1	1	1/16			1/16	1		2	74	D5	5	132
15	15	44	0.25		1/2	1/2	6/8	2	1	1/16			1/16	1		4	64	E4	4	141
15	15	44	0.25		1/2	1/2	6/8	1	1	1/16			1/16	1		4	76	E5	5	133
15	15	177/4	0.25		9/16	9/16	6/8	2	1	1/16			1/16	1		8	56	G#3	3	142
15	15	177/4	0.25		9/16	9/16	6/8	1	1	1/16			1/16	1		8	68	G#4	4	134
15	15	89/2	0.25		5/8	5/8	6/8	2	1	1/16			1/16	1		3	57	A3	3	143
15	15	89/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		3	69	A4	4	135
15	15	179/4	0.25		11/16	11/16	6/8	2	1	1/16			1/16	1		5	59	B3	3	144
15	15	179/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	136
16	16	45	0.5		0	0	6/8	2	1	1/8			1/8	1		0	60	C4	4	161
16	16	45	0.25		0	0	6/8	1	1	1/16			1/16	1		0	72	C5	5	149
16	16	181/4	0.25		1/16	1/16	6/8	3	1	1/16			1/16	1		4	52	E3	3	162
16	16	181/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		4	64	E4	4	150
16	16	91/2	0.25		1/8	1/8	6/8	3	1	1/16			1/16	1		-1	53	F3	3	163
16	16	91/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		-1	65	F4	4	151
16	16	183/4	0.25		3/16	3/16	6/8	3	1	1/16			1/16	1		1	55	G3	3	164
16	16	183/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	152
16	16	46	0.25		1/4	1/4	6/8	3	1	1/16			1/16	1		3	57	A3	3	165
16	16	46	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		3	69	A4	4	153
16	16	185/4	0.25		5/16	5/16	6/8	3	1	1/16			1/16	1		0	48	C3	3	166
16	16	185/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		0	60	C4	4	154
16	16	93/2	0.25		3/8	3/8	6/8	3	1	1/16			1/16	1		2	50	D3	3	167
16	16	93/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		2	62	D4	4	155
16	16	187/4	0.25		7/16	7/16	6/8	3	1	1/16			1/16	1		4	52	E3	3	168
16	16	187/4	0.25		7/16	7/16	6/8	1	1	1/16			1/16	1		4	64	E4	4	156
16	16	47	0.25		1/2	1/2	6/8	3	1	1/16			1/16	1		-1	53	F3	3	169
16	16	47	0.25		1/2	1/2	6/8	1	1	1/16			1/16	1		-1	65	F4	4	157
16	16	189/4	0.25		9/16	9/16	6/8	3	1	1/16			1/16	1		1	55	G3	3	170
16	16	189/4	0.25		9/16	9/16	6/8	1	1	1/16			1/16	1		1	67	G4	4	158
16	16	95/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		3	57	A3	3	171
16	16	95/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		3	69	A4	4	159
16	16	191/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	172
16	16	191/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	160
17	17	48	0.25		0	0	6/8	3	1	1/16			1/16	1		0	60	C4	4	185
17	17	48	0.25		0	0	6/8	1	1	1/16			1/16	1		0	72	C5	5	173
17	17	193/4	0.25		1/16	1/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	186
17	17	193/4	0.25		1/16	1/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	174
17	17	97/2	0.25		1/8	1/8	6/8	3	1	1/16			1/16	1		2	62	D4	4	187
17	17	97/2	0.25		1/8	1/8	6/8	1	1	1/16			1/16	1		2	74	D5	5	175
17	17	195/4	0.25		3/16	3/16	6/8	3	1	1/16			1/16	1		0	60	C4	4	188
17	17	195/4	0.25		3/16	3/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	176
17	17	49	0.25		1/4	1/4	6/8	3	1	1/16			1/16	1		5	59	B3	3	189
17	17	49	0.25		1/4	1/4	6/8	1	1	1/16			1/16	1		5	71	B4	4	177
17	17	197/4	0.25		5/16	5/16	6/8	3	1	1/16			1/16	1		3	57	A3	3	190
17	17	197/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		3	69	A4	4	178
17	17	99/2	0.25		3/8	3/8	6/8	3	1	1/16			1/16	1		1	55	G3	3	191
17	17	99/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		1	67	G4	4	179
17	17	199/4	0.25		7/16	7/16	6/8	3	1	1/16			1/16	1		-1	53	F3	3	192
17	17	199/4	0.25		7/16	7/16	6/8	1	1	1/16			1/16	1		-1	65	F4	4	180
17	17	50	0.25		1/2	1/2	6/8	3	1	1/16			1/16	1		4	52	E3	3	193
17	17	50	0.25		1/2	1/2	6/8	1	1	1/16			1/16	1		4	64	E4	4	181
17	17	201/4	0.25		9/16	9/16	6/8	3	1	1/16			1/16	1		-1	53	F3	3	194
17	17	201/4	0.25		9/16	9/16	6/8	1	1	1/16			1/16	1		-1	65	F4	4	182
17	17	101/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		3	57	A3	3	195
17	17	101/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		3	69	A4	4	183
17	17	203/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		0	60	C4	4	196
17	17	203/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		0	72	C5	5	184
18	18	51	0.5		0	0	6/8	3	1	1/8			1/8	1		0	60	C4	4	207
18	18	51	0.5		0	0	6/8	1	1	1/8			1/8	1		0	72	C5	5	197
18	18	103/2	0.5		1/8	1/8	6/8	4	1	1/8			1/8	1		10	46	A#2	2	212
18	18	103/2	1.0		1/8	1/8	6/8	3	1	1/4			1/4	1	1	1	55	G3	3	208
18	18	103/2	0.5		1/8	1/8	6/8	2	1	1/8			1/8	1		7	61	C#4	4	202
18	18	103/2	1.0		1/8	1/8	6/8	1	1	1/4			1/4	1	1	4	64	E4	4	198
18	18	52	0.5		1/4	1/4	6/8	4	1	1/8			1/8	1		10	46	A#2	2	213
18	18	52	0.5		1/4	1/4	6/8	2	1	1/8			1/8	1		7	61	C#4	4	203
18	18	105/2	0.5		3/8	3/8	6/8	4	1	1/8			1/8	1		5	47	B2	2	214
18	18	105/2	0.5		3/8	3/8	6/8	3	1	1/8			1/8	1	-1	1	55	G3	3	209
18	18	105/2	0.5		3/8	3/8	6/8	2	1	1/8			1/8	1		5	59	B3	3	204
18	18	105/2	0.5		3/8	3/8	6/8	1	1	1/8			1/8	1	-1	4	64	E4	4	199
18	18	53	0.5		1/2	1/2	6/8	4	1	1/8			1/8	1		5	47	B2	2	215
18	18	53	0.5		1/2	1/2	6/8	3	1	1/8			1/8	1		5	59	B3	3	210
18	18	53	0.5		1/2	1/2	6/8	2	1	1/8			1/8	1		4	64	E4	4	205
18	18	53	0.5		1/2	1/2	6/8	1	1	1/8			1/8	1		1	67	G4	4	200
18	18	107/2	0.5		5/8	5/8	6/8	4	1	1/8			1/8	1		5	47	B2	2	216
18	18	107/2	0.5		5/8	5/8	6/8	3	1	1/8			1/8	1		3	57	A3	3	211
18	18	107/2	0.5		5/8	5/8	6/8	2	1	1/8			1/8	1		9	63	D#4	4	206
18	18	107/2	0.5		5/8	5/8	6/8	1	1	1/8			1/8	1		6	66	F#4	4	201
19	19	54	1.0		0	0	6/8	4	1	1/4			1/4	1		0	48	C3	3	223
19	19	54	1.0		0	0	6/8	3	1	1/4			1/4	1		3	57	A3	3	221
19	19	54	1.0		0	0	6/8	2	1	1/4			1/4	1		9	63	D#4	4	219
19	19	54	1.0		0	0	6/8	1	1	1/4			1/4	1		6	66	F#4	4	217
19	19	111/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		9	39	D#2	2	224
19	19	111/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		9	63	D#4	4	222
19	19	111/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		6	66	F#4	4	222
19	19	111/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		5	71	B4	4	218
19	19	111/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		5	71	B4	4	220
19	19	111/2	1.0		3/8	3/8	6/8	2	1	1/4			1/4	1		6	78	F#5	5	220
19	19	111/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		5	83	B5	5	218
21	21	60	3.0		0	0	6/8	4	1	3/4			1/2	3/2		4	52	E3	3	239
21	21	243/4	0.25		3/16	3/16	6/8	2	1	1/16			1/16	1		4	64	E4	4	229
21	21	61	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		1	55	G3	3	233
21	21	61	0.25		1/4	1/4	6/8	2	1	1/16			1/16	1		1	67	G4	4	230
21	21	61	0.5		1/4	1/4	6/8	1	1	1/8			1/8	1		4	76	E5	5	225
21	21	245/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		4	64	E4	4	231
21	21	123/2	0.5		3/8	3/8	6/8	3	1	1/8			1/8	1		3	57	A3	3	234
21	21	123/2	1.5		3/8	3/8	6/8	2	1	3/8			1/4	3/2	1	9	63	D#4	4	232
21	21	123/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		6	78	F#5	5	226
21	21	62	0.25		1/2	1/2	6/8	3	1	1/16			1/16	1		0	60	C4	4	235
21	21	249/4	0.25		9/16	9/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	236
21	21	125/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		6	54	F#3	3	237
21	21	125/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		0	84	C6	6	227
21	21	251/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		3	57	A3	3	238
21	21	251/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	228
22	22	63	3.0		0	0	6/8	4	1	3/4			1/2	3/2		4	52	E3	3	260
22	22	63	0.5		0	0	6/8	3	1	1/8			1/8	1		3	57	A3	3	252
22	22	63	0.25		0	0	6/8	2	1	1/16			1/16	1	-1	9	63	D#4	4	245
22	22	63	1.0		0	0	6/8	1	1	1/4			1/4	1		5	83	B5	5	240
22	22	253/4	0.25		1/16	1/16	6/8	2	1	1/16			1/16	1		4	64	E4	4	246
22	22	127/2	0.5		1/8	1/8	6/8	3	1	1/8			1/8	1		1	55	G3	3	253
22	22	127/2	0.25		1/8	1/8	6/8	2	1	1/16			1/16	1		6	66	F#4	4	247
22	22	255/4	0.25		3/16	3/16	6/8	2	1	1/16			1/16	1		4	64	E4	4	248
22	22	64	0.5		1/4	1/4	6/8	3	1	1/8			1/8	1		1	55	G3	3	254
22	22	64	0.25		1/4	1/4	6/8	2	1	1/16			1/16	1		1	67	G4	4	249
22	22	64	0.5		1/4	1/4	6/8	1	1	1/8			1/8	1		4	76	E5	5	241
22	22	257/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		4	64	E4	4	250
22	22	129/2	0.5		3/8	3/8	6/8	3	1	1/8			1/8	1		3	57	A3	3	255
22	22	129/2	1.5		3/8	3/8	6/8	2	1	3/8			1/4	3/2		9	63	D#4	4	251
22	22	129/2	1.0		3/8	3/8	6/8	1	1	1/4			1/4	1		6	78	F#5	5	242
22	22	65	0.25		1/2	1/2	6/8	3	1	1/16			1/16	1		0	60	C4	4	256
22	22	261/4	0.25		9/16	9/16	6/8	3	1	1/16			1/16	1		5	59	B3	3	257
22	22	131/2	0.25		5/8	5/8	6/8	3	1	1/16			1/16	1		6	54	F#3	3	258
22	22	131/2	0.25		5/8	5/8	6/8	1	1	1/16			1/16	1		0	84	C6	6	243
22	22	263/4	0.25		11/16	11/16	6/8	3	1	1/16			1/16	1		3	57	A3	3	259
22	22	263/4	0.25		11/16	11/16	6/8	1	1	1/16			1/16	1		5	83	B5	5	244
23	23	66	1.0		0	0	6/8	4	1	1/4			1/4	1		4	52	E3	3	283
23	23	66	1.0		0	0	6/8	3	1	1/4			1/4	1		1	55	G3	3	281
23	23	66	0.25		0	0	6/8	2	1	1/16			1/16	1		4	64	E4	4	269
23	23	66	0.5		0	0	6/8	1	1	1/8			1/8	1		5	83	B5	5	261
23	23	265/4	0.25		1/16	1/16	6/8	2	1	1/16			1/16	1		9	63	D#4	4	270
23	23	133/2	0.25		1/8	1/8	6/8	2	1	1/16			1/16	1		4	64	E4	4	271
23	23	267/4	0.25		3/16	3/16	6/8	2	1	1/16			1/16	1		6	66	F#4	4	272
23	23	67	0.25		1/4	1/4	6/8	2	1	1/16			1/16	1		1	67	G4	4	273
23	23	269/4	0.25		5/16	5/16	6/8	2	1	1/16			1/16	1		5	59	B3	3	274
23	23	269/4	0.25		5/16	5/16	6/8	1	1	1/16			1/16	1		5	71	B4	4	262
23	23	135/2	1.0		3/8	3/8	6/8	4	1	1/4			1/4	1		3	45	A2	2	284
23	23	135/2	1.0		3/8	3/8	6/8	3	1	1/4			1/4	1		3	57	A3	3	282
23	23	135/2	0.25		3/8	3/8	6/8	2	1	1/16			1/16	1		0	60	C4	4	275
23	23	135/2	0.25		3/8	3/8	6/8	1	1	1/16			1/16	1		0	72	C5	5	263
23	23	271/4	0.25		7/16	7/16	6/8	2	1	1/16			1/16	1		2	62	D4	4	276
