mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	tremolo	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
33	33	97	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		3	69	A4	4	157
33	33	195/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	158
33	33	98	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	159
33	33	197/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	160
34	34	99	0.5		0	0	4/4	1	1	1/8			1/8	1		2	62	D4	4	161
34	34	199/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	162
34	34	100	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	163
34	34	201/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	164
34	34	101	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		3	69	A4	4	165
34	34	203/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		8	68	G#4	4	166
34	34	102	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	167
34	34	205/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		2	62	D4	4	168
35	35	103	2.0		0	0	4/4	1	1	1/2			1/2	1		-1	65	F4	4	169
35	35	104	1.0		1/4	1/4	4/4	3	1	1/4			1/4	1		5	59	B3	3	173
35	35	105	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1		0	60	C4	4	174
35	35	105	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		4	64	E4	4	170
35	35	106	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		2	50	D3	3	176
35	35	106	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		3	57	A3	3	175
35	35	106	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	172
35	35	106	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	171
36	36	107	3.0		0	0	4/4	4	1	3/4			1/2	3/2		3	45	A2	2	182
36	36	107	3.0		0	0	4/4	3	1	3/4			1/2	3/2		3	57	A3	3	181
36	36	107	3.0		0	0	4/4	2	1	3/4			1/2	3/2		7	61	C#4	4	180
36	36	107	3.0		0	0	4/4	2	1	3/4			1/2	3/2		4	64	E4	4	180
36	36	107	3.0		0	0	4/4	1	1	3/4			1/2	3/2		1	67	G4	4	177
36	36	110	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		1	79	G5	5	178
36	36	443/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	179
37	37	111	0.5		0	0	4/4	1	1	1/8			1/8	1		0	84	C6	6	183
37	37	223/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	184
37	37	112	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		1	79	G5	5	185
37	37	451/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	186
37	37	113	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		3	81	A5	5	187
37	37	227/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		1	79	G5	5	188
37	37	114	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	189
37	37	459/4	0.25		15/16	15/16	4/4	1	1	1/16			1/16	1		-1	77	F5	5	190
38	38	115	0.5		0	0	4/4	1	1	1/8			1/8	1		-1	77	F5	5	191
38	38	231/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	192
38	38	116	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		7	73	C#5	5	193
38	38	467/4	0.25		7/16	7/16	4/4	1	1	1/16			1/16	1		2	74	D5	5	194
38	38	117	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		-1	77	F5	5	195
38	38	235/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	196
38	38	118	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	197
38	38	237/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	198
39	39	119	0.5		0	0	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	199
39	39	239/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	200
39	39	120	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		1	67	G4	4	201
39	39	241/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		-1	65	F4	4	202
39	39	121	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		4	64	E4	4	203
39	39	243/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		2	62	D4	4	204
39	39	122	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		7	61	C#4	4	205
39	39	245/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		-2	58	Bb3	3	206
40	40	123	0.5		0	0	4/4	1	1	1/8			1/8	1		3	57	A3	3	207
40	40	247/2	0.5		1/8	1/8	4/4	1	1	1/8			1/8	1		7	61	C#4	4	208
40	40	124	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		4	64	E4	4	209
40	40	249/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	210
40	40	125	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		7	73	C#5	5	211
40	40	251/2	0.5		5/8	5/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	212
40	40	126	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	213
40	40	253/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	214
41	41	127	2.0		0	0	4/4	1	1	1/2			1/2	1		1	67	G4	4	215
41	41	128	1.0		1/4	1/4	4/4	2	1	1/4			1/4	1		7	61	C#4	4	218
41	41	129	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1		2	62	D4	4	219
41	41	129	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1		-1	65	F4	4	216
41	41	130	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		2	50	D3	3	222
41	41	130	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		-1	53	F3	3	221
41	41	130	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		-1	65	F4	4	220
41	41	130	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	217
42	42	131	4.0		0	0	4/4	4	1	1			1	1		0	48	C3	3	226
42	42	131	4.0		0	0	4/4	3	1	1			1	1		1	55	G3	3	225
42	42	131	4.0		0	0	4/4	2	1	1			1	1		4	64	E4	4	224
42	42	131	4.0		0	0	4/4	1	1	1			1	1		-2	70	Bb4	4	223
43	43	135	4.0		0	0	4/4	4	1	1			1	1		1	43	G2	2	230
43	43	135	4.0		0	0	4/4	3	1	1			1	1		-1	53	F3	3	229
43	43	135	4.0		0	0	4/4	3	1	1			1	1		1	55	G3	3	229
43	43	135	4.0		0	0	4/4	2	1	1			1	1		5	59	B3	3	228
43	43	135	4.0		0	0	4/4	1	1	1			1	1		2	62	D4	4	227
43	43	135	4.0		0	0	4/4	2	1	1			1	1		2	62	D4	4	228
43	43	135	4.0		0	0	4/4	1	1	1			1	1		5	71	B4	4	227
44	44	139	0.5		0	0	4/4	4	1	1/8			1/8	1		0	36	C2	2	250
44	44	139	2.0		0	0	4/4	3	1	1/2			1/2	1	1	4	52	E3	3	244
44	44	139	1.0		0	0	4/4	1	2	1/4			1/4	1		1	55	G3	3	237
44	44	139	2.0		0	0	4/4	3	1	1/2			1/2	1	1	1	55	G3	3	244
44	44	139	2.0		0	0	4/4	2	1	1/2			1/2	1	1	0	60	C4	4	238
44	44	139	1.0		0	0	4/4	1	2	1/4			1/4	1		4	64	E4	4	237
44	44	139	2.0		0	0	4/4	2	1	1/2			1/2	1	1	4	64	E4	4	238
44	44	139	2.0		0	0	4/4	1	1	1/2			1/2	1	1	0	72	C5	5	231
44	44	279/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		0	48	C3	3	251
44	44	140	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		0	48	C3	3	252
44	44	281/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		0	48	C3	3	253
44	44	141	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		0	48	C3	3	254
44	44	141	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1	-1	4	52	E3	3	245
44	44	141	0.5		1/2	1/2	4/4	3	1	1/8			1/8	1	-1	1	55	G3	3	245
44	44	141	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1	-1	0	60	C4	4	239
44	44	141	0.5		1/2	1/2	4/4	2	1	1/8			1/8	1	-1	4	64	E4	4	239
44	44	141	0.5		1/2	1/2	4/4	1	1	1/8			1/8	1	-1	0	72	C5	5	232
44	44	283/2	0.5		5/8	5/8	4/4	4	1	1/8			1/8	1		0	48	C3	3	255
44	44	283/2	0.25		5/8	5/8	4/4	3	1	1/16			1/16	1		4	52	E3	3	246
44	44	283/2	0.25		5/8	5/8	4/4	2	1	1/16			1/16	1		0	72	C5	5	240
44	44	283/2	0.25		5/8	5/8	4/4	1	1	1/16			1/16	1		0	84	C6	6	233
44	44	567/4	0.25		11/16	11/16	4/4	3	1	1/16			1/16	1		-1	53	F3	3	247
44	44	567/4	0.25		11/16	11/16	4/4	2	1	1/16			1/16	1		2	74	D5	5	241
44	44	567/4	0.25		11/16	11/16	4/4	1	1	1/16			1/16	1		2	86	D6	6	234
44	44	142	0.5		3/4	3/4	4/4	4	1	1/8			1/8	1		0	48	C3	3	256
44	44	142	0.5		3/4	3/4	4/4	3	1	1/8			1/8	1		1	55	G3	3	248
44	44	142	0.5		3/4	3/4	4/4	2	1	1/8			1/8	1		4	76	E5	5	242
44	44	142	0.5		3/4	3/4	4/4	1	1	1/8			1/8	1		4	88	E6	6	235
44	44	285/2	0.5		7/8	7/8	4/4	4	1	1/8			1/8	1		0	48	C3	3	257
44	44	285/2	0.5		7/8	7/8	4/4	3	1	1/8			1/8	1		4	52	E3	3	249
44	44	285/2	0.5		7/8	7/8	4/4	2	1	1/8			1/8	1		0	72	C5	5	243
44	44	285/2	0.5		7/8	7/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	236
45	45	143	0.5		0	0	4/4	4	1	1/8			1/8	1		0	48	C3	3	288
45	45	143	0.5		0	0	4/4	3	1	1/8			1/8	1		-1	53	F3	3	278
45	45	143	0.5		0	0	4/4	2	1	1/8			1/8	1		3	69	A4	4	268
45	45	143	0.5		0	0	4/4	1	1	1/8			1/8	1		3	81	A5	5	258
45	45	287/2	0.5		1/8	1/8	4/4	4	1	1/8			1/8	1		0	36	C2	2	289
45	45	287/2	0.25		1/8	1/8	4/4	3	1	1/16			1/16	1		-1	53	F3	3	279
45	45	287/2	0.25		1/8	1/8	4/4	2	1	1/16			1/16	1		3	69	A4	4	269
45	45	287/2	0.25		1/8	1/8	4/4	1	1	1/16			1/16	1		3	81	A5	5	259
45	45	575/4	0.25		3/16	3/16	4/4	3	1	1/16			1/16	1		1	55	G3	3	280
45	45	575/4	0.25		3/16	3/16	4/4	2	1	1/16			1/16	1		5	71	B4	4	270
45	45	575/4	0.25		3/16	3/16	4/4	1	1	1/16			1/16	1		5	83	B5	5	260
45	45	144	0.5		1/4	1/4	4/4	4	1	1/8			1/8	1		0	48	C3	3	290
45	45	144	0.5		1/4	1/4	4/4	3	1	1/8			1/8	1		3	57	A3	3	281
45	45	144	0.5		1/4	1/4	4/4	2	1	1/8			1/8	1		0	72	C5	5	271
45	45	144	0.5		1/4	1/4	4/4	1	1	1/8			1/8	1		0	84	C6	6	261
45	45	289/2	0.5		3/8	3/8	4/4	4	1	1/8			1/8	1		0	48	C3	3	291
45	45	289/2	0.5		3/8	3/8	4/4	3	1	1/8			1/8	1		-1	53	F3	3	282
45	45	289/2	0.5		3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	272
45	45	289/2	0.5		3/8	3/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	262
45	45	145	0.5		1/2	1/2	4/4	4	1	1/8			1/8	1		0	48	C3	3	292
